Coluna;Sexo Trabalhador
Município-São Paulo;Não Informado;Masculino;Feminino;Ignorado;{ñ class};Total
SP-BIRITIBA-MIRIM;n/d;3418;1834;n/d;n/d;5252
SP-BOA ESPERANCA DO SUL;n/d;1710;1101;n/d;n/d;2811
SP-BOCAINA;n/d;2772;1597;n/d;n/d;4369
SP-BOFETE;n/d;1240;688;n/d;n/d;1928
SP-BOITUVA;n/d;11940;7409;n/d;n/d;19349
SP-BOM JESUS DOS PERDOES;n/d;3116;1655;n/d;n/d;4771
SP-BOM SUCESSO DE ITARARE;n/d;385;145;n/d;n/d;530
SP-BORA;n/d;1439;336;n/d;n/d;1775
SP-BORACEIA;n/d;810;481;n/d;n/d;1291
SP-BORBOREMA;n/d;1666;1345;n/d;n/d;3011
SP-BOREBI;n/d;484;364;n/d;n/d;848
SP-BOTUCATU;n/d;24984;15675;n/d;n/d;40659
SP-BRAGANCA PAULISTA;n/d;22114;17926;n/d;n/d;40040
SP-BRAUNA;n/d;279;222;n/d;n/d;501
SP-BREJO ALEGRE;n/d;2127;299;n/d;n/d;2426
SP-BRODOWSKI;n/d;2271;1861;n/d;n/d;4132
SP-BROTAS;n/d;4568;2437;n/d;n/d;7005
SP-BURI;n/d;2289;1104;n/d;n/d;3393
SP-BURITAMA;n/d;1606;1372;n/d;n/d;2978
SP-BURITIZAL;n/d;1412;332;n/d;n/d;1744
SP-CABRALIA PAULISTA;n/d;554;428;n/d;n/d;982
SP-CABREUVA;n/d;8590;5105;n/d;n/d;13695
SP-CACAPAVA;n/d;12576;7027;n/d;n/d;19603
SP-CACHOEIRA PAULISTA;n/d;2754;2527;n/d;n/d;5281
SP-CACONDE;n/d;1387;914;n/d;n/d;2301
SP-CAFELANDIA;n/d;2055;1241;n/d;n/d;3296
SP-CAIABU;n/d;164;206;n/d;n/d;370
SP-CAIEIRAS;n/d;14075;7037;n/d;n/d;21112
SP-CAIUA;n/d;304;189;n/d;n/d;493
SP-CAJAMAR;n/d;22203;15718;n/d;n/d;37921
SP-CAJATI;n/d;3939;1411;n/d;n/d;5350
SP-CAJOBI;n/d;713;560;n/d;n/d;1273
SP-CAJURU;n/d;2426;1777;n/d;n/d;4203
SP-CAMPINA DO MONTE ALEGRE;n/d;418;289;n/d;n/d;707
SP-CAMPINAS;n/d;225998;180537;n/d;n/d;406535
SP-CAMPO LIMPO PAULISTA;n/d;8861;4848;n/d;n/d;13709
SP-CAMPOS DO JORDAO;n/d;6346;5526;n/d;n/d;11872
SP-CAMPOS NOVOS PAULISTA;n/d;368;194;n/d;n/d;562
SP-CANANEIA;n/d;797;526;n/d;n/d;1323
SP-CANAS;n/d;893;235;n/d;n/d;1128
SP-CANDIDO MOTA;n/d;2722;1647;n/d;n/d;4369
SP-CANDIDO RODRIGUES;n/d;360;329;n/d;n/d;689
SP-CANITAR;n/d;593;292;n/d;n/d;885
SP-CAPAO BONITO;n/d;4374;2749;n/d;n/d;7123
SP-CAPELA DO ALTO;n/d;2103;1408;n/d;n/d;3511
SP-CAPIVARI;n/d;8681;6070;n/d;n/d;14751
SP-CARAGUATATUBA;n/d;10490;9881;n/d;n/d;20371
SP-CARAPICUIBA;n/d;22959;20103;n/d;n/d;43062
SP-CARDOSO;n/d;659;564;n/d;n/d;1223
SP-CASA BRANCA;n/d;4269;2693;n/d;n/d;6962
SP-CASSIA DOS COQUEIROS;n/d;248;217;n/d;n/d;465
SP-CASTILHO;n/d;1645;1013;n/d;n/d;2658
SP-CATANDUVA;n/d;22857;15717;n/d;n/d;38574
SP-CATIGUA;n/d;615;407;n/d;n/d;1022
SP-CEDRAL;n/d;1238;601;n/d;n/d;1839
SP-CERQUEIRA CESAR;n/d;2237;1425;n/d;n/d;3662
SP-CERQUILHO;n/d;7087;4827;n/d;n/d;11914
SP-CESARIO LANGE;n/d;2048;1297;n/d;n/d;3345
SP-CHARQUEADA;n/d;1757;1130;n/d;n/d;2887
SP-CLEMENTINA;n/d;2417;681;n/d;n/d;3098
SP-COLINA;n/d;3809;1528;n/d;n/d;5337
SP-COLOMBIA;n/d;3037;1174;n/d;n/d;4211
SP-CONCHAL;n/d;3321;2665;n/d;n/d;5986
SP-CONCHAS;n/d;1891;1341;n/d;n/d;3232
SP-CORDEIROPOLIS;n/d;6711;2976;n/d;n/d;9687
SP-COROADOS;n/d;698;336;n/d;n/d;1034
SP-CORONEL MACEDO;n/d;410;228;n/d;n/d;638
SP-CORUMBATAI;n/d;679;386;n/d;n/d;1065
SP-COSMOPOLIS;n/d;5773;4218;n/d;n/d;9991
SP-COSMORAMA;n/d;1343;496;n/d;n/d;1839
SP-COTIA;n/d;48501;32565;n/d;n/d;81066
SP-CRAVINHOS;n/d;5317;2858;n/d;n/d;8175
SP-CRISTAIS PAULISTA;n/d;997;459;n/d;n/d;1456
SP-CRUZALIA;n/d;189;158;n/d;n/d;347
SP-CRUZEIRO;n/d;12911;6022;n/d;n/d;18933
SP-CUBATAO;n/d;32840;11660;n/d;n/d;44500
SP-CUNHA;n/d;1118;600;n/d;n/d;1718
SP-DESCALVADO;n/d;6129;3521;n/d;n/d;9650
SP-DIADEMA;n/d;73596;40216;n/d;n/d;113812
SP-DIRCE REIS;n/d;215;75;n/d;n/d;290
SP-DIVINOLANDIA;n/d;702;880;n/d;n/d;1582
SP-DOBRADA;n/d;372;345;n/d;n/d;717
SP-DOIS CORREGOS;n/d;3557;2134;n/d;n/d;5691
SP-DOLCINOPOLIS;n/d;186;150;n/d;n/d;336
SP-DOURADO;n/d;1070;668;n/d;n/d;1738
SP-DRACENA;n/d;5748;4084;n/d;n/d;9832
SP-DUARTINA;n/d;1302;975;n/d;n/d;2277
SP-DUMONT;n/d;920;769;n/d;n/d;1689
SP-ECHAPORA;n/d;475;277;n/d;n/d;752
SP-ELDORADO;n/d;1387;641;n/d;n/d;2028
SP-ELIAS FAUSTO;n/d;3294;1582;n/d;n/d;4876
SP-ELISIARIO;n/d;321;174;n/d;n/d;495
SP-EMBAUBA;n/d;239;153;n/d;n/d;392
SP-EMBU DAS ARTES;n/d;25895;15992;n/d;n/d;41887
SP-EMBU-GUACU;n/d;5945;3026;n/d;n/d;8971
SP-EMILIANOPOLIS;n/d;201;142;n/d;n/d;343
SP-ENGENHEIRO COELHO;n/d;2417;1413;n/d;n/d;3830
SP-ESPIRITO SANTO DO PINHAL;n/d;7360;5297;n/d;n/d;12657
SP-ESPIRITO SANTO DO TURVO;n/d;560;498;n/d;n/d;1058
SP-ESTRELA D OESTE;n/d;1477;980;n/d;n/d;2457
SP-ESTRELA DO NORTE;n/d;195;199;n/d;n/d;394
SP-EUCLIDES DA CUNHA PAULISTA;n/d;367;339;n/d;n/d;706
SP-FARTURA;n/d;1705;1546;n/d;n/d;3251
SP-FERNANDOPOLIS;n/d;9926;6565;n/d;n/d;16491
SP-FERNANDO PRESTES;n/d;473;560;n/d;n/d;1033
SP-FERNAO;n/d;247;145;n/d;n/d;392
SP-FERRAZ DE VASCONCELOS;n/d;13389;7600;n/d;n/d;20989
SP-FLORA RICA;n/d;178;120;n/d;n/d;298
SP-FLOREAL;n/d;271;174;n/d;n/d;445
SP-FLORIDA PAULISTA;n/d;2450;835;n/d;n/d;3285
SP-FLORINIA;n/d;254;156;n/d;n/d;410
SP-FRANCA;n/d;46757;36972;n/d;n/d;83729
SP-FRANCISCO MORATO;n/d;4334;4980;n/d;n/d;9314
SP-FRANCO DA ROCHA;n/d;8526;5934;n/d;n/d;14460
SP-GABRIEL MONTEIRO;n/d;437;608;n/d;n/d;1045
SP-GALIA;n/d;1010;452;n/d;n/d;1462
SP-GARCA;n/d;7004;4679;n/d;n/d;11683
SP-GASTAO VIDIGAL;n/d;248;151;n/d;n/d;399
SP-GAVIAO PEIXOTO;n/d;2761;1214;n/d;n/d;3975
SP-GENERAL SALGADO;n/d;1015;693;n/d;n/d;1708
SP-GETULINA;n/d;815;559;n/d;n/d;1374
SP-GLICERIO;n/d;538;467;n/d;n/d;1005
SP-GUAICARA;n/d;1039;675;n/d;n/d;1714
SP-GUAIMBE;n/d;383;232;n/d;n/d;615
SP-GUAIRA;n/d;8569;3157;n/d;n/d;11726
SP-GUAPIACU;n/d;1769;1056;n/d;n/d;2825
SP-GUAPIARA;n/d;1248;568;n/d;n/d;1816
SP-GUARA;n/d;1505;1247;n/d;n/d;2752
SP-GUARACAI;n/d;757;543;n/d;n/d;1300
SP-GUARACI;n/d;1600;584;n/d;n/d;2184
SP-GUARANI D OESTE;n/d;144;170;n/d;n/d;314
SP-GUARANTA;n/d;932;588;n/d;n/d;1520
SP-GUARARAPES;n/d;4178;2207;n/d;n/d;6385
SP-GUARAREMA;n/d;4057;2486;n/d;n/d;6543
SP-GUARATINGUETA;n/d;18761;10438;n/d;n/d;29199
SP-GUAREI;n/d;1194;877;n/d;n/d;2071
SP-GUARIBA;n/d;5446;2444;n/d;n/d;7890
SP-GUARUJA;n/d;30808;19305;n/d;n/d;50113
SP-GUARULHOS;n/d;217898;120948;n/d;n/d;338846
SP-GUATAPARA;n/d;810;517;n/d;n/d;1327
SP-GUZOLANDIA;n/d;281;225;n/d;n/d;506
SP-HERCULANDIA;n/d;733;392;n/d;n/d;1125
SP-HOLAMBRA;n/d;3807;3406;n/d;n/d;7213
SP-HORTOLANDIA;n/d;28085;16370;n/d;n/d;44455
SP-IACANGA;n/d;2214;928;n/d;n/d;3142
SP-IACRI;n/d;483;306;n/d;n/d;789
SP-IARAS;n/d;919;669;n/d;n/d;1588
SP-IBATE;n/d;3626;1867;n/d;n/d;5493
SP-IBIRA;n/d;943;814;n/d;n/d;1757
SP-IBIRAREMA;n/d;2039;628;n/d;n/d;2667
SP-IBITINGA;n/d;8540;7224;n/d;n/d;15764
SP-IBIUNA;n/d;6147;4936;n/d;n/d;11083
SP-ICEM;n/d;712;468;n/d;n/d;1180
SP-IEPE;n/d;599;418;n/d;n/d;1017
SP-IGARACU DO TIETE;n/d;1203;1257;n/d;n/d;2460
SP-IGARAPAVA;n/d;3761;2225;n/d;n/d;5986
SP-IGARATA;n/d;814;623;n/d;n/d;1437
SP-IGUAPE;n/d;1377;1091;n/d;n/d;2468
SP-ILHABELA;n/d;3650;3003;n/d;n/d;6653
SP-ILHA COMPRIDA;n/d;715;625;n/d;n/d;1340
SP-ILHA SOLTEIRA;n/d;3125;2309;n/d;n/d;5434
SP-INDAIATUBA;n/d;40074;27307;n/d;n/d;67381
SP-INDIANA;n/d;384;215;n/d;n/d;599
SP-INDIAPORA;n/d;246;197;n/d;n/d;443
SP-INUBIA PAULISTA;n/d;491;375;n/d;n/d;866
SP-IPAUSSU;n/d;2306;1305;n/d;n/d;3611
SP-IPERO;n/d;4820;2349;n/d;n/d;7169
SP-IPEUNA;n/d;1564;825;n/d;n/d;2389
SP-IPIGUA;n/d;488;241;n/d;n/d;729
SP-IPORANGA;n/d;271;196;n/d;n/d;467
SP-IPUA;n/d;2069;1504;n/d;n/d;3573
SP-IRACEMAPOLIS;n/d;4334;2114;n/d;n/d;6448
SP-IRAPUA;n/d;421;432;n/d;n/d;853
SP-IRAPURU;n/d;373;320;n/d;n/d;693
SP-ITABERA;n/d;1491;888;n/d;n/d;2379
SP-ITAI;n/d;3398;1513;n/d;n/d;4911
SP-ITAJOBI;n/d;1644;1089;n/d;n/d;2733
SP-ITAJU;n/d;368;300;n/d;n/d;668
SP-ITANHAEM;n/d;6592;6218;n/d;n/d;12810
SP-ITAOCA;n/d;210;95;n/d;n/d;305
SP-ITAPECERICA DA SERRA;n/d;12530;9591;n/d;n/d;22121
SP-ITAPETININGA;n/d;21788;13819;n/d;n/d;35607
SP-ITAPEVA;n/d;11602;7169;n/d;n/d;18771
SP-ITAPEVI;n/d;17645;14054;n/d;n/d;31699
SP-ITAPIRA;n/d;13972;9238;n/d;n/d;23210
SP-ITAPIRAPUA PAULISTA;n/d;322;148;n/d;n/d;470
SP-ITAPOLIS;n/d;6221;4031;n/d;n/d;10252
SP-ITAPORANGA;n/d;978;799;n/d;n/d;1777
SP-ITAPUI;n/d;2287;1870;n/d;n/d;4157
SP-ITAPURA;n/d;349;314;n/d;n/d;663
SP-ITAQUAQUECETUBA;n/d;26098;14692;n/d;n/d;40790
SP-ITARARE;n/d;5366;3160;n/d;n/d;8526
SP-ITARIRI;n/d;799;425;n/d;n/d;1224
SP-ITATIBA;n/d;19915;16268;n/d;n/d;36183
SP-ITATINGA;n/d;1828;1191;n/d;n/d;3019
SP-ITIRAPINA;n/d;2249;1858;n/d;n/d;4107
SP-ITIRAPUA;n/d;498;267;n/d;n/d;765
SP-ITOBI;n/d;514;380;n/d;n/d;894
SP-ITU;n/d;31794;23704;n/d;n/d;55498
SP-ITUPEVA;n/d;13397;7669;n/d;n/d;21066
SP-ITUVERAVA;n/d;3587;3399;n/d;n/d;6986
SP-JABORANDI;n/d;534;324;n/d;n/d;858
SP-JABOTICABAL;n/d;16133;7167;n/d;n/d;23300
SP-JACAREI;n/d;26875;17631;n/d;n/d;44506
SP-JACI;n/d;1497;1420;n/d;n/d;2917
SP-JACUPIRANGA;n/d;2422;955;n/d;n/d;3377
SP-JAGUARIUNA;n/d;17616;13603;n/d;n/d;31219
SP-JALES;n/d;5564;4234;n/d;n/d;9798
SP-JAMBEIRO;n/d;2050;762;n/d;n/d;2812
SP-JANDIRA;n/d;11682;6416;n/d;n/d;18098
SP-JARDINOPOLIS;n/d;5041;3146;n/d;n/d;8187
SP-JARINU;n/d;4087;3238;n/d;n/d;7325
SP-JAU;n/d;21627;17724;n/d;n/d;39351
SP-JERIQUARA;n/d;364;261;n/d;n/d;625
SP-JOANOPOLIS;n/d;918;908;n/d;n/d;1826
SP-JOAO RAMALHO;n/d;292;220;n/d;n/d;512
SP-JOSE BONIFACIO;n/d;5467;3404;n/d;n/d;8871
SP-JULIO MESQUITA;n/d;324;305;n/d;n/d;629
SP-JUMIRIM;n/d;874;297;n/d;n/d;1171
SP-JUNDIAI;n/d;98833;73592;n/d;n/d;172425
SP-JUNQUEIROPOLIS;n/d;3237;1501;n/d;n/d;4738
SP-JUQUIA;n/d;1418;847;n/d;n/d;2265
SP-JUQUITIBA;n/d;3074;2641;n/d;n/d;5715
SP-LAGOINHA;n/d;543;224;n/d;n/d;767
SP-LARANJAL PAULISTA;n/d;4627;3510;n/d;n/d;8137
SP-LAVINIA;n/d;385;273;n/d;n/d;658
SP-LAVRINHAS;n/d;500;333;n/d;n/d;833
SP-LEME;n/d;13862;8768;n/d;n/d;22630
SP-LENCOIS PAULISTA;n/d;12817;7039;n/d;n/d;19856
SP-LIMEIRA;n/d;48626;32497;n/d;n/d;81123
SP-LINDOIA;n/d;995;777;n/d;n/d;1772
SP-LINS;n/d;14904;9808;n/d;n/d;24712
SP-LORENA;n/d;9046;6499;n/d;n/d;15545
SP-LOURDES;n/d;116;132;n/d;n/d;248
SP-LOUVEIRA;n/d;11683;7972;n/d;n/d;19655
SP-LUCELIA;n/d;2446;3312;n/d;n/d;5758
SP-LUCIANOPOLIS;n/d;724;431;n/d;n/d;1155
SP-LUIS ANTONIO;n/d;3517;858;n/d;n/d;4375
SP-LUIZIANIA;n/d;320;223;n/d;n/d;543
SP-LUPERCIO;n/d;553;250;n/d;n/d;803
SP-LUTECIA;n/d;235;150;n/d;n/d;385
SP-MACATUBA;n/d;2978;1728;n/d;n/d;4706
SP-MACAUBAL;n/d;1307;1202;n/d;n/d;2509
SP-MACEDONIA;n/d;323;162;n/d;n/d;485
SP-MAGDA;n/d;424;213;n/d;n/d;637
SP-MAIRINQUE;n/d;5304;3768;n/d;n/d;9072
SP-MAIRIPORA;n/d;9576;6187;n/d;n/d;15763
SP-MANDURI;n/d;1021;703;n/d;n/d;1724
SP-MARABA PAULISTA;n/d;1364;393;n/d;n/d;1757
SP-MARACAI;n/d;2121;900;n/d;n/d;3021
SP-MARAPOAMA;n/d;1329;243;n/d;n/d;1572
SP-MARIAPOLIS;n/d;182;148;n/d;n/d;330
SP-MARILIA;n/d;34060;25041;n/d;n/d;59101
SP-MARINOPOLIS;n/d;185;129;n/d;n/d;314
SP-MARTINOPOLIS;n/d;1747;1351;n/d;n/d;3098
SP-MATAO;n/d;19480;11026;n/d;n/d;30506
SP-MAUA;n/d;44122;24497;n/d;n/d;68619
SP-MENDONCA;n/d;1550;400;n/d;n/d;1950
SP-MERIDIANO;n/d;1762;512;n/d;n/d;2274
SP-MESOPOLIS;n/d;119;125;n/d;n/d;244
SP-MIGUELOPOLIS;n/d;3015;1680;n/d;n/d;4695
SP-MINEIROS DO TIETE;n/d;900;786;n/d;n/d;1686
SP-MIRACATU;n/d;1779;956;n/d;n/d;2735
SP-MIRA ESTRELA;n/d;227;168;n/d;n/d;395
SP-MIRANDOPOLIS;n/d;2309;1511;n/d;n/d;3820
SP-MIRANTE DO PARANAPANEMA;n/d;2190;933;n/d;n/d;3123
SP-MIRASSOL;n/d;8230;5000;n/d;n/d;13230
SP-MIRASSOLANDIA;n/d;258;223;n/d;n/d;481
SP-MOCOCA;n/d;11419;5705;n/d;n/d;17124
SP-MOGI DAS CRUZES;n/d;56146;41178;n/d;n/d;97324
SP-MOGI GUACU;n/d;24983;15707;n/d;n/d;40690
SP-MOGI MIRIM;n/d;18073;12532;n/d;n/d;30605
SP-MOMBUCA;n/d;290;197;n/d;n/d;487
SP-MONCOES;n/d;1148;174;n/d;n/d;1322
SP-MONGAGUA;n/d;2849;2640;n/d;n/d;5489
SP-MONTE ALEGRE DO SUL;n/d;941;850;n/d;n/d;1791
SP-MONTE ALTO;n/d;8461;5536;n/d;n/d;13997
SP-MONTE APRAZIVEL;n/d;4067;1527;n/d;n/d;5594
SP-MONTE AZUL PAULISTA;n/d;4036;1997;n/d;n/d;6033
SP-MONTE CASTELO;n/d;237;271;n/d;n/d;508
SP-MONTEIRO LOBATO;n/d;626;346;n/d;n/d;972
SP-MONTE MOR;n/d;7805;3684;n/d;n/d;11489
SP-MORRO AGUDO;n/d;5899;2108;n/d;n/d;8007
SP-MORUNGABA;n/d;6080;7260;n/d;n/d;13340
SP-MOTUCA;n/d;348;235;n/d;n/d;583
SP-MURUTINGA DO SUL;n/d;301;231;n/d;n/d;532
SP-NANTES;n/d;232;173;n/d;n/d;405
SP-NARANDIBA;n/d;826;321;n/d;n/d;1147
SP-NATIVIDADE DA SERRA;n/d;450;220;n/d;n/d;670
SP-NAZARE PAULISTA;n/d;1370;849;n/d;n/d;2219
SP-NEVES PAULISTA;n/d;1069;525;n/d;n/d;1594
SP-NHANDEARA;n/d;967;710;n/d;n/d;1677
SP-NIPOA;n/d;706;327;n/d;n/d;1033
SP-NOVA ALIANCA;n/d;576;413;n/d;n/d;989
SP-NOVA CAMPINA;n/d;1526;496;n/d;n/d;2022
SP-NOVA CANAA PAULISTA;n/d;94;103;n/d;n/d;197
SP-NOVA CASTILHO;n/d;134;92;n/d;n/d;226
SP-NOVA EUROPA;n/d;2827;683;n/d;n/d;3510
SP-NOVA GRANADA;n/d;1325;1094;n/d;n/d;2419
SP-NOVA GUATAPORANGA;n/d;126;105;n/d;n/d;231
SP-NOVA INDEPENDENCIA;n/d;928;267;n/d;n/d;1195
SP-NOVAIS;n/d;219;148;n/d;n/d;367
SP-NOVA LUZITANIA;n/d;165;148;n/d;n/d;313
SP-NOVA ODESSA;n/d;12218;6366;n/d;n/d;18584
SP-NOVO HORIZONTE;n/d;5665;2854;n/d;n/d;8519
SP-NUPORANGA;n/d;1675;2099;n/d;n/d;3774
SP-OCAUCU;n/d;383;210;n/d;n/d;593
SP-OLEO;n/d;222;115;n/d;n/d;337
SP-OLIMPIA;n/d;8526;4608;n/d;n/d;13134
SP-ONDA VERDE;n/d;1462;432;n/d;n/d;1894
SP-ORIENTE;n/d;645;265;n/d;n/d;910
SP-ORINDIUVA;n/d;3459;678;n/d;n/d;4137
SP-ORLANDIA;n/d;7574;3612;n/d;n/d;11186
SP-OSASCO;n/d;99301;73135;n/d;n/d;172436
SP-OSCAR BRESSANE;n/d;215;185;n/d;n/d;400
SP-OSVALDO CRUZ;n/d;3699;3171;n/d;n/d;6870
SP-OURINHOS;n/d;16181;10236;n/d;n/d;26417
SP-OUROESTE;n/d;1861;790;n/d;n/d;2651
SP-OURO VERDE;n/d;475;296;n/d;n/d;771
SP-PACAEMBU;n/d;715;566;n/d;n/d;1281
SP-PALESTINA;n/d;1799;618;n/d;n/d;2417
SP-PALMARES PAULISTA;n/d;316;452;n/d;n/d;768
SP-PALMEIRA D OESTE;n/d;588;473;n/d;n/d;1061
SP-PALMITAL;n/d;2021;1305;n/d;n/d;3326
SP-PANORAMA;n/d;1981;953;n/d;n/d;2934
SP-PARAGUACU PAULISTA;n/d;9120;4130;n/d;n/d;13250
SP-PARAIBUNA;n/d;1487;1267;n/d;n/d;2754
SP-PARAISO;n/d;1485;478;n/d;n/d;1963
SP-PARANAPANEMA;n/d;2529;1857;n/d;n/d;4386
SP-PARANAPUA;n/d;298;251;n/d;n/d;549
SP-PARAPUA;n/d;3084;627;n/d;n/d;3711
SP-PARDINHO;n/d;1160;1068;n/d;n/d;2228
SP-PARIQUERA-ACU;n/d;2652;1608;n/d;n/d;4260
SP-PARISI;n/d;158;91;n/d;n/d;249
SP-PATROCINIO PAULISTA;n/d;2403;942;n/d;n/d;3345
SP-PAULICEIA;n/d;1807;568;n/d;n/d;2375
SP-PAULINIA;n/d;30218;14214;n/d;n/d;44432
SP-PAULISTANIA;n/d;146;72;n/d;n/d;218
SP-PAULO DE FARIA;n/d;524;435;n/d;n/d;959
SP-PEDERNEIRAS;n/d;8580;3627;n/d;n/d;12207
SP-PEDRA BELA;n/d;382;277;n/d;n/d;659
SP-PEDRANOPOLIS;n/d;287;155;n/d;n/d;442
SP-PEDREGULHO;n/d;2578;1557;n/d;n/d;4135
SP-PEDREIRA;n/d;7124;6004;n/d;n/d;13128
SP-PEDRINHAS PAULISTA;n/d;313;211;n/d;n/d;524
SP-PEDRO DE TOLEDO;n/d;351;363;n/d;n/d;714
SP-PENAPOLIS;n/d;7128;6101;n/d;n/d;13229
SP-PEREIRA BARRETO;n/d;3380;1717;n/d;n/d;5097
SP-PEREIRAS;n/d;1339;791;n/d;n/d;2130
SP-PERUIBE;n/d;4515;4049;n/d;n/d;8564
SP-PIACATU;n/d;379;428;n/d;n/d;807
SP-PIEDADE;n/d;4531;3002;n/d;n/d;7533
SP-PILAR DO SUL;n/d;4107;1829;n/d;n/d;5936
SP-PINDAMONHANGABA;n/d;21228;10364;n/d;n/d;31592
SP-PINDORAMA;n/d;1646;1035;n/d;n/d;2681
SP-PINHALZINHO;n/d;892;839;n/d;n/d;1731
SP-PIQUEROBI;n/d;352;234;n/d;n/d;586
SP-PIQUETE;n/d;1036;450;n/d;n/d;1486
SP-PIRACAIA;n/d;2143;2043;n/d;n/d;4186
SP-PIRACICABA;n/d;78978;48141;n/d;n/d;127119
SP-PIRAJU;n/d;3520;2454;n/d;n/d;5974
SP-PIRAJUI;n/d;2007;1211;n/d;n/d;3218
