Coluna;Sexo Trabalhador
Município-São Paulo;Não Informado;Masculino;Feminino;Ignorado;{ñ class};Total
SP-CORDEIROPOLIS;n/d;6240;3252;n/d;n/d;9492
SP-COROADOS;n/d;588;318;n/d;n/d;906
SP-CORONEL MACEDO;n/d;445;273;n/d;n/d;718
SP-CORUMBATAI;n/d;738;350;n/d;n/d;1088
SP-COSMOPOLIS;n/d;5722;4702;n/d;n/d;10424
SP-COSMORAMA;n/d;1864;643;n/d;n/d;2507
SP-COTIA;n/d;45413;33765;n/d;n/d;79178
SP-CRAVINHOS;n/d;5374;3486;n/d;n/d;8860
SP-CRISTAIS PAULISTA;n/d;1011;514;n/d;n/d;1525
SP-CRUZALIA;n/d;222;199;n/d;n/d;421
SP-CRUZEIRO;n/d;12118;6080;n/d;n/d;18198
SP-CUBATAO;n/d;27103;11667;n/d;n/d;38770
SP-CUNHA;n/d;1246;747;n/d;n/d;1993
SP-DESCALVADO;n/d;5817;3215;n/d;n/d;9032
SP-DIADEMA;n/d;67505;40070;n/d;n/d;107575
SP-DIRCE REIS;n/d;228;90;n/d;n/d;318
SP-DIVINOLANDIA;n/d;1000;1142;n/d;n/d;2142
SP-DOBRADA;n/d;384;318;n/d;n/d;702
SP-DOIS CORREGOS;n/d;3773;2354;n/d;n/d;6127
SP-DOLCINOPOLIS;n/d;163;153;n/d;n/d;316
SP-DOURADO;n/d;1343;852;n/d;n/d;2195
SP-DRACENA;n/d;6326;4951;n/d;n/d;11277
SP-DUARTINA;n/d;1251;1030;n/d;n/d;2281
SP-DUMONT;n/d;914;731;n/d;n/d;1645
SP-ECHAPORA;n/d;472;287;n/d;n/d;759
SP-ELDORADO;n/d;1353;712;n/d;n/d;2065
SP-ELIAS FAUSTO;n/d;3180;1520;n/d;n/d;4700
SP-ELISIARIO;n/d;345;206;n/d;n/d;551
SP-EMBAUBA;n/d;235;174;n/d;n/d;409
SP-EMBU DAS ARTES;n/d;27610;18102;n/d;n/d;45712
SP-EMBU-GUACU;n/d;4764;3460;n/d;n/d;8224
SP-EMILIANOPOLIS;n/d;176;152;n/d;n/d;328
SP-ENGENHEIRO COELHO;n/d;2115;1479;n/d;n/d;3594
SP-ESPIRITO SANTO DO PINHAL;n/d;6830;5661;n/d;n/d;12491
SP-ESPIRITO SANTO DO TURVO;n/d;258;254;n/d;n/d;512
SP-ESTRELA D OESTE;n/d;1682;1189;n/d;n/d;2871
SP-ESTRELA DO NORTE;n/d;157;225;n/d;n/d;382
SP-EUCLIDES DA CUNHA PAULISTA;n/d;307;359;n/d;n/d;666
SP-FARTURA;n/d;1939;1875;n/d;n/d;3814
SP-FERNANDOPOLIS;n/d;9880;7750;n/d;n/d;17630
SP-FERNANDO PRESTES;n/d;520;595;n/d;n/d;1115
SP-FERNAO;n/d;226;148;n/d;n/d;374
SP-FERRAZ DE VASCONCELOS;n/d;12901;8317;n/d;n/d;21218
SP-FLORA RICA;n/d;148;124;n/d;n/d;272
SP-FLOREAL;n/d;272;212;n/d;n/d;484
SP-FLORIDA PAULISTA;n/d;996;585;n/d;n/d;1581
SP-FLORINIA;n/d;312;238;n/d;n/d;550
SP-FRANCA;n/d;48506;41288;n/d;n/d;89794
SP-FRANCISCO MORATO;n/d;4303;5152;n/d;n/d;9455
SP-FRANCO DA ROCHA;n/d;8413;6707;n/d;n/d;15120
SP-GABRIEL MONTEIRO;n/d;357;524;n/d;n/d;881
SP-GALIA;n/d;1002;533;n/d;n/d;1535
SP-GARCA;n/d;7065;5089;n/d;n/d;12154
SP-GASTAO VIDIGAL;n/d;280;174;n/d;n/d;454
SP-GAVIAO PEIXOTO;n/d;2406;800;n/d;n/d;3206
SP-GENERAL SALGADO;n/d;833;727;n/d;n/d;1560
SP-GETULINA;n/d;689;529;n/d;n/d;1218
SP-GLICERIO;n/d;494;442;n/d;n/d;936
SP-GUAICARA;n/d;1264;722;n/d;n/d;1986
SP-GUAIMBE;n/d;346;260;n/d;n/d;606
SP-GUAIRA;n/d;8967;3693;n/d;n/d;12660
SP-GUAPIACU;n/d;2128;1538;n/d;n/d;3666
SP-GUAPIARA;n/d;1424;671;n/d;n/d;2095
SP-GUARA;n/d;1597;1334;n/d;n/d;2931
SP-GUARACAI;n/d;765;575;n/d;n/d;1340
SP-GUARACI;n/d;1583;668;n/d;n/d;2251
SP-GUARANI D OESTE;n/d;159;168;n/d;n/d;327
SP-GUARANTA;n/d;812;509;n/d;n/d;1321
SP-GUARARAPES;n/d;3900;2464;n/d;n/d;6364
SP-GUARAREMA;n/d;4599;2981;n/d;n/d;7580
SP-GUARATINGUETA;n/d;19778;11637;n/d;n/d;31415
SP-GUAREI;n/d;1221;1038;n/d;n/d;2259
SP-GUARIBA;n/d;4731;2601;n/d;n/d;7332
SP-GUARUJA;n/d;31130;21421;n/d;n/d;52551
SP-GUARULHOS;n/d;217885;139532;n/d;n/d;357417
SP-GUATAPARA;n/d;900;868;n/d;n/d;1768
SP-GUZOLANDIA;n/d;303;259;n/d;n/d;562
SP-HERCULANDIA;n/d;775;434;n/d;n/d;1209
SP-HOLAMBRA;n/d;3836;3652;n/d;n/d;7488
SP-HORTOLANDIA;n/d;29853;18588;n/d;n/d;48441
SP-IACANGA;n/d;2379;1057;n/d;n/d;3436
SP-IACRI;n/d;483;355;n/d;n/d;838
SP-IARAS;n/d;959;673;n/d;n/d;1632
SP-IBATE;n/d;4173;2116;n/d;n/d;6289
SP-IBIRA;n/d;1106;934;n/d;n/d;2040
SP-IBIRAREMA;n/d;441;275;n/d;n/d;716
SP-IBITINGA;n/d;8388;7735;n/d;n/d;16123
SP-IBIUNA;n/d;6893;5913;n/d;n/d;12806
SP-ICEM;n/d;664;511;n/d;n/d;1175
SP-IEPE;n/d;594;455;n/d;n/d;1049
SP-IGARACU DO TIETE;n/d;1365;1274;n/d;n/d;2639
SP-IGARAPAVA;n/d;3338;2438;n/d;n/d;5776
SP-IGARATA;n/d;855;667;n/d;n/d;1522
SP-IGUAPE;n/d;1037;813;n/d;n/d;1850
SP-ILHABELA;n/d;3784;3524;n/d;n/d;7308
SP-ILHA COMPRIDA;n/d;926;928;n/d;n/d;1854
SP-ILHA SOLTEIRA;n/d;2866;2588;n/d;n/d;5454
SP-INDAIATUBA;n/d;42697;30802;n/d;n/d;73499
SP-INDIANA;n/d;366;253;n/d;n/d;619
SP-INDIAPORA;n/d;299;231;n/d;n/d;530
SP-INUBIA PAULISTA;n/d;495;424;n/d;n/d;919
SP-IPAUSSU;n/d;2279;1205;n/d;n/d;3484
SP-IPERO;n/d;3478;2280;n/d;n/d;5758
SP-IPEUNA;n/d;1325;809;n/d;n/d;2134
SP-IPIGUA;n/d;665;371;n/d;n/d;1036
SP-IPORANGA;n/d;287;220;n/d;n/d;507
SP-IPUA;n/d;1971;1321;n/d;n/d;3292
SP-IRACEMAPOLIS;n/d;4250;2389;n/d;n/d;6639
SP-IRAPUA;n/d;453;451;n/d;n/d;904
SP-IRAPURU;n/d;396;374;n/d;n/d;770
SP-ITABERA;n/d;1684;1036;n/d;n/d;2720
SP-ITAI;n/d;3431;1808;n/d;n/d;5239
SP-ITAJOBI;n/d;1827;1205;n/d;n/d;3032
SP-ITAJU;n/d;346;272;n/d;n/d;618
SP-ITANHAEM;n/d;6800;6945;n/d;n/d;13745
SP-ITAOCA;n/d;218;103;n/d;n/d;321
SP-ITAPECERICA DA SERRA;n/d;12903;10428;n/d;n/d;23331
SP-ITAPETININGA;n/d;20379;15813;n/d;n/d;36192
SP-ITAPEVA;n/d;12571;8140;n/d;n/d;20711
SP-ITAPEVI;n/d;21219;17599;n/d;n/d;38818
SP-ITAPIRA;n/d;13625;9520;n/d;n/d;23145
SP-ITAPIRAPUA PAULISTA;n/d;392;184;n/d;n/d;576
SP-ITAPOLIS;n/d;6452;4195;n/d;n/d;10647
SP-ITAPORANGA;n/d;1172;982;n/d;n/d;2154
SP-ITAPUI;n/d;2595;2280;n/d;n/d;4875
SP-ITAPURA;n/d;303;308;n/d;n/d;611
SP-ITAQUAQUECETUBA;n/d;26535;18788;n/d;n/d;45323
SP-ITARARE;n/d;5367;3706;n/d;n/d;9073
SP-ITARIRI;n/d;902;578;n/d;n/d;1480
SP-ITATIBA;n/d;21445;14815;n/d;n/d;36260
SP-ITATINGA;n/d;1963;1396;n/d;n/d;3359
SP-ITIRAPINA;n/d;2185;1667;n/d;n/d;3852
SP-ITIRAPUA;n/d;480;303;n/d;n/d;783
SP-ITOBI;n/d;521;359;n/d;n/d;880
SP-ITU;n/d;33353;25776;n/d;n/d;59129
SP-ITUPEVA;n/d;13840;9957;n/d;n/d;23797
SP-ITUVERAVA;n/d;4197;4012;n/d;n/d;8209
SP-JABORANDI;n/d;581;370;n/d;n/d;951
SP-JABOTICABAL;n/d;14928;8294;n/d;n/d;23222
SP-JACAREI;n/d;27957;20516;n/d;n/d;48473
SP-JACI;n/d;1555;1392;n/d;n/d;2947
SP-JACUPIRANGA;n/d;2268;1104;n/d;n/d;3372
SP-JAGUARIUNA;n/d;20250;16032;n/d;n/d;36282
SP-JALES;n/d;5833;4887;n/d;n/d;10720
SP-JAMBEIRO;n/d;2929;896;n/d;n/d;3825
SP-JANDIRA;n/d;14409;9102;n/d;n/d;23511
SP-JARDINOPOLIS;n/d;4746;3601;n/d;n/d;8347
SP-JARINU;n/d;4235;3144;n/d;n/d;7379
SP-JAU;n/d;23071;19410;n/d;n/d;42481
SP-JERIQUARA;n/d;381;289;n/d;n/d;670
SP-JOANOPOLIS;n/d;1140;1106;n/d;n/d;2246
SP-JOAO RAMALHO;n/d;288;231;n/d;n/d;519
SP-JOSE BONIFACIO;n/d;6011;3788;n/d;n/d;9799
SP-JULIO MESQUITA;n/d;289;256;n/d;n/d;545
SP-JUMIRIM;n/d;677;301;n/d;n/d;978
SP-JUNDIAI;n/d;100353;81339;n/d;n/d;181692
SP-JUNQUEIROPOLIS;n/d;3861;1761;n/d;n/d;5622
SP-JUQUIA;n/d;1428;933;n/d;n/d;2361
SP-JUQUITIBA;n/d;2109;2140;n/d;n/d;4249
SP-LAGOINHA;n/d;477;247;n/d;n/d;724
SP-LARANJAL PAULISTA;n/d;4593;3893;n/d;n/d;8486
SP-LAVINIA;n/d;396;392;n/d;n/d;788
SP-LAVRINHAS;n/d;457;348;n/d;n/d;805
SP-LEME;n/d;13745;9882;n/d;n/d;23627
SP-LENCOIS PAULISTA;n/d;12635;7653;n/d;n/d;20288
SP-LIMEIRA;n/d;50819;37748;n/d;n/d;88567
SP-LINDOIA;n/d;1207;875;n/d;n/d;2082
SP-LINS;n/d;15395;10504;n/d;n/d;25899
SP-LORENA;n/d;10365;7375;n/d;n/d;17740
SP-LOURDES;n/d;119;164;n/d;n/d;283
SP-LOUVEIRA;n/d;10108;7769;n/d;n/d;17877
SP-LUCELIA;n/d;2804;5754;n/d;n/d;8558
SP-LUCIANOPOLIS;n/d;604;217;n/d;n/d;821
SP-LUIS ANTONIO;n/d;3868;1178;n/d;n/d;5046
SP-LUIZIANIA;n/d;399;262;n/d;n/d;661
SP-LUPERCIO;n/d;399;218;n/d;n/d;617
SP-LUTECIA;n/d;274;173;n/d;n/d;447
SP-MACATUBA;n/d;2639;1708;n/d;n/d;4347
SP-MACAUBAL;n/d;1043;1014;n/d;n/d;2057
SP-MACEDONIA;n/d;322;168;n/d;n/d;490
SP-MAGDA;n/d;379;191;n/d;n/d;570
SP-MAIRINQUE;n/d;5182;4194;n/d;n/d;9376
SP-MAIRIPORA;n/d;8312;5954;n/d;n/d;14266
SP-MANDURI;n/d;932;475;n/d;n/d;1407
SP-MARABA PAULISTA;n/d;414;263;n/d;n/d;677
SP-MARACAI;n/d;1192;831;n/d;n/d;2023
SP-MARAPOAMA;n/d;1080;327;n/d;n/d;1407
SP-MARIAPOLIS;n/d;191;176;n/d;n/d;367
SP-MARILIA;n/d;35723;30069;n/d;n/d;65792
SP-MARINOPOLIS;n/d;179;146;n/d;n/d;325
SP-MARTINOPOLIS;n/d;1865;1500;n/d;n/d;3365
SP-MATAO;n/d;19466;11450;n/d;n/d;30916
SP-MAUA;n/d;40911;26068;n/d;n/d;66979
SP-MENDONCA;n/d;1834;603;n/d;n/d;2437
SP-MERIDIANO;n/d;2096;453;n/d;n/d;2549
SP-MESOPOLIS;n/d;105;118;n/d;n/d;223
SP-MIGUELOPOLIS;n/d;2659;1692;n/d;n/d;4351
SP-MINEIROS DO TIETE;n/d;1096;751;n/d;n/d;1847
SP-MIRACATU;n/d;1757;1145;n/d;n/d;2902
SP-MIRA ESTRELA;n/d;236;222;n/d;n/d;458
SP-MIRANDOPOLIS;n/d;2399;1859;n/d;n/d;4258
SP-MIRANTE DO PARANAPANEMA;n/d;2772;941;n/d;n/d;3713
SP-MIRASSOL;n/d;9419;5717;n/d;n/d;15136
SP-MIRASSOLANDIA;n/d;329;254;n/d;n/d;583
SP-MOCOCA;n/d;11058;6524;n/d;n/d;17582
SP-MOGI DAS CRUZES;n/d;57450;46735;n/d;n/d;104185
SP-MOGI GUACU;n/d;24099;16806;n/d;n/d;40905
SP-MOGI MIRIM;n/d;17203;12123;n/d;n/d;29326
SP-MOMBUCA;n/d;305;230;n/d;n/d;535
SP-MONCOES;n/d;1229;188;n/d;n/d;1417
SP-MONGAGUA;n/d;3107;2925;n/d;n/d;6032
SP-MONTE ALEGRE DO SUL;n/d;642;485;n/d;n/d;1127
SP-MONTE ALTO;n/d;8075;5629;n/d;n/d;13704
SP-MONTE APRAZIVEL;n/d;3826;1709;n/d;n/d;5535
SP-MONTE AZUL PAULISTA;n/d;3277;1807;n/d;n/d;5084
SP-MONTE CASTELO;n/d;239;295;n/d;n/d;534
SP-MONTEIRO LOBATO;n/d;689;359;n/d;n/d;1048
SP-MONTE MOR;n/d;8707;4682;n/d;n/d;13389
SP-MORRO AGUDO;n/d;5927;2465;n/d;n/d;8392
SP-MORUNGABA;n/d;4519;5350;n/d;n/d;9869
SP-MOTUCA;n/d;266;273;n/d;n/d;539
SP-MURUTINGA DO SUL;n/d;270;241;n/d;n/d;511
SP-NANTES;n/d;200;142;n/d;n/d;342
SP-NARANDIBA;n/d;654;396;n/d;n/d;1050
SP-NATIVIDADE DA SERRA;n/d;522;231;n/d;n/d;753
SP-NAZARE PAULISTA;n/d;1686;1092;n/d;n/d;2778
SP-NEVES PAULISTA;n/d;961;657;n/d;n/d;1618
SP-NHANDEARA;n/d;1068;867;n/d;n/d;1935
SP-NIPOA;n/d;420;323;n/d;n/d;743
SP-NOVA ALIANCA;n/d;689;496;n/d;n/d;1185
SP-NOVA CAMPINA;n/d;1494;578;n/d;n/d;2072
SP-NOVA CANAA PAULISTA;n/d;145;110;n/d;n/d;255
SP-NOVA CASTILHO;n/d;136;88;n/d;n/d;224
SP-NOVA EUROPA;n/d;3245;790;n/d;n/d;4035
SP-NOVA GRANADA;n/d;1330;1230;n/d;n/d;2560
SP-NOVA GUATAPORANGA;n/d;125;106;n/d;n/d;231
SP-NOVA INDEPENDENCIA;n/d;1047;346;n/d;n/d;1393
SP-NOVAIS;n/d;174;264;n/d;n/d;438
SP-NOVA LUZITANIA;n/d;152;171;n/d;n/d;323
SP-NOVA ODESSA;n/d;12044;7415;n/d;n/d;19459
SP-NOVO HORIZONTE;n/d;5519;3169;n/d;n/d;8688
SP-NUPORANGA;n/d;1391;1600;n/d;n/d;2991
SP-OCAUCU;n/d;500;317;n/d;n/d;817
SP-OLEO;n/d;227;134;n/d;n/d;361
SP-OLIMPIA;n/d;9545;5816;n/d;n/d;15361
SP-ONDA VERDE;n/d;1661;629;n/d;n/d;2290
SP-ORIENTE;n/d;588;324;n/d;n/d;912
SP-ORINDIUVA;n/d;2356;635;n/d;n/d;2991
SP-ORLANDIA;n/d;7854;4077;n/d;n/d;11931
SP-OSASCO;n/d;99176;78025;n/d;n/d;177201
SP-OSCAR BRESSANE;n/d;235;198;n/d;n/d;433
SP-OSVALDO CRUZ;n/d;4318;3593;n/d;n/d;7911
SP-OURINHOS;n/d;16347;11659;n/d;n/d;28006
SP-OUROESTE;n/d;2127;980;n/d;n/d;3107
SP-OURO VERDE;n/d;367;311;n/d;n/d;678
SP-PACAEMBU;n/d;808;661;n/d;n/d;1469
SP-PALESTINA;n/d;2090;781;n/d;n/d;2871
SP-PALMARES PAULISTA;n/d;333;471;n/d;n/d;804
SP-PALMEIRA D OESTE;n/d;612;487;n/d;n/d;1099
SP-PALMITAL;n/d;2278;1550;n/d;n/d;3828
SP-PANORAMA;n/d;1944;1059;n/d;n/d;3003
SP-PARAGUACU PAULISTA;n/d;9619;4442;n/d;n/d;14061
SP-PARAIBUNA;n/d;1387;1341;n/d;n/d;2728
SP-PARAISO;n/d;1581;553;n/d;n/d;2134
SP-PARANAPANEMA;n/d;2688;2075;n/d;n/d;4763
SP-PARANAPUA;n/d;363;270;n/d;n/d;633
SP-PARAPUA;n/d;2365;770;n/d;n/d;3135
SP-PARDINHO;n/d;1331;945;n/d;n/d;2276
SP-PARIQUERA-ACU;n/d;2643;2137;n/d;n/d;4780
SP-PARISI;n/d;167;120;n/d;n/d;287
SP-PATROCINIO PAULISTA;n/d;3029;1078;n/d;n/d;4107
SP-PAULICEIA;n/d;1511;613;n/d;n/d;2124
SP-PAULINIA;n/d;25544;14481;n/d;n/d;40025
SP-PAULISTANIA;n/d;152;106;n/d;n/d;258
SP-PAULO DE FARIA;n/d;580;492;n/d;n/d;1072
SP-PEDERNEIRAS;n/d;9117;4510;n/d;n/d;13627
SP-PEDRA BELA;n/d;471;350;n/d;n/d;821
SP-PEDRANOPOLIS;n/d;245;168;n/d;n/d;413
SP-PEDREGULHO;n/d;2126;1463;n/d;n/d;3589
SP-PEDREIRA;n/d;7140;6388;n/d;n/d;13528
SP-PEDRINHAS PAULISTA;n/d;305;238;n/d;n/d;543
SP-PEDRO DE TOLEDO;n/d;538;495;n/d;n/d;1033
SP-PENAPOLIS;n/d;7891;6886;n/d;n/d;14777
SP-PEREIRA BARRETO;n/d;3873;2175;n/d;n/d;6048
SP-PEREIRAS;n/d;1313;736;n/d;n/d;2049
SP-PERUIBE;n/d;4572;4505;n/d;n/d;9077
SP-PIACATU;n/d;413;506;n/d;n/d;919
SP-PIEDADE;n/d;4763;3638;n/d;n/d;8401
SP-PILAR DO SUL;n/d;4600;2240;n/d;n/d;6840
SP-PINDAMONHANGABA;n/d;21433;12615;n/d;n/d;34048
SP-PINDORAMA;n/d;1458;977;n/d;n/d;2435
SP-PINHALZINHO;n/d;1048;960;n/d;n/d;2008
SP-PIQUEROBI;n/d;355;266;n/d;n/d;621
SP-PIQUETE;n/d;944;394;n/d;n/d;1338
SP-PIRACAIA;n/d;2225;2026;n/d;n/d;4251
SP-PIRACICABA;n/d;78784;53623;n/d;n/d;132407
SP-PIRAJU;n/d;3559;2665;n/d;n/d;6224
