Coluna;Sexo Trabalhador
Município-São Paulo;Não Informado;Masculino;Feminino;Ignorado;{ñ class};Total
SP-ARACATUBA;n/d;19897;13142;n/d;n/d;33039
SP-ARACOIABA DA SERRA;n/d;1926;1231;n/d;n/d;3157
SP-ARAMINA;n/d;204;162;n/d;n/d;366
SP-ARANDU;n/d;629;289;n/d;n/d;918
SP-ARAPEI;n/d;265;158;n/d;n/d;423
SP-ARARAQUARA;n/d;29090;18518;n/d;n/d;47608
SP-ARARAS;n/d;17536;9347;n/d;n/d;26883
SP-ARCO-IRIS;n/d;156;73;n/d;n/d;229
SP-AREALVA;n/d;784;336;n/d;n/d;1120
SP-AREIAS;n/d;310;110;n/d;n/d;420
SP-AREIOPOLIS;n/d;491;407;n/d;n/d;898
SP-ARIRANHA;n/d;1785;401;n/d;n/d;2186
SP-ARTUR NOGUEIRA;n/d;3560;3539;n/d;n/d;7099
SP-ARUJA;n/d;7898;3304;n/d;n/d;11202
SP-ASPASIA;n/d;132;63;n/d;n/d;195
SP-ASSIS;n/d;9311;6085;n/d;n/d;15396
SP-ATIBAIA;n/d;12972;8817;n/d;n/d;21789
SP-AURIFLAMA;n/d;1185;1432;n/d;n/d;2617
SP-AVAI;n/d;438;150;n/d;n/d;588
SP-AVANHANDAVA;n/d;636;378;n/d;n/d;1014
SP-AVARE;n/d;7918;5711;n/d;n/d;13629
SP-BADY BASSITT;n/d;1036;632;n/d;n/d;1668
SP-BALBINOS;n/d;178;113;n/d;n/d;291
SP-BALSAMO;n/d;781;243;n/d;n/d;1024
SP-BANANAL;n/d;981;379;n/d;n/d;1360
SP-BARAO DE ANTONINA;n/d;113;76;n/d;n/d;189
SP-BARBOSA;n/d;420;247;n/d;n/d;667
SP-BARIRI;n/d;3817;1888;n/d;n/d;5705
SP-BARRA BONITA;n/d;7195;3203;n/d;n/d;10398
SP-BARRA DO CHAPEU;n/d;270;151;n/d;n/d;421
SP-BARRA DO TURVO;n/d;231;138;n/d;n/d;369
SP-BARRETOS;n/d;14528;9273;n/d;n/d;23801
SP-BARRINHA;n/d;1239;774;n/d;n/d;2013
SP-BARUERI;n/d;94334;65086;n/d;n/d;159420
SP-BASTOS;n/d;3031;2040;n/d;n/d;5071
SP-BATATAIS;n/d;7411;3492;n/d;n/d;10903
SP-BAURU;n/d;46496;29070;n/d;n/d;75566
SP-BEBEDOURO;n/d;15221;7113;n/d;n/d;22334
SP-BENTO DE ABREU;n/d;758;278;n/d;n/d;1036
SP-BERNARDINO DE CAMPOS;n/d;1070;654;n/d;n/d;1724
SP-BERTIOGA;n/d;4604;2389;n/d;n/d;6993
SP-BILAC;n/d;742;525;n/d;n/d;1267
SP-BIRIGUI;n/d;16464;14336;n/d;n/d;30800
SP-BIRITIBA-MIRIM;n/d;1619;922;n/d;n/d;2541
SP-BOA ESPERANCA DO SUL;n/d;1827;740;n/d;n/d;2567
SP-BOCAINA;n/d;2901;860;n/d;n/d;3761
SP-BOFETE;n/d;636;320;n/d;n/d;956
SP-BOITUVA;n/d;7525;3622;n/d;n/d;11147
SP-BOM JESUS DOS PERDOES;n/d;1843;856;n/d;n/d;2699
SP-BOM SUCESSO DE ITARARE;n/d;330;90;n/d;n/d;420
SP-BORA;n/d;524;52;n/d;n/d;576
SP-BORACEIA;n/d;779;451;n/d;n/d;1230
SP-BORBOREMA;n/d;1767;801;n/d;n/d;2568
SP-BOREBI;n/d;182;126;n/d;n/d;308
SP-BOTUCATU;n/d;20005;10644;n/d;n/d;30649
SP-BRAGANCA PAULISTA;n/d;15276;11344;n/d;n/d;26620
SP-BRAUNA;n/d;199;105;n/d;n/d;304
SP-BREJO ALEGRE;n/d;135;85;n/d;n/d;220
SP-BRODOWSKI;n/d;1326;1319;n/d;n/d;2645
SP-BROTAS;n/d;3321;1476;n/d;n/d;4797
SP-BURI;n/d;1803;954;n/d;n/d;2757
SP-BURITAMA;n/d;1036;567;n/d;n/d;1603
SP-BURITIZAL;n/d;916;151;n/d;n/d;1067
SP-CABRALIA PAULISTA;n/d;488;177;n/d;n/d;665
SP-CABREUVA;n/d;5096;2485;n/d;n/d;7581
SP-CACAPAVA;n/d;9103;4273;n/d;n/d;13376
SP-CACHOEIRA PAULISTA;n/d;1910;1241;n/d;n/d;3151
SP-CACONDE;n/d;1249;536;n/d;n/d;1785
SP-CAFELANDIA;n/d;1519;609;n/d;n/d;2128
SP-CAIABU;n/d;147;136;n/d;n/d;283
SP-CAIEIRAS;n/d;8543;3352;n/d;n/d;11895
SP-CAIUA;n/d;715;152;n/d;n/d;867
SP-CAJAMAR;n/d;24194;18874;n/d;n/d;43068
SP-CAJATI;n/d;3036;958;n/d;n/d;3994
SP-CAJOBI;n/d;1023;672;n/d;n/d;1695
SP-CAJURU;n/d;1830;894;n/d;n/d;2724
SP-CAMPINA DO MONTE ALEGRE;n/d;1094;919;n/d;n/d;2013
SP-CAMPINAS;n/d;163144;112515;n/d;n/d;275659
SP-CAMPO LIMPO PAULISTA;n/d;7288;2389;n/d;n/d;9677
SP-CAMPOS DO JORDAO;n/d;4564;3795;n/d;n/d;8359
SP-CAMPOS NOVOS PAULISTA;n/d;280;119;n/d;n/d;399
SP-CANANEIA;n/d;726;382;n/d;n/d;1108
SP-CANAS;n/d;376;131;n/d;n/d;507
SP-CANDIDO MOTA;n/d;2103;1071;n/d;n/d;3174
SP-CANDIDO RODRIGUES;n/d;203;129;n/d;n/d;332
SP-CANITAR;n/d;469;176;n/d;n/d;645
SP-CAPAO BONITO;n/d;4398;2073;n/d;n/d;6471
SP-CAPELA DO ALTO;n/d;965;526;n/d;n/d;1491
SP-CAPIVARI;n/d;6215;3672;n/d;n/d;9887
SP-CARAGUATATUBA;n/d;6238;5122;n/d;n/d;11360
SP-CARAPICUIBA;n/d;14741;11785;n/d;n/d;26526
SP-CARDOSO;n/d;609;415;n/d;n/d;1024
SP-CASA BRANCA;n/d;3553;1506;n/d;n/d;5059
SP-CASSIA DOS COQUEIROS;n/d;235;158;n/d;n/d;393
SP-CASTILHO;n/d;1291;562;n/d;n/d;1853
SP-CATANDUVA;n/d;17265;10520;n/d;n/d;27785
SP-CATIGUA;n/d;2009;326;n/d;n/d;2335
SP-CEDRAL;n/d;804;312;n/d;n/d;1116
SP-CERQUEIRA CESAR;n/d;1768;872;n/d;n/d;2640
SP-CERQUILHO;n/d;5142;2874;n/d;n/d;8016
SP-CESARIO LANGE;n/d;1184;619;n/d;n/d;1803
SP-CHARQUEADA;n/d;1053;589;n/d;n/d;1642
SP-CLEMENTINA;n/d;889;312;n/d;n/d;1201
SP-COLINA;n/d;2859;968;n/d;n/d;3827
SP-COLOMBIA;n/d;2096;699;n/d;n/d;2795
SP-CONCHAL;n/d;2053;1661;n/d;n/d;3714
SP-CONCHAS;n/d;2356;1589;n/d;n/d;3945
SP-CORDEIROPOLIS;n/d;4451;1604;n/d;n/d;6055
SP-COROADOS;n/d;467;188;n/d;n/d;655
SP-CORONEL MACEDO;n/d;305;109;n/d;n/d;414
SP-CORUMBATAI;n/d;668;343;n/d;n/d;1011
SP-COSMOPOLIS;n/d;4568;2545;n/d;n/d;7113
SP-COSMORAMA;n/d;705;240;n/d;n/d;945
SP-COTIA;n/d;29533;17199;n/d;n/d;46732
SP-CRAVINHOS;n/d;3827;1539;n/d;n/d;5366
SP-CRISTAIS PAULISTA;n/d;623;223;n/d;n/d;846
SP-CRUZALIA;n/d;171;92;n/d;n/d;263
SP-CRUZEIRO;n/d;10401;3668;n/d;n/d;14069
SP-CUBATAO;n/d;24029;7100;n/d;n/d;31129
SP-CUNHA;n/d;827;377;n/d;n/d;1204
SP-DESCALVADO;n/d;4871;2504;n/d;n/d;7375
SP-DIADEMA;n/d;57546;27068;n/d;n/d;84614
SP-DIRCE REIS;n/d;197;75;n/d;n/d;272
SP-DIVINOLANDIA;n/d;542;625;n/d;n/d;1167
SP-DOBRADA;n/d;300;264;n/d;n/d;564
SP-DOIS CORREGOS;n/d;2930;1453;n/d;n/d;4383
SP-DOLCINOPOLIS;n/d;158;120;n/d;n/d;278
SP-DOURADO;n/d;689;364;n/d;n/d;1053
SP-DRACENA;n/d;4261;2371;n/d;n/d;6632
SP-DUARTINA;n/d;1154;754;n/d;n/d;1908
SP-DUMONT;n/d;778;526;n/d;n/d;1304
SP-ECHAPORA;n/d;374;205;n/d;n/d;579
SP-ELDORADO;n/d;1033;327;n/d;n/d;1360
SP-ELIAS FAUSTO;n/d;2098;849;n/d;n/d;2947
SP-ELISIARIO;n/d;167;87;n/d;n/d;254
SP-EMBAUBA;n/d;436;214;n/d;n/d;650
SP-EMBU DAS ARTES;n/d;23867;16211;n/d;n/d;40078
SP-EMBU-GUACU;n/d;3919;2117;n/d;n/d;6036
SP-EMILIANOPOLIS;n/d;168;105;n/d;n/d;273
SP-ENGENHEIRO COELHO;n/d;1558;624;n/d;n/d;2182
SP-ESPIRITO SANTO DO PINHAL;n/d;6097;3669;n/d;n/d;9766
SP-ESPIRITO SANTO DO TURVO;n/d;891;299;n/d;n/d;1190
SP-ESTRELA D OESTE;n/d;1874;710;n/d;n/d;2584
SP-ESTRELA DO NORTE;n/d;140;104;n/d;n/d;244
SP-EUCLIDES DA CUNHA PAULISTA;n/d;298;234;n/d;n/d;532
SP-FARTURA;n/d;1157;873;n/d;n/d;2030
SP-FERNANDOPOLIS;n/d;6255;3713;n/d;n/d;9968
SP-FERNANDO PRESTES;n/d;398;259;n/d;n/d;657
SP-FERNAO;n/d;104;69;n/d;n/d;173
SP-FERRAZ DE VASCONCELOS;n/d;8975;4279;n/d;n/d;13254
SP-FLORA RICA;n/d;125;78;n/d;n/d;203
SP-FLOREAL;n/d;249;106;n/d;n/d;355
SP-FLORIDA PAULISTA;n/d;963;289;n/d;n/d;1252
SP-FLORINIA;n/d;335;151;n/d;n/d;486
SP-FRANCA;n/d;40249;27313;n/d;n/d;67562
SP-FRANCISCO MORATO;n/d;2394;2765;n/d;n/d;5159
SP-FRANCO DA ROCHA;n/d;5711;2908;n/d;n/d;8619
SP-GABRIEL MONTEIRO;n/d;509;523;n/d;n/d;1032
SP-GALIA;n/d;802;370;n/d;n/d;1172
SP-GARCA;n/d;5315;2760;n/d;n/d;8075
SP-GASTAO VIDIGAL;n/d;206;90;n/d;n/d;296
SP-GAVIAO PEIXOTO;n/d;1152;561;n/d;n/d;1713
SP-GENERAL SALGADO;n/d;725;555;n/d;n/d;1280
SP-GETULINA;n/d;1224;395;n/d;n/d;1619
SP-GLICERIO;n/d;466;278;n/d;n/d;744
SP-GUAICARA;n/d;800;655;n/d;n/d;1455
SP-GUAIMBE;n/d;337;184;n/d;n/d;521
SP-GUAIRA;n/d;5465;1639;n/d;n/d;7104
SP-GUAPIACU;n/d;2028;1012;n/d;n/d;3040
SP-GUAPIARA;n/d;1391;430;n/d;n/d;1821
SP-GUARA;n/d;1107;687;n/d;n/d;1794
SP-GUARACAI;n/d;703;359;n/d;n/d;1062
SP-GUARACI;n/d;811;405;n/d;n/d;1216
SP-GUARANI D OESTE;n/d;121;60;n/d;n/d;181
SP-GUARANTA;n/d;824;398;n/d;n/d;1222
SP-GUARARAPES;n/d;3404;1614;n/d;n/d;5018
SP-GUARAREMA;n/d;2653;1186;n/d;n/d;3839
SP-GUARATINGUETA;n/d;12973;6284;n/d;n/d;19257
SP-GUAREI;n/d;710;392;n/d;n/d;1102
SP-GUARIBA;n/d;3855;1500;n/d;n/d;5355
SP-GUARUJA;n/d;21346;11806;n/d;n/d;33152
SP-GUARULHOS;n/d;151865;71286;n/d;n/d;223151
SP-GUATAPARA;n/d;434;303;n/d;n/d;737
SP-GUZOLANDIA;n/d;223;78;n/d;n/d;301
SP-HERCULANDIA;n/d;501;251;n/d;n/d;752
SP-HOLAMBRA;n/d;3640;2498;n/d;n/d;6138
SP-HORTOLANDIA;n/d;14176;8324;n/d;n/d;22500
SP-IACANGA;n/d;1200;486;n/d;n/d;1686
SP-IACRI;n/d;436;186;n/d;n/d;622
SP-IARAS;n/d;206;129;n/d;n/d;335
SP-IBATE;n/d;3132;1380;n/d;n/d;4512
SP-IBIRA;n/d;893;571;n/d;n/d;1464
SP-IBIRAREMA;n/d;826;274;n/d;n/d;1100
SP-IBITINGA;n/d;6522;4311;n/d;n/d;10833
SP-IBIUNA;n/d;4502;2937;n/d;n/d;7439
SP-ICEM;n/d;566;296;n/d;n/d;862
SP-IEPE;n/d;853;473;n/d;n/d;1326
SP-IGARACU DO TIETE;n/d;1291;920;n/d;n/d;2211
SP-IGARAPAVA;n/d;2335;1422;n/d;n/d;3757
SP-IGARATA;n/d;535;403;n/d;n/d;938
SP-IGUAPE;n/d;1125;682;n/d;n/d;1807
SP-ILHABELA;n/d;2069;1721;n/d;n/d;3790
SP-ILHA COMPRIDA;n/d;1060;444;n/d;n/d;1504
SP-ILHA SOLTEIRA;n/d;3052;2175;n/d;n/d;5227
SP-INDAIATUBA;n/d;24167;14503;n/d;n/d;38670
SP-INDIANA;n/d;398;227;n/d;n/d;625
SP-INDIAPORA;n/d;293;153;n/d;n/d;446
SP-INUBIA PAULISTA;n/d;434;219;n/d;n/d;653
SP-IPAUSSU;n/d;1573;733;n/d;n/d;2306
SP-IPERO;n/d;3138;1442;n/d;n/d;4580
SP-IPEUNA;n/d;1076;508;n/d;n/d;1584
SP-IPIGUA;n/d;653;151;n/d;n/d;804
SP-IPORANGA;n/d;214;146;n/d;n/d;360
SP-IPUA;n/d;1528;716;n/d;n/d;2244
SP-IRACEMAPOLIS;n/d;3816;1763;n/d;n/d;5579
SP-IRAPUA;n/d;476;326;n/d;n/d;802
SP-IRAPURU;n/d;292;185;n/d;n/d;477
SP-ITABERA;n/d;999;508;n/d;n/d;1507
SP-ITAI;n/d;2716;923;n/d;n/d;3639
SP-ITAJOBI;n/d;1558;876;n/d;n/d;2434
SP-ITAJU;n/d;402;207;n/d;n/d;609
SP-ITANHAEM;n/d;4214;3176;n/d;n/d;7390
SP-ITAOCA;n/d;136;45;n/d;n/d;181
SP-ITAPECERICA DA SERRA;n/d;9953;6661;n/d;n/d;16614
SP-ITAPETININGA;n/d;16718;9117;n/d;n/d;25835
SP-ITAPEVA;n/d;9845;4522;n/d;n/d;14367
SP-ITAPEVI;n/d;10279;7327;n/d;n/d;17606
SP-ITAPIRA;n/d;11319;6731;n/d;n/d;18050
SP-ITAPIRAPUA PAULISTA;n/d;168;54;n/d;n/d;222
SP-ITAPOLIS;n/d;5782;3034;n/d;n/d;8816
SP-ITAPORANGA;n/d;672;356;n/d;n/d;1028
SP-ITAPUI;n/d;1483;796;n/d;n/d;2279
SP-ITAPURA;n/d;298;185;n/d;n/d;483
SP-ITAQUAQUECETUBA;n/d;18399;8555;n/d;n/d;26954
SP-ITARARE;n/d;4827;1857;n/d;n/d;6684
SP-ITARIRI;n/d;660;357;n/d;n/d;1017
SP-ITATIBA;n/d;15576;9992;n/d;n/d;25568
SP-ITATINGA;n/d;1586;599;n/d;n/d;2185
SP-ITIRAPINA;n/d;1312;914;n/d;n/d;2226
SP-ITIRAPUA;n/d;466;147;n/d;n/d;613
SP-ITOBI;n/d;429;145;n/d;n/d;574
SP-ITU;n/d;23365;12516;n/d;n/d;35881
SP-ITUPEVA;n/d;6464;3372;n/d;n/d;9836
SP-ITUVERAVA;n/d;3079;2180;n/d;n/d;5259
SP-JABORANDI;n/d;518;224;n/d;n/d;742
SP-JABOTICABAL;n/d;11495;5228;n/d;n/d;16723
SP-JACAREI;n/d;20746;10996;n/d;n/d;31742
SP-JACI;n/d;1113;555;n/d;n/d;1668
SP-JACUPIRANGA;n/d;1545;538;n/d;n/d;2083
SP-JAGUARIUNA;n/d;12058;7312;n/d;n/d;19370
SP-JALES;n/d;4314;2659;n/d;n/d;6973
SP-JAMBEIRO;n/d;1446;459;n/d;n/d;1905
SP-JANDIRA;n/d;7878;3864;n/d;n/d;11742
SP-JARDINOPOLIS;n/d;3681;2170;n/d;n/d;5851
SP-JARINU;n/d;1833;1019;n/d;n/d;2852
SP-JAU;n/d;18727;12160;n/d;n/d;30887
SP-JERIQUARA;n/d;266;135;n/d;n/d;401
SP-JOANOPOLIS;n/d;902;655;n/d;n/d;1557
SP-JOAO RAMALHO;n/d;296;271;n/d;n/d;567
SP-JOSE BONIFACIO;n/d;3658;2081;n/d;n/d;5739
SP-JULIO MESQUITA;n/d;253;138;n/d;n/d;391
SP-JUMIRIM;n/d;544;156;n/d;n/d;700
SP-JUNDIAI;n/d;62648;37468;n/d;n/d;100116
SP-JUNQUEIROPOLIS;n/d;1909;785;n/d;n/d;2694
SP-JUQUIA;n/d;1144;522;n/d;n/d;1666
SP-JUQUITIBA;n/d;5307;2227;n/d;n/d;7534
SP-LAGOINHA;n/d;359;105;n/d;n/d;464
SP-LARANJAL PAULISTA;n/d;3221;2470;n/d;n/d;5691
SP-LAVINIA;n/d;376;169;n/d;n/d;545
SP-LAVRINHAS;n/d;475;264;n/d;n/d;739
SP-LEME;n/d;8516;5371;n/d;n/d;13887
SP-LENCOIS PAULISTA;n/d;9997;4034;n/d;n/d;14031
SP-LIMEIRA;n/d;37267;19092;n/d;n/d;56359
SP-LINDOIA;n/d;639;398;n/d;n/d;1037
SP-LINS;n/d;10580;6438;n/d;n/d;17018
SP-LORENA;n/d;7623;4425;n/d;n/d;12048
SP-LOURDES;n/d;86;92;n/d;n/d;178
SP-LOUVEIRA;n/d;4343;2762;n/d;n/d;7105
SP-LUCELIA;n/d;2662;1218;n/d;n/d;3880
SP-LUCIANOPOLIS;n/d;346;116;n/d;n/d;462
SP-LUIS ANTONIO;n/d;2363;557;n/d;n/d;2920
SP-LUIZIANIA;n/d;185;113;n/d;n/d;298
SP-LUPERCIO;n/d;511;174;n/d;n/d;685
SP-LUTECIA;n/d;257;117;n/d;n/d;374
SP-MACATUBA;n/d;1658;865;n/d;n/d;2523
SP-MACAUBAL;n/d;553;270;n/d;n/d;823
SP-MACEDONIA;n/d;409;123;n/d;n/d;532
SP-MAGDA;n/d;286;87;n/d;n/d;373
SP-MAIRINQUE;n/d;4065;2235;n/d;n/d;6300
SP-MAIRIPORA;n/d;6849;3295;n/d;n/d;10144
SP-MANDURI;n/d;938;410;n/d;n/d;1348
SP-MARABA PAULISTA;n/d;462;176;n/d;n/d;638
SP-MARACAI;n/d;2494;715;n/d;n/d;3209
SP-MARAPOAMA;n/d;616;281;n/d;n/d;897
SP-MARIAPOLIS;n/d;140;112;n/d;n/d;252
SP-MARILIA;n/d;25739;18303;n/d;n/d;44042
SP-MARINOPOLIS;n/d;185;95;n/d;n/d;280
SP-MARTINOPOLIS;n/d;1294;776;n/d;n/d;2070
SP-MATAO;n/d;18266;8378;n/d;n/d;26644
SP-MAUA;n/d;27485;15141;n/d;n/d;42626
SP-MENDONCA;n/d;197;98;n/d;n/d;295
SP-MERIDIANO;n/d;454;134;n/d;n/d;588
SP-MESOPOLIS;n/d;141;79;n/d;n/d;220
SP-MIGUELOPOLIS;n/d;1713;1085;n/d;n/d;2798
SP-MINEIROS DO TIETE;n/d;838;591;n/d;n/d;1429
SP-MIRACATU;n/d;1441;605;n/d;n/d;2046
SP-MIRA ESTRELA;n/d;238;118;n/d;n/d;356
SP-MIRANDOPOLIS;n/d;2351;1132;n/d;n/d;3483
SP-MIRANTE DO PARANAPANEMA;n/d;648;395;n/d;n/d;1043
SP-MIRASSOL;n/d;5624;2847;n/d;n/d;8471
SP-MIRASSOLANDIA;n/d;199;130;n/d;n/d;329
SP-MOCOCA;n/d;8170;3988;n/d;n/d;12158
SP-MOGI DAS CRUZES;n/d;36356;21294;n/d;n/d;57650
SP-MOGI GUACU;n/d;18944;9995;n/d;n/d;28939
SP-MOGI MIRIM;n/d;13783;7095;n/d;n/d;20878
SP-MOMBUCA;n/d;271;144;n/d;n/d;415
SP-MONCOES;n/d;183;75;n/d;n/d;258
SP-MONGAGUA;n/d;1619;1435;n/d;n/d;3054
SP-MONTE ALEGRE DO SUL;n/d;508;296;n/d;n/d;804
SP-MONTE ALTO;n/d;6060;3240;n/d;n/d;9300
SP-MONTE APRAZIVEL;n/d;2989;844;n/d;n/d;3833
SP-MONTE AZUL PAULISTA;n/d;5404;2337;n/d;n/d;7741
SP-MONTE CASTELO;n/d;217;121;n/d;n/d;338
SP-MONTEIRO LOBATO;n/d;554;237;n/d;n/d;791
SP-MONTE MOR;n/d;5157;1884;n/d;n/d;7041
SP-MORRO AGUDO;n/d;5683;1510;n/d;n/d;7193
SP-MORUNGABA;n/d;13407;7019;n/d;n/d;20426
SP-MOTUCA;n/d;1307;308;n/d;n/d;1615
SP-MURUTINGA DO SUL;n/d;249;138;n/d;n/d;387
SP-NANTES;n/d;159;86;n/d;n/d;245
SP-NARANDIBA;n/d;354;159;n/d;n/d;513
SP-NATIVIDADE DA SERRA;n/d;321;111;n/d;n/d;432
SP-NAZARE PAULISTA;n/d;3282;540;n/d;n/d;3822
SP-NEVES PAULISTA;n/d;1050;342;n/d;n/d;1392
SP-NHANDEARA;n/d;677;493;n/d;n/d;1170
SP-NIPOA;n/d;258;173;n/d;n/d;431
SP-NOVA ALIANCA;n/d;487;151;n/d;n/d;638
SP-NOVA CAMPINA;n/d;1336;183;n/d;n/d;1519
SP-NOVA CANAA PAULISTA;n/d;81;58;n/d;n/d;139
SP-NOVA CASTILHO;n/d;118;73;n/d;n/d;191
SP-NOVA EUROPA;n/d;2059;457;n/d;n/d;2516
SP-NOVA GRANADA;n/d;1098;665;n/d;n/d;1763
SP-NOVA GUATAPORANGA;n/d;129;69;n/d;n/d;198
SP-NOVA INDEPENDENCIA;n/d;164;105;n/d;n/d;269
SP-NOVAIS;n/d;156;114;n/d;n/d;270
SP-NOVA LUZITANIA;n/d;100;92;n/d;n/d;192
SP-NOVA ODESSA;n/d;9313;4233;n/d;n/d;13546
SP-NOVO HORIZONTE;n/d;4769;1709;n/d;n/d;6478
SP-NUPORANGA;n/d;1182;721;n/d;n/d;1903
SP-OCAUCU;n/d;381;143;n/d;n/d;524
SP-OLEO;n/d;167;67;n/d;n/d;234
SP-OLIMPIA;n/d;6958;3292;n/d;n/d;10250
SP-ONDA VERDE;n/d;1066;241;n/d;n/d;1307
SP-ORIENTE;n/d;873;594;n/d;n/d;1467
SP-ORINDIUVA;n/d;289;147;n/d;n/d;436
SP-ORLANDIA;n/d;5665;2360;n/d;n/d;8025
SP-OSASCO;n/d;66711;41578;n/d;n/d;108289
SP-OSCAR BRESSANE;n/d;227;180;n/d;n/d;407
SP-OSVALDO CRUZ;n/d;2972;2108;n/d;n/d;5080
SP-OURINHOS;n/d;11360;6626;n/d;n/d;17986
SP-OUROESTE;n/d;796;301;n/d;n/d;1097
SP-OURO VERDE;n/d;385;250;n/d;n/d;635
SP-PACAEMBU;n/d;659;414;n/d;n/d;1073
SP-PALESTINA;n/d;665;222;n/d;n/d;887
SP-PALMARES PAULISTA;n/d;228;256;n/d;n/d;484
SP-PALMEIRA D OESTE;n/d;406;288;n/d;n/d;694
SP-PALMITAL;n/d;2025;968;n/d;n/d;2993
SP-PANORAMA;n/d;1376;515;n/d;n/d;1891
SP-PARAGUACU PAULISTA;n/d;5305;2126;n/d;n/d;7431
SP-PARAIBUNA;n/d;2051;1206;n/d;n/d;3257
SP-PARAISO;n/d;816;233;n/d;n/d;1049
SP-PARANAPANEMA;n/d;2213;1201;n/d;n/d;3414
SP-PARANAPUA;n/d;271;125;n/d;n/d;396
SP-PARAPUA;n/d;1449;349;n/d;n/d;1798
SP-PARDINHO;n/d;945;762;n/d;n/d;1707
SP-PARIQUERA-ACU;n/d;1746;970;n/d;n/d;2716
SP-PARISI;n/d;188;82;n/d;n/d;270
SP-PATROCINIO PAULISTA;n/d;1509;538;n/d;n/d;2047
SP-PAULICEIA;n/d;463;211;n/d;n/d;674
SP-PAULINIA;n/d;17256;8014;n/d;n/d;25270
SP-PAULISTANIA;n/d;120;86;n/d;n/d;206
SP-PAULO DE FARIA;n/d;526;364;n/d;n/d;890
SP-PEDERNEIRAS;n/d;5409;2607;n/d;n/d;8016
SP-PEDRA BELA;n/d;287;174;n/d;n/d;461
SP-PEDRANOPOLIS;n/d;232;90;n/d;n/d;322
SP-PEDREGULHO;n/d;2024;997;n/d;n/d;3021
SP-PEDREIRA;n/d;6065;4168;n/d;n/d;10233
SP-PEDRINHAS PAULISTA;n/d;246;149;n/d;n/d;395
SP-PEDRO DE TOLEDO;n/d;328;241;n/d;n/d;569
SP-PENAPOLIS;n/d;6428;4730;n/d;n/d;11158
SP-PEREIRA BARRETO;n/d;2134;1154;n/d;n/d;3288
SP-PEREIRAS;n/d;1169;444;n/d;n/d;1613
SP-PERUIBE;n/d;2960;2380;n/d;n/d;5340
SP-PIACATU;n/d;333;245;n/d;n/d;578
SP-PIEDADE;n/d;3765;2135;n/d;n/d;5900
SP-PILAR DO SUL;n/d;12005;2524;n/d;n/d;14529
SP-PINDAMONHANGABA;n/d;14634;5827;n/d;n/d;20461
SP-PINDORAMA;n/d;1104;517;n/d;n/d;1621
SP-PINHALZINHO;n/d;529;467;n/d;n/d;996
SP-PIQUEROBI;n/d;356;195;n/d;n/d;551
SP-PIQUETE;n/d;930;303;n/d;n/d;1233
SP-PIRACAIA;n/d;1716;1174;n/d;n/d;2890
SP-PIRACICABA;n/d;55625;27671;n/d;n/d;83296
SP-PIRAJU;n/d;2535;1469;n/d;n/d;4004
SP-PIRAJUI;n/d;1544;887;n/d;n/d;2431
SP-PIRANGI;n/d;915;412;n/d;n/d;1327
SP-PIRAPORA DO BOM JESUS;n/d;2290;726;n/d;n/d;3016
SP-PIRAPOZINHO;n/d;2248;1305;n/d;n/d;3553
