Coluna;Sexo Trabalhador
Município-São Paulo;Não Informado;Masculino;Feminino;Ignorado;{ñ class};Total
SP-CAIABU;n/d;179;210;n/d;n/d;389
SP-CAIEIRAS;n/d;15606;7921;n/d;n/d;23527
SP-CAIUA;n/d;336;218;n/d;n/d;554
SP-CAJAMAR;n/d;24190;17241;n/d;n/d;41431
SP-CAJATI;n/d;3967;1603;n/d;n/d;5570
SP-CAJOBI;n/d;772;634;n/d;n/d;1406
SP-CAJURU;n/d;2692;1974;n/d;n/d;4666
SP-CAMPINA DO MONTE ALEGRE;n/d;454;372;n/d;n/d;826
SP-CAMPINAS;n/d;228353;187793;n/d;n/d;416146
SP-CAMPO LIMPO PAULISTA;n/d;8323;5431;n/d;n/d;13754
SP-CAMPOS DO JORDAO;n/d;6617;5711;n/d;n/d;12328
SP-CAMPOS NOVOS PAULISTA;n/d;376;209;n/d;n/d;585
SP-CANANEIA;n/d;803;559;n/d;n/d;1362
SP-CANAS;n/d;938;247;n/d;n/d;1185
SP-CANDIDO MOTA;n/d;3097;1766;n/d;n/d;4863
SP-CANDIDO RODRIGUES;n/d;223;302;n/d;n/d;525
SP-CANITAR;n/d;561;282;n/d;n/d;843
SP-CAPAO BONITO;n/d;4379;2871;n/d;n/d;7250
SP-CAPELA DO ALTO;n/d;1828;1333;n/d;n/d;3161
SP-CAPIVARI;n/d;8811;6235;n/d;n/d;15046
SP-CARAGUATATUBA;n/d;10631;10557;n/d;n/d;21188
SP-CARAPICUIBA;n/d;23601;20310;n/d;n/d;43911
SP-CARDOSO;n/d;799;656;n/d;n/d;1455
SP-CASA BRANCA;n/d;3894;2436;n/d;n/d;6330
SP-CASSIA DOS COQUEIROS;n/d;237;214;n/d;n/d;451
SP-CASTILHO;n/d;2100;1104;n/d;n/d;3204
SP-CATANDUVA;n/d;23896;16907;n/d;n/d;40803
SP-CATIGUA;n/d;621;397;n/d;n/d;1018
SP-CEDRAL;n/d;1225;762;n/d;n/d;1987
SP-CERQUEIRA CESAR;n/d;2903;1846;n/d;n/d;4749
SP-CERQUILHO;n/d;7524;4993;n/d;n/d;12517
SP-CESARIO LANGE;n/d;1977;1307;n/d;n/d;3284
SP-CHARQUEADA;n/d;1655;1191;n/d;n/d;2846
SP-CLEMENTINA;n/d;2741;629;n/d;n/d;3370
SP-COLINA;n/d;3517;1683;n/d;n/d;5200
SP-COLOMBIA;n/d;2929;1257;n/d;n/d;4186
SP-CONCHAL;n/d;3086;2615;n/d;n/d;5701
SP-CONCHAS;n/d;1952;1292;n/d;n/d;3244
SP-CORDEIROPOLIS;n/d;6850;3176;n/d;n/d;10026
SP-COROADOS;n/d;621;318;n/d;n/d;939
SP-CORONEL MACEDO;n/d;381;226;n/d;n/d;607
SP-CORUMBATAI;n/d;680;285;n/d;n/d;965
SP-COSMOPOLIS;n/d;5897;4400;n/d;n/d;10297
SP-COSMORAMA;n/d;1350;519;n/d;n/d;1869
SP-COTIA;n/d;46498;33450;n/d;n/d;79948
SP-CRAVINHOS;n/d;5351;3187;n/d;n/d;8538
SP-CRISTAIS PAULISTA;n/d;1074;510;n/d;n/d;1584
SP-CRUZALIA;n/d;175;168;n/d;n/d;343
SP-CRUZEIRO;n/d;11942;5994;n/d;n/d;17936
SP-CUBATAO;n/d;28734;11403;n/d;n/d;40137
SP-CUNHA;n/d;1212;650;n/d;n/d;1862
SP-DESCALVADO;n/d;6083;3446;n/d;n/d;9529
SP-DIADEMA;n/d;70448;41530;n/d;n/d;111978
SP-DIRCE REIS;n/d;255;115;n/d;n/d;370
SP-DIVINOLANDIA;n/d;876;1045;n/d;n/d;1921
SP-DOBRADA;n/d;354;337;n/d;n/d;691
SP-DOIS CORREGOS;n/d;3753;2247;n/d;n/d;6000
SP-DOLCINOPOLIS;n/d;162;149;n/d;n/d;311
SP-DOURADO;n/d;1161;693;n/d;n/d;1854
SP-DRACENA;n/d;6240;4296;n/d;n/d;10536
SP-DUARTINA;n/d;1241;1048;n/d;n/d;2289
SP-DUMONT;n/d;1007;821;n/d;n/d;1828
SP-ECHAPORA;n/d;398;291;n/d;n/d;689
SP-ELDORADO;n/d;1342;628;n/d;n/d;1970
SP-ELIAS FAUSTO;n/d;3175;1557;n/d;n/d;4732
SP-ELISIARIO;n/d;344;154;n/d;n/d;498
SP-EMBAUBA;n/d;230;163;n/d;n/d;393
SP-EMBU DAS ARTES;n/d;27235;17275;n/d;n/d;44510
SP-EMBU-GUACU;n/d;4965;3221;n/d;n/d;8186
SP-EMILIANOPOLIS;n/d;172;135;n/d;n/d;307
SP-ENGENHEIRO COELHO;n/d;2294;1465;n/d;n/d;3759
SP-ESPIRITO SANTO DO PINHAL;n/d;7227;5695;n/d;n/d;12922
SP-ESPIRITO SANTO DO TURVO;n/d;701;336;n/d;n/d;1037
SP-ESTRELA D OESTE;n/d;1494;1105;n/d;n/d;2599
SP-ESTRELA DO NORTE;n/d;184;224;n/d;n/d;408
SP-EUCLIDES DA CUNHA PAULISTA;n/d;368;385;n/d;n/d;753
SP-FARTURA;n/d;1824;1684;n/d;n/d;3508
SP-FERNANDOPOLIS;n/d;9476;7014;n/d;n/d;16490
SP-FERNANDO PRESTES;n/d;510;568;n/d;n/d;1078
SP-FERNAO;n/d;191;124;n/d;n/d;315
SP-FERRAZ DE VASCONCELOS;n/d;12955;7883;n/d;n/d;20838
SP-FLORA RICA;n/d;160;124;n/d;n/d;284
SP-FLOREAL;n/d;286;181;n/d;n/d;467
SP-FLORIDA PAULISTA;n/d;2239;887;n/d;n/d;3126
SP-FLORINIA;n/d;280;192;n/d;n/d;472
SP-FRANCA;n/d;49636;39836;n/d;n/d;89472
SP-FRANCISCO MORATO;n/d;4430;4711;n/d;n/d;9141
SP-FRANCO DA ROCHA;n/d;8728;6158;n/d;n/d;14886
SP-GABRIEL MONTEIRO;n/d;378;517;n/d;n/d;895
SP-GALIA;n/d;977;457;n/d;n/d;1434
SP-GARCA;n/d;6886;4920;n/d;n/d;11806
SP-GASTAO VIDIGAL;n/d;236;168;n/d;n/d;404
SP-GAVIAO PEIXOTO;n/d;2383;671;n/d;n/d;3054
SP-GENERAL SALGADO;n/d;1023;702;n/d;n/d;1725
SP-GETULINA;n/d;752;537;n/d;n/d;1289
SP-GLICERIO;n/d;574;456;n/d;n/d;1030
SP-GUAICARA;n/d;927;662;n/d;n/d;1589
SP-GUAIMBE;n/d;332;238;n/d;n/d;570
SP-GUAIRA;n/d;8783;3320;n/d;n/d;12103
SP-GUAPIACU;n/d;1817;1105;n/d;n/d;2922
SP-GUAPIARA;n/d;1257;563;n/d;n/d;1820
SP-GUARA;n/d;1770;1303;n/d;n/d;3073
SP-GUARACAI;n/d;761;534;n/d;n/d;1295
SP-GUARACI;n/d;1619;663;n/d;n/d;2282
SP-GUARANI D OESTE;n/d;155;180;n/d;n/d;335
SP-GUARANTA;n/d;901;618;n/d;n/d;1519
SP-GUARARAPES;n/d;3696;2290;n/d;n/d;5986
SP-GUARAREMA;n/d;4309;2642;n/d;n/d;6951
SP-GUARATINGUETA;n/d;19516;11063;n/d;n/d;30579
SP-GUAREI;n/d;1152;871;n/d;n/d;2023
SP-GUARIBA;n/d;5334;2469;n/d;n/d;7803
SP-GUARUJA;n/d;30873;19847;n/d;n/d;50720
SP-GUARULHOS;n/d;211971;125936;n/d;n/d;337907
SP-GUATAPARA;n/d;873;683;n/d;n/d;1556
SP-GUZOLANDIA;n/d;302;220;n/d;n/d;522
SP-HERCULANDIA;n/d;740;407;n/d;n/d;1147
SP-HOLAMBRA;n/d;3898;3523;n/d;n/d;7421
SP-HORTOLANDIA;n/d;26911;16875;n/d;n/d;43786
SP-IACANGA;n/d;2200;953;n/d;n/d;3153
SP-IACRI;n/d;445;336;n/d;n/d;781
SP-IARAS;n/d;917;675;n/d;n/d;1592
SP-IBATE;n/d;3959;1958;n/d;n/d;5917
SP-IBIRA;n/d;1009;848;n/d;n/d;1857
SP-IBIRAREMA;n/d;437;277;n/d;n/d;714
SP-IBITINGA;n/d;8367;7371;n/d;n/d;15738
SP-IBIUNA;n/d;6220;5101;n/d;n/d;11321
SP-ICEM;n/d;572;454;n/d;n/d;1026
SP-IEPE;n/d;606;436;n/d;n/d;1042
SP-IGARACU DO TIETE;n/d;1311;1278;n/d;n/d;2589
SP-IGARAPAVA;n/d;3678;2258;n/d;n/d;5936
SP-IGARATA;n/d;844;622;n/d;n/d;1466
SP-IGUAPE;n/d;1298;1151;n/d;n/d;2449
SP-ILHABELA;n/d;3442;2997;n/d;n/d;6439
SP-ILHA COMPRIDA;n/d;686;714;n/d;n/d;1400
SP-ILHA SOLTEIRA;n/d;3029;2470;n/d;n/d;5499
SP-INDAIATUBA;n/d;40390;29403;n/d;n/d;69793
SP-INDIANA;n/d;372;237;n/d;n/d;609
SP-INDIAPORA;n/d;323;222;n/d;n/d;545
SP-INUBIA PAULISTA;n/d;499;402;n/d;n/d;901
SP-IPAUSSU;n/d;2461;1347;n/d;n/d;3808
SP-IPERO;n/d;4691;2504;n/d;n/d;7195
SP-IPEUNA;n/d;1535;851;n/d;n/d;2386
SP-IPIGUA;n/d;474;310;n/d;n/d;784
SP-IPORANGA;n/d;270;228;n/d;n/d;498
SP-IPUA;n/d;2136;1418;n/d;n/d;3554
SP-IRACEMAPOLIS;n/d;4364;2184;n/d;n/d;6548
SP-IRAPUA;n/d;441;412;n/d;n/d;853
SP-IRAPURU;n/d;378;315;n/d;n/d;693
SP-ITABERA;n/d;1542;938;n/d;n/d;2480
SP-ITAI;n/d;3357;1543;n/d;n/d;4900
SP-ITAJOBI;n/d;1806;1086;n/d;n/d;2892
SP-ITAJU;n/d;350;295;n/d;n/d;645
SP-ITANHAEM;n/d;6463;6713;n/d;n/d;13176
SP-ITAOCA;n/d;210;90;n/d;n/d;300
SP-ITAPECERICA DA SERRA;n/d;12484;10267;n/d;n/d;22751
SP-ITAPETININGA;n/d;20285;14017;n/d;n/d;34302
SP-ITAPEVA;n/d;11682;7936;n/d;n/d;19618
SP-ITAPEVI;n/d;20540;16357;n/d;n/d;36897
SP-ITAPIRA;n/d;13972;8887;n/d;n/d;22859
SP-ITAPIRAPUA PAULISTA;n/d;308;155;n/d;n/d;463
SP-ITAPOLIS;n/d;5649;3821;n/d;n/d;9470
SP-ITAPORANGA;n/d;1030;809;n/d;n/d;1839
SP-ITAPUI;n/d;2286;2060;n/d;n/d;4346
SP-ITAPURA;n/d;338;305;n/d;n/d;643
SP-ITAQUAQUECETUBA;n/d;25897;15963;n/d;n/d;41860
SP-ITARARE;n/d;5147;3423;n/d;n/d;8570
SP-ITARIRI;n/d;769;456;n/d;n/d;1225
SP-ITATIBA;n/d;20786;16510;n/d;n/d;37296
SP-ITATINGA;n/d;1930;1245;n/d;n/d;3175
SP-ITIRAPINA;n/d;1981;1569;n/d;n/d;3550
SP-ITIRAPUA;n/d;508;320;n/d;n/d;828
SP-ITOBI;n/d;481;370;n/d;n/d;851
SP-ITU;n/d;32373;23897;n/d;n/d;56270
SP-ITUPEVA;n/d;13666;8622;n/d;n/d;22288
SP-ITUVERAVA;n/d;3445;3591;n/d;n/d;7036
SP-JABORANDI;n/d;553;323;n/d;n/d;876
SP-JABOTICABAL;n/d;16711;7894;n/d;n/d;24605
SP-JACAREI;n/d;27974;18461;n/d;n/d;46435
SP-JACI;n/d;1550;1476;n/d;n/d;3026
SP-JACUPIRANGA;n/d;2402;1096;n/d;n/d;3498
SP-JAGUARIUNA;n/d;17293;13034;n/d;n/d;30327
SP-JALES;n/d;5779;4815;n/d;n/d;10594
SP-JAMBEIRO;n/d;2587;864;n/d;n/d;3451
SP-JANDIRA;n/d;12576;7343;n/d;n/d;19919
SP-JARDINOPOLIS;n/d;5240;3343;n/d;n/d;8583
SP-JARINU;n/d;3650;2924;n/d;n/d;6574
SP-JAU;n/d;22976;18817;n/d;n/d;41793
SP-JERIQUARA;n/d;399;318;n/d;n/d;717
SP-JOANOPOLIS;n/d;961;923;n/d;n/d;1884
SP-JOAO RAMALHO;n/d;278;237;n/d;n/d;515
SP-JOSE BONIFACIO;n/d;5893;3609;n/d;n/d;9502
SP-JULIO MESQUITA;n/d;307;317;n/d;n/d;624
SP-JUMIRIM;n/d;753;282;n/d;n/d;1035
SP-JUNDIAI;n/d;99194;79054;n/d;n/d;178248
SP-JUNQUEIROPOLIS;n/d;3384;1583;n/d;n/d;4967
SP-JUQUIA;n/d;1450;865;n/d;n/d;2315
SP-JUQUITIBA;n/d;2817;3680;n/d;n/d;6497
SP-LAGOINHA;n/d;494;224;n/d;n/d;718
SP-LARANJAL PAULISTA;n/d;4532;3856;n/d;n/d;8388
SP-LAVINIA;n/d;419;297;n/d;n/d;716
SP-LAVRINHAS;n/d;501;302;n/d;n/d;803
SP-LEME;n/d;14197;9414;n/d;n/d;23611
SP-LENCOIS PAULISTA;n/d;13384;7229;n/d;n/d;20613
SP-LIMEIRA;n/d;49734;35684;n/d;n/d;85418
SP-LINDOIA;n/d;1010;778;n/d;n/d;1788
SP-LINS;n/d;16533;10485;n/d;n/d;27018
SP-LORENA;n/d;9117;6464;n/d;n/d;15581
SP-LOURDES;n/d;127;152;n/d;n/d;279
SP-LOUVEIRA;n/d;10829;7838;n/d;n/d;18667
SP-LUCELIA;n/d;2342;4112;n/d;n/d;6454
SP-LUCIANOPOLIS;n/d;611;233;n/d;n/d;844
SP-LUIS ANTONIO;n/d;3745;864;n/d;n/d;4609
SP-LUIZIANIA;n/d;317;211;n/d;n/d;528
SP-LUPERCIO;n/d;485;268;n/d;n/d;753
SP-LUTECIA;n/d;239;154;n/d;n/d;393
SP-MACATUBA;n/d;2840;1772;n/d;n/d;4612
SP-MACAUBAL;n/d;1152;1170;n/d;n/d;2322
SP-MACEDONIA;n/d;325;181;n/d;n/d;506
SP-MAGDA;n/d;398;195;n/d;n/d;593
SP-MAIRINQUE;n/d;5257;4108;n/d;n/d;9365
SP-MAIRIPORA;n/d;8618;5873;n/d;n/d;14491
SP-MANDURI;n/d;1057;718;n/d;n/d;1775
SP-MARABA PAULISTA;n/d;1332;424;n/d;n/d;1756
SP-MARACAI;n/d;1679;914;n/d;n/d;2593
SP-MARAPOAMA;n/d;1283;283;n/d;n/d;1566
SP-MARIAPOLIS;n/d;190;165;n/d;n/d;355
SP-MARILIA;n/d;35265;26435;n/d;n/d;61700
SP-MARINOPOLIS;n/d;241;145;n/d;n/d;386
SP-MARTINOPOLIS;n/d;1964;1412;n/d;n/d;3376
SP-MATAO;n/d;21596;12708;n/d;n/d;34304
SP-MAUA;n/d;41745;24473;n/d;n/d;66218
SP-MENDONCA;n/d;1628;468;n/d;n/d;2096
SP-MERIDIANO;n/d;1832;384;n/d;n/d;2216
SP-MESOPOLIS;n/d;478;177;n/d;n/d;655
SP-MIGUELOPOLIS;n/d;3218;1517;n/d;n/d;4735
SP-MINEIROS DO TIETE;n/d;929;791;n/d;n/d;1720
SP-MIRACATU;n/d;1778;985;n/d;n/d;2763
SP-MIRA ESTRELA;n/d;227;199;n/d;n/d;426
SP-MIRANDOPOLIS;n/d;2417;1673;n/d;n/d;4090
SP-MIRANTE DO PARANAPANEMA;n/d;2487;1001;n/d;n/d;3488
SP-MIRASSOL;n/d;8959;5394;n/d;n/d;14353
SP-MIRASSOLANDIA;n/d;324;252;n/d;n/d;576
SP-MOCOCA;n/d;11385;5987;n/d;n/d;17372
SP-MOGI DAS CRUZES;n/d;56585;42275;n/d;n/d;98860
SP-MOGI GUACU;n/d;24278;16294;n/d;n/d;40572
SP-MOGI MIRIM;n/d;17237;12547;n/d;n/d;29784
SP-MOMBUCA;n/d;266;175;n/d;n/d;441
SP-MONCOES;n/d;1378;246;n/d;n/d;1624
SP-MONGAGUA;n/d;2770;2876;n/d;n/d;5646
SP-MONTE ALEGRE DO SUL;n/d;793;653;n/d;n/d;1446
SP-MONTE ALTO;n/d;8596;5825;n/d;n/d;14421
SP-MONTE APRAZIVEL;n/d;4459;1597;n/d;n/d;6056
SP-MONTE AZUL PAULISTA;n/d;4098;2091;n/d;n/d;6189
SP-MONTE CASTELO;n/d;257;299;n/d;n/d;556
SP-MONTEIRO LOBATO;n/d;514;364;n/d;n/d;878
SP-MONTE MOR;n/d;7534;3873;n/d;n/d;11407
SP-MORRO AGUDO;n/d;5917;2273;n/d;n/d;8190
SP-MORUNGABA;n/d;5615;6491;n/d;n/d;12106
SP-MOTUCA;n/d;216;192;n/d;n/d;408
SP-MURUTINGA DO SUL;n/d;282;238;n/d;n/d;520
SP-NANTES;n/d;208;142;n/d;n/d;350
SP-NARANDIBA;n/d;645;344;n/d;n/d;989
SP-NATIVIDADE DA SERRA;n/d;466;251;n/d;n/d;717
SP-NAZARE PAULISTA;n/d;1624;900;n/d;n/d;2524
SP-NEVES PAULISTA;n/d;959;622;n/d;n/d;1581
SP-NHANDEARA;n/d;1101;799;n/d;n/d;1900
SP-NIPOA;n/d;429;328;n/d;n/d;757
SP-NOVA ALIANCA;n/d;631;421;n/d;n/d;1052
SP-NOVA CAMPINA;n/d;1475;500;n/d;n/d;1975
SP-NOVA CANAA PAULISTA;n/d;98;106;n/d;n/d;204
SP-NOVA CASTILHO;n/d;141;106;n/d;n/d;247
SP-NOVA EUROPA;n/d;2869;762;n/d;n/d;3631
SP-NOVA GRANADA;n/d;1374;1110;n/d;n/d;2484
SP-NOVA GUATAPORANGA;n/d;143;105;n/d;n/d;248
SP-NOVA INDEPENDENCIA;n/d;1032;296;n/d;n/d;1328
SP-NOVAIS;n/d;162;147;n/d;n/d;309
SP-NOVA LUZITANIA;n/d;161;168;n/d;n/d;329
SP-NOVA ODESSA;n/d;11768;6639;n/d;n/d;18407
SP-NOVO HORIZONTE;n/d;6141;2955;n/d;n/d;9096
SP-NUPORANGA;n/d;1474;1746;n/d;n/d;3220
SP-OCAUCU;n/d;439;243;n/d;n/d;682
SP-OLEO;n/d;218;119;n/d;n/d;337
SP-OLIMPIA;n/d;9115;5153;n/d;n/d;14268
SP-ONDA VERDE;n/d;1587;546;n/d;n/d;2133
SP-ORIENTE;n/d;714;307;n/d;n/d;1021
SP-ORINDIUVA;n/d;3060;646;n/d;n/d;3706
SP-ORLANDIA;n/d;7393;3557;n/d;n/d;10950
SP-OSASCO;n/d;97291;76557;n/d;n/d;173848
SP-OSCAR BRESSANE;n/d;217;194;n/d;n/d;411
SP-OSVALDO CRUZ;n/d;4150;3374;n/d;n/d;7524
SP-OURINHOS;n/d;20363;10805;n/d;n/d;31168
SP-OUROESTE;n/d;2130;896;n/d;n/d;3026
SP-OURO VERDE;n/d;409;302;n/d;n/d;711
SP-PACAEMBU;n/d;739;610;n/d;n/d;1349
SP-PALESTINA;n/d;2099;688;n/d;n/d;2787
SP-PALMARES PAULISTA;n/d;329;476;n/d;n/d;805
SP-PALMEIRA D OESTE;n/d;553;446;n/d;n/d;999
SP-PALMITAL;n/d;2101;1433;n/d;n/d;3534
SP-PANORAMA;n/d;2075;938;n/d;n/d;3013
SP-PARAGUACU PAULISTA;n/d;9532;4262;n/d;n/d;13794
SP-PARAIBUNA;n/d;1405;1382;n/d;n/d;2787
SP-PARAISO;n/d;1827;564;n/d;n/d;2391
SP-PARANAPANEMA;n/d;2576;1977;n/d;n/d;4553
SP-PARANAPUA;n/d;309;256;n/d;n/d;565
SP-PARAPUA;n/d;2758;651;n/d;n/d;3409
SP-PARDINHO;n/d;1095;906;n/d;n/d;2001
SP-PARIQUERA-ACU;n/d;2703;1641;n/d;n/d;4344
SP-PARISI;n/d;156;102;n/d;n/d;258
SP-PATROCINIO PAULISTA;n/d;2784;947;n/d;n/d;3731
SP-PAULICEIA;n/d;1779;588;n/d;n/d;2367
SP-PAULINIA;n/d;33505;14952;n/d;n/d;48457
SP-PAULISTANIA;n/d;117;88;n/d;n/d;205
SP-PAULO DE FARIA;n/d;491;492;n/d;n/d;983
SP-PEDERNEIRAS;n/d;9298;3963;n/d;n/d;13261
SP-PEDRA BELA;n/d;395;318;n/d;n/d;713
SP-PEDRANOPOLIS;n/d;281;159;n/d;n/d;440
SP-PEDREGULHO;n/d;2409;1559;n/d;n/d;3968
SP-PEDREIRA;n/d;7148;6357;n/d;n/d;13505
SP-PEDRINHAS PAULISTA;n/d;273;221;n/d;n/d;494
SP-PEDRO DE TOLEDO;n/d;435;408;n/d;n/d;843
SP-PENAPOLIS;n/d;7523;6446;n/d;n/d;13969
SP-PEREIRA BARRETO;n/d;4560;2092;n/d;n/d;6652
SP-PEREIRAS;n/d;1329;761;n/d;n/d;2090
SP-PERUIBE;n/d;4165;3908;n/d;n/d;8073
SP-PIACATU;n/d;437;516;n/d;n/d;953
SP-PIEDADE;n/d;4531;3197;n/d;n/d;7728
SP-PILAR DO SUL;n/d;4303;2060;n/d;n/d;6363
SP-PINDAMONHANGABA;n/d;21533;11164;n/d;n/d;32697
SP-PINDORAMA;n/d;1588;1019;n/d;n/d;2607
SP-PINHALZINHO;n/d;926;924;n/d;n/d;1850
SP-PIQUEROBI;n/d;336;251;n/d;n/d;587
SP-PIQUETE;n/d;1012;465;n/d;n/d;1477
SP-PIRACAIA;n/d;2117;2039;n/d;n/d;4156
SP-PIRACICABA;n/d;80263;50733;n/d;n/d;130996
SP-PIRAJU;n/d;3505;2515;n/d;n/d;6020
SP-PIRAJUI;n/d;1963;1272;n/d;n/d;3235
