Coluna;Sexo Trabalhador
Município-São Paulo;Não Informado;Masculino;Feminino;Ignorado;{ñ class};Total
SP-AVARE;n/d;11087;10368;n/d;n/d;21455
SP-BADY BASSITT;n/d;1853;1126;n/d;n/d;2979
SP-BALBINOS;n/d;183;217;n/d;n/d;400
SP-BALSAMO;n/d;885;416;n/d;n/d;1301
SP-BANANAL;n/d;1377;553;n/d;n/d;1930
SP-BARAO DE ANTONINA;n/d;303;289;n/d;n/d;592
SP-BARBOSA;n/d;359;373;n/d;n/d;732
SP-BARIRI;n/d;5595;3378;n/d;n/d;8973
SP-BARRA BONITA;n/d;7465;3953;n/d;n/d;11418
SP-BARRA DO CHAPEU;n/d;372;208;n/d;n/d;580
SP-BARRA DO TURVO;n/d;303;315;n/d;n/d;618
SP-BARRETOS;n/d;18666;14961;n/d;n/d;33627
SP-BARRINHA;n/d;2304;1461;n/d;n/d;3765
SP-BARUERI;n/d;132244;122433;n/d;n/d;254677
SP-BASTOS;n/d;3954;2916;n/d;n/d;6870
SP-BATATAIS;n/d;9042;6181;n/d;n/d;15223
SP-BAURU;n/d;68643;52211;n/d;n/d;120854
SP-BEBEDOURO;n/d;14891;9588;n/d;n/d;24479
SP-BENTO DE ABREU;n/d;622;220;n/d;n/d;842
SP-BERNARDINO DE CAMPOS;n/d;1157;866;n/d;n/d;2023
SP-BERTIOGA;n/d;7671;4727;n/d;n/d;12398
SP-BILAC;n/d;930;548;n/d;n/d;1478
SP-BIRIGUI;n/d;16892;16630;n/d;n/d;33522
SP-BIRITIBA-MIRIM;n/d;2081;1792;n/d;n/d;3873
SP-BOA ESPERANCA DO SUL;n/d;3096;1569;n/d;n/d;4665
SP-BOCAINA;n/d;2182;1042;n/d;n/d;3224
SP-BOFETE;n/d;1148;667;n/d;n/d;1815
SP-BOITUVA;n/d;13160;8072;n/d;n/d;21232
SP-BOM JESUS DOS PERDOES;n/d;3003;1870;n/d;n/d;4873
SP-BOM SUCESSO DE ITARARE;n/d;301;183;n/d;n/d;484
SP-BORA;n/d;1140;229;n/d;n/d;1369
SP-BORACEIA;n/d;826;390;n/d;n/d;1216
SP-BORBOREMA;n/d;1502;1265;n/d;n/d;2767
SP-BOREBI;n/d;385;274;n/d;n/d;659
SP-BOTUCATU;n/d;21775;17175;n/d;n/d;38950
SP-BRAGANCA PAULISTA;n/d;22695;20338;n/d;n/d;43033
SP-BRAUNA;n/d;292;224;n/d;n/d;516
SP-BREJO ALEGRE;n/d;1678;234;n/d;n/d;1912
SP-BRODOWSKI;n/d;2666;2280;n/d;n/d;4946
SP-BROTAS;n/d;4145;2489;n/d;n/d;6634
SP-BURI;n/d;2810;1349;n/d;n/d;4159
SP-BURITAMA;n/d;2860;1277;n/d;n/d;4137
SP-BURITIZAL;n/d;1440;305;n/d;n/d;1745
SP-CABRALIA PAULISTA;n/d;600;369;n/d;n/d;969
SP-CABREUVA;n/d;8703;5335;n/d;n/d;14038
SP-CACAPAVA;n/d;13217;7932;n/d;n/d;21149
SP-CACHOEIRA PAULISTA;n/d;2774;2564;n/d;n/d;5338
SP-CACONDE;n/d;1246;842;n/d;n/d;2088
SP-CAFELANDIA;n/d;2075;1587;n/d;n/d;3662
SP-CAIABU;n/d;154;217;n/d;n/d;371
SP-CAIEIRAS;n/d;11824;6777;n/d;n/d;18601
SP-CAIUA;n/d;354;238;n/d;n/d;592
SP-CAJAMAR;n/d;22406;15941;n/d;n/d;38347
SP-CAJATI;n/d;4142;1693;n/d;n/d;5835
SP-CAJOBI;n/d;685;626;n/d;n/d;1311
SP-CAJURU;n/d;2469;2342;n/d;n/d;4811
SP-CAMPINA DO MONTE ALEGRE;n/d;370;311;n/d;n/d;681
SP-CAMPINAS;n/d;214116;194142;n/d;n/d;408258
SP-CAMPO LIMPO PAULISTA;n/d;7506;4797;n/d;n/d;12303
SP-CAMPOS DO JORDAO;n/d;6522;5919;n/d;n/d;12441
SP-CAMPOS NOVOS PAULISTA;n/d;399;243;n/d;n/d;642
SP-CANANEIA;n/d;841;665;n/d;n/d;1506
SP-CANAS;n/d;1122;297;n/d;n/d;1419
SP-CANDIDO MOTA;n/d;3198;1921;n/d;n/d;5119
SP-CANDIDO RODRIGUES;n/d;393;337;n/d;n/d;730
SP-CANITAR;n/d;478;252;n/d;n/d;730
SP-CAPAO BONITO;n/d;4850;3151;n/d;n/d;8001
SP-CAPELA DO ALTO;n/d;2073;1401;n/d;n/d;3474
SP-CAPIVARI;n/d;7879;6147;n/d;n/d;14026
SP-CARAGUATATUBA;n/d;11932;11170;n/d;n/d;23102
SP-CARAPICUIBA;n/d;19980;15544;n/d;n/d;35524
SP-CARDOSO;n/d;768;655;n/d;n/d;1423
SP-CASA BRANCA;n/d;3756;2487;n/d;n/d;6243
SP-CASSIA DOS COQUEIROS;n/d;234;227;n/d;n/d;461
SP-CASTILHO;n/d;1947;1135;n/d;n/d;3082
SP-CATANDUVA;n/d;19876;15012;n/d;n/d;34888
SP-CATIGUA;n/d;565;376;n/d;n/d;941
SP-CEDRAL;n/d;1412;986;n/d;n/d;2398
SP-CERQUEIRA CESAR;n/d;2806;1811;n/d;n/d;4617
SP-CERQUILHO;n/d;7178;5136;n/d;n/d;12314
SP-CESARIO LANGE;n/d;2176;1317;n/d;n/d;3493
SP-CHARQUEADA;n/d;1431;1027;n/d;n/d;2458
SP-CLEMENTINA;n/d;3553;444;n/d;n/d;3997
SP-COLINA;n/d;3286;1733;n/d;n/d;5019
SP-COLOMBIA;n/d;2440;864;n/d;n/d;3304
SP-CONCHAL;n/d;3057;2549;n/d;n/d;5606
SP-CONCHAS;n/d;2006;1567;n/d;n/d;3573
SP-CORDEIROPOLIS;n/d;6055;3195;n/d;n/d;9250
SP-COROADOS;n/d;591;293;n/d;n/d;884
SP-CORONEL MACEDO;n/d;571;270;n/d;n/d;841
SP-CORUMBATAI;n/d;772;354;n/d;n/d;1126
SP-COSMOPOLIS;n/d;5387;4376;n/d;n/d;9763
SP-COSMORAMA;n/d;1060;476;n/d;n/d;1536
SP-COTIA;n/d;40352;32615;n/d;n/d;72967
SP-CRAVINHOS;n/d;5111;3277;n/d;n/d;8388
SP-CRISTAIS PAULISTA;n/d;1152;587;n/d;n/d;1739
SP-CRUZALIA;n/d;250;189;n/d;n/d;439
SP-CRUZEIRO;n/d;10375;5641;n/d;n/d;16016
SP-CUBATAO;n/d;18950;10101;n/d;n/d;29051
SP-CUNHA;n/d;1295;846;n/d;n/d;2141
SP-DESCALVADO;n/d;5840;3253;n/d;n/d;9093
SP-DIADEMA;n/d;56675;35285;n/d;n/d;91960
SP-DIRCE REIS;n/d;222;96;n/d;n/d;318
SP-DIVINOLANDIA;n/d;1048;1254;n/d;n/d;2302
SP-DOBRADA;n/d;369;329;n/d;n/d;698
SP-DOIS CORREGOS;n/d;3261;2133;n/d;n/d;5394
SP-DOLCINOPOLIS;n/d;152;136;n/d;n/d;288
SP-DOURADO;n/d;1429;838;n/d;n/d;2267
SP-DRACENA;n/d;6008;4870;n/d;n/d;10878
SP-DUARTINA;n/d;1090;975;n/d;n/d;2065
SP-DUMONT;n/d;1115;860;n/d;n/d;1975
SP-ECHAPORA;n/d;518;356;n/d;n/d;874
SP-ELDORADO;n/d;1359;747;n/d;n/d;2106
SP-ELIAS FAUSTO;n/d;3174;1304;n/d;n/d;4478
SP-ELISIARIO;n/d;369;184;n/d;n/d;553
SP-EMBAUBA;n/d;187;162;n/d;n/d;349
SP-EMBU DAS ARTES;n/d;25445;16975;n/d;n/d;42420
SP-EMBU-GUACU;n/d;4927;3558;n/d;n/d;8485
SP-EMILIANOPOLIS;n/d;170;153;n/d;n/d;323
SP-ENGENHEIRO COELHO;n/d;2242;1634;n/d;n/d;3876
SP-ESPIRITO SANTO DO PINHAL;n/d;6817;5414;n/d;n/d;12231
SP-ESPIRITO SANTO DO TURVO;n/d;212;242;n/d;n/d;454
SP-ESTRELA D OESTE;n/d;1616;1058;n/d;n/d;2674
SP-ESTRELA DO NORTE;n/d;317;215;n/d;n/d;532
SP-EUCLIDES DA CUNHA PAULISTA;n/d;352;375;n/d;n/d;727
SP-FARTURA;n/d;1896;1720;n/d;n/d;3616
SP-FERNANDOPOLIS;n/d;9915;7340;n/d;n/d;17255
SP-FERNANDO PRESTES;n/d;599;507;n/d;n/d;1106
SP-FERNAO;n/d;219;138;n/d;n/d;357
SP-FERRAZ DE VASCONCELOS;n/d;11577;8040;n/d;n/d;19617
SP-FLORA RICA;n/d;139;125;n/d;n/d;264
SP-FLOREAL;n/d;271;218;n/d;n/d;489
SP-FLORIDA PAULISTA;n/d;863;531;n/d;n/d;1394
SP-FLORINIA;n/d;313;210;n/d;n/d;523
SP-FRANCA;n/d;44831;39857;n/d;n/d;84688
SP-FRANCISCO MORATO;n/d;4084;5302;n/d;n/d;9386
SP-FRANCO DA ROCHA;n/d;7979;7174;n/d;n/d;15153
SP-GABRIEL MONTEIRO;n/d;369;583;n/d;n/d;952
SP-GALIA;n/d;874;505;n/d;n/d;1379
SP-GARCA;n/d;6124;4429;n/d;n/d;10553
SP-GASTAO VIDIGAL;n/d;251;168;n/d;n/d;419
SP-GAVIAO PEIXOTO;n/d;2537;729;n/d;n/d;3266
SP-GENERAL SALGADO;n/d;777;712;n/d;n/d;1489
SP-GETULINA;n/d;638;471;n/d;n/d;1109
SP-GLICERIO;n/d;480;411;n/d;n/d;891
SP-GUAICARA;n/d;929;717;n/d;n/d;1646
SP-GUAIMBE;n/d;306;237;n/d;n/d;543
SP-GUAIRA;n/d;10341;3797;n/d;n/d;14138
SP-GUAPIACU;n/d;2345;1810;n/d;n/d;4155
SP-GUAPIARA;n/d;1379;653;n/d;n/d;2032
SP-GUARA;n/d;1193;1270;n/d;n/d;2463
SP-GUARACAI;n/d;732;580;n/d;n/d;1312
SP-GUARACI;n/d;1571;677;n/d;n/d;2248
SP-GUARANI D OESTE;n/d;173;172;n/d;n/d;345
SP-GUARANTA;n/d;789;519;n/d;n/d;1308
SP-GUARARAPES;n/d;4335;2323;n/d;n/d;6658
SP-GUARAREMA;n/d;4716;3272;n/d;n/d;7988
SP-GUARATINGUETA;n/d;18857;11393;n/d;n/d;30250
SP-GUAREI;n/d;1219;1007;n/d;n/d;2226
SP-GUARIBA;n/d;4523;2499;n/d;n/d;7022
SP-GUARUJA;n/d;29301;20779;n/d;n/d;50080
SP-GUARULHOS;n/d;190845;129859;n/d;n/d;320704
SP-GUATAPARA;n/d;850;822;n/d;n/d;1672
SP-GUZOLANDIA;n/d;308;274;n/d;n/d;582
SP-HERCULANDIA;n/d;756;445;n/d;n/d;1201
SP-HOLAMBRA;n/d;4057;3950;n/d;n/d;8007
SP-HORTOLANDIA;n/d;27742;18524;n/d;n/d;46266
SP-IACANGA;n/d;2299;993;n/d;n/d;3292
SP-IACRI;n/d;496;354;n/d;n/d;850
SP-IARAS;n/d;972;632;n/d;n/d;1604
SP-IBATE;n/d;3988;1960;n/d;n/d;5948
SP-IBIRA;n/d;1029;841;n/d;n/d;1870
SP-IBIRAREMA;n/d;451;278;n/d;n/d;729
SP-IBITINGA;n/d;7361;6521;n/d;n/d;13882
SP-IBIUNA;n/d;6976;6069;n/d;n/d;13045
SP-ICEM;n/d;2627;794;n/d;n/d;3421
SP-IEPE;n/d;655;492;n/d;n/d;1147
SP-IGARACU DO TIETE;n/d;1252;1249;n/d;n/d;2501
SP-IGARAPAVA;n/d;2924;2322;n/d;n/d;5246
SP-IGARATA;n/d;899;661;n/d;n/d;1560
SP-IGUAPE;n/d;1463;1385;n/d;n/d;2848
SP-ILHABELA;n/d;4233;4266;n/d;n/d;8499
SP-ILHA COMPRIDA;n/d;967;887;n/d;n/d;1854
SP-ILHA SOLTEIRA;n/d;2449;2414;n/d;n/d;4863
SP-INDAIATUBA;n/d;42166;30585;n/d;n/d;72751
SP-INDIANA;n/d;330;254;n/d;n/d;584
SP-INDIAPORA;n/d;184;116;n/d;n/d;300
SP-INUBIA PAULISTA;n/d;530;436;n/d;n/d;966
SP-IPAUSSU;n/d;1984;1136;n/d;n/d;3120
SP-IPERO;n/d;3100;2034;n/d;n/d;5134
SP-IPEUNA;n/d;1219;749;n/d;n/d;1968
SP-IPIGUA;n/d;668;403;n/d;n/d;1071
SP-IPORANGA;n/d;286;199;n/d;n/d;485
SP-IPUA;n/d;1773;1304;n/d;n/d;3077
SP-IRACEMAPOLIS;n/d;4326;2286;n/d;n/d;6612
SP-IRAPUA;n/d;499;472;n/d;n/d;971
SP-IRAPURU;n/d;338;344;n/d;n/d;682
SP-ITABERA;n/d;1591;941;n/d;n/d;2532
SP-ITAI;n/d;3252;1714;n/d;n/d;4966
SP-ITAJOBI;n/d;1924;1290;n/d;n/d;3214
SP-ITAJU;n/d;344;387;n/d;n/d;731
SP-ITANHAEM;n/d;6768;7113;n/d;n/d;13881
SP-ITAOCA;n/d;214;107;n/d;n/d;321
SP-ITAPECERICA DA SERRA;n/d;11915;10408;n/d;n/d;22323
SP-ITAPETININGA;n/d;19912;15509;n/d;n/d;35421
SP-ITAPEVA;n/d;12010;7837;n/d;n/d;19847
SP-ITAPEVI;n/d;19426;15249;n/d;n/d;34675
SP-ITAPIRA;n/d;13474;9192;n/d;n/d;22666
SP-ITAPIRAPUA PAULISTA;n/d;355;219;n/d;n/d;574
SP-ITAPOLIS;n/d;5791;3851;n/d;n/d;9642
SP-ITAPORANGA;n/d;1080;933;n/d;n/d;2013
SP-ITAPUI;n/d;2275;1804;n/d;n/d;4079
SP-ITAPURA;n/d;297;287;n/d;n/d;584
SP-ITAQUAQUECETUBA;n/d;22865;16834;n/d;n/d;39699
SP-ITARARE;n/d;5005;3583;n/d;n/d;8588
SP-ITARIRI;n/d;859;590;n/d;n/d;1449
SP-ITATIBA;n/d;18724;13458;n/d;n/d;32182
SP-ITATINGA;n/d;1754;1213;n/d;n/d;2967
SP-ITIRAPINA;n/d;1915;1494;n/d;n/d;3409
SP-ITIRAPUA;n/d;476;294;n/d;n/d;770
SP-ITOBI;n/d;544;367;n/d;n/d;911
SP-ITU;n/d;29705;23003;n/d;n/d;52708
SP-ITUPEVA;n/d;13973;9260;n/d;n/d;23233
SP-ITUVERAVA;n/d;3521;3721;n/d;n/d;7242
SP-JABORANDI;n/d;519;381;n/d;n/d;900
SP-JABOTICABAL;n/d;13197;7937;n/d;n/d;21134
SP-JACAREI;n/d;27874;20868;n/d;n/d;48742
SP-JACI;n/d;1284;1081;n/d;n/d;2365
SP-JACUPIRANGA;n/d;2373;1101;n/d;n/d;3474
SP-JAGUARIUNA;n/d;19135;14892;n/d;n/d;34027
SP-JALES;n/d;5820;4961;n/d;n/d;10781
SP-JAMBEIRO;n/d;1782;740;n/d;n/d;2522
SP-JANDIRA;n/d;11390;7984;n/d;n/d;19374
SP-JARDINOPOLIS;n/d;4740;3857;n/d;n/d;8597
SP-JARINU;n/d;4566;3326;n/d;n/d;7892
SP-JAU;n/d;21346;17377;n/d;n/d;38723
SP-JERIQUARA;n/d;472;298;n/d;n/d;770
SP-JOANOPOLIS;n/d;1214;1058;n/d;n/d;2272
SP-JOAO RAMALHO;n/d;282;234;n/d;n/d;516
SP-JOSE BONIFACIO;n/d;6275;3617;n/d;n/d;9892
SP-JULIO MESQUITA;n/d;274;280;n/d;n/d;554
SP-JUMIRIM;n/d;752;325;n/d;n/d;1077
SP-JUNDIAI;n/d;90404;75520;n/d;n/d;165924
SP-JUNQUEIROPOLIS;n/d;3651;1621;n/d;n/d;5272
SP-JUQUIA;n/d;1415;958;n/d;n/d;2373
SP-JUQUITIBA;n/d;2065;3690;n/d;n/d;5755
SP-LAGOINHA;n/d;452;253;n/d;n/d;705
SP-LARANJAL PAULISTA;n/d;4928;3904;n/d;n/d;8832
SP-LAVINIA;n/d;404;418;n/d;n/d;822
SP-LAVRINHAS;n/d;456;308;n/d;n/d;764
SP-LEME;n/d;12764;9322;n/d;n/d;22086
SP-LENCOIS PAULISTA;n/d;11765;6748;n/d;n/d;18513
SP-LIMEIRA;n/d;46077;35178;n/d;n/d;81255
SP-LINDOIA;n/d;1168;854;n/d;n/d;2022
SP-LINS;n/d;14761;10393;n/d;n/d;25154
SP-LORENA;n/d;9926;7314;n/d;n/d;17240
SP-LOURDES;n/d;102;163;n/d;n/d;265
SP-LOUVEIRA;n/d;9982;6748;n/d;n/d;16730
SP-LUCELIA;n/d;2724;5472;n/d;n/d;8196
SP-LUCIANOPOLIS;n/d;481;203;n/d;n/d;684
SP-LUIS ANTONIO;n/d;4207;1206;n/d;n/d;5413
SP-LUIZIANIA;n/d;224;222;n/d;n/d;446
SP-LUPERCIO;n/d;295;192;n/d;n/d;487
SP-LUTECIA;n/d;257;184;n/d;n/d;441
SP-MACATUBA;n/d;2453;1683;n/d;n/d;4136
SP-MACAUBAL;n/d;842;803;n/d;n/d;1645
SP-MACEDONIA;n/d;295;170;n/d;n/d;465
SP-MAGDA;n/d;412;225;n/d;n/d;637
SP-MAIRINQUE;n/d;4822;4394;n/d;n/d;9216
SP-MAIRIPORA;n/d;7702;5674;n/d;n/d;13376
SP-MANDURI;n/d;1032;666;n/d;n/d;1698
SP-MARABA PAULISTA;n/d;406;258;n/d;n/d;664
SP-MARACAI;n/d;1543;1062;n/d;n/d;2605
SP-MARAPOAMA;n/d;1154;342;n/d;n/d;1496
SP-MARIAPOLIS;n/d;170;158;n/d;n/d;328
SP-MARILIA;n/d;35477;30843;n/d;n/d;66320
SP-MARINOPOLIS;n/d;189;147;n/d;n/d;336
SP-MARTINOPOLIS;n/d;1596;1389;n/d;n/d;2985
SP-MATAO;n/d;19279;11036;n/d;n/d;30315
SP-MAUA;n/d;38990;25490;n/d;n/d;64480
SP-MENDONCA;n/d;1733;577;n/d;n/d;2310
SP-MERIDIANO;n/d;1767;402;n/d;n/d;2169
SP-MESOPOLIS;n/d;109;118;n/d;n/d;227
SP-MIGUELOPOLIS;n/d;1266;1469;n/d;n/d;2735
SP-MINEIROS DO TIETE;n/d;828;622;n/d;n/d;1450
SP-MIRACATU;n/d;1807;1299;n/d;n/d;3106
SP-MIRA ESTRELA;n/d;255;233;n/d;n/d;488
SP-MIRANDOPOLIS;n/d;2155;1681;n/d;n/d;3836
SP-MIRANTE DO PARANAPANEMA;n/d;2527;975;n/d;n/d;3502
SP-MIRASSOL;n/d;8014;5284;n/d;n/d;13298
SP-MIRASSOLANDIA;n/d;384;184;n/d;n/d;568
SP-MOCOCA;n/d;10415;6055;n/d;n/d;16470
SP-MOGI DAS CRUZES;n/d;54033;44240;n/d;n/d;98273
SP-MOGI GUACU;n/d;22125;15684;n/d;n/d;37809
SP-MOGI MIRIM;n/d;15793;11423;n/d;n/d;27216
SP-MOMBUCA;n/d;371;232;n/d;n/d;603
SP-MONCOES;n/d;1528;223;n/d;n/d;1751
SP-MONGAGUA;n/d;3204;2930;n/d;n/d;6134
SP-MONTE ALEGRE DO SUL;n/d;614;475;n/d;n/d;1089
SP-MONTE ALTO;n/d;7515;5359;n/d;n/d;12874
SP-MONTE APRAZIVEL;n/d;4498;1637;n/d;n/d;6135
SP-MONTE AZUL PAULISTA;n/d;2503;1542;n/d;n/d;4045
SP-MONTE CASTELO;n/d;247;252;n/d;n/d;499
SP-MONTEIRO LOBATO;n/d;410;265;n/d;n/d;675
SP-MONTE MOR;n/d;8332;4829;n/d;n/d;13161
SP-MORRO AGUDO;n/d;6408;2377;n/d;n/d;8785
SP-MORUNGABA;n/d;2381;3677;n/d;n/d;6058
SP-MOTUCA;n/d;342;285;n/d;n/d;627
SP-MURUTINGA DO SUL;n/d;286;238;n/d;n/d;524
SP-NANTES;n/d;194;130;n/d;n/d;324
SP-NARANDIBA;n/d;666;374;n/d;n/d;1040
SP-NATIVIDADE DA SERRA;n/d;486;230;n/d;n/d;716
SP-NAZARE PAULISTA;n/d;1607;1105;n/d;n/d;2712
SP-NEVES PAULISTA;n/d;1058;621;n/d;n/d;1679
SP-NHANDEARA;n/d;929;849;n/d;n/d;1778
SP-NIPOA;n/d;449;308;n/d;n/d;757
SP-NOVA ALIANCA;n/d;707;537;n/d;n/d;1244
SP-NOVA CAMPINA;n/d;1417;491;n/d;n/d;1908
SP-NOVA CANAA PAULISTA;n/d;106;108;n/d;n/d;214
SP-NOVA CASTILHO;n/d;143;93;n/d;n/d;236
SP-NOVA EUROPA;n/d;3046;740;n/d;n/d;3786
SP-NOVA GRANADA;n/d;1374;1234;n/d;n/d;2608
SP-NOVA GUATAPORANGA;n/d;122;103;n/d;n/d;225
SP-NOVA INDEPENDENCIA;n/d;1037;305;n/d;n/d;1342
SP-NOVAIS;n/d;178;249;n/d;n/d;427
SP-NOVA LUZITANIA;n/d;122;147;n/d;n/d;269
SP-NOVA ODESSA;n/d;11224;6891;n/d;n/d;18115
SP-NOVO HORIZONTE;n/d;6367;3377;n/d;n/d;9744
SP-NUPORANGA;n/d;1412;1593;n/d;n/d;3005
SP-OCAUCU;n/d;575;327;n/d;n/d;902
SP-OLEO;n/d;213;119;n/d;n/d;332
SP-OLIMPIA;n/d;9108;5911;n/d;n/d;15019
SP-ONDA VERDE;n/d;1709;624;n/d;n/d;2333
SP-ORIENTE;n/d;476;331;n/d;n/d;807
SP-ORINDIUVA;n/d;2301;607;n/d;n/d;2908
SP-ORLANDIA;n/d;7433;3953;n/d;n/d;11386
SP-OSASCO;n/d;87716;72470;n/d;n/d;160186
SP-OSCAR BRESSANE;n/d;247;205;n/d;n/d;452
SP-OSVALDO CRUZ;n/d;3927;3435;n/d;n/d;7362
SP-OURINHOS;n/d;15359;11241;n/d;n/d;26600
SP-OUROESTE;n/d;1998;807;n/d;n/d;2805
SP-OURO VERDE;n/d;435;313;n/d;n/d;748
SP-PACAEMBU;n/d;745;716;n/d;n/d;1461
SP-PALESTINA;n/d;1879;701;n/d;n/d;2580
SP-PALMARES PAULISTA;n/d;334;450;n/d;n/d;784
SP-PALMEIRA D OESTE;n/d;698;476;n/d;n/d;1174
SP-PALMITAL;n/d;2362;1461;n/d;n/d;3823
SP-PANORAMA;n/d;1882;1038;n/d;n/d;2920
SP-PARAGUACU PAULISTA;n/d;8905;3784;n/d;n/d;12689
SP-PARAIBUNA;n/d;1464;1267;n/d;n/d;2731
SP-PARAISO;n/d;1511;636;n/d;n/d;2147
SP-PARANAPANEMA;n/d;2714;2118;n/d;n/d;4832
SP-PARANAPUA;n/d;386;302;n/d;n/d;688
SP-PARAPUA;n/d;2050;753;n/d;n/d;2803
SP-PARDINHO;n/d;1322;1045;n/d;n/d;2367
SP-PARIQUERA-ACU;n/d;2488;2135;n/d;n/d;4623
SP-PARISI;n/d;168;125;n/d;n/d;293
SP-PATROCINIO PAULISTA;n/d;3090;981;n/d;n/d;4071
SP-PAULICEIA;n/d;1449;582;n/d;n/d;2031
SP-PAULINIA;n/d;26359;14522;n/d;n/d;40881
SP-PAULISTANIA;n/d;193;114;n/d;n/d;307
SP-PAULO DE FARIA;n/d;577;483;n/d;n/d;1060
SP-PEDERNEIRAS;n/d;7847;4377;n/d;n/d;12224
SP-PEDRA BELA;n/d;455;360;n/d;n/d;815
SP-PEDRANOPOLIS;n/d;241;147;n/d;n/d;388
SP-PEDREGULHO;n/d;2042;1365;n/d;n/d;3407
SP-PEDREIRA;n/d;6924;6118;n/d;n/d;13042
SP-PEDRINHAS PAULISTA;n/d;294;215;n/d;n/d;509
SP-PEDRO DE TOLEDO;n/d;528;493;n/d;n/d;1021
SP-PENAPOLIS;n/d;7878;6972;n/d;n/d;14850
SP-PEREIRA BARRETO;n/d;3775;2274;n/d;n/d;6049
SP-PEREIRAS;n/d;1193;789;n/d;n/d;1982
SP-PERUIBE;n/d;4553;4385;n/d;n/d;8938
SP-PIACATU;n/d;404;530;n/d;n/d;934
SP-PIEDADE;n/d;4644;3559;n/d;n/d;8203
SP-PILAR DO SUL;n/d;4661;2199;n/d;n/d;6860
SP-PINDAMONHANGABA;n/d;18235;11913;n/d;n/d;30148
SP-PINDORAMA;n/d;1424;941;n/d;n/d;2365
SP-PINHALZINHO;n/d;1081;986;n/d;n/d;2067
SP-PIQUEROBI;n/d;328;220;n/d;n/d;548
SP-PIQUETE;n/d;939;432;n/d;n/d;1371
SP-PIRACAIA;n/d;2106;2079;n/d;n/d;4185
SP-PIRACICABA;n/d;73791;50859;n/d;n/d;124650
SP-PIRAJU;n/d;3507;2602;n/d;n/d;6109
SP-PIRAJUI;n/d;1761;1496;n/d;n/d;3257
