Coluna;Sexo Trabalhador
Município-São Paulo;Não Informado;Masculino;Feminino;Ignorado;{ñ class};Total
SP-BAURU;n/d;70960;53866;n/d;n/d;124826
SP-BEBEDOURO;n/d;16784;10033;n/d;n/d;26817
SP-BENTO DE ABREU;n/d;666;217;n/d;n/d;883
SP-BERNARDINO DE CAMPOS;n/d;1188;889;n/d;n/d;2077
SP-BERTIOGA;n/d;8094;4976;n/d;n/d;13070
SP-BILAC;n/d;921;533;n/d;n/d;1454
SP-BIRIGUI;n/d;16224;15754;n/d;n/d;31978
SP-BIRITIBA-MIRIM;n/d;2093;1686;n/d;n/d;3779
SP-BOA ESPERANCA DO SUL;n/d;2014;1217;n/d;n/d;3231
SP-BOCAINA;n/d;2310;1088;n/d;n/d;3398
SP-BOFETE;n/d;1373;645;n/d;n/d;2018
SP-BOITUVA;n/d;14548;8374;n/d;n/d;22922
SP-BOM JESUS DOS PERDOES;n/d;3394;2011;n/d;n/d;5405
SP-BOM SUCESSO DE ITARARE;n/d;429;188;n/d;n/d;617
SP-BORA;n/d;857;209;n/d;n/d;1066
SP-BORACEIA;n/d;921;449;n/d;n/d;1370
SP-BORBOREMA;n/d;1492;1246;n/d;n/d;2738
SP-BOREBI;n/d;363;268;n/d;n/d;631
SP-BOTUCATU;n/d;23584;17160;n/d;n/d;40744
SP-BRAGANCA PAULISTA;n/d;23735;20915;n/d;n/d;44650
SP-BRAUNA;n/d;294;215;n/d;n/d;509
SP-BREJO ALEGRE;n/d;491;180;n/d;n/d;671
SP-BRODOWSKI;n/d;2535;2279;n/d;n/d;4814
SP-BROTAS;n/d;4401;2605;n/d;n/d;7006
SP-BURI;n/d;3209;1573;n/d;n/d;4782
SP-BURITAMA;n/d;3010;1482;n/d;n/d;4492
SP-BURITIZAL;n/d;1391;309;n/d;n/d;1700
SP-CABRALIA PAULISTA;n/d;518;273;n/d;n/d;791
SP-CABREUVA;n/d;8789;5337;n/d;n/d;14126
SP-CACAPAVA;n/d;13697;8126;n/d;n/d;21823
SP-CACHOEIRA PAULISTA;n/d;2734;2545;n/d;n/d;5279
SP-CACONDE;n/d;1139;882;n/d;n/d;2021
SP-CAFELANDIA;n/d;2415;1533;n/d;n/d;3948
SP-CAIABU;n/d;162;223;n/d;n/d;385
SP-CAIEIRAS;n/d;12625;6916;n/d;n/d;19541
SP-CAIUA;n/d;324;239;n/d;n/d;563
SP-CAJAMAR;n/d;23839;15246;n/d;n/d;39085
SP-CAJATI;n/d;4504;1866;n/d;n/d;6370
SP-CAJOBI;n/d;764;635;n/d;n/d;1399
SP-CAJURU;n/d;2765;2122;n/d;n/d;4887
SP-CAMPINA DO MONTE ALEGRE;n/d;415;377;n/d;n/d;792
SP-CAMPINAS;n/d;212890;193761;n/d;n/d;406651
SP-CAMPO LIMPO PAULISTA;n/d;7945;4844;n/d;n/d;12789
SP-CAMPOS DO JORDAO;n/d;6638;6221;n/d;n/d;12859
SP-CAMPOS NOVOS PAULISTA;n/d;451;256;n/d;n/d;707
SP-CANANEIA;n/d;855;695;n/d;n/d;1550
SP-CANAS;n/d;670;289;n/d;n/d;959
SP-CANDIDO MOTA;n/d;3690;2011;n/d;n/d;5701
SP-CANDIDO RODRIGUES;n/d;371;328;n/d;n/d;699
SP-CANITAR;n/d;474;248;n/d;n/d;722
SP-CAPAO BONITO;n/d;4790;3256;n/d;n/d;8046
SP-CAPELA DO ALTO;n/d;2454;1371;n/d;n/d;3825
SP-CAPIVARI;n/d;8465;6820;n/d;n/d;15285
SP-CARAGUATATUBA;n/d;11831;12022;n/d;n/d;23853
SP-CARAPICUIBA;n/d;20318;14207;n/d;n/d;34525
SP-CARDOSO;n/d;745;633;n/d;n/d;1378
SP-CASA BRANCA;n/d;3989;2704;n/d;n/d;6693
SP-CASSIA DOS COQUEIROS;n/d;257;237;n/d;n/d;494
SP-CASTILHO;n/d;1776;1122;n/d;n/d;2898
SP-CATANDUVA;n/d;20101;15994;n/d;n/d;36095
SP-CATIGUA;n/d;354;345;n/d;n/d;699
SP-CEDRAL;n/d;2134;2476;n/d;n/d;4610
SP-CERQUEIRA CESAR;n/d;2612;1712;n/d;n/d;4324
SP-CERQUILHO;n/d;7232;5128;n/d;n/d;12360
SP-CESARIO LANGE;n/d;2132;1377;n/d;n/d;3509
SP-CHARQUEADA;n/d;1500;1003;n/d;n/d;2503
SP-CLEMENTINA;n/d;2796;471;n/d;n/d;3267
SP-COLINA;n/d;3304;1825;n/d;n/d;5129
SP-COLOMBIA;n/d;3041;1097;n/d;n/d;4138
SP-CONCHAL;n/d;3011;2499;n/d;n/d;5510
SP-CONCHAS;n/d;1876;1484;n/d;n/d;3360
SP-CORDEIROPOLIS;n/d;6298;3294;n/d;n/d;9592
SP-COROADOS;n/d;643;324;n/d;n/d;967
SP-CORONEL MACEDO;n/d;519;256;n/d;n/d;775
SP-CORUMBATAI;n/d;785;335;n/d;n/d;1120
SP-COSMOPOLIS;n/d;5246;4154;n/d;n/d;9400
SP-COSMORAMA;n/d;1677;502;n/d;n/d;2179
SP-COTIA;n/d;40497;32958;n/d;n/d;73455
SP-CRAVINHOS;n/d;5592;3442;n/d;n/d;9034
SP-CRISTAIS PAULISTA;n/d;1124;538;n/d;n/d;1662
SP-CRUZALIA;n/d;209;173;n/d;n/d;382
SP-CRUZEIRO;n/d;10701;5740;n/d;n/d;16441
SP-CUBATAO;n/d;19945;9259;n/d;n/d;29204
SP-CUNHA;n/d;1383;894;n/d;n/d;2277
SP-DESCALVADO;n/d;6386;3313;n/d;n/d;9699
SP-DIADEMA;n/d;54353;33988;n/d;n/d;88341
SP-DIRCE REIS;n/d;223;90;n/d;n/d;313
SP-DIVINOLANDIA;n/d;1017;1189;n/d;n/d;2206
SP-DOBRADA;n/d;417;323;n/d;n/d;740
SP-DOIS CORREGOS;n/d;2934;2150;n/d;n/d;5084
SP-DOLCINOPOLIS;n/d;115;130;n/d;n/d;245
SP-DOURADO;n/d;1712;1080;n/d;n/d;2792
SP-DRACENA;n/d;6250;5176;n/d;n/d;11426
SP-DUARTINA;n/d;1291;927;n/d;n/d;2218
SP-DUMONT;n/d;1150;878;n/d;n/d;2028
SP-ECHAPORA;n/d;538;335;n/d;n/d;873
SP-ELDORADO;n/d;1507;738;n/d;n/d;2245
SP-ELIAS FAUSTO;n/d;3703;1447;n/d;n/d;5150
SP-ELISIARIO;n/d;375;180;n/d;n/d;555
SP-EMBAUBA;n/d;186;159;n/d;n/d;345
SP-EMBU DAS ARTES;n/d;26328;17932;n/d;n/d;44260
SP-EMBU-GUACU;n/d;4774;3465;n/d;n/d;8239
SP-EMILIANOPOLIS;n/d;177;163;n/d;n/d;340
SP-ENGENHEIRO COELHO;n/d;2675;1837;n/d;n/d;4512
SP-ESPIRITO SANTO DO PINHAL;n/d;6606;5102;n/d;n/d;11708
SP-ESPIRITO SANTO DO TURVO;n/d;197;229;n/d;n/d;426
SP-ESTRELA D OESTE;n/d;1998;1330;n/d;n/d;3328
SP-ESTRELA DO NORTE;n/d;134;181;n/d;n/d;315
SP-EUCLIDES DA CUNHA PAULISTA;n/d;359;385;n/d;n/d;744
SP-FARTURA;n/d;2062;1787;n/d;n/d;3849
SP-FERNANDOPOLIS;n/d;9326;7252;n/d;n/d;16578
SP-FERNANDO PRESTES;n/d;763;578;n/d;n/d;1341
SP-FERNAO;n/d;221;138;n/d;n/d;359
SP-FERRAZ DE VASCONCELOS;n/d;11240;7949;n/d;n/d;19189
SP-FLORA RICA;n/d;138;120;n/d;n/d;258
SP-FLOREAL;n/d;266;198;n/d;n/d;464
SP-FLORIDA PAULISTA;n/d;900;580;n/d;n/d;1480
SP-FLORINIA;n/d;309;194;n/d;n/d;503
SP-FRANCA;n/d;44939;39794;n/d;n/d;84733
SP-FRANCISCO MORATO;n/d;4237;5606;n/d;n/d;9843
SP-FRANCO DA ROCHA;n/d;8504;8002;n/d;n/d;16506
SP-GABRIEL MONTEIRO;n/d;359;552;n/d;n/d;911
SP-GALIA;n/d;871;495;n/d;n/d;1366
SP-GARCA;n/d;6091;4522;n/d;n/d;10613
SP-GASTAO VIDIGAL;n/d;209;149;n/d;n/d;358
SP-GAVIAO PEIXOTO;n/d;3157;924;n/d;n/d;4081
SP-GENERAL SALGADO;n/d;774;693;n/d;n/d;1467
SP-GETULINA;n/d;662;435;n/d;n/d;1097
SP-GLICERIO;n/d;525;402;n/d;n/d;927
SP-GUAICARA;n/d;837;688;n/d;n/d;1525
SP-GUAIMBE;n/d;378;232;n/d;n/d;610
SP-GUAIRA;n/d;10737;3780;n/d;n/d;14517
SP-GUAPIACU;n/d;2556;1773;n/d;n/d;4329
SP-GUAPIARA;n/d;1277;733;n/d;n/d;2010
SP-GUARA;n/d;1468;1239;n/d;n/d;2707
SP-GUARACAI;n/d;788;592;n/d;n/d;1380
SP-GUARACI;n/d;1551;785;n/d;n/d;2336
SP-GUARANI D OESTE;n/d;156;158;n/d;n/d;314
SP-GUARANTA;n/d;756;459;n/d;n/d;1215
SP-GUARARAPES;n/d;4139;2351;n/d;n/d;6490
SP-GUARAREMA;n/d;4350;3203;n/d;n/d;7553
SP-GUARATINGUETA;n/d;19188;11886;n/d;n/d;31074
SP-GUAREI;n/d;1387;992;n/d;n/d;2379
SP-GUARIBA;n/d;4519;2570;n/d;n/d;7089
SP-GUARUJA;n/d;27024;21048;n/d;n/d;48072
SP-GUARULHOS;n/d;197488;132429;n/d;n/d;329917
SP-GUATAPARA;n/d;758;597;n/d;n/d;1355
SP-GUZOLANDIA;n/d;299;283;n/d;n/d;582
SP-HERCULANDIA;n/d;826;471;n/d;n/d;1297
SP-HOLAMBRA;n/d;4573;5405;n/d;n/d;9978
SP-HORTOLANDIA;n/d;25584;17652;n/d;n/d;43236
SP-IACANGA;n/d;2416;1008;n/d;n/d;3424
SP-IACRI;n/d;564;348;n/d;n/d;912
SP-IARAS;n/d;976;645;n/d;n/d;1621
SP-IBATE;n/d;3987;1981;n/d;n/d;5968
SP-IBIRA;n/d;1145;931;n/d;n/d;2076
SP-IBIRAREMA;n/d;438;258;n/d;n/d;696
SP-IBITINGA;n/d;7940;6749;n/d;n/d;14689
SP-IBIUNA;n/d;7623;6555;n/d;n/d;14178
SP-ICEM;n/d;487;447;n/d;n/d;934
SP-IEPE;n/d;639;473;n/d;n/d;1112
SP-IGARACU DO TIETE;n/d;1180;1206;n/d;n/d;2386
SP-IGARAPAVA;n/d;3268;2328;n/d;n/d;5596
SP-IGARATA;n/d;876;769;n/d;n/d;1645
SP-IGUAPE;n/d;1443;1373;n/d;n/d;2816
SP-ILHABELA;n/d;4348;4331;n/d;n/d;8679
SP-ILHA COMPRIDA;n/d;849;888;n/d;n/d;1737
SP-ILHA SOLTEIRA;n/d;2524;2451;n/d;n/d;4975
SP-INDAIATUBA;n/d;42823;31882;n/d;n/d;74705
SP-INDIANA;n/d;389;254;n/d;n/d;643
SP-INDIAPORA;n/d;333;245;n/d;n/d;578
SP-INUBIA PAULISTA;n/d;539;457;n/d;n/d;996
SP-IPAUSSU;n/d;2161;1179;n/d;n/d;3340
SP-IPERO;n/d;3750;2657;n/d;n/d;6407
SP-IPEUNA;n/d;1140;731;n/d;n/d;1871
SP-IPIGUA;n/d;626;443;n/d;n/d;1069
SP-IPORANGA;n/d;276;208;n/d;n/d;484
SP-IPUA;n/d;1489;1198;n/d;n/d;2687
SP-IRACEMAPOLIS;n/d;4313;2392;n/d;n/d;6705
SP-IRAPUA;n/d;479;401;n/d;n/d;880
SP-IRAPURU;n/d;334;342;n/d;n/d;676
SP-ITABERA;n/d;1730;1115;n/d;n/d;2845
SP-ITAI;n/d;3693;1901;n/d;n/d;5594
SP-ITAJOBI;n/d;2192;1403;n/d;n/d;3595
SP-ITAJU;n/d;381;251;n/d;n/d;632
SP-ITANHAEM;n/d;6739;7442;n/d;n/d;14181
SP-ITAOCA;n/d;211;127;n/d;n/d;338
SP-ITAPECERICA DA SERRA;n/d;12114;10415;n/d;n/d;22529
SP-ITAPETININGA;n/d;21228;15122;n/d;n/d;36350
SP-ITAPEVA;n/d;12046;7840;n/d;n/d;19886
SP-ITAPEVI;n/d;19062;14989;n/d;n/d;34051
SP-ITAPIRA;n/d;13942;9575;n/d;n/d;23517
SP-ITAPIRAPUA PAULISTA;n/d;318;194;n/d;n/d;512
SP-ITAPOLIS;n/d;6488;4072;n/d;n/d;10560
SP-ITAPORANGA;n/d;1235;1029;n/d;n/d;2264
SP-ITAPUI;n/d;2450;1880;n/d;n/d;4330
SP-ITAPURA;n/d;276;269;n/d;n/d;545
SP-ITAQUAQUECETUBA;n/d;23681;17760;n/d;n/d;41441
SP-ITARARE;n/d;4980;3467;n/d;n/d;8447
SP-ITARIRI;n/d;909;599;n/d;n/d;1508
SP-ITATIBA;n/d;19055;13771;n/d;n/d;32826
SP-ITATINGA;n/d;1644;1245;n/d;n/d;2889
SP-ITIRAPINA;n/d;2059;2985;n/d;n/d;5044
SP-ITIRAPUA;n/d;495;267;n/d;n/d;762
SP-ITOBI;n/d;539;414;n/d;n/d;953
SP-ITU;n/d;30750;24361;n/d;n/d;55111
SP-ITUPEVA;n/d;17039;10824;n/d;n/d;27863
SP-ITUVERAVA;n/d;3510;3784;n/d;n/d;7294
SP-JABORANDI;n/d;458;406;n/d;n/d;864
SP-JABOTICABAL;n/d;12915;8532;n/d;n/d;21447
SP-JACAREI;n/d;28341;21003;n/d;n/d;49344
SP-JACI;n/d;1447;1101;n/d;n/d;2548
SP-JACUPIRANGA;n/d;2451;1141;n/d;n/d;3592
SP-JAGUARIUNA;n/d;19155;15191;n/d;n/d;34346
SP-JALES;n/d;6078;5234;n/d;n/d;11312
SP-JAMBEIRO;n/d;1724;773;n/d;n/d;2497
SP-JANDIRA;n/d;10220;7949;n/d;n/d;18169
SP-JARDINOPOLIS;n/d;4956;3976;n/d;n/d;8932
SP-JARINU;n/d;4895;3732;n/d;n/d;8627
SP-JAU;n/d;20637;17328;n/d;n/d;37965
SP-JERIQUARA;n/d;518;331;n/d;n/d;849
SP-JOANOPOLIS;n/d;1257;1097;n/d;n/d;2354
SP-JOAO RAMALHO;n/d;212;203;n/d;n/d;415
SP-JOSE BONIFACIO;n/d;6173;3652;n/d;n/d;9825
SP-JULIO MESQUITA;n/d;244;273;n/d;n/d;517
SP-JUMIRIM;n/d;875;409;n/d;n/d;1284
SP-JUNDIAI;n/d;91220;74028;n/d;n/d;165248
SP-JUNQUEIROPOLIS;n/d;3915;1629;n/d;n/d;5544
SP-JUQUIA;n/d;1410;1039;n/d;n/d;2449
SP-JUQUITIBA;n/d;2063;3218;n/d;n/d;5281
SP-LAGOINHA;n/d;444;255;n/d;n/d;699
SP-LARANJAL PAULISTA;n/d;5068;3951;n/d;n/d;9019
SP-LAVINIA;n/d;416;310;n/d;n/d;726
SP-LAVRINHAS;n/d;447;344;n/d;n/d;791
SP-LEME;n/d;12855;9382;n/d;n/d;22237
SP-LENCOIS PAULISTA;n/d;11283;7037;n/d;n/d;18320
SP-LIMEIRA;n/d;46779;35106;n/d;n/d;81885
SP-LINDOIA;n/d;1150;775;n/d;n/d;1925
SP-LINS;n/d;14740;10133;n/d;n/d;24873
SP-LORENA;n/d;9546;7405;n/d;n/d;16951
SP-LOURDES;n/d;94;151;n/d;n/d;245
SP-LOUVEIRA;n/d;10211;6784;n/d;n/d;16995
SP-LUCELIA;n/d;2942;5346;n/d;n/d;8288
SP-LUCIANOPOLIS;n/d;671;278;n/d;n/d;949
SP-LUIS ANTONIO;n/d;5133;1683;n/d;n/d;6816
SP-LUIZIANIA;n/d;246;219;n/d;n/d;465
SP-LUPERCIO;n/d;373;197;n/d;n/d;570
SP-LUTECIA;n/d;271;176;n/d;n/d;447
SP-MACATUBA;n/d;1754;1502;n/d;n/d;3256
SP-MACAUBAL;n/d;1116;684;n/d;n/d;1800
SP-MACEDONIA;n/d;306;180;n/d;n/d;486
SP-MAGDA;n/d;390;230;n/d;n/d;620
SP-MAIRINQUE;n/d;4942;5034;n/d;n/d;9976
SP-MAIRIPORA;n/d;7698;5612;n/d;n/d;13310
SP-MANDURI;n/d;920;589;n/d;n/d;1509
SP-MARABA PAULISTA;n/d;388;227;n/d;n/d;615
SP-MARACAI;n/d;1758;928;n/d;n/d;2686
SP-MARAPOAMA;n/d;1216;387;n/d;n/d;1603
SP-MARIAPOLIS;n/d;179;151;n/d;n/d;330
SP-MARILIA;n/d;36524;32067;n/d;n/d;68591
SP-MARINOPOLIS;n/d;155;129;n/d;n/d;284
SP-MARTINOPOLIS;n/d;1526;1451;n/d;n/d;2977
SP-MATAO;n/d;19549;10906;n/d;n/d;30455
SP-MAUA;n/d;38496;25852;n/d;n/d;64348
SP-MENDONCA;n/d;1884;577;n/d;n/d;2461
SP-MERIDIANO;n/d;1645;384;n/d;n/d;2029
SP-MESOPOLIS;n/d;113;125;n/d;n/d;238
SP-MIGUELOPOLIS;n/d;1184;1449;n/d;n/d;2633
SP-MINEIROS DO TIETE;n/d;701;625;n/d;n/d;1326
SP-MIRACATU;n/d;1762;1187;n/d;n/d;2949
SP-MIRA ESTRELA;n/d;253;196;n/d;n/d;449
SP-MIRANDOPOLIS;n/d;2159;1728;n/d;n/d;3887
SP-MIRANTE DO PARANAPANEMA;n/d;2751;1047;n/d;n/d;3798
SP-MIRASSOL;n/d;8472;5483;n/d;n/d;13955
SP-MIRASSOLANDIA;n/d;423;215;n/d;n/d;638
SP-MOCOCA;n/d;10503;5870;n/d;n/d;16373
SP-MOGI DAS CRUZES;n/d;56131;45798;n/d;n/d;101929
SP-MOGI GUACU;n/d;22942;15954;n/d;n/d;38896
SP-MOGI MIRIM;n/d;16111;11499;n/d;n/d;27610
SP-MOMBUCA;n/d;443;281;n/d;n/d;724
SP-MONCOES;n/d;1254;240;n/d;n/d;1494
SP-MONGAGUA;n/d;3368;2962;n/d;n/d;6330
SP-MONTE ALEGRE DO SUL;n/d;731;552;n/d;n/d;1283
SP-MONTE ALTO;n/d;7734;5630;n/d;n/d;13364
SP-MONTE APRAZIVEL;n/d;2744;1734;n/d;n/d;4478
SP-MONTE AZUL PAULISTA;n/d;3139;1689;n/d;n/d;4828
SP-MONTE CASTELO;n/d;293;253;n/d;n/d;546
SP-MONTEIRO LOBATO;n/d;422;256;n/d;n/d;678
SP-MONTE MOR;n/d;7593;5339;n/d;n/d;12932
SP-MORRO AGUDO;n/d;5505;2367;n/d;n/d;7872
SP-MORUNGABA;n/d;2049;2648;n/d;n/d;4697
SP-MOTUCA;n/d;315;275;n/d;n/d;590
SP-MURUTINGA DO SUL;n/d;232;218;n/d;n/d;450
SP-NANTES;n/d;224;149;n/d;n/d;373
SP-NARANDIBA;n/d;632;385;n/d;n/d;1017
SP-NATIVIDADE DA SERRA;n/d;480;222;n/d;n/d;702
SP-NAZARE PAULISTA;n/d;1651;1081;n/d;n/d;2732
SP-NEVES PAULISTA;n/d;936;594;n/d;n/d;1530
SP-NHANDEARA;n/d;928;872;n/d;n/d;1800
SP-NIPOA;n/d;364;273;n/d;n/d;637
SP-NOVA ALIANCA;n/d;752;620;n/d;n/d;1372
SP-NOVA CAMPINA;n/d;1511;448;n/d;n/d;1959
SP-NOVA CANAA PAULISTA;n/d;118;99;n/d;n/d;217
SP-NOVA CASTILHO;n/d;131;85;n/d;n/d;216
SP-NOVA EUROPA;n/d;2703;760;n/d;n/d;3463
SP-NOVA GRANADA;n/d;1533;1257;n/d;n/d;2790
SP-NOVA GUATAPORANGA;n/d;128;116;n/d;n/d;244
SP-NOVA INDEPENDENCIA;n/d;1250;337;n/d;n/d;1587
SP-NOVAIS;n/d;193;257;n/d;n/d;450
SP-NOVA LUZITANIA;n/d;127;142;n/d;n/d;269
SP-NOVA ODESSA;n/d;12336;7224;n/d;n/d;19560
SP-NOVO HORIZONTE;n/d;6358;3430;n/d;n/d;9788
SP-NUPORANGA;n/d;1444;1648;n/d;n/d;3092
SP-OCAUCU;n/d;581;317;n/d;n/d;898
SP-OLEO;n/d;219;121;n/d;n/d;340
SP-OLIMPIA;n/d;9186;6042;n/d;n/d;15228
SP-ONDA VERDE;n/d;1700;599;n/d;n/d;2299
SP-ORIENTE;n/d;516;340;n/d;n/d;856
SP-ORINDIUVA;n/d;2063;613;n/d;n/d;2676
SP-ORLANDIA;n/d;7672;3833;n/d;n/d;11505
SP-OSASCO;n/d;86559;71970;n/d;n/d;158529
SP-OSCAR BRESSANE;n/d;246;208;n/d;n/d;454
SP-OSVALDO CRUZ;n/d;3970;3430;n/d;n/d;7400
SP-OURINHOS;n/d;15481;11329;n/d;n/d;26810
SP-OUROESTE;n/d;2167;745;n/d;n/d;2912
SP-OURO VERDE;n/d;412;328;n/d;n/d;740
SP-PACAEMBU;n/d;1013;1616;n/d;n/d;2629
SP-PALESTINA;n/d;1825;773;n/d;n/d;2598
SP-PALMARES PAULISTA;n/d;331;483;n/d;n/d;814
SP-PALMEIRA D OESTE;n/d;664;467;n/d;n/d;1131
SP-PALMITAL;n/d;2479;1486;n/d;n/d;3965
SP-PANORAMA;n/d;1637;988;n/d;n/d;2625
SP-PARAGUACU PAULISTA;n/d;8819;3850;n/d;n/d;12669
SP-PARAIBUNA;n/d;1526;1192;n/d;n/d;2718
SP-PARAISO;n/d;1503;538;n/d;n/d;2041
SP-PARANAPANEMA;n/d;2671;1901;n/d;n/d;4572
SP-PARANAPUA;n/d;472;312;n/d;n/d;784
SP-PARAPUA;n/d;2019;806;n/d;n/d;2825
SP-PARDINHO;n/d;1205;960;n/d;n/d;2165
SP-PARIQUERA-ACU;n/d;2308;2118;n/d;n/d;4426
SP-PARISI;n/d;194;135;n/d;n/d;329
SP-PATROCINIO PAULISTA;n/d;3104;1146;n/d;n/d;4250
SP-PAULICEIA;n/d;1353;586;n/d;n/d;1939
SP-PAULINIA;n/d;27415;14185;n/d;n/d;41600
SP-PAULISTANIA;n/d;175;128;n/d;n/d;303
SP-PAULO DE FARIA;n/d;612;462;n/d;n/d;1074
SP-PEDERNEIRAS;n/d;8077;4368;n/d;n/d;12445
SP-PEDRA BELA;n/d;439;385;n/d;n/d;824
SP-PEDRANOPOLIS;n/d;239;144;n/d;n/d;383
SP-PEDREGULHO;n/d;2066;1307;n/d;n/d;3373
SP-PEDREIRA;n/d;7072;6214;n/d;n/d;13286
SP-PEDRINHAS PAULISTA;n/d;376;252;n/d;n/d;628
SP-PEDRO DE TOLEDO;n/d;473;439;n/d;n/d;912
SP-PENAPOLIS;n/d;7771;7250;n/d;n/d;15021
SP-PEREIRA BARRETO;n/d;3433;1946;n/d;n/d;5379
SP-PEREIRAS;n/d;1421;864;n/d;n/d;2285
SP-PERUIBE;n/d;4680;4473;n/d;n/d;9153
SP-PIACATU;n/d;403;538;n/d;n/d;941
SP-PIEDADE;n/d;4555;3385;n/d;n/d;7940
SP-PILAR DO SUL;n/d;4552;2185;n/d;n/d;6737
SP-PINDAMONHANGABA;n/d;18840;12486;n/d;n/d;31326
SP-PINDORAMA;n/d;1590;992;n/d;n/d;2582
SP-PINHALZINHO;n/d;1023;1048;n/d;n/d;2071
SP-PIQUEROBI;n/d;329;228;n/d;n/d;557
SP-PIQUETE;n/d;860;461;n/d;n/d;1321
SP-PIRACAIA;n/d;2223;2149;n/d;n/d;4372
SP-PIRACICABA;n/d;73027;50062;n/d;n/d;123089
SP-PIRAJU;n/d;3369;2602;n/d;n/d;5971
SP-PIRAJUI;n/d;1983;1462;n/d;n/d;3445
