Coluna;Sexo Trabalhador
Município-São Paulo;Não Informado;Masculino;Feminino;Ignorado;{ñ class};Total
SP-GUARULHOS;n/d;4040498;2364392;0;n/d;6404890
SP-GUATAPARA;n/d;14841;11709;0;n/d;26550
SP-GUZOLANDIA;n/d;5957;4378;0;n/d;10335
SP-HERCULANDIA;n/d;15196;8179;0;n/d;23375
SP-HOLAMBRA;n/d;87732;79473;0;n/d;167205
SP-HORTOLANDIA;n/d;495982;314271;0;n/d;810253
SP-IACANGA;n/d;40659;16763;0;n/d;57422
SP-IACRI;n/d;10665;6354;0;n/d;17019
SP-IARAS;n/d;16437;10540;0;n/d;26977
SP-IBATE;n/d;78643;38023;0;n/d;116666
SP-IBIRA;n/d;21299;16560;0;n/d;37859
SP-IBIRAREMA;n/d;19418;7078;0;n/d;26496
SP-IBITINGA;n/d;161840;132800;0;n/d;294640
SP-IBIUNA;n/d;129880;104646;0;n/d;234526
SP-ICEM;n/d;17566;9736;0;n/d;27302
SP-IEPE;n/d;13434;9237;0;n/d;22671
SP-IGARACU DO TIETE;n/d;26518;23381;0;n/d;49899
SP-IGARAPAVA;n/d;66034;43874;0;n/d;109908
SP-IGARATA;n/d;16067;12266;0;n/d;28333
SP-IGUAPE;n/d;28002;22884;0;n/d;50886
SP-ILHABELA;n/d;72997;68821;0;n/d;141818
SP-ILHA COMPRIDA;n/d;16644;14089;0;n/d;30733
SP-ILHA SOLTEIRA;n/d;59352;48833;0;n/d;108185
SP-INDAIATUBA;n/d;785971;545966;0;n/d;1331937
SP-INDIANA;n/d;9365;5284;0;n/d;14649
SP-INDIAPORA;n/d;5716;4054;0;n/d;9770
SP-INUBIA PAULISTA;n/d;10192;7355;0;n/d;17547
SP-IPAUSSU;n/d;43349;22727;0;n/d;66076
SP-IPERO;n/d;77194;46345;0;n/d;123539
SP-IPEUNA;n/d;26023;13940;0;n/d;39963
SP-IPIGUA;n/d;13454;6456;0;n/d;19910
SP-IPORANGA;n/d;5822;4041;0;n/d;9863
SP-IPUA;n/d;35410;23146;0;n/d;58556
SP-IRACEMAPOLIS;n/d;88710;43630;0;n/d;132340
SP-IRAPUA;n/d;10179;8802;0;n/d;18981
SP-IRAPURU;n/d;7286;6412;0;n/d;13698
SP-ITABERA;n/d;31227;17694;0;n/d;48921
SP-ITAI;n/d;70359;30793;0;n/d;101152
SP-ITAJOBI;n/d;37473;22892;0;n/d;60365
SP-ITAJU;n/d;7709;5410;0;n/d;13119
SP-ITANHAEM;n/d;126304;123976;0;n/d;250280
SP-ITAOCA;n/d;3866;1881;0;n/d;5747
SP-ITAPECERICA DA SERRA;n/d;245597;192751;0;n/d;438348
SP-ITAPETININGA;n/d;413249;274846;0;n/d;688095
SP-ITAPEVA;n/d;235002;138332;0;n/d;373334
SP-ITAPEVI;n/d;335196;267088;0;n/d;602284
SP-ITAPIRA;n/d;274543;180355;0;n/d;454898
SP-ITAPIRAPUA PAULISTA;n/d;6019;3078;0;n/d;9097
SP-ITAPOLIS;n/d;121085;75926;0;n/d;197011
SP-ITAPORANGA;n/d;20467;16011;0;n/d;36478
SP-ITAPUI;n/d;47130;35261;0;n/d;82391
SP-ITAPURA;n/d;6613;5751;0;n/d;12364
SP-ITAQUAQUECETUBA;n/d;502742;308688;0;n/d;811430
SP-ITARARE;n/d;104224;61858;0;n/d;166082
SP-ITARIRI;n/d;17596;10403;0;n/d;27999
SP-ITATIBA;n/d;395762;286042;0;n/d;681804
SP-ITATINGA;n/d;37432;23006;0;n/d;60438
SP-ITIRAPINA;n/d;45217;36370;0;n/d;81587
SP-ITIRAPUA;n/d;10008;5144;0;n/d;15152
SP-ITOBI;n/d;11188;7028;1;n/d;18217
SP-ITU;n/d;613825;428251;0;n/d;1042076
SP-ITUPEVA;n/d;265618;162476;0;n/d;428094
SP-ITUVERAVA;n/d;72896;67865;0;n/d;140761
SP-JABORANDI;n/d;10760;6770;0;n/d;17530
SP-JABOTICABAL;n/d;283508;148778;0;n/d;432286
SP-JACAREI;n/d;544811;358417;0;n/d;903228
SP-JACI;n/d;29307;22916;0;n/d;52223
SP-JACUPIRANGA;n/d;44093;18957;0;n/d;63050
SP-JAGUARIUNA;n/d;352662;265264;0;n/d;617926
SP-JALES;n/d;115326;89430;0;n/d;204756
SP-JAMBEIRO;n/d;40786;14761;0;n/d;55547
SP-JANDIRA;n/d;221337;137578;0;n/d;358915
SP-JARDINOPOLIS;n/d;97718;66311;0;n/d;164029
SP-JARINU;n/d;77143;57421;0;n/d;134564
SP-JAU;n/d;436310;339879;0;n/d;776189
SP-JERIQUARA;n/d;7719;5262;0;n/d;12981
SP-JOANOPOLIS;n/d;22271;19097;0;n/d;41368
SP-JOAO RAMALHO;n/d;5725;5216;0;n/d;10941
SP-JOSE BONIFACIO;n/d;109825;65847;0;n/d;175672
SP-JULIO MESQUITA;n/d;5674;4767;0;n/d;10441
SP-JUMIRIM;n/d;15659;6449;0;n/d;22108
SP-JUNDIAI;n/d;1816025;1368750;0;n/d;3184775
SP-JUNQUEIROPOLIS;n/d;67389;29218;0;n/d;96607
SP-JUQUIA;n/d;28107;17611;0;n/d;45718
SP-JUQUITIBA;n/d;72729;48689;0;n/d;121418
SP-LAGOINHA;n/d;9365;4219;0;n/d;13584
SP-LARANJAL PAULISTA;n/d;92560;73235;0;n/d;165795
SP-LAVINIA;n/d;8345;5822;0;n/d;14167
SP-LAVRINHAS;n/d;9754;6677;0;n/d;16431
SP-LEME;n/d;253190;172740;0;n/d;425930
SP-LENCOIS PAULISTA;n/d;268063;136531;0;n/d;404594
SP-LIMEIRA;n/d;944658;639156;0;n/d;1583814
SP-LINDOIA;n/d;20848;14190;0;n/d;35038
SP-LINS;n/d;295837;193903;0;n/d;489740
SP-LORENA;n/d;192129;132416;0;n/d;324545
SP-LOURDES;n/d;2211;2733;0;n/d;4944
SP-LOUVEIRA;n/d;179938;124051;0;n/d;303989
SP-LUCELIA;n/d;58184;80186;0;n/d;138370
SP-LUCIANOPOLIS;n/d;10986;4995;0;n/d;15981
SP-LUIS ANTONIO;n/d;84871;23123;0;n/d;107994
SP-LUIZIANIA;n/d;5460;4114;0;n/d;9574
SP-LUPERCIO;n/d;9096;4262;0;n/d;13358
SP-LUTECIA;n/d;5244;3243;0;n/d;8487
SP-MACATUBA;n/d;49835;30832;0;n/d;80667
SP-MACAUBAL;n/d;19478;13759;0;n/d;33237
SP-MACEDONIA;n/d;6788;3262;0;n/d;10050
SP-MAGDA;n/d;7366;3600;0;n/d;10966
SP-MAIRINQUE;n/d;100040;81555;0;n/d;181595
SP-MAIRIPORA;n/d;169154;108781;0;n/d;277935
SP-MANDURI;n/d;21253;12518;0;n/d;33771
SP-MARABA PAULISTA;n/d;11837;5356;0;n/d;17193
SP-MARACAI;n/d;41417;18375;0;n/d;59792
SP-MARAPOAMA;n/d;20231;5732;0;n/d;25963
SP-MARIAPOLIS;n/d;3475;2958;0;n/d;6433
SP-MARILIA;n/d;679125;551408;0;n/d;1230533
SP-MARINOPOLIS;n/d;3920;2614;0;n/d;6534
SP-MARTINOPOLIS;n/d;33257;25924;0;n/d;59181
SP-MATAO;n/d;396663;212394;0;n/d;609057
SP-MAUA;n/d;789820;468918;0;n/d;1258738
SP-MENDONCA;n/d;26778;8892;0;n/d;35670
SP-MERIDIANO;n/d;25449;6381;0;n/d;31830
SP-MESOPOLIS;n/d;2926;2374;0;n/d;5300
SP-MIGUELOPOLIS;n/d;43854;30052;0;n/d;73906
SP-MINEIROS DO TIETE;n/d;18228;13526;0;n/d;31754
SP-MIRACATU;n/d;34636;19852;0;n/d;54488
SP-MIRA ESTRELA;n/d;5042;3554;0;n/d;8596
SP-MIRANDOPOLIS;n/d;47101;31436;0;n/d;78537
SP-MIRANTE DO PARANAPANEMA;n/d;39238;16831;0;n/d;56069
SP-MIRASSOL;n/d;165832;98399;0;n/d;264231
SP-MIRASSOLANDIA;n/d;7074;4344;0;n/d;11418
SP-MOCOCA;n/d;213635;112018;0;n/d;325653
SP-MOGI DAS CRUZES;n/d;1057237;788099;0;n/d;1845336
SP-MOGI GUACU;n/d;473905;303107;0;n/d;777012
SP-MOGI MIRIM;n/d;336986;222007;0;n/d;558993
SP-MOMBUCA;n/d;6957;4863;0;n/d;11820
SP-MONCOES;n/d;17828;3748;0;n/d;21576
SP-MONGAGUA;n/d;61614;57023;0;n/d;118637
SP-MONTE ALEGRE DO SUL;n/d;15973;11888;0;n/d;27861
SP-MONTE ALTO;n/d;157442;104979;0;n/d;262421
SP-MONTE APRAZIVEL;n/d;68176;29322;0;n/d;97498
SP-MONTE AZUL PAULISTA;n/d;82114;40314;0;n/d;122428
SP-MONTE CASTELO;n/d;5214;4932;0;n/d;10146
SP-MONTEIRO LOBATO;n/d;10889;5941;0;n/d;16830
SP-MONTE MOR;n/d;153154;80972;0;n/d;234126
SP-MORRO AGUDO;n/d;107863;42812;0;n/d;150675
SP-MORUNGABA;n/d;138233;109411;0;n/d;247644
SP-MOTUCA;n/d;11613;6064;0;n/d;17677
SP-MURUTINGA DO SUL;n/d;5639;4198;0;n/d;9837
SP-NANTES;n/d;4298;2850;0;n/d;7148
SP-NARANDIBA;n/d;21840;7945;0;n/d;29785
SP-NATIVIDADE DA SERRA;n/d;9252;4294;0;n/d;13546
SP-NAZARE PAULISTA;n/d;40397;19254;0;n/d;59651
SP-NEVES PAULISTA;n/d;21947;11195;0;n/d;33142
SP-NHANDEARA;n/d;18121;14966;0;n/d;33087
SP-NIPOA;n/d;9357;5464;0;n/d;14821
SP-NOVA ALIANCA;n/d;13601;8941;0;n/d;22542
SP-NOVA CAMPINA;n/d;30743;9373;0;n/d;40116
SP-NOVA CANAA PAULISTA;n/d;2061;1824;0;n/d;3885
SP-NOVA CASTILHO;n/d;2522;1559;0;n/d;4081
SP-NOVA EUROPA;n/d;54944;14114;0;n/d;69058
SP-NOVA GRANADA;n/d;28830;22235;0;n/d;51065
SP-NOVA GUATAPORANGA;n/d;2692;2021;0;n/d;4713
SP-NOVA INDEPENDENCIA;n/d;18455;5276;0;n/d;23731
SP-NOVAIS;n/d;4078;3950;0;n/d;8028
SP-NOVA LUZITANIA;n/d;2776;2695;0;n/d;5471
SP-NOVA ODESSA;n/d;237967;129177;0;n/d;367144
SP-NOVO HORIZONTE;n/d;117205;58638;0;n/d;175843
SP-NUPORANGA;n/d;30692;32448;0;n/d;63140
SP-OCAUCU;n/d;10116;5022;0;n/d;15138
SP-OLEO;n/d;4179;2205;0;n/d;6384
SP-OLIMPIA;n/d;180386;104516;0;n/d;284902
SP-ONDA VERDE;n/d;32907;9902;0;n/d;42809
SP-ORIENTE;n/d;13026;6772;0;n/d;19798
SP-ORINDIUVA;n/d;47645;11094;0;n/d;58739
SP-ORLANDIA;n/d;154262;71821;0;n/d;226083
SP-OSASCO;n/d;1815081;1370623;0;n/d;3185704
SP-OSCAR BRESSANE;n/d;4833;4142;0;n/d;8975
SP-OSVALDO CRUZ;n/d;78820;63526;0;n/d;142346
SP-OURINHOS;n/d;307413;201423;0;n/d;508836
SP-OUROESTE;n/d;34061;14010;0;n/d;48071
SP-OURO VERDE;n/d;9410;6155;0;n/d;15565
SP-PACAEMBU;n/d;15493;13727;0;n/d;29220
SP-PALESTINA;n/d;31736;12191;0;n/d;43927
SP-PALMARES PAULISTA;n/d;6169;8300;0;n/d;14469
SP-PALMEIRA D OESTE;n/d;11591;8591;0;n/d;20182
SP-PALMITAL;n/d;49176;28820;0;n/d;77996
SP-PANORAMA;n/d;36687;18249;0;n/d;54936
SP-PARAGUACU PAULISTA;n/d;168189;72833;0;n/d;241022
SP-PARAIBUNA;n/d;34023;25840;0;n/d;59863
SP-PARAISO;n/d;28103;8951;0;n/d;37054
SP-PARANAPANEMA;n/d;54596;37071;0;n/d;91667
SP-PARANAPUA;n/d;7281;4903;0;n/d;12184
SP-PARAPUA;n/d;44794;13114;0;n/d;57908
SP-PARDINHO;n/d;23787;19344;0;n/d;43131
SP-PARIQUERA-ACU;n/d;47325;34304;0;n/d;81629
SP-PARISI;n/d;3621;2273;0;n/d;5894
SP-PATROCINIO PAULISTA;n/d;52049;19036;0;n/d;71085
SP-PAULICEIA;n/d;25397;9823;0;n/d;35220
SP-PAULINIA;n/d;539033;266066;0;n/d;805099
SP-PAULISTANIA;n/d;3242;2017;0;n/d;5259
SP-PAULO DE FARIA;n/d;11574;9096;0;n/d;20670
SP-PEDERNEIRAS;n/d;164370;79371;0;n/d;243741
SP-PEDRA BELA;n/d;8282;6296;0;n/d;14578
SP-PEDRANOPOLIS;n/d;5909;2925;0;n/d;8834
SP-PEDREGULHO;n/d;45736;27840;0;n/d;73576
SP-PEDREIRA;n/d;143530;118109;0;n/d;261639
SP-PEDRINHAS PAULISTA;n/d;6605;4427;0;n/d;11032
SP-PEDRO DE TOLEDO;n/d;9227;7870;0;n/d;17097
SP-PENAPOLIS;n/d;155911;126540;0;n/d;282451
SP-PEREIRA BARRETO;n/d;68255;36771;0;n/d;105026
SP-PEREIRAS;n/d;28366;15694;0;n/d;44060
SP-PERUIBE;n/d;88416;76754;0;n/d;165170
SP-PIACATU;n/d;8116;8851;0;n/d;16967
SP-PIEDADE;n/d;94749;66636;0;n/d;161385
SP-PILAR DO SUL;n/d;114433;43518;0;n/d;157951
SP-PINDAMONHANGABA;n/d;391409;210228;0;n/d;601637
SP-PINDORAMA;n/d;29926;18149;0;n/d;48075
SP-PINHALZINHO;n/d;18070;17323;0;n/d;35393
SP-PIQUEROBI;n/d;7178;4587;0;n/d;11765
SP-PIQUETE;n/d;20554;8598;0;n/d;29152
SP-PIRACAIA;n/d;42659;38708;0;n/d;81367
SP-PIRACICABA;n/d;1479392;910333;0;n/d;2389725
SP-PIRAJU;n/d;68441;46856;0;n/d;115297
SP-PIRAJUI;n/d;41371;26347;0;n/d;67718
SP-PIRANGI;n/d;26867;17175;0;n/d;44042
SP-PIRAPORA DO BOM JESUS;n/d;35754;26290;0;n/d;62044
SP-PIRAPOZINHO;n/d;53984;39361;0;n/d;93345
SP-PIRASSUNUNGA;n/d;267033;159086;0;n/d;426119
SP-PIRATININGA;n/d;21864;15060;0;n/d;36924
SP-PITANGUEIRAS;n/d;104512;42748;0;n/d;147260
SP-PLANALTO;n/d;23363;5312;0;n/d;28675
SP-PLATINA;n/d;8014;3459;0;n/d;11473
SP-POA;n/d;405732;323332;0;n/d;729064
SP-POLONI;n/d;10586;6533;0;n/d;17119
SP-POMPEIA;n/d;99161;46982;0;n/d;146143
