Coluna;Sexo Trabalhador
Município-São Paulo;Não Informado;Masculino;Feminino;Ignorado;{ñ class};Total
SP-ARIRANHA;n/d;3113;789;n/d;n/d;3902
SP-ARTUR NOGUEIRA;n/d;5053;5804;n/d;n/d;10857
SP-ARUJA;n/d;13927;8427;n/d;n/d;22354
SP-ASPASIA;n/d;108;120;n/d;n/d;228
SP-ASSIS;n/d;11662;9560;n/d;n/d;21222
SP-ATIBAIA;n/d;20891;18215;n/d;n/d;39106
SP-AURIFLAMA;n/d;1188;1492;n/d;n/d;2680
SP-AVAI;n/d;662;498;n/d;n/d;1160
SP-AVANHANDAVA;n/d;1328;627;n/d;n/d;1955
SP-AVARE;n/d;11609;10338;n/d;n/d;21947
SP-BADY BASSITT;n/d;1596;1167;n/d;n/d;2763
SP-BALBINOS;n/d;183;206;n/d;n/d;389
SP-BALSAMO;n/d;997;418;n/d;n/d;1415
SP-BANANAL;n/d;1219;624;n/d;n/d;1843
SP-BARAO DE ANTONINA;n/d;286;272;n/d;n/d;558
SP-BARBOSA;n/d;286;335;n/d;n/d;621
SP-BARIRI;n/d;5693;3505;n/d;n/d;9198
SP-BARRA BONITA;n/d;7796;3799;n/d;n/d;11595
SP-BARRA DO CHAPEU;n/d;428;248;n/d;n/d;676
SP-BARRA DO TURVO;n/d;313;333;n/d;n/d;646
SP-BARRETOS;n/d;17136;14498;n/d;n/d;31634
SP-BARRINHA;n/d;2250;1485;n/d;n/d;3735
SP-BARUERI;n/d;133540;118294;n/d;n/d;251834
SP-BASTOS;n/d;4144;3029;n/d;n/d;7173
SP-BATATAIS;n/d;9366;6317;n/d;n/d;15683
SP-BAURU;n/d;69414;52114;n/d;n/d;121528
SP-BEBEDOURO;n/d;18075;10474;n/d;n/d;28549
SP-BENTO DE ABREU;n/d;694;225;n/d;n/d;919
SP-BERNARDINO DE CAMPOS;n/d;1191;909;n/d;n/d;2100
SP-BERTIOGA;n/d;7875;4910;n/d;n/d;12785
SP-BILAC;n/d;912;502;n/d;n/d;1414
SP-BIRIGUI;n/d;16606;16575;n/d;n/d;33181
SP-BIRITIBA-MIRIM;n/d;2165;1820;n/d;n/d;3985
SP-BOA ESPERANCA DO SUL;n/d;1664;1081;n/d;n/d;2745
SP-BOCAINA;n/d;1218;978;n/d;n/d;2196
SP-BOFETE;n/d;1263;636;n/d;n/d;1899
SP-BOITUVA;n/d;14430;8575;n/d;n/d;23005
SP-BOM JESUS DOS PERDOES;n/d;3055;1858;n/d;n/d;4913
SP-BOM SUCESSO DE ITARARE;n/d;324;184;n/d;n/d;508
SP-BORA;n/d;862;217;n/d;n/d;1079
SP-BORACEIA;n/d;912;370;n/d;n/d;1282
SP-BORBOREMA;n/d;1555;1322;n/d;n/d;2877
SP-BOREBI;n/d;390;265;n/d;n/d;655
SP-BOTUCATU;n/d;22365;17050;n/d;n/d;39415
SP-BRAGANCA PAULISTA;n/d;23094;20203;n/d;n/d;43297
SP-BRAUNA;n/d;294;216;n/d;n/d;510
SP-BREJO ALEGRE;n/d;1248;224;n/d;n/d;1472
SP-BRODOWSKI;n/d;2579;2404;n/d;n/d;4983
SP-BROTAS;n/d;3467;2428;n/d;n/d;5895
SP-BURI;n/d;3066;1513;n/d;n/d;4579
SP-BURITAMA;n/d;2762;1346;n/d;n/d;4108
SP-BURITIZAL;n/d;1419;292;n/d;n/d;1711
SP-CABRALIA PAULISTA;n/d;623;335;n/d;n/d;958
SP-CABREUVA;n/d;8534;5270;n/d;n/d;13804
SP-CACAPAVA;n/d;13141;8131;n/d;n/d;21272
SP-CACHOEIRA PAULISTA;n/d;2736;2582;n/d;n/d;5318
SP-CACONDE;n/d;1229;913;n/d;n/d;2142
SP-CAFELANDIA;n/d;2407;1520;n/d;n/d;3927
SP-CAIABU;n/d;155;199;n/d;n/d;354
SP-CAIEIRAS;n/d;13223;7192;n/d;n/d;20415
SP-CAIUA;n/d;321;224;n/d;n/d;545
SP-CAJAMAR;n/d;22473;15128;n/d;n/d;37601
SP-CAJATI;n/d;4524;1811;n/d;n/d;6335
SP-CAJOBI;n/d;732;626;n/d;n/d;1358
SP-CAJURU;n/d;2582;2165;n/d;n/d;4747
SP-CAMPINA DO MONTE ALEGRE;n/d;372;307;n/d;n/d;679
SP-CAMPINAS;n/d;212083;193241;n/d;n/d;405324
SP-CAMPO LIMPO PAULISTA;n/d;7937;4933;n/d;n/d;12870
SP-CAMPOS DO JORDAO;n/d;6450;5833;n/d;n/d;12283
SP-CAMPOS NOVOS PAULISTA;n/d;459;256;n/d;n/d;715
SP-CANANEIA;n/d;867;719;n/d;n/d;1586
SP-CANAS;n/d;1090;295;n/d;n/d;1385
SP-CANDIDO MOTA;n/d;3390;1936;n/d;n/d;5326
SP-CANDIDO RODRIGUES;n/d;379;330;n/d;n/d;709
SP-CANITAR;n/d;460;239;n/d;n/d;699
SP-CAPAO BONITO;n/d;5015;3225;n/d;n/d;8240
SP-CAPELA DO ALTO;n/d;2159;1407;n/d;n/d;3566
SP-CAPIVARI;n/d;8182;6528;n/d;n/d;14710
SP-CARAGUATATUBA;n/d;12148;11376;n/d;n/d;23524
SP-CARAPICUIBA;n/d;20479;15409;n/d;n/d;35888
SP-CARDOSO;n/d;804;635;n/d;n/d;1439
SP-CASA BRANCA;n/d;4020;2656;n/d;n/d;6676
SP-CASSIA DOS COQUEIROS;n/d;246;262;n/d;n/d;508
SP-CASTILHO;n/d;1985;1146;n/d;n/d;3131
SP-CATANDUVA;n/d;19968;14577;n/d;n/d;34545
SP-CATIGUA;n/d;471;350;n/d;n/d;821
SP-CEDRAL;n/d;2193;2342;n/d;n/d;4535
SP-CERQUEIRA CESAR;n/d;3038;1808;n/d;n/d;4846
SP-CERQUILHO;n/d;7169;5077;n/d;n/d;12246
SP-CESARIO LANGE;n/d;2225;1353;n/d;n/d;3578
SP-CHARQUEADA;n/d;1552;962;n/d;n/d;2514
SP-CLEMENTINA;n/d;3295;497;n/d;n/d;3792
SP-COLINA;n/d;3251;1878;n/d;n/d;5129
SP-COLOMBIA;n/d;3862;1399;n/d;n/d;5261
SP-CONCHAL;n/d;3079;2569;n/d;n/d;5648
SP-CONCHAS;n/d;1876;1444;n/d;n/d;3320
SP-CORDEIROPOLIS;n/d;6179;3239;n/d;n/d;9418
SP-COROADOS;n/d;616;342;n/d;n/d;958
SP-CORONEL MACEDO;n/d;552;264;n/d;n/d;816
SP-CORUMBATAI;n/d;738;302;n/d;n/d;1040
SP-COSMOPOLIS;n/d;5128;4032;n/d;n/d;9160
SP-COSMORAMA;n/d;1437;524;n/d;n/d;1961
SP-COTIA;n/d;40216;32213;n/d;n/d;72429
SP-CRAVINHOS;n/d;5446;3235;n/d;n/d;8681
SP-CRISTAIS PAULISTA;n/d;1107;626;n/d;n/d;1733
SP-CRUZALIA;n/d;227;162;n/d;n/d;389
SP-CRUZEIRO;n/d;10190;5591;n/d;n/d;15781
SP-CUBATAO;n/d;17494;8908;n/d;n/d;26402
SP-CUNHA;n/d;1394;904;n/d;n/d;2298
SP-DESCALVADO;n/d;6375;3305;n/d;n/d;9680
SP-DIADEMA;n/d;54342;34490;n/d;n/d;88832
SP-DIRCE REIS;n/d;228;97;n/d;n/d;325
SP-DIVINOLANDIA;n/d;1018;1219;n/d;n/d;2237
SP-DOBRADA;n/d;383;325;n/d;n/d;708
SP-DOIS CORREGOS;n/d;2939;2093;n/d;n/d;5032
SP-DOLCINOPOLIS;n/d;148;142;n/d;n/d;290
SP-DOURADO;n/d;1610;1054;n/d;n/d;2664
SP-DRACENA;n/d;5969;5024;n/d;n/d;10993
SP-DUARTINA;n/d;1270;944;n/d;n/d;2214
SP-DUMONT;n/d;1093;880;n/d;n/d;1973
SP-ECHAPORA;n/d;530;325;n/d;n/d;855
SP-ELDORADO;n/d;1459;689;n/d;n/d;2148
SP-ELIAS FAUSTO;n/d;3286;1349;n/d;n/d;4635
SP-ELISIARIO;n/d;372;189;n/d;n/d;561
SP-EMBAUBA;n/d;195;169;n/d;n/d;364
SP-EMBU DAS ARTES;n/d;25743;17125;n/d;n/d;42868
SP-EMBU-GUACU;n/d;4425;3310;n/d;n/d;7735
SP-EMILIANOPOLIS;n/d;186;167;n/d;n/d;353
SP-ENGENHEIRO COELHO;n/d;2579;1746;n/d;n/d;4325
SP-ESPIRITO SANTO DO PINHAL;n/d;6570;5313;n/d;n/d;11883
SP-ESPIRITO SANTO DO TURVO;n/d;276;266;n/d;n/d;542
SP-ESTRELA D OESTE;n/d;2565;1629;n/d;n/d;4194
SP-ESTRELA DO NORTE;n/d;235;219;n/d;n/d;454
SP-EUCLIDES DA CUNHA PAULISTA;n/d;345;367;n/d;n/d;712
SP-FARTURA;n/d;2002;1811;n/d;n/d;3813
SP-FERNANDOPOLIS;n/d;9304;7337;n/d;n/d;16641
SP-FERNANDO PRESTES;n/d;678;534;n/d;n/d;1212
SP-FERNAO;n/d;219;138;n/d;n/d;357
SP-FERRAZ DE VASCONCELOS;n/d;11423;7623;n/d;n/d;19046
SP-FLORA RICA;n/d;144;128;n/d;n/d;272
SP-FLOREAL;n/d;251;217;n/d;n/d;468
SP-FLORIDA PAULISTA;n/d;714;493;n/d;n/d;1207
SP-FLORINIA;n/d;321;203;n/d;n/d;524
SP-FRANCA;n/d;45461;39379;n/d;n/d;84840
SP-FRANCISCO MORATO;n/d;4163;5359;n/d;n/d;9522
SP-FRANCO DA ROCHA;n/d;8534;7724;n/d;n/d;16258
SP-GABRIEL MONTEIRO;n/d;375;627;n/d;n/d;1002
SP-GALIA;n/d;757;645;n/d;n/d;1402
SP-GARCA;n/d;6058;4351;n/d;n/d;10409
SP-GASTAO VIDIGAL;n/d;270;178;n/d;n/d;448
SP-GAVIAO PEIXOTO;n/d;2873;772;n/d;n/d;3645
SP-GENERAL SALGADO;n/d;720;590;n/d;n/d;1310
SP-GETULINA;n/d;680;487;n/d;n/d;1167
SP-GLICERIO;n/d;542;457;n/d;n/d;999
SP-GUAICARA;n/d;972;719;n/d;n/d;1691
SP-GUAIMBE;n/d;374;264;n/d;n/d;638
SP-GUAIRA;n/d;10371;3775;n/d;n/d;14146
SP-GUAPIACU;n/d;2438;1667;n/d;n/d;4105
SP-GUAPIARA;n/d;1299;671;n/d;n/d;1970
SP-GUARA;n/d;1364;1216;n/d;n/d;2580
SP-GUARACAI;n/d;790;598;n/d;n/d;1388
SP-GUARACI;n/d;1649;849;n/d;n/d;2498
SP-GUARANI D OESTE;n/d;160;161;n/d;n/d;321
SP-GUARANTA;n/d;796;506;n/d;n/d;1302
SP-GUARARAPES;n/d;4262;2379;n/d;n/d;6641
SP-GUARAREMA;n/d;4444;3146;n/d;n/d;7590
SP-GUARATINGUETA;n/d;19058;11673;n/d;n/d;30731
SP-GUAREI;n/d;1319;1020;n/d;n/d;2339
SP-GUARIBA;n/d;4541;2532;n/d;n/d;7073
SP-GUARUJA;n/d;27740;19953;n/d;n/d;47693
SP-GUARULHOS;n/d;191614;128802;n/d;n/d;320416
SP-GUATAPARA;n/d;752;631;n/d;n/d;1383
SP-GUZOLANDIA;n/d;339;294;n/d;n/d;633
SP-HERCULANDIA;n/d;807;463;n/d;n/d;1270
SP-HOLAMBRA;n/d;4124;4183;n/d;n/d;8307
SP-HORTOLANDIA;n/d;27332;17660;n/d;n/d;44992
SP-IACANGA;n/d;2533;1016;n/d;n/d;3549
SP-IACRI;n/d;570;367;n/d;n/d;937
SP-IARAS;n/d;977;621;n/d;n/d;1598
SP-IBATE;n/d;4160;1995;n/d;n/d;6155
SP-IBIRA;n/d;1046;904;n/d;n/d;1950
SP-IBIRAREMA;n/d;498;259;n/d;n/d;757
SP-IBITINGA;n/d;7633;6737;n/d;n/d;14370
SP-IBIUNA;n/d;7216;6196;n/d;n/d;13412
SP-ICEM;n/d;493;449;n/d;n/d;942
SP-IEPE;n/d;658;478;n/d;n/d;1136
SP-IGARACU DO TIETE;n/d;1238;1210;n/d;n/d;2448
SP-IGARAPAVA;n/d;2940;2284;n/d;n/d;5224
SP-IGARATA;n/d;932;714;n/d;n/d;1646
SP-IGUAPE;n/d;1447;1383;n/d;n/d;2830
SP-ILHABELA;n/d;4341;4206;n/d;n/d;8547
SP-ILHA COMPRIDA;n/d;841;859;n/d;n/d;1700
SP-ILHA SOLTEIRA;n/d;2611;2554;n/d;n/d;5165
SP-INDAIATUBA;n/d;41371;31142;n/d;n/d;72513
SP-INDIANA;n/d;338;282;n/d;n/d;620
SP-INDIAPORA;n/d;339;217;n/d;n/d;556
SP-INUBIA PAULISTA;n/d;541;431;n/d;n/d;972
SP-IPAUSSU;n/d;2055;1170;n/d;n/d;3225
SP-IPERO;n/d;3510;2194;n/d;n/d;5704
SP-IPEUNA;n/d;1202;742;n/d;n/d;1944
SP-IPIGUA;n/d;902;439;n/d;n/d;1341
SP-IPORANGA;n/d;291;206;n/d;n/d;497
SP-IPUA;n/d;1384;1199;n/d;n/d;2583
SP-IRACEMAPOLIS;n/d;4445;2454;n/d;n/d;6899
SP-IRAPUA;n/d;493;454;n/d;n/d;947
SP-IRAPURU;n/d;341;349;n/d;n/d;690
SP-ITABERA;n/d;1773;987;n/d;n/d;2760
SP-ITAI;n/d;3729;1788;n/d;n/d;5517
SP-ITAJOBI;n/d;2127;1312;n/d;n/d;3439
SP-ITAJU;n/d;385;371;n/d;n/d;756
SP-ITANHAEM;n/d;6610;7357;n/d;n/d;13967
SP-ITAOCA;n/d;221;119;n/d;n/d;340
SP-ITAPECERICA DA SERRA;n/d;11506;9717;n/d;n/d;21223
SP-ITAPETININGA;n/d;20361;15160;n/d;n/d;35521
SP-ITAPEVA;n/d;11927;7777;n/d;n/d;19704
SP-ITAPEVI;n/d;18210;14325;n/d;n/d;32535
SP-ITAPIRA;n/d;13645;9253;n/d;n/d;22898
SP-ITAPIRAPUA PAULISTA;n/d;331;200;n/d;n/d;531
SP-ITAPOLIS;n/d;6271;4076;n/d;n/d;10347
SP-ITAPORANGA;n/d;1288;990;n/d;n/d;2278
SP-ITAPUI;n/d;2342;1828;n/d;n/d;4170
SP-ITAPURA;n/d;320;271;n/d;n/d;591
SP-ITAQUAQUECETUBA;n/d;23429;17450;n/d;n/d;40879
SP-ITARARE;n/d;4994;3549;n/d;n/d;8543
SP-ITARIRI;n/d;902;597;n/d;n/d;1499
SP-ITATIBA;n/d;18857;13894;n/d;n/d;32751
SP-ITATINGA;n/d;1924;1249;n/d;n/d;3173
SP-ITIRAPINA;n/d;2118;2929;n/d;n/d;5047
SP-ITIRAPUA;n/d;504;305;n/d;n/d;809
SP-ITOBI;n/d;571;397;n/d;n/d;968
SP-ITU;n/d;30532;23707;n/d;n/d;54239
SP-ITUPEVA;n/d;15388;9757;n/d;n/d;25145
SP-ITUVERAVA;n/d;3614;3894;n/d;n/d;7508
SP-JABORANDI;n/d;515;416;n/d;n/d;931
SP-JABOTICABAL;n/d;12595;7728;n/d;n/d;20323
SP-JACAREI;n/d;27364;20570;n/d;n/d;47934
SP-JACI;n/d;1329;1067;n/d;n/d;2396
SP-JACUPIRANGA;n/d;2349;1107;n/d;n/d;3456
SP-JAGUARIUNA;n/d;19478;14906;n/d;n/d;34384
SP-JALES;n/d;5916;5064;n/d;n/d;10980
SP-JAMBEIRO;n/d;1883;791;n/d;n/d;2674
SP-JANDIRA;n/d;10980;7749;n/d;n/d;18729
SP-JARDINOPOLIS;n/d;4765;4012;n/d;n/d;8777
SP-JARINU;n/d;4627;3600;n/d;n/d;8227
SP-JAU;n/d;23301;17731;n/d;n/d;41032
SP-JERIQUARA;n/d;465;297;n/d;n/d;762
SP-JOANOPOLIS;n/d;1229;1103;n/d;n/d;2332
SP-JOAO RAMALHO;n/d;242;214;n/d;n/d;456
SP-JOSE BONIFACIO;n/d;6327;3756;n/d;n/d;10083
SP-JULIO MESQUITA;n/d;272;267;n/d;n/d;539
SP-JUMIRIM;n/d;838;379;n/d;n/d;1217
SP-JUNDIAI;n/d;89720;73260;n/d;n/d;162980
SP-JUNQUEIROPOLIS;n/d;3713;1602;n/d;n/d;5315
SP-JUQUIA;n/d;1384;992;n/d;n/d;2376
SP-JUQUITIBA;n/d;2014;2417;n/d;n/d;4431
SP-LAGOINHA;n/d;454;261;n/d;n/d;715
SP-LARANJAL PAULISTA;n/d;5113;3980;n/d;n/d;9093
SP-LAVINIA;n/d;382;304;n/d;n/d;686
SP-LAVRINHAS;n/d;448;339;n/d;n/d;787
SP-LEME;n/d;12751;9493;n/d;n/d;22244
SP-LENCOIS PAULISTA;n/d;12220;7170;n/d;n/d;19390
SP-LIMEIRA;n/d;46098;35043;n/d;n/d;81141
SP-LINDOIA;n/d;1181;794;n/d;n/d;1975
SP-LINS;n/d;14218;9814;n/d;n/d;24032
SP-LORENA;n/d;9832;7429;n/d;n/d;17261
SP-LOURDES;n/d;94;154;n/d;n/d;248
SP-LOUVEIRA;n/d;9578;6588;n/d;n/d;16166
SP-LUCELIA;n/d;2722;5212;n/d;n/d;7934
SP-LUCIANOPOLIS;n/d;694;238;n/d;n/d;932
SP-LUIS ANTONIO;n/d;4902;1541;n/d;n/d;6443
SP-LUIZIANIA;n/d;232;211;n/d;n/d;443
SP-LUPERCIO;n/d;433;204;n/d;n/d;637
SP-LUTECIA;n/d;259;186;n/d;n/d;445
SP-MACATUBA;n/d;2389;1585;n/d;n/d;3974
SP-MACAUBAL;n/d;970;777;n/d;n/d;1747
SP-MACEDONIA;n/d;276;176;n/d;n/d;452
SP-MAGDA;n/d;399;268;n/d;n/d;667
SP-MAIRINQUE;n/d;4935;4627;n/d;n/d;9562
SP-MAIRIPORA;n/d;7752;5826;n/d;n/d;13578
SP-MANDURI;n/d;858;582;n/d;n/d;1440
SP-MARABA PAULISTA;n/d;394;255;n/d;n/d;649
SP-MARACAI;n/d;1764;932;n/d;n/d;2696
SP-MARAPOAMA;n/d;1113;365;n/d;n/d;1478
SP-MARIAPOLIS;n/d;169;162;n/d;n/d;331
SP-MARILIA;n/d;35490;31457;n/d;n/d;66947
SP-MARINOPOLIS;n/d;173;142;n/d;n/d;315
SP-MARTINOPOLIS;n/d;1525;1406;n/d;n/d;2931
SP-MATAO;n/d;20816;11552;n/d;n/d;32368
SP-MAUA;n/d;38502;25466;n/d;n/d;63968
SP-MENDONCA;n/d;1835;594;n/d;n/d;2429
SP-MERIDIANO;n/d;1715;427;n/d;n/d;2142
SP-MESOPOLIS;n/d;116;135;n/d;n/d;251
SP-MIGUELOPOLIS;n/d;1233;1480;n/d;n/d;2713
SP-MINEIROS DO TIETE;n/d;869;667;n/d;n/d;1536
SP-MIRACATU;n/d;1591;1127;n/d;n/d;2718
SP-MIRA ESTRELA;n/d;242;210;n/d;n/d;452
SP-MIRANDOPOLIS;n/d;2207;1641;n/d;n/d;3848
SP-MIRANTE DO PARANAPANEMA;n/d;2603;1030;n/d;n/d;3633
SP-MIRASSOL;n/d;8327;5404;n/d;n/d;13731
SP-MIRASSOLANDIA;n/d;372;193;n/d;n/d;565
SP-MOCOCA;n/d;10802;5955;n/d;n/d;16757
SP-MOGI DAS CRUZES;n/d;54820;44794;n/d;n/d;99614
SP-MOGI GUACU;n/d;22895;16315;n/d;n/d;39210
SP-MOGI MIRIM;n/d;16072;11522;n/d;n/d;27594
SP-MOMBUCA;n/d;413;298;n/d;n/d;711
SP-MONCOES;n/d;1429;250;n/d;n/d;1679
SP-MONGAGUA;n/d;3291;2898;n/d;n/d;6189
SP-MONTE ALEGRE DO SUL;n/d;688;506;n/d;n/d;1194
SP-MONTE ALTO;n/d;7522;5403;n/d;n/d;12925
SP-MONTE APRAZIVEL;n/d;2615;1567;n/d;n/d;4182
SP-MONTE AZUL PAULISTA;n/d;3725;1742;n/d;n/d;5467
SP-MONTE CASTELO;n/d;263;244;n/d;n/d;507
SP-MONTEIRO LOBATO;n/d;414;250;n/d;n/d;664
SP-MONTE MOR;n/d;8779;5480;n/d;n/d;14259
SP-MORRO AGUDO;n/d;5846;2354;n/d;n/d;8200
SP-MORUNGABA;n/d;2196;3266;n/d;n/d;5462
SP-MOTUCA;n/d;360;279;n/d;n/d;639
SP-MURUTINGA DO SUL;n/d;250;228;n/d;n/d;478
SP-NANTES;n/d;222;147;n/d;n/d;369
SP-NARANDIBA;n/d;679;380;n/d;n/d;1059
SP-NATIVIDADE DA SERRA;n/d;471;223;n/d;n/d;694
SP-NAZARE PAULISTA;n/d;1784;1101;n/d;n/d;2885
SP-NEVES PAULISTA;n/d;1162;754;n/d;n/d;1916
SP-NHANDEARA;n/d;878;825;n/d;n/d;1703
SP-NIPOA;n/d;493;326;n/d;n/d;819
SP-NOVA ALIANCA;n/d;778;574;n/d;n/d;1352
SP-NOVA CAMPINA;n/d;1458;498;n/d;n/d;1956
SP-NOVA CANAA PAULISTA;n/d;105;97;n/d;n/d;202
SP-NOVA CASTILHO;n/d;139;80;n/d;n/d;219
SP-NOVA EUROPA;n/d;2800;786;n/d;n/d;3586
SP-NOVA GRANADA;n/d;1647;1313;n/d;n/d;2960
SP-NOVA GUATAPORANGA;n/d;135;121;n/d;n/d;256
SP-NOVA INDEPENDENCIA;n/d;1218;328;n/d;n/d;1546
SP-NOVAIS;n/d;208;249;n/d;n/d;457
SP-NOVA LUZITANIA;n/d;131;147;n/d;n/d;278
SP-NOVA ODESSA;n/d;11767;7196;n/d;n/d;18963
SP-NOVO HORIZONTE;n/d;6372;3379;n/d;n/d;9751
SP-NUPORANGA;n/d;1479;1691;n/d;n/d;3170
SP-OCAUCU;n/d;641;328;n/d;n/d;969
SP-OLEO;n/d;209;124;n/d;n/d;333
SP-OLIMPIA;n/d;9100;5975;n/d;n/d;15075
SP-ONDA VERDE;n/d;1697;572;n/d;n/d;2269
SP-ORIENTE;n/d;514;335;n/d;n/d;849
SP-ORINDIUVA;n/d;2256;620;n/d;n/d;2876
SP-ORLANDIA;n/d;7567;3971;n/d;n/d;11538
SP-OSASCO;n/d;85411;69781;n/d;n/d;155192
SP-OSCAR BRESSANE;n/d;249;205;n/d;n/d;454
SP-OSVALDO CRUZ;n/d;3976;3391;n/d;n/d;7367
SP-OURINHOS;n/d;15455;11181;n/d;n/d;26636
SP-OUROESTE;n/d;2155;742;n/d;n/d;2897
SP-OURO VERDE;n/d;439;326;n/d;n/d;765
SP-PACAEMBU;n/d;776;726;n/d;n/d;1502
SP-PALESTINA;n/d;1797;751;n/d;n/d;2548
SP-PALMARES PAULISTA;n/d;317;459;n/d;n/d;776
SP-PALMEIRA D OESTE;n/d;650;421;n/d;n/d;1071
SP-PALMITAL;n/d;2567;1472;n/d;n/d;4039
SP-PANORAMA;n/d;1783;993;n/d;n/d;2776
SP-PARAGUACU PAULISTA;n/d;8990;3681;n/d;n/d;12671
SP-PARAIBUNA;n/d;1554;1180;n/d;n/d;2734
SP-PARAISO;n/d;1444;524;n/d;n/d;1968
SP-PARANAPANEMA;n/d;2613;1994;n/d;n/d;4607
SP-PARANAPUA;n/d;447;287;n/d;n/d;734
SP-PARAPUA;n/d;2151;777;n/d;n/d;2928
SP-PARDINHO;n/d;1206;992;n/d;n/d;2198
SP-PARIQUERA-ACU;n/d;2373;2054;n/d;n/d;4427
SP-PARISI;n/d;183;131;n/d;n/d;314
SP-PATROCINIO PAULISTA;n/d;3151;1092;n/d;n/d;4243
SP-PAULICEIA;n/d;1349;558;n/d;n/d;1907
SP-PAULINIA;n/d;26663;14129;n/d;n/d;40792
SP-PAULISTANIA;n/d;186;129;n/d;n/d;315
SP-PAULO DE FARIA;n/d;606;465;n/d;n/d;1071
SP-PEDERNEIRAS;n/d;8177;4473;n/d;n/d;12650
SP-PEDRA BELA;n/d;457;388;n/d;n/d;845
SP-PEDRANOPOLIS;n/d;246;146;n/d;n/d;392
SP-PEDREGULHO;n/d;1988;1340;n/d;n/d;3328
SP-PEDREIRA;n/d;7084;6053;n/d;n/d;13137
SP-PEDRINHAS PAULISTA;n/d;345;255;n/d;n/d;600
SP-PEDRO DE TOLEDO;n/d;504;464;n/d;n/d;968
SP-PENAPOLIS;n/d;7855;7222;n/d;n/d;15077
SP-PEREIRA BARRETO;n/d;3563;1955;n/d;n/d;5518
SP-PEREIRAS;n/d;1473;891;n/d;n/d;2364
SP-PERUIBE;n/d;4614;4566;n/d;n/d;9180
SP-PIACATU;n/d;393;523;n/d;n/d;916
SP-PIEDADE;n/d;4815;3580;n/d;n/d;8395
SP-PILAR DO SUL;n/d;4648;2201;n/d;n/d;6849
SP-PINDAMONHANGABA;n/d;17904;12116;n/d;n/d;30020
SP-PINDORAMA;n/d;1470;981;n/d;n/d;2451
SP-PINHALZINHO;n/d;1070;1023;n/d;n/d;2093
SP-PIQUEROBI;n/d;334;229;n/d;n/d;563
SP-PIQUETE;n/d;915;421;n/d;n/d;1336
SP-PIRACAIA;n/d;2045;1998;n/d;n/d;4043
SP-PIRACICABA;n/d;72516;50380;n/d;n/d;122896
SP-PIRAJU;n/d;3426;2595;n/d;n/d;6021
SP-PIRAJUI;n/d;2011;1457;n/d;n/d;3468
