Coluna;Sexo Trabalhador
Município-São Paulo;Não Informado;Masculino;Feminino;Ignorado;{ñ class};Total
SP-AREALVA;n/d;931;707;n/d;n/d;1638
SP-AREIAS;n/d;359;250;n/d;n/d;609
SP-AREIOPOLIS;n/d;878;588;n/d;n/d;1466
SP-ARIRANHA;n/d;2007;668;n/d;n/d;2675
SP-ARTUR NOGUEIRA;n/d;4943;5105;n/d;n/d;10048
SP-ARUJA;n/d;16883;9987;n/d;n/d;26870
SP-ASPASIA;n/d;105;113;n/d;n/d;218
SP-ASSIS;n/d;12363;10385;n/d;n/d;22748
SP-ATIBAIA;n/d;22405;19814;n/d;n/d;42219
SP-AURIFLAMA;n/d;1234;1390;n/d;n/d;2624
SP-AVAI;n/d;690;439;n/d;n/d;1129
SP-AVANHANDAVA;n/d;1300;612;n/d;n/d;1912
SP-AVARE;n/d;11748;10053;n/d;n/d;21801
SP-BADY BASSITT;n/d;2914;1909;n/d;n/d;4823
SP-BALBINOS;n/d;140;179;n/d;n/d;319
SP-BALSAMO;n/d;1730;714;n/d;n/d;2444
SP-BANANAL;n/d;1113;543;n/d;n/d;1656
SP-BARAO DE ANTONINA;n/d;266;306;n/d;n/d;572
SP-BARBOSA;n/d;482;331;n/d;n/d;813
SP-BARIRI;n/d;5442;3390;n/d;n/d;8832
SP-BARRA BONITA;n/d;7121;4086;n/d;n/d;11207
SP-BARRA DO CHAPEU;n/d;506;252;n/d;n/d;758
SP-BARRA DO TURVO;n/d;351;360;n/d;n/d;711
SP-BARRETOS;n/d;17334;16543;n/d;n/d;33877
SP-BARRINHA;n/d;3020;1620;n/d;n/d;4640
SP-BARUERI;n/d;166841;152147;n/d;n/d;318988
SP-BASTOS;n/d;3807;3063;n/d;n/d;6870
SP-BATATAIS;n/d;9999;6239;n/d;n/d;16238
SP-BAURU;n/d;71962;59511;n/d;n/d;131473
SP-BEBEDOURO;n/d;17340;10588;n/d;n/d;27928
SP-BENTO DE ABREU;n/d;801;221;n/d;n/d;1022
SP-BERNARDINO DE CAMPOS;n/d;1527;1137;n/d;n/d;2664
SP-BERTIOGA;n/d;8623;5532;n/d;n/d;14155
SP-BILAC;n/d;1023;530;n/d;n/d;1553
SP-BIRIGUI;n/d;15445;14420;n/d;n/d;29865
SP-BIRITIBA-MIRIM;n/d;1833;1517;n/d;n/d;3350
SP-BOA ESPERANCA DO SUL;n/d;1742;1108;n/d;n/d;2850
SP-BOCAINA;n/d;2097;1194;n/d;n/d;3291
SP-BOFETE;n/d;1644;663;n/d;n/d;2307
SP-BOITUVA;n/d;12449;8838;n/d;n/d;21287
SP-BOM JESUS DOS PERDOES;n/d;3789;2111;n/d;n/d;5900
SP-BOM SUCESSO DE ITARARE;n/d;371;209;n/d;n/d;580
SP-BORA;n/d;733;162;n/d;n/d;895
SP-BORACEIA;n/d;1129;454;n/d;n/d;1583
SP-BORBOREMA;n/d;1664;1259;n/d;n/d;2923
SP-BOREBI;n/d;357;253;n/d;n/d;610
SP-BOTUCATU;n/d;23394;18481;n/d;n/d;41875
SP-BRAGANCA PAULISTA;n/d;24497;21616;n/d;n/d;46113
SP-BRAUNA;n/d;284;202;n/d;n/d;486
SP-BREJO ALEGRE;n/d;273;152;n/d;n/d;425
SP-BRODOWSKI;n/d;3161;2638;n/d;n/d;5799
SP-BROTAS;n/d;4269;2728;n/d;n/d;6997
SP-BURI;n/d;3289;1572;n/d;n/d;4861
SP-BURITAMA;n/d;1685;1203;n/d;n/d;2888
SP-BURITIZAL;n/d;1234;299;n/d;n/d;1533
SP-CABRALIA PAULISTA;n/d;620;347;n/d;n/d;967
SP-CABREUVA;n/d;9742;6260;n/d;n/d;16002
SP-CACAPAVA;n/d;14333;8073;n/d;n/d;22406
SP-CACHOEIRA PAULISTA;n/d;2564;2482;n/d;n/d;5046
SP-CACONDE;n/d;1149;968;n/d;n/d;2117
SP-CAFELANDIA;n/d;2453;1637;n/d;n/d;4090
SP-CAIABU;n/d;141;223;n/d;n/d;364
SP-CAIEIRAS;n/d;13932;7930;n/d;n/d;21862
SP-CAIUA;n/d;307;218;n/d;n/d;525
SP-CAJAMAR;n/d;30850;19947;n/d;n/d;50797
SP-CAJATI;n/d;4849;2120;n/d;n/d;6969
SP-CAJOBI;n/d;850;690;n/d;n/d;1540
SP-CAJURU;n/d;3064;2292;n/d;n/d;5356
SP-CAMPINA DO MONTE ALEGRE;n/d;435;319;n/d;n/d;754
SP-CAMPINAS;n/d;217941;192874;n/d;n/d;410815
SP-CAMPO LIMPO PAULISTA;n/d;7793;4736;n/d;n/d;12529
SP-CAMPOS DO JORDAO;n/d;6604;6256;n/d;n/d;12860
SP-CAMPOS NOVOS PAULISTA;n/d;553;272;n/d;n/d;825
SP-CANANEIA;n/d;882;748;n/d;n/d;1630
SP-CANAS;n/d;770;327;n/d;n/d;1097
SP-CANDIDO MOTA;n/d;4283;2153;n/d;n/d;6436
SP-CANDIDO RODRIGUES;n/d;359;301;n/d;n/d;660
SP-CANITAR;n/d;280;249;n/d;n/d;529
SP-CAPAO BONITO;n/d;5296;3498;n/d;n/d;8794
SP-CAPELA DO ALTO;n/d;2349;1551;n/d;n/d;3900
SP-CAPIVARI;n/d;8462;6687;n/d;n/d;15149
SP-CARAGUATATUBA;n/d;14348;12728;n/d;n/d;27076
SP-CARAPICUIBA;n/d;19259;15448;n/d;n/d;34707
SP-CARDOSO;n/d;815;615;n/d;n/d;1430
SP-CASA BRANCA;n/d;3999;2820;n/d;n/d;6819
SP-CASSIA DOS COQUEIROS;n/d;242;224;n/d;n/d;466
SP-CASTILHO;n/d;2218;1111;n/d;n/d;3329
SP-CATANDUVA;n/d;21503;18043;n/d;n/d;39546
SP-CATIGUA;n/d;354;343;n/d;n/d;697
SP-CEDRAL;n/d;2380;2649;n/d;n/d;5029
SP-CERQUEIRA CESAR;n/d;2957;1902;n/d;n/d;4859
SP-CERQUILHO;n/d;7538;5912;n/d;n/d;13450
SP-CESARIO LANGE;n/d;2791;2988;n/d;n/d;5779
SP-CHARQUEADA;n/d;1343;1072;n/d;n/d;2415
SP-CLEMENTINA;n/d;744;456;n/d;n/d;1200
SP-COLINA;n/d;3692;2388;n/d;n/d;6080
SP-COLOMBIA;n/d;2777;1114;n/d;n/d;3891
SP-CONCHAL;n/d;3372;2719;n/d;n/d;6091
SP-CONCHAS;n/d;1536;1394;n/d;n/d;2930
SP-CORDEIROPOLIS;n/d;7345;3617;n/d;n/d;10962
SP-COROADOS;n/d;698;338;n/d;n/d;1036
SP-CORONEL MACEDO;n/d;537;282;n/d;n/d;819
SP-CORUMBATAI;n/d;815;370;n/d;n/d;1185
SP-COSMOPOLIS;n/d;5615;4436;n/d;n/d;10051
SP-COSMORAMA;n/d;2024;646;n/d;n/d;2670
SP-COTIA;n/d;44522;36188;n/d;n/d;80710
SP-CRAVINHOS;n/d;6450;4183;n/d;n/d;10633
SP-CRISTAIS PAULISTA;n/d;1124;579;n/d;n/d;1703
SP-CRUZALIA;n/d;231;186;n/d;n/d;417
SP-CRUZEIRO;n/d;11896;6465;n/d;n/d;18361
SP-CUBATAO;n/d;19306;8462;n/d;n/d;27768
SP-CUNHA;n/d;1359;918;n/d;n/d;2277
SP-DESCALVADO;n/d;6796;3619;n/d;n/d;10415
SP-DIADEMA;n/d;54839;34613;n/d;n/d;89452
SP-DIRCE REIS;n/d;204;93;n/d;n/d;297
SP-DIVINOLANDIA;n/d;1130;1302;n/d;n/d;2432
SP-DOBRADA;n/d;458;356;n/d;n/d;814
SP-DOIS CORREGOS;n/d;2966;2366;n/d;n/d;5332
SP-DOLCINOPOLIS;n/d;144;145;n/d;n/d;289
SP-DOURADO;n/d;2052;1225;n/d;n/d;3277
SP-DRACENA;n/d;7042;5223;n/d;n/d;12265
SP-DUARTINA;n/d;1263;889;n/d;n/d;2152
SP-DUMONT;n/d;1288;867;n/d;n/d;2155
SP-ECHAPORA;n/d;570;404;n/d;n/d;974
SP-ELDORADO;n/d;1437;701;n/d;n/d;2138
SP-ELIAS FAUSTO;n/d;3738;1806;n/d;n/d;5544
SP-ELISIARIO;n/d;310;183;n/d;n/d;493
SP-EMBAUBA;n/d;181;170;n/d;n/d;351
SP-EMBU DAS ARTES;n/d;27460;16973;n/d;n/d;44433
SP-EMBU-GUACU;n/d;4569;3500;n/d;n/d;8069
SP-EMILIANOPOLIS;n/d;205;167;n/d;n/d;372
SP-ENGENHEIRO COELHO;n/d;2575;1941;n/d;n/d;4516
SP-ESPIRITO SANTO DO PINHAL;n/d;7103;5554;n/d;n/d;12657
SP-ESPIRITO SANTO DO TURVO;n/d;297;287;n/d;n/d;584
SP-ESTRELA D OESTE;n/d;2169;1425;n/d;n/d;3594
SP-ESTRELA DO NORTE;n/d;163;190;n/d;n/d;353
SP-EUCLIDES DA CUNHA PAULISTA;n/d;328;377;n/d;n/d;705
SP-FARTURA;n/d;2012;1798;n/d;n/d;3810
SP-FERNANDOPOLIS;n/d;9104;7309;n/d;n/d;16413
SP-FERNANDO PRESTES;n/d;785;739;n/d;n/d;1524
SP-FERNAO;n/d;199;133;n/d;n/d;332
SP-FERRAZ DE VASCONCELOS;n/d;11955;8132;n/d;n/d;20087
SP-FLORA RICA;n/d;132;119;n/d;n/d;251
SP-FLOREAL;n/d;243;191;n/d;n/d;434
SP-FLORIDA PAULISTA;n/d;844;580;n/d;n/d;1424
SP-FLORINIA;n/d;279;189;n/d;n/d;468
SP-FRANCA;n/d;46109;41817;n/d;n/d;87926
SP-FRANCISCO MORATO;n/d;4227;5736;n/d;n/d;9963
SP-FRANCO DA ROCHA;n/d;8529;8574;n/d;n/d;17103
SP-GABRIEL MONTEIRO;n/d;385;563;n/d;n/d;948
SP-GALIA;n/d;825;498;n/d;n/d;1323
SP-GARCA;n/d;6577;5921;n/d;n/d;12498
SP-GASTAO VIDIGAL;n/d;173;139;n/d;n/d;312
SP-GAVIAO PEIXOTO;n/d;2714;856;n/d;n/d;3570
SP-GENERAL SALGADO;n/d;796;622;n/d;n/d;1418
SP-GETULINA;n/d;816;512;n/d;n/d;1328
SP-GLICERIO;n/d;518;272;n/d;n/d;790
SP-GUAICARA;n/d;961;747;n/d;n/d;1708
SP-GUAIMBE;n/d;385;256;n/d;n/d;641
SP-GUAIRA;n/d;9638;4418;n/d;n/d;14056
SP-GUAPIACU;n/d;3071;2170;n/d;n/d;5241
SP-GUAPIARA;n/d;1003;251;n/d;n/d;1254
SP-GUARA;n/d;1952;1407;n/d;n/d;3359
SP-GUARACAI;n/d;635;577;n/d;n/d;1212
SP-GUARACI;n/d;1792;856;n/d;n/d;2648
SP-GUARANI D OESTE;n/d;170;167;n/d;n/d;337
SP-GUARANTA;n/d;694;520;n/d;n/d;1214
SP-GUARARAPES;n/d;4144;2483;n/d;n/d;6627
SP-GUARAREMA;n/d;4362;3090;n/d;n/d;7452
SP-GUARATINGUETA;n/d;17846;11824;n/d;n/d;29670
SP-GUAREI;n/d;1478;1055;n/d;n/d;2533
SP-GUARIBA;n/d;4586;2880;n/d;n/d;7466
SP-GUARUJA;n/d;27703;20841;n/d;n/d;48544
SP-GUARULHOS;n/d;206791;135569;n/d;n/d;342360
SP-GUATAPARA;n/d;796;634;n/d;n/d;1430
SP-GUZOLANDIA;n/d;281;293;n/d;n/d;574
SP-HERCULANDIA;n/d;929;518;n/d;n/d;1447
SP-HOLAMBRA;n/d;5663;5734;n/d;n/d;11397
SP-HORTOLANDIA;n/d;28531;20533;n/d;n/d;49064
SP-IACANGA;n/d;2051;926;n/d;n/d;2977
SP-IACRI;n/d;643;388;n/d;n/d;1031
SP-IARAS;n/d;1200;624;n/d;n/d;1824
SP-IBATE;n/d;4358;2309;n/d;n/d;6667
SP-IBIRA;n/d;1300;984;n/d;n/d;2284
SP-IBIRAREMA;n/d;615;304;n/d;n/d;919
SP-IBITINGA;n/d;8540;7539;n/d;n/d;16079
SP-IBIUNA;n/d;8183;6851;n/d;n/d;15034
SP-ICEM;n/d;622;497;n/d;n/d;1119
SP-IEPE;n/d;620;506;n/d;n/d;1126
SP-IGARACU DO TIETE;n/d;1302;1162;n/d;n/d;2464
SP-IGARAPAVA;n/d;3280;2268;n/d;n/d;5548
SP-IGARATA;n/d;815;740;n/d;n/d;1555
SP-IGUAPE;n/d;1400;1375;n/d;n/d;2775
SP-ILHABELA;n/d;4764;4904;n/d;n/d;9668
SP-ILHA COMPRIDA;n/d;748;852;n/d;n/d;1600
SP-ILHA SOLTEIRA;n/d;2375;2343;n/d;n/d;4718
SP-INDAIATUBA;n/d;48054;35365;n/d;n/d;83419
SP-INDIANA;n/d;413;275;n/d;n/d;688
SP-INDIAPORA;n/d;278;256;n/d;n/d;534
SP-INUBIA PAULISTA;n/d;534;432;n/d;n/d;966
SP-IPAUSSU;n/d;2184;1253;n/d;n/d;3437
SP-IPERO;n/d;4580;4055;n/d;n/d;8635
SP-IPEUNA;n/d;1130;805;n/d;n/d;1935
SP-IPIGUA;n/d;818;419;n/d;n/d;1237
SP-IPORANGA;n/d;272;207;n/d;n/d;479
SP-IPUA;n/d;1383;1319;n/d;n/d;2702
SP-IRACEMAPOLIS;n/d;4309;2678;n/d;n/d;6987
SP-IRAPUA;n/d;559;489;n/d;n/d;1048
SP-IRAPURU;n/d;363;349;n/d;n/d;712
SP-ITABERA;n/d;1983;1068;n/d;n/d;3051
SP-ITAI;n/d;3514;1963;n/d;n/d;5477
SP-ITAJOBI;n/d;2457;1545;n/d;n/d;4002
SP-ITAJU;n/d;406;311;n/d;n/d;717
SP-ITANHAEM;n/d;6906;7541;n/d;n/d;14447
SP-ITAOCA;n/d;215;116;n/d;n/d;331
SP-ITAPECERICA DA SERRA;n/d;12880;10756;n/d;n/d;23636
SP-ITAPETININGA;n/d;22284;16335;n/d;n/d;38619
SP-ITAPEVA;n/d;12941;8182;n/d;n/d;21123
SP-ITAPEVI;n/d;18983;17531;n/d;n/d;36514
SP-ITAPIRA;n/d;14345;10406;n/d;n/d;24751
SP-ITAPIRAPUA PAULISTA;n/d;442;231;n/d;n/d;673
SP-ITAPOLIS;n/d;6018;4093;n/d;n/d;10111
SP-ITAPORANGA;n/d;1156;1039;n/d;n/d;2195
SP-ITAPUI;n/d;2778;2130;n/d;n/d;4908
SP-ITAPURA;n/d;337;348;n/d;n/d;685
SP-ITAQUAQUECETUBA;n/d;28995;19054;n/d;n/d;48049
SP-ITARARE;n/d;4812;3466;n/d;n/d;8278
SP-ITARIRI;n/d;1050;651;n/d;n/d;1701
SP-ITATIBA;n/d;20616;14747;n/d;n/d;35363
SP-ITATINGA;n/d;1861;1401;n/d;n/d;3262
SP-ITIRAPINA;n/d;4062;3406;n/d;n/d;7468
SP-ITIRAPUA;n/d;430;246;n/d;n/d;676
SP-ITOBI;n/d;696;431;n/d;n/d;1127
SP-ITU;n/d;30871;24704;n/d;n/d;55575
SP-ITUPEVA;n/d;18243;11030;n/d;n/d;29273
SP-ITUVERAVA;n/d;3600;3869;n/d;n/d;7469
SP-JABORANDI;n/d;455;380;n/d;n/d;835
SP-JABOTICABAL;n/d;13845;8692;n/d;n/d;22537
SP-JACAREI;n/d;28764;21752;n/d;n/d;50516
SP-JACI;n/d;1826;1317;n/d;n/d;3143
SP-JACUPIRANGA;n/d;2269;1119;n/d;n/d;3388
SP-JAGUARIUNA;n/d;20153;16284;n/d;n/d;36437
SP-JALES;n/d;6567;5349;n/d;n/d;11916
SP-JAMBEIRO;n/d;2712;920;n/d;n/d;3632
SP-JANDIRA;n/d;11929;8991;n/d;n/d;20920
SP-JARDINOPOLIS;n/d;5578;3800;n/d;n/d;9378
SP-JARINU;n/d;4860;3917;n/d;n/d;8777
SP-JAU;n/d;21047;17413;n/d;n/d;38460
SP-JERIQUARA;n/d;374;296;n/d;n/d;670
SP-JOANOPOLIS;n/d;1158;879;n/d;n/d;2037
SP-JOAO RAMALHO;n/d;227;186;n/d;n/d;413
SP-JOSE BONIFACIO;n/d;5656;3740;n/d;n/d;9396
SP-JULIO MESQUITA;n/d;232;252;n/d;n/d;484
SP-JUMIRIM;n/d;1048;488;n/d;n/d;1536
SP-JUNDIAI;n/d;97050;80340;n/d;n/d;177390
SP-JUNQUEIROPOLIS;n/d;4004;1892;n/d;n/d;5896
SP-JUQUIA;n/d;1112;982;n/d;n/d;2094
SP-JUQUITIBA;n/d;2204;2330;n/d;n/d;4534
SP-LAGOINHA;n/d;401;253;n/d;n/d;654
SP-LARANJAL PAULISTA;n/d;5539;4237;n/d;n/d;9776
SP-LAVINIA;n/d;379;283;n/d;n/d;662
SP-LAVRINHAS;n/d;487;373;n/d;n/d;860
SP-LEME;n/d;14349;10643;n/d;n/d;24992
SP-LENCOIS PAULISTA;n/d;16921;8851;n/d;n/d;25772
SP-LIMEIRA;n/d;49240;38035;n/d;n/d;87275
SP-LINDOIA;n/d;1172;779;n/d;n/d;1951
SP-LINS;n/d;15420;10215;n/d;n/d;25635
SP-LORENA;n/d;10324;7773;n/d;n/d;18097
SP-LOURDES;n/d;110;152;n/d;n/d;262
SP-LOUVEIRA;n/d;10204;7916;n/d;n/d;18120
SP-LUCELIA;n/d;3548;6885;n/d;n/d;10433
SP-LUCIANOPOLIS;n/d;435;270;n/d;n/d;705
SP-LUIS ANTONIO;n/d;4652;1677;n/d;n/d;6329
SP-LUIZIANIA;n/d;304;274;n/d;n/d;578
SP-LUPERCIO;n/d;388;204;n/d;n/d;592
SP-LUTECIA;n/d;238;189;n/d;n/d;427
SP-MACATUBA;n/d;2346;1684;n/d;n/d;4030
SP-MACAUBAL;n/d;1020;633;n/d;n/d;1653
SP-MACEDONIA;n/d;328;182;n/d;n/d;510
SP-MAGDA;n/d;398;240;n/d;n/d;638
SP-MAIRINQUE;n/d;5282;6094;n/d;n/d;11376
SP-MAIRIPORA;n/d;9453;6359;n/d;n/d;15812
SP-MANDURI;n/d;1272;753;n/d;n/d;2025
SP-MARABA PAULISTA;n/d;374;199;n/d;n/d;573
SP-MARACAI;n/d;1628;966;n/d;n/d;2594
SP-MARAPOAMA;n/d;1355;406;n/d;n/d;1761
SP-MARIAPOLIS;n/d;170;163;n/d;n/d;333
SP-MARILIA;n/d;36345;34527;n/d;n/d;70872
SP-MARINOPOLIS;n/d;168;120;n/d;n/d;288
SP-MARTINOPOLIS;n/d;1555;1488;n/d;n/d;3043
SP-MATAO;n/d;20550;11245;n/d;n/d;31795
SP-MAUA;n/d;40641;27762;n/d;n/d;68403
SP-MENDONCA;n/d;1774;616;n/d;n/d;2390
SP-MERIDIANO;n/d;1589;346;n/d;n/d;1935
SP-MESOPOLIS;n/d;123;130;n/d;n/d;253
SP-MIGUELOPOLIS;n/d;1373;1403;n/d;n/d;2776
SP-MINEIROS DO TIETE;n/d;920;634;n/d;n/d;1554
SP-MIRACATU;n/d;1713;1153;n/d;n/d;2866
SP-MIRA ESTRELA;n/d;244;194;n/d;n/d;438
SP-MIRANDOPOLIS;n/d;2105;1688;n/d;n/d;3793
SP-MIRANTE DO PARANAPANEMA;n/d;2636;987;n/d;n/d;3623
SP-MIRASSOL;n/d;10072;6175;n/d;n/d;16247
SP-MIRASSOLANDIA;n/d;640;402;n/d;n/d;1042
SP-MOCOCA;n/d;11549;6100;n/d;n/d;17649
SP-MOGI DAS CRUZES;n/d;56955;46135;n/d;n/d;103090
SP-MOGI GUACU;n/d;24780;16713;n/d;n/d;41493
SP-MOGI MIRIM;n/d;17567;12657;n/d;n/d;30224
SP-MOMBUCA;n/d;411;341;n/d;n/d;752
SP-MONCOES;n/d;439;199;n/d;n/d;638
SP-MONGAGUA;n/d;3759;3277;n/d;n/d;7036
SP-MONTE ALEGRE DO SUL;n/d;800;586;n/d;n/d;1386
SP-MONTE ALTO;n/d;7761;5878;n/d;n/d;13639
SP-MONTE APRAZIVEL;n/d;2506;1655;n/d;n/d;4161
SP-MONTE AZUL PAULISTA;n/d;3647;1942;n/d;n/d;5589
SP-MONTE CASTELO;n/d;224;264;n/d;n/d;488
SP-MONTEIRO LOBATO;n/d;343;284;n/d;n/d;627
SP-MONTE MOR;n/d;8874;5382;n/d;n/d;14256
SP-MORRO AGUDO;n/d;5093;2345;n/d;n/d;7438
SP-MORUNGABA;n/d;2166;2547;n/d;n/d;4713
SP-MOTUCA;n/d;414;353;n/d;n/d;767
SP-MURUTINGA DO SUL;n/d;222;216;n/d;n/d;438
SP-NANTES;n/d;273;183;n/d;n/d;456
SP-NARANDIBA;n/d;2693;833;n/d;n/d;3526
SP-NATIVIDADE DA SERRA;n/d;462;262;n/d;n/d;724
SP-NAZARE PAULISTA;n/d;1820;1208;n/d;n/d;3028
SP-NEVES PAULISTA;n/d;946;685;n/d;n/d;1631
SP-NHANDEARA;n/d;884;805;n/d;n/d;1689
SP-NIPOA;n/d;250;245;n/d;n/d;495
SP-NOVA ALIANCA;n/d;974;695;n/d;n/d;1669
SP-NOVA CAMPINA;n/d;1486;539;n/d;n/d;2025
SP-NOVA CANAA PAULISTA;n/d;110;101;n/d;n/d;211
SP-NOVA CASTILHO;n/d;51;20;n/d;n/d;71
SP-NOVA EUROPA;n/d;2728;818;n/d;n/d;3546
SP-NOVA GRANADA;n/d;1614;1289;n/d;n/d;2903
SP-NOVA GUATAPORANGA;n/d;117;112;n/d;n/d;229
SP-NOVA INDEPENDENCIA;n/d;1361;324;n/d;n/d;1685
SP-NOVAIS;n/d;158;223;n/d;n/d;381
SP-NOVA LUZITANIA;n/d;118;131;n/d;n/d;249
SP-NOVA ODESSA;n/d;13528;7867;n/d;n/d;21395
SP-NOVO HORIZONTE;n/d;6067;3482;n/d;n/d;9549
SP-NUPORANGA;n/d;1588;1863;n/d;n/d;3451
SP-OCAUCU;n/d;589;325;n/d;n/d;914
SP-OLEO;n/d;205;117;n/d;n/d;322
SP-OLIMPIA;n/d;9941;6994;n/d;n/d;16935
SP-ONDA VERDE;n/d;1723;642;n/d;n/d;2365
SP-ORIENTE;n/d;546;348;n/d;n/d;894
SP-ORINDIUVA;n/d;2476;701;n/d;n/d;3177
SP-ORLANDIA;n/d;8805;4195;n/d;n/d;13000
SP-OSASCO;n/d;100029;82500;n/d;n/d;182529
SP-OSCAR BRESSANE;n/d;250;192;n/d;n/d;442
SP-OSVALDO CRUZ;n/d;4082;3609;n/d;n/d;7691
SP-OURINHOS;n/d;16087;12096;n/d;n/d;28183
SP-OUROESTE;n/d;1680;793;n/d;n/d;2473
SP-OURO VERDE;n/d;304;312;n/d;n/d;616
SP-PACAEMBU;n/d;732;641;n/d;n/d;1373
SP-PALESTINA;n/d;1878;819;n/d;n/d;2697
SP-PALMARES PAULISTA;n/d;281;469;n/d;n/d;750
SP-PALMEIRA D OESTE;n/d;647;498;n/d;n/d;1145
SP-PALMITAL;n/d;2616;1662;n/d;n/d;4278
SP-PANORAMA;n/d;1816;1070;n/d;n/d;2886
SP-PARAGUACU PAULISTA;n/d;6950;3613;n/d;n/d;10563
SP-PARAIBUNA;n/d;1519;1138;n/d;n/d;2657
SP-PARAISO;n/d;1372;438;n/d;n/d;1810
SP-PARANAPANEMA;n/d;3104;2117;n/d;n/d;5221
SP-PARANAPUA;n/d;424;300;n/d;n/d;724
SP-PARAPUA;n/d;2101;860;n/d;n/d;2961
SP-PARDINHO;n/d;1018;965;n/d;n/d;1983
SP-PARIQUERA-ACU;n/d;2313;2128;n/d;n/d;4441
SP-PARISI;n/d;187;144;n/d;n/d;331
SP-PATROCINIO PAULISTA;n/d;3343;1254;n/d;n/d;4597
SP-PAULICEIA;n/d;1535;580;n/d;n/d;2115
SP-PAULINIA;n/d;30657;15392;n/d;n/d;46049
SP-PAULISTANIA;n/d;207;123;n/d;n/d;330
SP-PAULO DE FARIA;n/d;555;422;n/d;n/d;977
SP-PEDERNEIRAS;n/d;9285;4882;n/d;n/d;14167
SP-PEDRA BELA;n/d;486;441;n/d;n/d;927
SP-PEDRANOPOLIS;n/d;252;156;n/d;n/d;408
SP-PEDREGULHO;n/d;1980;1349;n/d;n/d;3329
SP-PEDREIRA;n/d;7285;6569;n/d;n/d;13854
SP-PEDRINHAS PAULISTA;n/d;476;283;n/d;n/d;759
SP-PEDRO DE TOLEDO;n/d;477;447;n/d;n/d;924
SP-PENAPOLIS;n/d;8327;7203;n/d;n/d;15530
SP-PEREIRA BARRETO;n/d;3562;2050;n/d;n/d;5612
SP-PEREIRAS;n/d;1399;1000;n/d;n/d;2399
SP-PERUIBE;n/d;5293;4697;n/d;n/d;9990
SP-PIACATU;n/d;430;493;n/d;n/d;923
SP-PIEDADE;n/d;4858;3719;n/d;n/d;8577
SP-PILAR DO SUL;n/d;3851;2288;n/d;n/d;6139
SP-PINDAMONHANGABA;n/d;19939;12704;n/d;n/d;32643
SP-PINDORAMA;n/d;1571;955;n/d;n/d;2526
SP-PINHALZINHO;n/d;1067;1138;n/d;n/d;2205
SP-PIQUEROBI;n/d;337;228;n/d;n/d;565
SP-PIQUETE;n/d;1221;489;n/d;n/d;1710
SP-PIRACAIA;n/d;2307;2370;n/d;n/d;4677
SP-PIRACICABA;n/d;76306;51818;n/d;n/d;128124
SP-PIRAJU;n/d;3914;2677;n/d;n/d;6591
