Coluna;Sexo Trabalhador
Município-São Paulo;Não Informado;Masculino;Feminino;Ignorado;{ñ class};Total
SP-BENTO DE ABREU;n/d;700;228;n/d;n/d;928
SP-BERNARDINO DE CAMPOS;n/d;1427;1031;n/d;n/d;2458
SP-BERTIOGA;n/d;8273;5113;n/d;n/d;13386
SP-BILAC;n/d;995;494;n/d;n/d;1489
SP-BIRIGUI;n/d;14836;14018;n/d;n/d;28854
SP-BIRITIBA-MIRIM;n/d;1904;1493;n/d;n/d;3397
SP-BOA ESPERANCA DO SUL;n/d;1601;1073;n/d;n/d;2674
SP-BOCAINA;n/d;2090;1127;n/d;n/d;3217
SP-BOFETE;n/d;1534;640;n/d;n/d;2174
SP-BOITUVA;n/d;12478;8197;n/d;n/d;20675
SP-BOM JESUS DOS PERDOES;n/d;3499;1966;n/d;n/d;5465
SP-BOM SUCESSO DE ITARARE;n/d;350;184;n/d;n/d;534
SP-BORA;n/d;702;186;n/d;n/d;888
SP-BORACEIA;n/d;1015;438;n/d;n/d;1453
SP-BORBOREMA;n/d;1593;1251;n/d;n/d;2844
SP-BOREBI;n/d;369;334;n/d;n/d;703
SP-BOTUCATU;n/d;23410;17506;n/d;n/d;40916
SP-BRAGANCA PAULISTA;n/d;23678;21376;n/d;n/d;45054
SP-BRAUNA;n/d;294;200;n/d;n/d;494
SP-BREJO ALEGRE;n/d;297;148;n/d;n/d;445
SP-BRODOWSKI;n/d;2924;2366;n/d;n/d;5290
SP-BROTAS;n/d;4189;2597;n/d;n/d;6786
SP-BURI;n/d;3238;1637;n/d;n/d;4875
SP-BURITAMA;n/d;2461;1158;n/d;n/d;3619
SP-BURITIZAL;n/d;1340;315;n/d;n/d;1655
SP-CABRALIA PAULISTA;n/d;568;302;n/d;n/d;870
SP-CABREUVA;n/d;9186;5739;n/d;n/d;14925
SP-CACAPAVA;n/d;13306;7926;n/d;n/d;21232
SP-CACHOEIRA PAULISTA;n/d;2509;2402;n/d;n/d;4911
SP-CACONDE;n/d;1178;892;n/d;n/d;2070
SP-CAFELANDIA;n/d;2241;1493;n/d;n/d;3734
SP-CAIABU;n/d;129;220;n/d;n/d;349
SP-CAIEIRAS;n/d;14292;7554;n/d;n/d;21846
SP-CAIUA;n/d;307;234;n/d;n/d;541
SP-CAJAMAR;n/d;31287;20866;n/d;n/d;52153
SP-CAJATI;n/d;4628;1800;n/d;n/d;6428
SP-CAJOBI;n/d;825;672;n/d;n/d;1497
SP-CAJURU;n/d;2901;2123;n/d;n/d;5024
SP-CAMPINA DO MONTE ALEGRE;n/d;429;314;n/d;n/d;743
SP-CAMPINAS;n/d;207616;182721;n/d;n/d;390337
SP-CAMPO LIMPO PAULISTA;n/d;7299;4679;n/d;n/d;11978
SP-CAMPOS DO JORDAO;n/d;6259;5918;n/d;n/d;12177
SP-CAMPOS NOVOS PAULISTA;n/d;477;258;n/d;n/d;735
SP-CANANEIA;n/d;802;683;n/d;n/d;1485
SP-CANAS;n/d;601;303;n/d;n/d;904
SP-CANDIDO MOTA;n/d;3925;1974;n/d;n/d;5899
SP-CANDIDO RODRIGUES;n/d;533;320;n/d;n/d;853
SP-CANITAR;n/d;262;223;n/d;n/d;485
SP-CAPAO BONITO;n/d;4924;3255;n/d;n/d;8179
SP-CAPELA DO ALTO;n/d;2582;1395;n/d;n/d;3977
SP-CAPIVARI;n/d;8243;6361;n/d;n/d;14604
SP-CARAGUATATUBA;n/d;13434;12285;n/d;n/d;25719
SP-CARAPICUIBA;n/d;20042;14133;n/d;n/d;34175
SP-CARDOSO;n/d;782;605;n/d;n/d;1387
SP-CASA BRANCA;n/d;3994;2805;n/d;n/d;6799
SP-CASSIA DOS COQUEIROS;n/d;258;241;n/d;n/d;499
SP-CASTILHO;n/d;1965;1099;n/d;n/d;3064
SP-CATANDUVA;n/d;22253;17651;n/d;n/d;39904
SP-CATIGUA;n/d;325;348;n/d;n/d;673
SP-CEDRAL;n/d;2237;2456;n/d;n/d;4693
SP-CERQUEIRA CESAR;n/d;2843;1816;n/d;n/d;4659
SP-CERQUILHO;n/d;7330;5339;n/d;n/d;12669
SP-CESARIO LANGE;n/d;2218;1389;n/d;n/d;3607
SP-CHARQUEADA;n/d;1311;972;n/d;n/d;2283
SP-CLEMENTINA;n/d;514;371;n/d;n/d;885
SP-COLINA;n/d;3772;2136;n/d;n/d;5908
SP-COLOMBIA;n/d;2783;952;n/d;n/d;3735
SP-CONCHAL;n/d;3394;2676;n/d;n/d;6070
SP-CONCHAS;n/d;1741;1401;n/d;n/d;3142
SP-CORDEIROPOLIS;n/d;6956;3402;n/d;n/d;10358
SP-COROADOS;n/d;738;334;n/d;n/d;1072
SP-CORONEL MACEDO;n/d;587;272;n/d;n/d;859
SP-CORUMBATAI;n/d;812;356;n/d;n/d;1168
SP-COSMOPOLIS;n/d;5806;4183;n/d;n/d;9989
SP-COSMORAMA;n/d;2003;572;n/d;n/d;2575
SP-COTIA;n/d;42099;33928;n/d;n/d;76027
SP-CRAVINHOS;n/d;5911;3716;n/d;n/d;9627
SP-CRISTAIS PAULISTA;n/d;999;537;n/d;n/d;1536
SP-CRUZALIA;n/d;198;178;n/d;n/d;376
SP-CRUZEIRO;n/d;11046;6293;n/d;n/d;17339
SP-CUBATAO;n/d;19109;8149;n/d;n/d;27258
SP-CUNHA;n/d;1327;875;n/d;n/d;2202
SP-DESCALVADO;n/d;6661;3380;n/d;n/d;10041
SP-DIADEMA;n/d;51584;32159;n/d;n/d;83743
SP-DIRCE REIS;n/d;207;87;n/d;n/d;294
SP-DIVINOLANDIA;n/d;1055;1181;n/d;n/d;2236
SP-DOBRADA;n/d;413;309;n/d;n/d;722
SP-DOIS CORREGOS;n/d;2969;2201;n/d;n/d;5170
SP-DOLCINOPOLIS;n/d;123;134;n/d;n/d;257
SP-DOURADO;n/d;1908;1101;n/d;n/d;3009
SP-DRACENA;n/d;7138;5462;n/d;n/d;12600
SP-DUARTINA;n/d;1261;933;n/d;n/d;2194
SP-DUMONT;n/d;1181;881;n/d;n/d;2062
SP-ECHAPORA;n/d;529;348;n/d;n/d;877
SP-ELDORADO;n/d;1509;711;n/d;n/d;2220
SP-ELIAS FAUSTO;n/d;3917;1675;n/d;n/d;5592
SP-ELISIARIO;n/d;335;203;n/d;n/d;538
SP-EMBAUBA;n/d;163;153;n/d;n/d;316
SP-EMBU DAS ARTES;n/d;26164;16926;n/d;n/d;43090
SP-EMBU-GUACU;n/d;4739;3415;n/d;n/d;8154
SP-EMILIANOPOLIS;n/d;188;175;n/d;n/d;363
SP-ENGENHEIRO COELHO;n/d;2756;1758;n/d;n/d;4514
SP-ESPIRITO SANTO DO PINHAL;n/d;6855;5410;n/d;n/d;12265
SP-ESPIRITO SANTO DO TURVO;n/d;304;278;n/d;n/d;582
SP-ESTRELA D OESTE;n/d;2062;1377;n/d;n/d;3439
SP-ESTRELA DO NORTE;n/d;150;185;n/d;n/d;335
SP-EUCLIDES DA CUNHA PAULISTA;n/d;321;372;n/d;n/d;693
SP-FARTURA;n/d;2000;1761;n/d;n/d;3761
SP-FERNANDOPOLIS;n/d;9427;6995;n/d;n/d;16422
SP-FERNANDO PRESTES;n/d;742;676;n/d;n/d;1418
SP-FERNAO;n/d;202;139;n/d;n/d;341
SP-FERRAZ DE VASCONCELOS;n/d;11671;7840;n/d;n/d;19511
SP-FLORA RICA;n/d;119;114;n/d;n/d;233
SP-FLOREAL;n/d;251;184;n/d;n/d;435
SP-FLORIDA PAULISTA;n/d;753;586;n/d;n/d;1339
SP-FLORINIA;n/d;286;188;n/d;n/d;474
SP-FRANCA;n/d;42022;38456;n/d;n/d;80478
SP-FRANCISCO MORATO;n/d;4124;5694;n/d;n/d;9818
SP-FRANCO DA ROCHA;n/d;8677;8667;n/d;n/d;17344
SP-GABRIEL MONTEIRO;n/d;375;552;n/d;n/d;927
SP-GALIA;n/d;880;507;n/d;n/d;1387
SP-GARCA;n/d;6068;4266;n/d;n/d;10334
SP-GASTAO VIDIGAL;n/d;265;153;n/d;n/d;418
SP-GAVIAO PEIXOTO;n/d;2976;797;n/d;n/d;3773
SP-GENERAL SALGADO;n/d;852;623;n/d;n/d;1475
SP-GETULINA;n/d;702;462;n/d;n/d;1164
SP-GLICERIO;n/d;530;317;n/d;n/d;847
SP-GUAICARA;n/d;877;653;n/d;n/d;1530
SP-GUAIMBE;n/d;381;242;n/d;n/d;623
SP-GUAIRA;n/d;11102;3915;n/d;n/d;15017
SP-GUAPIACU;n/d;3029;2038;n/d;n/d;5067
SP-GUAPIARA;n/d;1254;705;n/d;n/d;1959
SP-GUARA;n/d;1606;1313;n/d;n/d;2919
SP-GUARACAI;n/d;667;553;n/d;n/d;1220
SP-GUARACI;n/d;1750;820;n/d;n/d;2570
SP-GUARANI D OESTE;n/d;157;158;n/d;n/d;315
SP-GUARANTA;n/d;642;473;n/d;n/d;1115
SP-GUARARAPES;n/d;4297;2497;n/d;n/d;6794
SP-GUARAREMA;n/d;4257;3042;n/d;n/d;7299
SP-GUARATINGUETA;n/d;17697;11785;n/d;n/d;29482
SP-GUAREI;n/d;1515;976;n/d;n/d;2491
SP-GUARIBA;n/d;4616;2698;n/d;n/d;7314
SP-GUARUJA;n/d;26389;19547;n/d;n/d;45936
SP-GUARULHOS;n/d;199000;132880;n/d;n/d;331880
SP-GUATAPARA;n/d;800;630;n/d;n/d;1430
SP-GUZOLANDIA;n/d;311;244;n/d;n/d;555
SP-HERCULANDIA;n/d;827;469;n/d;n/d;1296
SP-HOLAMBRA;n/d;5213;4934;n/d;n/d;10147
SP-HORTOLANDIA;n/d;27955;19182;n/d;n/d;47137
SP-IACANGA;n/d;2128;874;n/d;n/d;3002
SP-IACRI;n/d;666;385;n/d;n/d;1051
SP-IARAS;n/d;1139;628;n/d;n/d;1767
SP-IBATE;n/d;4153;2214;n/d;n/d;6367
SP-IBIRA;n/d;1132;881;n/d;n/d;2013
SP-IBIRAREMA;n/d;590;249;n/d;n/d;839
SP-IBITINGA;n/d;8430;7343;n/d;n/d;15773
SP-IBIUNA;n/d;7875;6521;n/d;n/d;14396
SP-ICEM;n/d;532;461;n/d;n/d;993
SP-IEPE;n/d;616;484;n/d;n/d;1100
SP-IGARACU DO TIETE;n/d;1190;1139;n/d;n/d;2329
SP-IGARAPAVA;n/d;3382;2423;n/d;n/d;5805
SP-IGARATA;n/d;872;755;n/d;n/d;1627
SP-IGUAPE;n/d;1437;1374;n/d;n/d;2811
SP-ILHABELA;n/d;4276;4522;n/d;n/d;8798
SP-ILHA COMPRIDA;n/d;714;821;n/d;n/d;1535
SP-ILHA SOLTEIRA;n/d;2531;2475;n/d;n/d;5006
SP-INDAIATUBA;n/d;43865;33504;n/d;n/d;77369
SP-INDIANA;n/d;392;243;n/d;n/d;635
SP-INDIAPORA;n/d;293;266;n/d;n/d;559
SP-INUBIA PAULISTA;n/d;522;407;n/d;n/d;929
SP-IPAUSSU;n/d;2230;1191;n/d;n/d;3421
SP-IPERO;n/d;3840;3052;n/d;n/d;6892
SP-IPEUNA;n/d;1161;766;n/d;n/d;1927
SP-IPIGUA;n/d;573;355;n/d;n/d;928
SP-IPORANGA;n/d;278;206;n/d;n/d;484
SP-IPUA;n/d;1376;1294;n/d;n/d;2670
SP-IRACEMAPOLIS;n/d;4504;2527;n/d;n/d;7031
SP-IRAPUA;n/d;543;456;n/d;n/d;999
SP-IRAPURU;n/d;327;314;n/d;n/d;641
SP-ITABERA;n/d;1806;1025;n/d;n/d;2831
SP-ITAI;n/d;3364;1870;n/d;n/d;5234
SP-ITAJOBI;n/d;2327;1481;n/d;n/d;3808
SP-ITAJU;n/d;365;255;n/d;n/d;620
SP-ITANHAEM;n/d;6557;7079;n/d;n/d;13636
SP-ITAOCA;n/d;223;114;n/d;n/d;337
SP-ITAPECERICA DA SERRA;n/d;12333;9758;n/d;n/d;22091
SP-ITAPETININGA;n/d;22334;14954;n/d;n/d;37288
SP-ITAPEVA;n/d;11966;7726;n/d;n/d;19692
SP-ITAPEVI;n/d;18403;16262;n/d;n/d;34665
SP-ITAPIRA;n/d;13553;9819;n/d;n/d;23372
SP-ITAPIRAPUA PAULISTA;n/d;348;192;n/d;n/d;540
SP-ITAPOLIS;n/d;5569;3904;n/d;n/d;9473
SP-ITAPORANGA;n/d;1129;1070;n/d;n/d;2199
SP-ITAPUI;n/d;2755;2038;n/d;n/d;4793
SP-ITAPURA;n/d;365;420;n/d;n/d;785
SP-ITAQUAQUECETUBA;n/d;26945;18422;n/d;n/d;45367
SP-ITARARE;n/d;4538;3264;n/d;n/d;7802
SP-ITARIRI;n/d;1033;620;n/d;n/d;1653
SP-ITATIBA;n/d;20289;14399;n/d;n/d;34688
SP-ITATINGA;n/d;1759;1354;n/d;n/d;3113
SP-ITIRAPINA;n/d;3310;3087;n/d;n/d;6397
SP-ITIRAPUA;n/d;457;230;n/d;n/d;687
SP-ITOBI;n/d;605;405;n/d;n/d;1010
SP-ITU;n/d;30754;24420;n/d;n/d;55174
SP-ITUPEVA;n/d;18834;11435;n/d;n/d;30269
SP-ITUVERAVA;n/d;3548;3649;n/d;n/d;7197
SP-JABORANDI;n/d;548;396;n/d;n/d;944
SP-JABOTICABAL;n/d;13825;8168;n/d;n/d;21993
SP-JACAREI;n/d;28153;20856;n/d;n/d;49009
SP-JACI;n/d;1728;1288;n/d;n/d;3016
SP-JACUPIRANGA;n/d;2211;1102;n/d;n/d;3313
SP-JAGUARIUNA;n/d;18654;14827;n/d;n/d;33481
SP-JALES;n/d;6536;5181;n/d;n/d;11717
SP-JAMBEIRO;n/d;2420;862;n/d;n/d;3282
SP-JANDIRA;n/d;10774;8491;n/d;n/d;19265
SP-JARDINOPOLIS;n/d;5229;3734;n/d;n/d;8963
SP-JARINU;n/d;4759;3657;n/d;n/d;8416
SP-JAU;n/d;19656;16256;n/d;n/d;35912
SP-JERIQUARA;n/d;486;308;n/d;n/d;794
SP-JOANOPOLIS;n/d;1290;1035;n/d;n/d;2325
SP-JOAO RAMALHO;n/d;278;224;n/d;n/d;502
SP-JOSE BONIFACIO;n/d;5770;3609;n/d;n/d;9379
SP-JULIO MESQUITA;n/d;217;235;n/d;n/d;452
SP-JUMIRIM;n/d;981;465;n/d;n/d;1446
SP-JUNDIAI;n/d;91249;74017;n/d;n/d;165266
SP-JUNQUEIROPOLIS;n/d;3688;1546;n/d;n/d;5234
SP-JUQUIA;n/d;1273;927;n/d;n/d;2200
SP-JUQUITIBA;n/d;2142;2257;n/d;n/d;4399
SP-LAGOINHA;n/d;435;238;n/d;n/d;673
SP-LARANJAL PAULISTA;n/d;5493;4185;n/d;n/d;9678
SP-LAVINIA;n/d;384;278;n/d;n/d;662
SP-LAVRINHAS;n/d;444;311;n/d;n/d;755
SP-LEME;n/d;13619;9767;n/d;n/d;23386
SP-LENCOIS PAULISTA;n/d;18206;8155;n/d;n/d;26361
SP-LIMEIRA;n/d;47029;34589;n/d;n/d;81618
SP-LINDOIA;n/d;1119;693;n/d;n/d;1812
SP-LINS;n/d;15408;10100;n/d;n/d;25508
SP-LORENA;n/d;9783;7441;n/d;n/d;17224
SP-LOURDES;n/d;108;140;n/d;n/d;248
SP-LOUVEIRA;n/d;11502;8238;n/d;n/d;19740
SP-LUCELIA;n/d;3297;6598;n/d;n/d;9895
SP-LUCIANOPOLIS;n/d;462;276;n/d;n/d;738
SP-LUIS ANTONIO;n/d;4659;1562;n/d;n/d;6221
SP-LUIZIANIA;n/d;276;252;n/d;n/d;528
SP-LUPERCIO;n/d;397;201;n/d;n/d;598
SP-LUTECIA;n/d;263;187;n/d;n/d;450
SP-MACATUBA;n/d;2161;1202;n/d;n/d;3363
SP-MACAUBAL;n/d;1026;591;n/d;n/d;1617
SP-MACEDONIA;n/d;306;175;n/d;n/d;481
SP-MAGDA;n/d;391;242;n/d;n/d;633
SP-MAIRINQUE;n/d;4874;5232;n/d;n/d;10106
SP-MAIRIPORA;n/d;8495;5651;n/d;n/d;14146
SP-MANDURI;n/d;942;595;n/d;n/d;1537
SP-MARABA PAULISTA;n/d;385;221;n/d;n/d;606
SP-MARACAI;n/d;1799;959;n/d;n/d;2758
SP-MARAPOAMA;n/d;1311;353;n/d;n/d;1664
SP-MARIAPOLIS;n/d;162;158;n/d;n/d;320
SP-MARILIA;n/d;36531;34395;n/d;n/d;70926
SP-MARINOPOLIS;n/d;156;117;n/d;n/d;273
SP-MARTINOPOLIS;n/d;1591;1487;n/d;n/d;3078
SP-MATAO;n/d;20539;11349;n/d;n/d;31888
SP-MAUA;n/d;38972;25547;n/d;n/d;64519
SP-MENDONCA;n/d;1837;593;n/d;n/d;2430
SP-MERIDIANO;n/d;1699;351;n/d;n/d;2050
SP-MESOPOLIS;n/d;119;128;n/d;n/d;247
SP-MIGUELOPOLIS;n/d;1229;1552;n/d;n/d;2781
SP-MINEIROS DO TIETE;n/d;896;620;n/d;n/d;1516
SP-MIRACATU;n/d;1641;1164;n/d;n/d;2805
SP-MIRA ESTRELA;n/d;236;197;n/d;n/d;433
SP-MIRANDOPOLIS;n/d;2087;1664;n/d;n/d;3751
SP-MIRANTE DO PARANAPANEMA;n/d;2573;904;n/d;n/d;3477
SP-MIRASSOL;n/d;9517;5816;n/d;n/d;15333
SP-MIRASSOLANDIA;n/d;533;257;n/d;n/d;790
SP-MOCOCA;n/d;11029;5881;n/d;n/d;16910
SP-MOGI DAS CRUZES;n/d;56680;44104;n/d;n/d;100784
SP-MOGI GUACU;n/d;22802;15558;n/d;n/d;38360
SP-MOGI MIRIM;n/d;16692;12412;n/d;n/d;29104
SP-MOMBUCA;n/d;401;302;n/d;n/d;703
SP-MONCOES;n/d;535;205;n/d;n/d;740
SP-MONGAGUA;n/d;3423;3218;n/d;n/d;6641
SP-MONTE ALEGRE DO SUL;n/d;816;620;n/d;n/d;1436
SP-MONTE ALTO;n/d;7710;5888;n/d;n/d;13598
SP-MONTE APRAZIVEL;n/d;2618;1609;n/d;n/d;4227
SP-MONTE AZUL PAULISTA;n/d;3429;1800;n/d;n/d;5229
SP-MONTE CASTELO;n/d;257;260;n/d;n/d;517
SP-MONTEIRO LOBATO;n/d;350;259;n/d;n/d;609
SP-MONTE MOR;n/d;8312;5762;n/d;n/d;14074
SP-MORRO AGUDO;n/d;5179;2311;n/d;n/d;7490
SP-MORUNGABA;n/d;2128;2311;n/d;n/d;4439
SP-MOTUCA;n/d;406;324;n/d;n/d;730
SP-MURUTINGA DO SUL;n/d;223;212;n/d;n/d;435
SP-NANTES;n/d;262;181;n/d;n/d;443
SP-NARANDIBA;n/d;752;396;n/d;n/d;1148
SP-NATIVIDADE DA SERRA;n/d;427;233;n/d;n/d;660
SP-NAZARE PAULISTA;n/d;1651;1070;n/d;n/d;2721
SP-NEVES PAULISTA;n/d;901;649;n/d;n/d;1550
SP-NHANDEARA;n/d;863;802;n/d;n/d;1665
SP-NIPOA;n/d;263;277;n/d;n/d;540
SP-NOVA ALIANCA;n/d;781;666;n/d;n/d;1447
SP-NOVA CAMPINA;n/d;1519;474;n/d;n/d;1993
SP-NOVA CANAA PAULISTA;n/d;112;100;n/d;n/d;212
SP-NOVA CASTILHO;n/d;126;83;n/d;n/d;209
SP-NOVA EUROPA;n/d;2716;792;n/d;n/d;3508
SP-NOVA GRANADA;n/d;1537;1268;n/d;n/d;2805
SP-NOVA GUATAPORANGA;n/d;119;113;n/d;n/d;232
SP-NOVA INDEPENDENCIA;n/d;1270;314;n/d;n/d;1584
SP-NOVAIS;n/d;237;248;n/d;n/d;485
SP-NOVA LUZITANIA;n/d;129;138;n/d;n/d;267
SP-NOVA ODESSA;n/d;12634;7392;n/d;n/d;20026
SP-NOVO HORIZONTE;n/d;6311;3441;n/d;n/d;9752
SP-NUPORANGA;n/d;1500;1724;n/d;n/d;3224
SP-OCAUCU;n/d;467;268;n/d;n/d;735
SP-OLEO;n/d;193;121;n/d;n/d;314
SP-OLIMPIA;n/d;9578;6535;n/d;n/d;16113
SP-ONDA VERDE;n/d;1802;594;n/d;n/d;2396
SP-ORIENTE;n/d;510;316;n/d;n/d;826
SP-ORINDIUVA;n/d;2424;662;n/d;n/d;3086
SP-ORLANDIA;n/d;8466;3789;n/d;n/d;12255
SP-OSASCO;n/d;87967;72492;n/d;n/d;160459
SP-OSCAR BRESSANE;n/d;224;200;n/d;n/d;424
SP-OSVALDO CRUZ;n/d;4052;3463;n/d;n/d;7515
SP-OURINHOS;n/d;14998;9511;n/d;n/d;24509
SP-OUROESTE;n/d;1987;852;n/d;n/d;2839
SP-OURO VERDE;n/d;394;349;n/d;n/d;743
SP-PACAEMBU;n/d;742;660;n/d;n/d;1402
SP-PALESTINA;n/d;1797;753;n/d;n/d;2550
SP-PALMARES PAULISTA;n/d;292;461;n/d;n/d;753
SP-PALMEIRA D OESTE;n/d;643;501;n/d;n/d;1144
SP-PALMITAL;n/d;2559;1532;n/d;n/d;4091
SP-PANORAMA;n/d;1720;1019;n/d;n/d;2739
SP-PARAGUACU PAULISTA;n/d;8820;3964;n/d;n/d;12784
SP-PARAIBUNA;n/d;1502;1190;n/d;n/d;2692
SP-PARAISO;n/d;1461;477;n/d;n/d;1938
SP-PARANAPANEMA;n/d;2925;2018;n/d;n/d;4943
SP-PARANAPUA;n/d;436;301;n/d;n/d;737
SP-PARAPUA;n/d;2138;803;n/d;n/d;2941
SP-PARDINHO;n/d;1082;957;n/d;n/d;2039
SP-PARIQUERA-ACU;n/d;2260;2045;n/d;n/d;4305
SP-PARISI;n/d;174;132;n/d;n/d;306
SP-PATROCINIO PAULISTA;n/d;3093;1170;n/d;n/d;4263
SP-PAULICEIA;n/d;1488;542;n/d;n/d;2030
SP-PAULINIA;n/d;29141;14624;n/d;n/d;43765
SP-PAULISTANIA;n/d;220;134;n/d;n/d;354
SP-PAULO DE FARIA;n/d;565;445;n/d;n/d;1010
SP-PEDERNEIRAS;n/d;8529;4501;n/d;n/d;13030
SP-PEDRA BELA;n/d;482;415;n/d;n/d;897
SP-PEDRANOPOLIS;n/d;256;161;n/d;n/d;417
SP-PEDREGULHO;n/d;1982;1273;n/d;n/d;3255
SP-PEDREIRA;n/d;7183;6300;n/d;n/d;13483
SP-PEDRINHAS PAULISTA;n/d;377;263;n/d;n/d;640
SP-PEDRO DE TOLEDO;n/d;468;430;n/d;n/d;898
SP-PENAPOLIS;n/d;7898;6347;n/d;n/d;14245
SP-PEREIRA BARRETO;n/d;3277;1905;n/d;n/d;5182
SP-PEREIRAS;n/d;1490;1046;n/d;n/d;2536
SP-PERUIBE;n/d;5008;4345;n/d;n/d;9353
SP-PIACATU;n/d;437;567;n/d;n/d;1004
SP-PIEDADE;n/d;4508;3398;n/d;n/d;7906
SP-PILAR DO SUL;n/d;3678;2085;n/d;n/d;5763
SP-PINDAMONHANGABA;n/d;19462;11841;n/d;n/d;31303
SP-PINDORAMA;n/d;1505;959;n/d;n/d;2464
SP-PINHALZINHO;n/d;1029;1066;n/d;n/d;2095
SP-PIQUEROBI;n/d;320;231;n/d;n/d;551
SP-PIQUETE;n/d;1163;439;n/d;n/d;1602
SP-PIRACAIA;n/d;2328;2276;n/d;n/d;4604
SP-PIRACICABA;n/d;71861;48903;n/d;n/d;120764
SP-PIRAJU;n/d;3349;2481;n/d;n/d;5830
SP-PIRAJUI;n/d;2302;1458;n/d;n/d;3760
