Coluna;Sexo Trabalhador
Município-São Paulo;Não Informado;Masculino;Feminino;Ignorado;{ñ class};Total
SP-AVANHANDAVA;n/d;660;305;n/d;n/d;965
SP-AVARE;n/d;7606;5490;n/d;n/d;13096
SP-BADY BASSITT;n/d;1007;517;n/d;n/d;1524
SP-BALBINOS;n/d;204;91;n/d;n/d;295
SP-BALSAMO;n/d;610;203;n/d;n/d;813
SP-BANANAL;n/d;890;296;n/d;n/d;1186
SP-BARAO DE ANTONINA;n/d;565;464;n/d;n/d;1029
SP-BARBOSA;n/d;420;204;n/d;n/d;624
SP-BARIRI;n/d;3448;1632;n/d;n/d;5080
SP-BARRA BONITA;n/d;7888;2965;n/d;n/d;10853
SP-BARRA DO CHAPEU;n/d;245;129;n/d;n/d;374
SP-BARRA DO TURVO;n/d;199;135;n/d;n/d;334
SP-BARRETOS;n/d;12100;8063;n/d;n/d;20163
SP-BARRINHA;n/d;1445;630;n/d;n/d;2075
SP-BARUERI;n/d;86786;58669;n/d;n/d;145455
SP-BASTOS;n/d;3030;2052;n/d;n/d;5082
SP-BATATAIS;n/d;7399;3334;n/d;n/d;10733
SP-BAURU;n/d;40342;26454;n/d;n/d;66796
SP-BEBEDOURO;n/d;12688;6184;n/d;n/d;18872
SP-BENTO DE ABREU;n/d;741;203;n/d;n/d;944
SP-BERNARDINO DE CAMPOS;n/d;1018;611;n/d;n/d;1629
SP-BERTIOGA;n/d;4257;2191;n/d;n/d;6448
SP-BILAC;n/d;693;464;n/d;n/d;1157
SP-BIRIGUI;n/d;15522;12476;n/d;n/d;27998
SP-BIRITIBA-MIRIM;n/d;1391;495;n/d;n/d;1886
SP-BOA ESPERANCA DO SUL;n/d;1882;755;n/d;n/d;2637
SP-BOCAINA;n/d;2540;733;n/d;n/d;3273
SP-BOFETE;n/d;626;248;n/d;n/d;874
SP-BOITUVA;n/d;7664;3846;n/d;n/d;11510
SP-BOM JESUS DOS PERDOES;n/d;1836;842;n/d;n/d;2678
SP-BOM SUCESSO DE ITARARE;n/d;310;84;n/d;n/d;394
SP-BORA;n/d;319;48;n/d;n/d;367
SP-BORACEIA;n/d;632;347;n/d;n/d;979
SP-BORBOREMA;n/d;1490;662;n/d;n/d;2152
SP-BOREBI;n/d;204;106;n/d;n/d;310
SP-BOTUCATU;n/d;17531;9209;n/d;n/d;26740
SP-BRAGANCA PAULISTA;n/d;14517;10551;n/d;n/d;25068
SP-BRAUNA;n/d;526;117;n/d;n/d;643
SP-BREJO ALEGRE;n/d;128;71;n/d;n/d;199
SP-BRODOWSKI;n/d;1372;1204;n/d;n/d;2576
SP-BROTAS;n/d;3127;1411;n/d;n/d;4538
SP-BURI;n/d;1742;646;n/d;n/d;2388
SP-BURITAMA;n/d;895;525;n/d;n/d;1420
SP-BURITIZAL;n/d;730;137;n/d;n/d;867
SP-CABRALIA PAULISTA;n/d;448;156;n/d;n/d;604
SP-CABREUVA;n/d;4622;2291;n/d;n/d;6913
SP-CACAPAVA;n/d;8449;3967;n/d;n/d;12416
SP-CACHOEIRA PAULISTA;n/d;1748;1157;n/d;n/d;2905
SP-CACONDE;n/d;1171;523;n/d;n/d;1694
SP-CAFELANDIA;n/d;1469;584;n/d;n/d;2053
SP-CAIABU;n/d;162;128;n/d;n/d;290
SP-CAIEIRAS;n/d;7570;2903;n/d;n/d;10473
SP-CAIUA;n/d;682;168;n/d;n/d;850
SP-CAJAMAR;n/d;24375;19101;n/d;n/d;43476
SP-CAJATI;n/d;2867;943;n/d;n/d;3810
SP-CAJOBI;n/d;974;526;n/d;n/d;1500
SP-CAJURU;n/d;1864;919;n/d;n/d;2783
SP-CAMPINA DO MONTE ALEGRE;n/d;1146;918;n/d;n/d;2064
SP-CAMPINAS;n/d;153851;103966;n/d;n/d;257817
SP-CAMPO LIMPO PAULISTA;n/d;6701;2332;n/d;n/d;9033
SP-CAMPOS DO JORDAO;n/d;4590;4278;n/d;n/d;8868
SP-CAMPOS NOVOS PAULISTA;n/d;339;154;n/d;n/d;493
SP-CANANEIA;n/d;653;341;n/d;n/d;994
SP-CANAS;n/d;347;115;n/d;n/d;462
SP-CANDIDO MOTA;n/d;1993;1055;n/d;n/d;3048
SP-CANDIDO RODRIGUES;n/d;180;125;n/d;n/d;305
SP-CANITAR;n/d;524;223;n/d;n/d;747
SP-CAPAO BONITO;n/d;4215;1960;n/d;n/d;6175
SP-CAPELA DO ALTO;n/d;1013;522;n/d;n/d;1535
SP-CAPIVARI;n/d;5912;3324;n/d;n/d;9236
SP-CARAGUATATUBA;n/d;5840;4603;n/d;n/d;10443
SP-CARAPICUIBA;n/d;16469;11524;n/d;n/d;27993
SP-CARDOSO;n/d;616;328;n/d;n/d;944
SP-CASA BRANCA;n/d;3257;1281;n/d;n/d;4538
SP-CASSIA DOS COQUEIROS;n/d;210;140;n/d;n/d;350
SP-CASTILHO;n/d;1262;542;n/d;n/d;1804
SP-CATANDUVA;n/d;15944;9458;n/d;n/d;25402
SP-CATIGUA;n/d;1918;325;n/d;n/d;2243
SP-CEDRAL;n/d;559;289;n/d;n/d;848
SP-CERQUEIRA CESAR;n/d;1665;821;n/d;n/d;2486
SP-CERQUILHO;n/d;4808;2521;n/d;n/d;7329
SP-CESARIO LANGE;n/d;1134;598;n/d;n/d;1732
SP-CHARQUEADA;n/d;940;551;n/d;n/d;1491
SP-CLEMENTINA;n/d;453;288;n/d;n/d;741
SP-COLINA;n/d;2232;1041;n/d;n/d;3273
SP-COLOMBIA;n/d;1553;496;n/d;n/d;2049
SP-CONCHAL;n/d;1901;1218;n/d;n/d;3119
SP-CONCHAS;n/d;1976;1266;n/d;n/d;3242
SP-CORDEIROPOLIS;n/d;4221;1370;n/d;n/d;5591
SP-COROADOS;n/d;1161;293;n/d;n/d;1454
SP-CORONEL MACEDO;n/d;289;104;n/d;n/d;393
SP-CORUMBATAI;n/d;618;283;n/d;n/d;901
SP-COSMOPOLIS;n/d;4351;2299;n/d;n/d;6650
SP-COSMORAMA;n/d;609;226;n/d;n/d;835
SP-COTIA;n/d;26143;16024;n/d;n/d;42167
SP-CRAVINHOS;n/d;3163;1271;n/d;n/d;4434
SP-CRISTAIS PAULISTA;n/d;750;251;n/d;n/d;1001
SP-CRUZALIA;n/d;176;103;n/d;n/d;279
SP-CRUZEIRO;n/d;9491;3745;n/d;n/d;13236
SP-CUBATAO;n/d;23846;6429;n/d;n/d;30275
SP-CUNHA;n/d;677;383;n/d;n/d;1060
SP-DESCALVADO;n/d;4412;2162;n/d;n/d;6574
SP-DIADEMA;n/d;50925;24429;n/d;n/d;75354
SP-DIRCE REIS;n/d;177;69;n/d;n/d;246
SP-DIVINOLANDIA;n/d;516;609;n/d;n/d;1125
SP-DOBRADA;n/d;365;309;n/d;n/d;674
SP-DOIS CORREGOS;n/d;2550;1138;n/d;n/d;3688
SP-DOLCINOPOLIS;n/d;152;91;n/d;n/d;243
SP-DOURADO;n/d;753;389;n/d;n/d;1142
SP-DRACENA;n/d;3932;2363;n/d;n/d;6295
SP-DUARTINA;n/d;1023;704;n/d;n/d;1727
SP-DUMONT;n/d;629;314;n/d;n/d;943
SP-ECHAPORA;n/d;353;207;n/d;n/d;560
SP-ELDORADO;n/d;976;294;n/d;n/d;1270
SP-ELIAS FAUSTO;n/d;1954;732;n/d;n/d;2686
SP-ELISIARIO;n/d;177;94;n/d;n/d;271
SP-EMBAUBA;n/d;419;195;n/d;n/d;614
SP-EMBU DAS ARTES;n/d;27105;15427;n/d;n/d;42532
SP-EMBU-GUACU;n/d;3693;1993;n/d;n/d;5686
SP-EMILIANOPOLIS;n/d;147;96;n/d;n/d;243
SP-ENGENHEIRO COELHO;n/d;1672;639;n/d;n/d;2311
SP-ESPIRITO SANTO DO PINHAL;n/d;5786;3327;n/d;n/d;9113
SP-ESPIRITO SANTO DO TURVO;n/d;650;231;n/d;n/d;881
SP-ESTRELA D OESTE;n/d;1702;653;n/d;n/d;2355
SP-ESTRELA DO NORTE;n/d;144;107;n/d;n/d;251
SP-EUCLIDES DA CUNHA PAULISTA;n/d;324;231;n/d;n/d;555
SP-FARTURA;n/d;1123;798;n/d;n/d;1921
SP-FERNANDOPOLIS;n/d;5833;3434;n/d;n/d;9267
SP-FERNANDO PRESTES;n/d;361;207;n/d;n/d;568
SP-FERNAO;n/d;121;64;n/d;n/d;185
SP-FERRAZ DE VASCONCELOS;n/d;8206;3955;n/d;n/d;12161
SP-FLORA RICA;n/d;127;60;n/d;n/d;187
SP-FLOREAL;n/d;239;83;n/d;n/d;322
SP-FLORIDA PAULISTA;n/d;987;283;n/d;n/d;1270
SP-FLORINIA;n/d;352;152;n/d;n/d;504
SP-FRANCA;n/d;35413;23385;n/d;n/d;58798
SP-FRANCISCO MORATO;n/d;2284;3090;n/d;n/d;5374
SP-FRANCO DA ROCHA;n/d;5193;2887;n/d;n/d;8080
SP-GABRIEL MONTEIRO;n/d;485;487;n/d;n/d;972
SP-GALIA;n/d;782;344;n/d;n/d;1126
SP-GARCA;n/d;4764;2423;n/d;n/d;7187
SP-GASTAO VIDIGAL;n/d;191;88;n/d;n/d;279
SP-GAVIAO PEIXOTO;n/d;730;503;n/d;n/d;1233
SP-GENERAL SALGADO;n/d;664;548;n/d;n/d;1212
SP-GETULINA;n/d;1075;391;n/d;n/d;1466
SP-GLICERIO;n/d;453;301;n/d;n/d;754
SP-GUAICARA;n/d;783;684;n/d;n/d;1467
SP-GUAIMBE;n/d;349;188;n/d;n/d;537
SP-GUAIRA;n/d;5116;1602;n/d;n/d;6718
SP-GUAPIACU;n/d;2061;912;n/d;n/d;2973
SP-GUAPIARA;n/d;1413;428;n/d;n/d;1841
SP-GUARA;n/d;1201;770;n/d;n/d;1971
SP-GUARACAI;n/d;789;425;n/d;n/d;1214
SP-GUARACI;n/d;663;306;n/d;n/d;969
SP-GUARANI D OESTE;n/d;109;52;n/d;n/d;161
SP-GUARANTA;n/d;666;294;n/d;n/d;960
SP-GUARARAPES;n/d;2895;1427;n/d;n/d;4322
SP-GUARAREMA;n/d;2355;1130;n/d;n/d;3485
SP-GUARATINGUETA;n/d;13096;6052;n/d;n/d;19148
SP-GUAREI;n/d;736;331;n/d;n/d;1067
SP-GUARIBA;n/d;3437;1321;n/d;n/d;4758
SP-GUARUJA;n/d;20221;10977;n/d;n/d;31198
SP-GUARULHOS;n/d;142767;66088;n/d;n/d;208855
SP-GUATAPARA;n/d;459;289;n/d;n/d;748
SP-GUZOLANDIA;n/d;217;72;n/d;n/d;289
SP-HERCULANDIA;n/d;660;261;n/d;n/d;921
SP-HOLAMBRA;n/d;3395;2203;n/d;n/d;5598
SP-HORTOLANDIA;n/d;10806;6461;n/d;n/d;17267
SP-IACANGA;n/d;1295;539;n/d;n/d;1834
SP-IACRI;n/d;399;170;n/d;n/d;569
SP-IARAS;n/d;213;120;n/d;n/d;333
SP-IBATE;n/d;2961;1233;n/d;n/d;4194
SP-IBIRA;n/d;877;532;n/d;n/d;1409
SP-IBIRAREMA;n/d;805;266;n/d;n/d;1071
SP-IBITINGA;n/d;5962;3510;n/d;n/d;9472
SP-IBIUNA;n/d;4086;2733;n/d;n/d;6819
SP-ICEM;n/d;507;263;n/d;n/d;770
SP-IEPE;n/d;609;315;n/d;n/d;924
SP-IGARACU DO TIETE;n/d;1281;835;n/d;n/d;2116
SP-IGARAPAVA;n/d;2588;1515;n/d;n/d;4103
SP-IGARATA;n/d;572;389;n/d;n/d;961
SP-IGUAPE;n/d;1164;662;n/d;n/d;1826
SP-ILHABELA;n/d;1849;1529;n/d;n/d;3378
SP-ILHA COMPRIDA;n/d;961;544;n/d;n/d;1505
SP-ILHA SOLTEIRA;n/d;3084;2247;n/d;n/d;5331
SP-INDAIATUBA;n/d;24835;13221;n/d;n/d;38056
SP-INDIANA;n/d;1358;270;n/d;n/d;1628
SP-INDIAPORA;n/d;189;151;n/d;n/d;340
SP-INUBIA PAULISTA;n/d;443;210;n/d;n/d;653
SP-IPAUSSU;n/d;1495;677;n/d;n/d;2172
SP-IPERO;n/d;2759;1245;n/d;n/d;4004
SP-IPEUNA;n/d;1060;424;n/d;n/d;1484
SP-IPIGUA;n/d;619;189;n/d;n/d;808
SP-IPORANGA;n/d;222;157;n/d;n/d;379
SP-IPUA;n/d;1260;654;n/d;n/d;1914
SP-IRACEMAPOLIS;n/d;3194;1279;n/d;n/d;4473
SP-IRAPUA;n/d;432;292;n/d;n/d;724
SP-IRAPURU;n/d;278;218;n/d;n/d;496
SP-ITABERA;n/d;921;486;n/d;n/d;1407
SP-ITAI;n/d;2613;802;n/d;n/d;3415
SP-ITAJOBI;n/d;1578;796;n/d;n/d;2374
SP-ITAJU;n/d;309;105;n/d;n/d;414
SP-ITANHAEM;n/d;4216;3159;n/d;n/d;7375
SP-ITAOCA;n/d;139;50;n/d;n/d;189
SP-ITAPECERICA DA SERRA;n/d;7049;5715;n/d;n/d;12764
SP-ITAPETININGA;n/d;15101;8154;n/d;n/d;23255
SP-ITAPEVA;n/d;8734;4358;n/d;n/d;13092
SP-ITAPEVI;n/d;9065;6323;n/d;n/d;15388
SP-ITAPIRA;n/d;10311;6126;n/d;n/d;16437
SP-ITAPIRAPUA PAULISTA;n/d;129;46;n/d;n/d;175
SP-ITAPOLIS;n/d;5538;2554;n/d;n/d;8092
SP-ITAPORANGA;n/d;645;345;n/d;n/d;990
SP-ITAPUI;n/d;1522;809;n/d;n/d;2331
SP-ITAPURA;n/d;297;177;n/d;n/d;474
SP-ITAQUAQUECETUBA;n/d;17475;7990;n/d;n/d;25465
SP-ITARARE;n/d;5005;1922;n/d;n/d;6927
SP-ITARIRI;n/d;701;340;n/d;n/d;1041
SP-ITATIBA;n/d;14831;9705;n/d;n/d;24536
SP-ITATINGA;n/d;1413;566;n/d;n/d;1979
SP-ITIRAPINA;n/d;1265;813;n/d;n/d;2078
SP-ITIRAPUA;n/d;562;257;n/d;n/d;819
SP-ITOBI;n/d;430;151;n/d;n/d;581
SP-ITU;n/d;22214;11889;n/d;n/d;34103
SP-ITUPEVA;n/d;5596;3189;n/d;n/d;8785
SP-ITUVERAVA;n/d;2983;1912;n/d;n/d;4895
SP-JABORANDI;n/d;452;191;n/d;n/d;643
SP-JABOTICABAL;n/d;10600;4696;n/d;n/d;15296
SP-JACAREI;n/d;20448;10518;n/d;n/d;30966
SP-JACI;n/d;905;458;n/d;n/d;1363
SP-JACUPIRANGA;n/d;1484;547;n/d;n/d;2031
SP-JAGUARIUNA;n/d;10540;6336;n/d;n/d;16876
SP-JALES;n/d;4230;2385;n/d;n/d;6615
SP-JAMBEIRO;n/d;1005;398;n/d;n/d;1403
SP-JANDIRA;n/d;7092;3074;n/d;n/d;10166
SP-JARDINOPOLIS;n/d;3909;2282;n/d;n/d;6191
SP-JARINU;n/d;1701;1049;n/d;n/d;2750
SP-JAU;n/d;17700;10818;n/d;n/d;28518
SP-JERIQUARA;n/d;263;132;n/d;n/d;395
SP-JOANOPOLIS;n/d;908;616;n/d;n/d;1524
SP-JOAO RAMALHO;n/d;293;281;n/d;n/d;574
SP-JOSE BONIFACIO;n/d;3310;1766;n/d;n/d;5076
SP-JULIO MESQUITA;n/d;247;140;n/d;n/d;387
SP-JUMIRIM;n/d;496;149;n/d;n/d;645
SP-JUNDIAI;n/d;57763;35252;n/d;n/d;93015
SP-JUNQUEIROPOLIS;n/d;1330;627;n/d;n/d;1957
SP-JUQUIA;n/d;1150;521;n/d;n/d;1671
SP-JUQUITIBA;n/d;7279;3102;n/d;n/d;10381
SP-LAGOINHA;n/d;297;100;n/d;n/d;397
SP-LARANJAL PAULISTA;n/d;3197;2336;n/d;n/d;5533
SP-LAVINIA;n/d;375;170;n/d;n/d;545
SP-LAVRINHAS;n/d;414;228;n/d;n/d;642
SP-LEME;n/d;8149;4486;n/d;n/d;12635
SP-LENCOIS PAULISTA;n/d;8870;3793;n/d;n/d;12663
SP-LIMEIRA;n/d;33515;17386;n/d;n/d;50901
SP-LINDOIA;n/d;774;406;n/d;n/d;1180
SP-LINS;n/d;9459;6378;n/d;n/d;15837
SP-LORENA;n/d;7347;4106;n/d;n/d;11453
SP-LOURDES;n/d;93;90;n/d;n/d;183
SP-LOUVEIRA;n/d;3894;2181;n/d;n/d;6075
SP-LUCELIA;n/d;1735;1137;n/d;n/d;2872
SP-LUCIANOPOLIS;n/d;323;115;n/d;n/d;438
SP-LUIS ANTONIO;n/d;3693;774;n/d;n/d;4467
SP-LUIZIANIA;n/d;183;104;n/d;n/d;287
SP-LUPERCIO;n/d;253;106;n/d;n/d;359
SP-LUTECIA;n/d;235;108;n/d;n/d;343
SP-MACATUBA;n/d;1634;897;n/d;n/d;2531
SP-MACAUBAL;n/d;431;227;n/d;n/d;658
SP-MACEDONIA;n/d;355;111;n/d;n/d;466
SP-MAGDA;n/d;264;65;n/d;n/d;329
SP-MAIRINQUE;n/d;3916;2590;n/d;n/d;6506
SP-MAIRIPORA;n/d;6135;2955;n/d;n/d;9090
SP-MANDURI;n/d;884;412;n/d;n/d;1296
SP-MARABA PAULISTA;n/d;419;186;n/d;n/d;605
SP-MARACAI;n/d;2519;731;n/d;n/d;3250
SP-MARAPOAMA;n/d;372;160;n/d;n/d;532
SP-MARIAPOLIS;n/d;138;102;n/d;n/d;240
SP-MARILIA;n/d;24495;17122;n/d;n/d;41617
SP-MARINOPOLIS;n/d;176;89;n/d;n/d;265
SP-MARTINOPOLIS;n/d;1264;799;n/d;n/d;2063
SP-MATAO;n/d;16421;7013;n/d;n/d;23434
SP-MAUA;n/d;25300;13611;n/d;n/d;38911
SP-MENDONCA;n/d;363;156;n/d;n/d;519
SP-MERIDIANO;n/d;355;152;n/d;n/d;507
SP-MESOPOLIS;n/d;121;60;n/d;n/d;181
SP-MIGUELOPOLIS;n/d;1824;941;n/d;n/d;2765
SP-MINEIROS DO TIETE;n/d;737;403;n/d;n/d;1140
SP-MIRACATU;n/d;1331;557;n/d;n/d;1888
SP-MIRA ESTRELA;n/d;243;117;n/d;n/d;360
SP-MIRANDOPOLIS;n/d;1947;940;n/d;n/d;2887
SP-MIRANTE DO PARANAPANEMA;n/d;633;364;n/d;n/d;997
SP-MIRASSOL;n/d;5337;2621;n/d;n/d;7958
SP-MIRASSOLANDIA;n/d;186;94;n/d;n/d;280
SP-MOCOCA;n/d;7898;3598;n/d;n/d;11496
SP-MOGI DAS CRUZES;n/d;33504;19765;n/d;n/d;53269
SP-MOGI GUACU;n/d;17508;9189;n/d;n/d;26697
SP-MOGI MIRIM;n/d;11587;5981;n/d;n/d;17568
SP-MOMBUCA;n/d;218;130;n/d;n/d;348
SP-MONCOES;n/d;147;82;n/d;n/d;229
SP-MONGAGUA;n/d;1695;1406;n/d;n/d;3101
SP-MONTE ALEGRE DO SUL;n/d;502;288;n/d;n/d;790
SP-MONTE ALTO;n/d;5673;2963;n/d;n/d;8636
SP-MONTE APRAZIVEL;n/d;2385;732;n/d;n/d;3117
SP-MONTE AZUL PAULISTA;n/d;5081;2182;n/d;n/d;7263
SP-MONTE CASTELO;n/d;219;115;n/d;n/d;334
SP-MONTEIRO LOBATO;n/d;496;203;n/d;n/d;699
SP-MONTE MOR;n/d;4687;1697;n/d;n/d;6384
SP-MORRO AGUDO;n/d;5516;1379;n/d;n/d;6895
SP-MORUNGABA;n/d;13715;6268;n/d;n/d;19983
SP-MOTUCA;n/d;1245;283;n/d;n/d;1528
SP-MURUTINGA DO SUL;n/d;273;147;n/d;n/d;420
SP-NANTES;n/d;144;93;n/d;n/d;237
SP-NARANDIBA;n/d;258;139;n/d;n/d;397
SP-NATIVIDADE DA SERRA;n/d;292;111;n/d;n/d;403
SP-NAZARE PAULISTA;n/d;2637;527;n/d;n/d;3164
SP-NEVES PAULISTA;n/d;962;341;n/d;n/d;1303
SP-NHANDEARA;n/d;661;474;n/d;n/d;1135
SP-NIPOA;n/d;322;154;n/d;n/d;476
SP-NOVA ALIANCA;n/d;469;151;n/d;n/d;620
SP-NOVA CAMPINA;n/d;1426;166;n/d;n/d;1592
SP-NOVA CANAA PAULISTA;n/d;79;57;n/d;n/d;136
SP-NOVA CASTILHO;n/d;113;71;n/d;n/d;184
SP-NOVA EUROPA;n/d;1628;429;n/d;n/d;2057
SP-NOVA GRANADA;n/d;1100;683;n/d;n/d;1783
SP-NOVA GUATAPORANGA;n/d;130;66;n/d;n/d;196
SP-NOVA INDEPENDENCIA;n/d;170;110;n/d;n/d;280
SP-NOVAIS;n/d;153;117;n/d;n/d;270
SP-NOVA LUZITANIA;n/d;90;83;n/d;n/d;173
SP-NOVA ODESSA;n/d;8254;4002;n/d;n/d;12256
SP-NOVO HORIZONTE;n/d;3492;1514;n/d;n/d;5006
SP-NUPORANGA;n/d;1109;654;n/d;n/d;1763
SP-OCAUCU;n/d;352;136;n/d;n/d;488
SP-OLEO;n/d;157;70;n/d;n/d;227
SP-OLIMPIA;n/d;6219;2858;n/d;n/d;9077
SP-ONDA VERDE;n/d;1012;194;n/d;n/d;1206
SP-ORIENTE;n/d;787;540;n/d;n/d;1327
SP-ORINDIUVA;n/d;378;181;n/d;n/d;559
SP-ORLANDIA;n/d;5753;2173;n/d;n/d;7926
SP-OSASCO;n/d;63089;38609;n/d;n/d;101698
SP-OSCAR BRESSANE;n/d;217;243;n/d;n/d;460
SP-OSVALDO CRUZ;n/d;2879;1971;n/d;n/d;4850
SP-OURINHOS;n/d;10877;6124;n/d;n/d;17001
SP-OUROESTE;n/d;778;298;n/d;n/d;1076
SP-OURO VERDE;n/d;410;247;n/d;n/d;657
SP-PACAEMBU;n/d;638;380;n/d;n/d;1018
SP-PALESTINA;n/d;634;217;n/d;n/d;851
SP-PALMARES PAULISTA;n/d;233;248;n/d;n/d;481
SP-PALMEIRA D OESTE;n/d;385;270;n/d;n/d;655
SP-PALMITAL;n/d;1907;931;n/d;n/d;2838
SP-PANORAMA;n/d;1318;501;n/d;n/d;1819
SP-PARAGUACU PAULISTA;n/d;5099;2060;n/d;n/d;7159
SP-PARAIBUNA;n/d;2133;1217;n/d;n/d;3350
SP-PARAISO;n/d;752;257;n/d;n/d;1009
SP-PARANAPANEMA;n/d;2414;1148;n/d;n/d;3562
SP-PARANAPUA;n/d;275;128;n/d;n/d;403
SP-PARAPUA;n/d;1459;363;n/d;n/d;1822
SP-PARDINHO;n/d;842;668;n/d;n/d;1510
SP-PARIQUERA-ACU;n/d;1854;830;n/d;n/d;2684
SP-PARISI;n/d;148;63;n/d;n/d;211
SP-PATROCINIO PAULISTA;n/d;1456;510;n/d;n/d;1966
SP-PAULICEIA;n/d;496;204;n/d;n/d;700
SP-PAULINIA;n/d;18806;7374;n/d;n/d;26180
SP-PAULISTANIA;n/d;118;75;n/d;n/d;193
SP-PAULO DE FARIA;n/d;528;321;n/d;n/d;849
SP-PEDERNEIRAS;n/d;6249;2645;n/d;n/d;8894
SP-PEDRA BELA;n/d;270;160;n/d;n/d;430
SP-PEDRANOPOLIS;n/d;254;90;n/d;n/d;344
SP-PEDREGULHO;n/d;2011;999;n/d;n/d;3010
SP-PEDREIRA;n/d;5277;3698;n/d;n/d;8975
SP-PEDRINHAS PAULISTA;n/d;313;155;n/d;n/d;468
SP-PEDRO DE TOLEDO;n/d;341;248;n/d;n/d;589
SP-PENAPOLIS;n/d;5986;4300;n/d;n/d;10286
SP-PEREIRA BARRETO;n/d;2038;1111;n/d;n/d;3149
SP-PEREIRAS;n/d;1043;377;n/d;n/d;1420
SP-PERUIBE;n/d;3166;2239;n/d;n/d;5405
SP-PIACATU;n/d;253;142;n/d;n/d;395
SP-PIEDADE;n/d;3919;2469;n/d;n/d;6388
SP-PILAR DO SUL;n/d;11953;2567;n/d;n/d;14520
SP-PINDAMONHANGABA;n/d;13614;5689;n/d;n/d;19303
SP-PINDORAMA;n/d;1011;498;n/d;n/d;1509
SP-PINHALZINHO;n/d;481;479;n/d;n/d;960
SP-PIQUEROBI;n/d;317;146;n/d;n/d;463
SP-PIQUETE;n/d;949;297;n/d;n/d;1246
SP-PIRACAIA;n/d;1708;1133;n/d;n/d;2841
SP-PIRACICABA;n/d;50091;25896;n/d;n/d;75987
SP-PIRAJU;n/d;2536;1434;n/d;n/d;3970
SP-PIRAJUI;n/d;1613;819;n/d;n/d;2432
SP-PIRANGI;n/d;1070;294;n/d;n/d;1364
SP-PIRAPORA DO BOM JESUS;n/d;1880;664;n/d;n/d;2544
SP-PIRAPOZINHO;n/d;2117;1075;n/d;n/d;3192
SP-PIRASSUNUNGA;n/d;9017;4730;n/d;n/d;13747
