Coluna;Sexo Trabalhador
Município-São Paulo;Não Informado;Masculino;Feminino;Ignorado;{ñ class};Total
SP-FARTURA;n/d;1340;1112;n/d;n/d;2452
SP-FERNANDOPOLIS;n/d;8270;4452;n/d;n/d;12722
SP-FERNANDO PRESTES;n/d;426;353;n/d;n/d;779
SP-FERNAO;n/d;184;88;n/d;n/d;272
SP-FERRAZ DE VASCONCELOS;n/d;10211;5216;n/d;n/d;15427
SP-FLORA RICA;n/d;130;79;n/d;n/d;209
SP-FLOREAL;n/d;297;128;n/d;n/d;425
SP-FLORIDA PAULISTA;n/d;1707;538;n/d;n/d;2245
SP-FLORINIA;n/d;316;173;n/d;n/d;489
SP-FRANCA;n/d;40385;29456;n/d;n/d;69841
SP-FRANCISCO MORATO;n/d;3242;3557;n/d;n/d;6799
SP-FRANCO DA ROCHA;n/d;7071;4009;n/d;n/d;11080
SP-GABRIEL MONTEIRO;n/d;459;601;n/d;n/d;1060
SP-GALIA;n/d;839;364;n/d;n/d;1203
SP-GARCA;n/d;6078;3581;n/d;n/d;9659
SP-GASTAO VIDIGAL;n/d;214;121;n/d;n/d;335
SP-GAVIAO PEIXOTO;n/d;3560;1922;n/d;n/d;5482
SP-GENERAL SALGADO;n/d;884;649;n/d;n/d;1533
SP-GETULINA;n/d;819;426;n/d;n/d;1245
SP-GLICERIO;n/d;472;326;n/d;n/d;798
SP-GUAICARA;n/d;1127;805;n/d;n/d;1932
SP-GUAIMBE;n/d;303;203;n/d;n/d;506
SP-GUAIRA;n/d;7864;2358;n/d;n/d;10222
SP-GUAPIACU;n/d;2088;1350;n/d;n/d;3438
SP-GUAPIARA;n/d;1306;457;n/d;n/d;1763
SP-GUARA;n/d;1324;979;n/d;n/d;2303
SP-GUARACAI;n/d;715;431;n/d;n/d;1146
SP-GUARACI;n/d;1361;478;n/d;n/d;1839
SP-GUARANI D OESTE;n/d;143;84;n/d;n/d;227
SP-GUARANTA;n/d;784;465;n/d;n/d;1249
SP-GUARARAPES;n/d;3220;1822;n/d;n/d;5042
SP-GUARAREMA;n/d;3641;1716;n/d;n/d;5357
SP-GUARATINGUETA;n/d;14357;7682;n/d;n/d;22039
SP-GUAREI;n/d;934;529;n/d;n/d;1463
SP-GUARIBA;n/d;5239;1782;n/d;n/d;7021
SP-GUARUJA;n/d;26442;14563;n/d;n/d;41005
SP-GUARULHOS;n/d;182929;88764;n/d;n/d;271693
SP-GUATAPARA;n/d;539;320;n/d;n/d;859
SP-GUZOLANDIA;n/d;266;151;n/d;n/d;417
SP-HERCULANDIA;n/d;610;288;n/d;n/d;898
SP-HOLAMBRA;n/d;3548;2876;n/d;n/d;6424
SP-HORTOLANDIA;n/d;19885;10871;n/d;n/d;30756
SP-IACANGA;n/d;1671;583;n/d;n/d;2254
SP-IACRI;n/d;479;237;n/d;n/d;716
SP-IARAS;n/d;533;314;n/d;n/d;847
SP-IBATE;n/d;3397;1528;n/d;n/d;4925
SP-IBIRA;n/d;865;573;n/d;n/d;1438
SP-IBIRAREMA;n/d;2238;513;n/d;n/d;2751
SP-IBITINGA;n/d;7961;6010;n/d;n/d;13971
SP-IBIUNA;n/d;4964;3467;n/d;n/d;8431
SP-ICEM;n/d;898;447;n/d;n/d;1345
SP-IEPE;n/d;582;321;n/d;n/d;903
SP-IGARACU DO TIETE;n/d;1256;951;n/d;n/d;2207
SP-IGARAPAVA;n/d;3156;1906;n/d;n/d;5062
SP-IGARATA;n/d;584;432;n/d;n/d;1016
SP-IGUAPE;n/d;1271;843;n/d;n/d;2114
SP-ILHABELA;n/d;2778;2418;n/d;n/d;5196
SP-ILHA COMPRIDA;n/d;593;487;n/d;n/d;1080
SP-ILHA SOLTEIRA;n/d;2893;1888;n/d;n/d;4781
SP-INDAIATUBA;n/d;31709;19610;n/d;n/d;51319
SP-INDIANA;n/d;393;248;n/d;n/d;641
SP-INDIAPORA;n/d;306;163;n/d;n/d;469
SP-INUBIA PAULISTA;n/d;448;281;n/d;n/d;729
SP-IPAUSSU;n/d;2012;952;n/d;n/d;2964
SP-IPERO;n/d;3696;1568;n/d;n/d;5264
SP-IPEUNA;n/d;1211;509;n/d;n/d;1720
SP-IPIGUA;n/d;536;224;n/d;n/d;760
SP-IPORANGA;n/d;235;141;n/d;n/d;376
SP-IPUA;n/d;2296;923;n/d;n/d;3219
SP-IRACEMAPOLIS;n/d;4360;1743;n/d;n/d;6103
SP-IRAPUA;n/d;484;423;n/d;n/d;907
SP-IRAPURU;n/d;322;277;n/d;n/d;599
SP-ITABERA;n/d;1241;683;n/d;n/d;1924
SP-ITAI;n/d;3874;1147;n/d;n/d;5021
SP-ITAJOBI;n/d;1139;689;n/d;n/d;1828
SP-ITAJU;n/d;353;214;n/d;n/d;567
SP-ITANHAEM;n/d;5264;4301;n/d;n/d;9565
SP-ITAOCA;n/d;144;71;n/d;n/d;215
SP-ITAPECERICA DA SERRA;n/d;10237;7983;n/d;n/d;18220
SP-ITAPETININGA;n/d;17536;10407;n/d;n/d;27943
SP-ITAPEVA;n/d;10252;4848;n/d;n/d;15100
SP-ITAPEVI;n/d;10808;7609;n/d;n/d;18417
SP-ITAPIRA;n/d;12517;7646;n/d;n/d;20163
SP-ITAPIRAPUA PAULISTA;n/d;185;98;n/d;n/d;283
SP-ITAPOLIS;n/d;5438;3144;n/d;n/d;8582
SP-ITAPORANGA;n/d;755;436;n/d;n/d;1191
SP-ITAPUI;n/d;1957;1289;n/d;n/d;3246
SP-ITAPURA;n/d;277;228;n/d;n/d;505
SP-ITAQUAQUECETUBA;n/d;22513;10501;n/d;n/d;33014
SP-ITARARE;n/d;5109;2179;n/d;n/d;7288
SP-ITARIRI;n/d;751;394;n/d;n/d;1145
SP-ITATIBA;n/d;17534;11815;n/d;n/d;29349
SP-ITATINGA;n/d;1755;841;n/d;n/d;2596
SP-ITIRAPINA;n/d;1803;1293;n/d;n/d;3096
SP-ITIRAPUA;n/d;408;171;n/d;n/d;579
SP-ITOBI;n/d;600;313;n/d;n/d;913
SP-ITU;n/d;28077;15758;n/d;n/d;43835
SP-ITUPEVA;n/d;8925;4971;n/d;n/d;13896
SP-ITUVERAVA;n/d;3076;2584;n/d;n/d;5660
SP-JABORANDI;n/d;472;260;n/d;n/d;732
SP-JABOTICABAL;n/d;13413;5775;n/d;n/d;19188
SP-JACAREI;n/d;24368;12996;n/d;n/d;37364
SP-JACI;n/d;1359;880;n/d;n/d;2239
SP-JACUPIRANGA;n/d;1859;621;n/d;n/d;2480
SP-JAGUARIUNA;n/d;16092;12377;n/d;n/d;28469
SP-JALES;n/d;4672;3322;n/d;n/d;7994
SP-JAMBEIRO;n/d;1683;502;n/d;n/d;2185
SP-JANDIRA;n/d;9103;5190;n/d;n/d;14293
SP-JARDINOPOLIS;n/d;3813;2587;n/d;n/d;6400
SP-JARINU;n/d;2920;1859;n/d;n/d;4779
SP-JAU;n/d;20674;15282;n/d;n/d;35956
SP-JERIQUARA;n/d;299;192;n/d;n/d;491
SP-JOANOPOLIS;n/d;819;728;n/d;n/d;1547
SP-JOAO RAMALHO;n/d;373;284;n/d;n/d;657
SP-JOSE BONIFACIO;n/d;4542;2724;n/d;n/d;7266
SP-JULIO MESQUITA;n/d;320;235;n/d;n/d;555
SP-JUMIRIM;n/d;705;232;n/d;n/d;937
SP-JUNDIAI;n/d;82402;53015;n/d;n/d;135417
SP-JUNQUEIROPOLIS;n/d;2665;1094;n/d;n/d;3759
SP-JUQUIA;n/d;1252;733;n/d;n/d;1985
SP-JUQUITIBA;n/d;5214;1730;n/d;n/d;6944
SP-LAGOINHA;n/d;470;137;n/d;n/d;607
SP-LARANJAL PAULISTA;n/d;3693;2951;n/d;n/d;6644
SP-LAVINIA;n/d;382;225;n/d;n/d;607
SP-LAVRINHAS;n/d;494;357;n/d;n/d;851
SP-LEME;n/d;10527;6594;n/d;n/d;17121
SP-LENCOIS PAULISTA;n/d;12313;5347;n/d;n/d;17660
SP-LIMEIRA;n/d;43554;23702;n/d;n/d;67256
SP-LINDOIA;n/d;835;556;n/d;n/d;1391
SP-LINS;n/d;13668;8521;n/d;n/d;22189
SP-LORENA;n/d;8630;5194;n/d;n/d;13824
SP-LOURDES;n/d;107;110;n/d;n/d;217
SP-LOUVEIRA;n/d;6219;4125;n/d;n/d;10344
SP-LUCELIA;n/d;3287;1866;n/d;n/d;5153
SP-LUCIANOPOLIS;n/d;427;247;n/d;n/d;674
SP-LUIS ANTONIO;n/d;3645;738;n/d;n/d;4383
SP-LUIZIANIA;n/d;237;154;n/d;n/d;391
SP-LUPERCIO;n/d;522;218;n/d;n/d;740
SP-LUTECIA;n/d;235;116;n/d;n/d;351
SP-MACATUBA;n/d;2554;1592;n/d;n/d;4146
SP-MACAUBAL;n/d;859;448;n/d;n/d;1307
SP-MACEDONIA;n/d;352;152;n/d;n/d;504
SP-MAGDA;n/d;275;99;n/d;n/d;374
SP-MAIRINQUE;n/d;4468;2913;n/d;n/d;7381
SP-MAIRIPORA;n/d;7597;4503;n/d;n/d;12100
SP-MANDURI;n/d;1034;582;n/d;n/d;1616
SP-MARABA PAULISTA;n/d;450;266;n/d;n/d;716
SP-MARACAI;n/d;2122;797;n/d;n/d;2919
SP-MARAPOAMA;n/d;678;145;n/d;n/d;823
SP-MARIAPOLIS;n/d;142;107;n/d;n/d;249
SP-MARILIA;n/d;28122;19969;n/d;n/d;48091
SP-MARINOPOLIS;n/d;218;126;n/d;n/d;344
SP-MARTINOPOLIS;n/d;1247;950;n/d;n/d;2197
SP-MATAO;n/d;17203;8432;n/d;n/d;25635
SP-MAUA;n/d;35844;17801;n/d;n/d;53645
SP-MENDONCA;n/d;475;217;n/d;n/d;692
SP-MERIDIANO;n/d;403;150;n/d;n/d;553
SP-MESOPOLIS;n/d;117;86;n/d;n/d;203
SP-MIGUELOPOLIS;n/d;2882;1298;n/d;n/d;4180
SP-MINEIROS DO TIETE;n/d;884;629;n/d;n/d;1513
SP-MIRACATU;n/d;1623;700;n/d;n/d;2323
SP-MIRA ESTRELA;n/d;223;131;n/d;n/d;354
SP-MIRANDOPOLIS;n/d;2624;1329;n/d;n/d;3953
SP-MIRANTE DO PARANAPANEMA;n/d;720;551;n/d;n/d;1271
SP-MIRASSOL;n/d;6896;3573;n/d;n/d;10469
SP-MIRASSOLANDIA;n/d;244;157;n/d;n/d;401
SP-MOCOCA;n/d;9554;4561;n/d;n/d;14115
SP-MOGI DAS CRUZES;n/d;46331;30028;n/d;n/d;76359
SP-MOGI GUACU;n/d;22551;12615;n/d;n/d;35166
SP-MOGI MIRIM;n/d;16185;8831;n/d;n/d;25016
SP-MOMBUCA;n/d;267;206;n/d;n/d;473
SP-MONCOES;n/d;636;163;n/d;n/d;799
SP-MONGAGUA;n/d;3293;3914;n/d;n/d;7207
SP-MONTE ALEGRE DO SUL;n/d;1062;811;n/d;n/d;1873
SP-MONTE ALTO;n/d;7690;4536;n/d;n/d;12226
SP-MONTE APRAZIVEL;n/d;3998;1127;n/d;n/d;5125
SP-MONTE AZUL PAULISTA;n/d;4131;1914;n/d;n/d;6045
SP-MONTE CASTELO;n/d;222;203;n/d;n/d;425
SP-MONTEIRO LOBATO;n/d;609;266;n/d;n/d;875
SP-MONTE MOR;n/d;6657;2957;n/d;n/d;9614
SP-MORRO AGUDO;n/d;3198;1655;n/d;n/d;4853
SP-MORUNGABA;n/d;6881;5605;n/d;n/d;12486
SP-MOTUCA;n/d;336;261;n/d;n/d;597
SP-MURUTINGA DO SUL;n/d;298;177;n/d;n/d;475
SP-NANTES;n/d;178;116;n/d;n/d;294
SP-NARANDIBA;n/d;1571;349;n/d;n/d;1920
SP-NATIVIDADE DA SERRA;n/d;384;181;n/d;n/d;565
SP-NAZARE PAULISTA;n/d;959;595;n/d;n/d;1554
SP-NEVES PAULISTA;n/d;1313;365;n/d;n/d;1678
SP-NHANDEARA;n/d;772;611;n/d;n/d;1383
SP-NIPOA;n/d;662;219;n/d;n/d;881
SP-NOVA ALIANCA;n/d;457;245;n/d;n/d;702
SP-NOVA CAMPINA;n/d;1581;549;n/d;n/d;2130
SP-NOVA CANAA PAULISTA;n/d;83;69;n/d;n/d;152
SP-NOVA CASTILHO;n/d;131;78;n/d;n/d;209
SP-NOVA EUROPA;n/d;2630;540;n/d;n/d;3170
SP-NOVA GRANADA;n/d;1088;849;n/d;n/d;1937
SP-NOVA GUATAPORANGA;n/d;121;75;n/d;n/d;196
SP-NOVA INDEPENDENCIA;n/d;845;211;n/d;n/d;1056
SP-NOVAIS;n/d;182;123;n/d;n/d;305
SP-NOVA LUZITANIA;n/d;132;107;n/d;n/d;239
SP-NOVA ODESSA;n/d;11001;5104;n/d;n/d;16105
SP-NOVO HORIZONTE;n/d;5702;2224;n/d;n/d;7926
SP-NUPORANGA;n/d;1417;1490;n/d;n/d;2907
SP-OCAUCU;n/d;409;147;n/d;n/d;556
SP-OLEO;n/d;179;78;n/d;n/d;257
SP-OLIMPIA;n/d;7925;3538;n/d;n/d;11463
SP-ONDA VERDE;n/d;1385;323;n/d;n/d;1708
SP-ORIENTE;n/d;569;210;n/d;n/d;779
SP-ORINDIUVA;n/d;2658;381;n/d;n/d;3039
SP-ORLANDIA;n/d;7649;2942;n/d;n/d;10591
SP-OSASCO;n/d;80322;53459;n/d;n/d;133781
SP-OSCAR BRESSANE;n/d;203;181;n/d;n/d;384
SP-OSVALDO CRUZ;n/d;3291;2477;n/d;n/d;5768
SP-OURINHOS;n/d;12499;7239;n/d;n/d;19738
SP-OUROESTE;n/d;1477;536;n/d;n/d;2013
SP-OURO VERDE;n/d;578;246;n/d;n/d;824
SP-PACAEMBU;n/d;633;506;n/d;n/d;1139
SP-PALESTINA;n/d;842;383;n/d;n/d;1225
SP-PALMARES PAULISTA;n/d;237;317;n/d;n/d;554
SP-PALMEIRA D OESTE;n/d;466;334;n/d;n/d;800
SP-PALMITAL;n/d;2483;1187;n/d;n/d;3670
SP-PANORAMA;n/d;1648;711;n/d;n/d;2359
SP-PARAGUACU PAULISTA;n/d;8007;3000;n/d;n/d;11007
SP-PARAIBUNA;n/d;1720;1237;n/d;n/d;2957
SP-PARAISO;n/d;1313;330;n/d;n/d;1643
SP-PARANAPANEMA;n/d;2546;1644;n/d;n/d;4190
SP-PARANAPUA;n/d;278;172;n/d;n/d;450
SP-PARAPUA;n/d;2067;460;n/d;n/d;2527
SP-PARDINHO;n/d;1107;861;n/d;n/d;1968
SP-PARIQUERA-ACU;n/d;1913;1124;n/d;n/d;3037
SP-PARISI;n/d;161;89;n/d;n/d;250
SP-PATROCINIO PAULISTA;n/d;1650;675;n/d;n/d;2325
SP-PAULICEIA;n/d;995;404;n/d;n/d;1399
SP-PAULINIA;n/d;22415;10313;n/d;n/d;32728
SP-PAULISTANIA;n/d;122;60;n/d;n/d;182
SP-PAULO DE FARIA;n/d;542;439;n/d;n/d;981
SP-PEDERNEIRAS;n/d;7375;3157;n/d;n/d;10532
SP-PEDRA BELA;n/d;342;229;n/d;n/d;571
SP-PEDRANOPOLIS;n/d;444;131;n/d;n/d;575
SP-PEDREGULHO;n/d;2500;1377;n/d;n/d;3877
SP-PEDREIRA;n/d;7048;5164;n/d;n/d;12212
SP-PEDRINHAS PAULISTA;n/d;221;149;n/d;n/d;370
SP-PEDRO DE TOLEDO;n/d;371;281;n/d;n/d;652
SP-PENAPOLIS;n/d;8132;5359;n/d;n/d;13491
SP-PEREIRA BARRETO;n/d;2934;1433;n/d;n/d;4367
SP-PEREIRAS;n/d;1441;784;n/d;n/d;2225
SP-PERUIBE;n/d;3535;2726;n/d;n/d;6261
SP-PIACATU;n/d;352;283;n/d;n/d;635
SP-PIEDADE;n/d;4349;2607;n/d;n/d;6956
SP-PILAR DO SUL;n/d;3280;1267;n/d;n/d;4547
SP-PINDAMONHANGABA;n/d;17899;7511;n/d;n/d;25410
SP-PINDORAMA;n/d;1305;725;n/d;n/d;2030
SP-PINHALZINHO;n/d;675;551;n/d;n/d;1226
SP-PIQUEROBI;n/d;338;207;n/d;n/d;545
SP-PIQUETE;n/d;997;359;n/d;n/d;1356
SP-PIRACAIA;n/d;1785;1537;n/d;n/d;3322
SP-PIRACICABA;n/d;70513;35105;n/d;n/d;105618
SP-PIRAJU;n/d;3032;1777;n/d;n/d;4809
SP-PIRAJUI;n/d;1965;1207;n/d;n/d;3172
SP-PIRANGI;n/d;1317;625;n/d;n/d;1942
