Coluna;Sexo Trabalhador
Município-São Paulo;Não Informado;Masculino;Feminino;Ignorado;{ñ class};Total
SP-BENTO DE ABREU;n/d;673;252;n/d;n/d;925
SP-BERNARDINO DE CAMPOS;n/d;1240;1066;n/d;n/d;2306
SP-BERTIOGA;n/d;7891;4769;n/d;n/d;12660
SP-BILAC;n/d;1008;579;n/d;n/d;1587
SP-BIRIGUI;n/d;16988;17088;n/d;n/d;34076
SP-BIRITIBA-MIRIM;n/d;2085;1845;n/d;n/d;3930
SP-BOA ESPERANCA DO SUL;n/d;3247;1759;n/d;n/d;5006
SP-BOCAINA;n/d;2047;1109;n/d;n/d;3156
SP-BOFETE;n/d;1184;666;n/d;n/d;1850
SP-BOITUVA;n/d;13870;8345;n/d;n/d;22215
SP-BOM JESUS DOS PERDOES;n/d;3223;1996;n/d;n/d;5219
SP-BOM SUCESSO DE ITARARE;n/d;369;203;n/d;n/d;572
SP-BORA;n/d;1240;261;n/d;n/d;1501
SP-BORACEIA;n/d;771;400;n/d;n/d;1171
SP-BORBOREMA;n/d;1556;1351;n/d;n/d;2907
SP-BOREBI;n/d;380;286;n/d;n/d;666
SP-BOTUCATU;n/d;23513;17671;n/d;n/d;41184
SP-BRAGANCA PAULISTA;n/d;22567;19927;n/d;n/d;42494
SP-BRAUNA;n/d;331;286;n/d;n/d;617
SP-BREJO ALEGRE;n/d;1792;252;n/d;n/d;2044
SP-BRODOWSKI;n/d;2813;2274;n/d;n/d;5087
SP-BROTAS;n/d;4901;2644;n/d;n/d;7545
SP-BURI;n/d;2782;1367;n/d;n/d;4149
SP-BURITAMA;n/d;2841;1323;n/d;n/d;4164
SP-BURITIZAL;n/d;1416;326;n/d;n/d;1742
SP-CABRALIA PAULISTA;n/d;592;406;n/d;n/d;998
SP-CABREUVA;n/d;8742;5577;n/d;n/d;14319
SP-CACAPAVA;n/d;13768;8243;n/d;n/d;22011
SP-CACHOEIRA PAULISTA;n/d;3127;2718;n/d;n/d;5845
SP-CACONDE;n/d;1314;928;n/d;n/d;2242
SP-CAFELANDIA;n/d;2169;1452;n/d;n/d;3621
SP-CAIABU;n/d;159;214;n/d;n/d;373
SP-CAIEIRAS;n/d;15114;8378;n/d;n/d;23492
SP-CAIUA;n/d;327;216;n/d;n/d;543
SP-CAJAMAR;n/d;24343;17444;n/d;n/d;41787
SP-CAJATI;n/d;4099;1723;n/d;n/d;5822
SP-CAJOBI;n/d;666;654;n/d;n/d;1320
SP-CAJURU;n/d;2602;2284;n/d;n/d;4886
SP-CAMPINA DO MONTE ALEGRE;n/d;391;313;n/d;n/d;704
SP-CAMPINAS;n/d;224221;194639;n/d;n/d;418860
SP-CAMPO LIMPO PAULISTA;n/d;7795;4994;n/d;n/d;12789
SP-CAMPOS DO JORDAO;n/d;6631;6317;n/d;n/d;12948
SP-CAMPOS NOVOS PAULISTA;n/d;420;242;n/d;n/d;662
SP-CANANEIA;n/d;909;696;n/d;n/d;1605
SP-CANAS;n/d;1192;314;n/d;n/d;1506
SP-CANDIDO MOTA;n/d;3204;1916;n/d;n/d;5120
SP-CANDIDO RODRIGUES;n/d;372;355;n/d;n/d;727
SP-CANITAR;n/d;752;285;n/d;n/d;1037
SP-CAPAO BONITO;n/d;4662;3119;n/d;n/d;7781
SP-CAPELA DO ALTO;n/d;2070;1466;n/d;n/d;3536
SP-CAPIVARI;n/d;7780;6133;n/d;n/d;13913
SP-CARAGUATATUBA;n/d;11150;11276;n/d;n/d;22426
SP-CARAPICUIBA;n/d;21635;15668;n/d;n/d;37303
SP-CARDOSO;n/d;792;669;n/d;n/d;1461
SP-CASA BRANCA;n/d;3950;2597;n/d;n/d;6547
SP-CASSIA DOS COQUEIROS;n/d;251;232;n/d;n/d;483
SP-CASTILHO;n/d;1978;1269;n/d;n/d;3247
SP-CATANDUVA;n/d;20938;15781;n/d;n/d;36719
SP-CATIGUA;n/d;558;399;n/d;n/d;957
SP-CEDRAL;n/d;1544;1171;n/d;n/d;2715
SP-CERQUEIRA CESAR;n/d;2734;1789;n/d;n/d;4523
SP-CERQUILHO;n/d;7418;5253;n/d;n/d;12671
SP-CESARIO LANGE;n/d;2230;1395;n/d;n/d;3625
SP-CHARQUEADA;n/d;1555;1151;n/d;n/d;2706
SP-CLEMENTINA;n/d;3258;510;n/d;n/d;3768
SP-COLINA;n/d;3596;1806;n/d;n/d;5402
SP-COLOMBIA;n/d;3246;1205;n/d;n/d;4451
SP-CONCHAL;n/d;3266;2663;n/d;n/d;5929
SP-CONCHAS;n/d;1963;1418;n/d;n/d;3381
SP-CORDEIROPOLIS;n/d;6351;3345;n/d;n/d;9696
SP-COROADOS;n/d;591;319;n/d;n/d;910
SP-CORONEL MACEDO;n/d;429;277;n/d;n/d;706
SP-CORUMBATAI;n/d;754;366;n/d;n/d;1120
SP-COSMOPOLIS;n/d;5751;4449;n/d;n/d;10200
SP-COSMORAMA;n/d;1560;568;n/d;n/d;2128
SP-COTIA;n/d;44864;34373;n/d;n/d;79237
SP-CRAVINHOS;n/d;5122;3453;n/d;n/d;8575
SP-CRISTAIS PAULISTA;n/d;954;527;n/d;n/d;1481
SP-CRUZALIA;n/d;224;180;n/d;n/d;404
SP-CRUZEIRO;n/d;10770;5977;n/d;n/d;16747
SP-CUBATAO;n/d;25088;10887;n/d;n/d;35975
SP-CUNHA;n/d;1324;802;n/d;n/d;2126
SP-DESCALVADO;n/d;6125;3142;n/d;n/d;9267
SP-DIADEMA;n/d;62702;38096;n/d;n/d;100798
SP-DIRCE REIS;n/d;225;92;n/d;n/d;317
SP-DIVINOLANDIA;n/d;1022;1207;n/d;n/d;2229
SP-DOBRADA;n/d;403;313;n/d;n/d;716
SP-DOIS CORREGOS;n/d;3390;2191;n/d;n/d;5581
SP-DOLCINOPOLIS;n/d;164;151;n/d;n/d;315
SP-DOURADO;n/d;1334;810;n/d;n/d;2144
SP-DRACENA;n/d;6189;4905;n/d;n/d;11094
SP-DUARTINA;n/d;1296;1002;n/d;n/d;2298
SP-DUMONT;n/d;1051;865;n/d;n/d;1916
SP-ECHAPORA;n/d;485;283;n/d;n/d;768
SP-ELDORADO;n/d;1286;701;n/d;n/d;1987
SP-ELIAS FAUSTO;n/d;3228;1328;n/d;n/d;4556
SP-ELISIARIO;n/d;351;191;n/d;n/d;542
SP-EMBAUBA;n/d;212;170;n/d;n/d;382
SP-EMBU DAS ARTES;n/d;26469;17508;n/d;n/d;43977
SP-EMBU-GUACU;n/d;4867;3584;n/d;n/d;8451
SP-EMILIANOPOLIS;n/d;181;162;n/d;n/d;343
SP-ENGENHEIRO COELHO;n/d;2249;1687;n/d;n/d;3936
SP-ESPIRITO SANTO DO PINHAL;n/d;6942;5488;n/d;n/d;12430
SP-ESPIRITO SANTO DO TURVO;n/d;310;246;n/d;n/d;556
SP-ESTRELA D OESTE;n/d;1718;1122;n/d;n/d;2840
SP-ESTRELA DO NORTE;n/d;153;202;n/d;n/d;355
SP-EUCLIDES DA CUNHA PAULISTA;n/d;398;386;n/d;n/d;784
SP-FARTURA;n/d;1960;1796;n/d;n/d;3756
SP-FERNANDOPOLIS;n/d;9965;7208;n/d;n/d;17173
SP-FERNANDO PRESTES;n/d;575;484;n/d;n/d;1059
SP-FERNAO;n/d;260;155;n/d;n/d;415
SP-FERRAZ DE VASCONCELOS;n/d;12347;7945;n/d;n/d;20292
SP-FLORA RICA;n/d;146;110;n/d;n/d;256
SP-FLOREAL;n/d;267;208;n/d;n/d;475
SP-FLORIDA PAULISTA;n/d;1642;669;n/d;n/d;2311
SP-FLORINIA;n/d;325;211;n/d;n/d;536
SP-FRANCA;n/d;46031;39960;n/d;n/d;85991
SP-FRANCISCO MORATO;n/d;4337;5464;n/d;n/d;9801
SP-FRANCO DA ROCHA;n/d;8034;6812;n/d;n/d;14846
SP-GABRIEL MONTEIRO;n/d;375;588;n/d;n/d;963
SP-GALIA;n/d;833;462;n/d;n/d;1295
SP-GARCA;n/d;6300;4535;n/d;n/d;10835
SP-GASTAO VIDIGAL;n/d;188;155;n/d;n/d;343
SP-GAVIAO PEIXOTO;n/d;2387;793;n/d;n/d;3180
SP-GENERAL SALGADO;n/d;811;715;n/d;n/d;1526
SP-GETULINA;n/d;712;493;n/d;n/d;1205
SP-GLICERIO;n/d;513;401;n/d;n/d;914
SP-GUAICARA;n/d;968;745;n/d;n/d;1713
SP-GUAIMBE;n/d;378;265;n/d;n/d;643
SP-GUAIRA;n/d;9455;3645;n/d;n/d;13100
SP-GUAPIACU;n/d;2370;1865;n/d;n/d;4235
SP-GUAPIARA;n/d;1339;643;n/d;n/d;1982
SP-GUARA;n/d;1149;1271;n/d;n/d;2420
SP-GUARACAI;n/d;801;589;n/d;n/d;1390
SP-GUARACI;n/d;1551;683;n/d;n/d;2234
SP-GUARANI D OESTE;n/d;153;173;n/d;n/d;326
SP-GUARANTA;n/d;827;522;n/d;n/d;1349
SP-GUARARAPES;n/d;4319;2384;n/d;n/d;6703
SP-GUARAREMA;n/d;4421;2910;n/d;n/d;7331
SP-GUARATINGUETA;n/d;19216;11572;n/d;n/d;30788
SP-GUAREI;n/d;1170;988;n/d;n/d;2158
SP-GUARIBA;n/d;4793;2560;n/d;n/d;7353
SP-GUARUJA;n/d;31132;21599;n/d;n/d;52731
SP-GUARULHOS;n/d;205709;136051;n/d;n/d;341760
SP-GUATAPARA;n/d;792;994;n/d;n/d;1786
SP-GUZOLANDIA;n/d;317;250;n/d;n/d;567
SP-HERCULANDIA;n/d;756;453;n/d;n/d;1209
SP-HOLAMBRA;n/d;4075;3736;n/d;n/d;7811
SP-HORTOLANDIA;n/d;26657;17969;n/d;n/d;44626
SP-IACANGA;n/d;2370;1051;n/d;n/d;3421
SP-IACRI;n/d;498;364;n/d;n/d;862
SP-IARAS;n/d;1016;676;n/d;n/d;1692
SP-IBATE;n/d;4319;2009;n/d;n/d;6328
SP-IBIRA;n/d;1078;892;n/d;n/d;1970
SP-IBIRAREMA;n/d;476;267;n/d;n/d;743
SP-IBITINGA;n/d;7625;6951;n/d;n/d;14576
SP-IBIUNA;n/d;6885;6299;n/d;n/d;13184
SP-ICEM;n/d;2731;830;n/d;n/d;3561
SP-IEPE;n/d;661;610;n/d;n/d;1271
SP-IGARACU DO TIETE;n/d;1358;1254;n/d;n/d;2612
SP-IGARAPAVA;n/d;3098;2366;n/d;n/d;5464
SP-IGARATA;n/d;970;717;n/d;n/d;1687
SP-IGUAPE;n/d;1457;1369;n/d;n/d;2826
SP-ILHABELA;n/d;4119;3891;n/d;n/d;8010
SP-ILHA COMPRIDA;n/d;950;942;n/d;n/d;1892
SP-ILHA SOLTEIRA;n/d;2750;2515;n/d;n/d;5265
SP-INDAIATUBA;n/d;42698;30352;n/d;n/d;73050
SP-INDIANA;n/d;369;267;n/d;n/d;636
SP-INDIAPORA;n/d;332;253;n/d;n/d;585
SP-INUBIA PAULISTA;n/d;515;426;n/d;n/d;941
SP-IPAUSSU;n/d;2165;1195;n/d;n/d;3360
SP-IPERO;n/d;3056;2014;n/d;n/d;5070
SP-IPEUNA;n/d;1280;779;n/d;n/d;2059
SP-IPIGUA;n/d;702;369;n/d;n/d;1071
SP-IPORANGA;n/d;315;233;n/d;n/d;548
SP-IPUA;n/d;1620;1218;n/d;n/d;2838
SP-IRACEMAPOLIS;n/d;4564;2310;n/d;n/d;6874
SP-IRAPUA;n/d;492;450;n/d;n/d;942
SP-IRAPURU;n/d;432;388;n/d;n/d;820
SP-ITABERA;n/d;1617;991;n/d;n/d;2608
SP-ITAI;n/d;3390;1738;n/d;n/d;5128
SP-ITAJOBI;n/d;1954;1371;n/d;n/d;3325
SP-ITAJU;n/d;387;369;n/d;n/d;756
SP-ITANHAEM;n/d;7003;7381;n/d;n/d;14384
SP-ITAOCA;n/d;204;101;n/d;n/d;305
SP-ITAPECERICA DA SERRA;n/d;13243;10476;n/d;n/d;23719
SP-ITAPETININGA;n/d;20357;15909;n/d;n/d;36266
SP-ITAPEVA;n/d;12211;8291;n/d;n/d;20502
SP-ITAPEVI;n/d;21107;17024;n/d;n/d;38131
SP-ITAPIRA;n/d;13583;9397;n/d;n/d;22980
SP-ITAPIRAPUA PAULISTA;n/d;363;183;n/d;n/d;546
SP-ITAPOLIS;n/d;6298;4145;n/d;n/d;10443
SP-ITAPORANGA;n/d;1097;988;n/d;n/d;2085
SP-ITAPUI;n/d;2486;2050;n/d;n/d;4536
SP-ITAPURA;n/d;329;316;n/d;n/d;645
SP-ITAQUAQUECETUBA;n/d;25663;19126;n/d;n/d;44789
SP-ITARARE;n/d;5100;3573;n/d;n/d;8673
SP-ITARIRI;n/d;880;577;n/d;n/d;1457
SP-ITATIBA;n/d;20699;14667;n/d;n/d;35366
SP-ITATINGA;n/d;1857;1350;n/d;n/d;3207
SP-ITIRAPINA;n/d;2695;1684;n/d;n/d;4379
SP-ITIRAPUA;n/d;484;299;n/d;n/d;783
SP-ITOBI;n/d;521;356;n/d;n/d;877
SP-ITU;n/d;31125;23812;n/d;n/d;54937
SP-ITUPEVA;n/d;14569;9974;n/d;n/d;24543
SP-ITUVERAVA;n/d;3730;3857;n/d;n/d;7587
SP-JABORANDI;n/d;587;393;n/d;n/d;980
SP-JABOTICABAL;n/d;14431;8024;n/d;n/d;22455
SP-JACAREI;n/d;28278;20618;n/d;n/d;48896
SP-JACI;n/d;1427;1123;n/d;n/d;2550
SP-JACUPIRANGA;n/d;2353;1079;n/d;n/d;3432
SP-JAGUARIUNA;n/d;20766;16108;n/d;n/d;36874
SP-JALES;n/d;5725;5111;n/d;n/d;10836
SP-JAMBEIRO;n/d;1931;786;n/d;n/d;2717
SP-JANDIRA;n/d;11637;8313;n/d;n/d;19950
SP-JARDINOPOLIS;n/d;4966;3787;n/d;n/d;8753
SP-JARINU;n/d;4220;3163;n/d;n/d;7383
SP-JAU;n/d;21523;17558;n/d;n/d;39081
SP-JERIQUARA;n/d;406;292;n/d;n/d;698
SP-JOANOPOLIS;n/d;1201;1084;n/d;n/d;2285
SP-JOAO RAMALHO;n/d;219;206;n/d;n/d;425
SP-JOSE BONIFACIO;n/d;6344;3652;n/d;n/d;9996
SP-JULIO MESQUITA;n/d;302;271;n/d;n/d;573
SP-JUMIRIM;n/d;855;377;n/d;n/d;1232
SP-JUNDIAI;n/d;95650;77345;n/d;n/d;172995
SP-JUNQUEIROPOLIS;n/d;4255;1783;n/d;n/d;6038
SP-JUQUIA;n/d;1434;976;n/d;n/d;2410
SP-JUQUITIBA;n/d;1940;1812;n/d;n/d;3752
SP-LAGOINHA;n/d;475;272;n/d;n/d;747
SP-LARANJAL PAULISTA;n/d;4743;3942;n/d;n/d;8685
SP-LAVINIA;n/d;410;328;n/d;n/d;738
SP-LAVRINHAS;n/d;477;340;n/d;n/d;817
SP-LEME;n/d;13452;9562;n/d;n/d;23014
SP-LENCOIS PAULISTA;n/d;12405;7370;n/d;n/d;19775
SP-LIMEIRA;n/d;47074;36435;n/d;n/d;83509
SP-LINDOIA;n/d;1209;860;n/d;n/d;2069
SP-LINS;n/d;14726;10100;n/d;n/d;24826
SP-LORENA;n/d;10061;7353;n/d;n/d;17414
SP-LOURDES;n/d;111;167;n/d;n/d;278
SP-LOUVEIRA;n/d;10351;7396;n/d;n/d;17747
SP-LUCELIA;n/d;3195;5496;n/d;n/d;8691
SP-LUCIANOPOLIS;n/d;646;234;n/d;n/d;880
SP-LUIS ANTONIO;n/d;3962;1377;n/d;n/d;5339
SP-LUIZIANIA;n/d;226;234;n/d;n/d;460
SP-LUPERCIO;n/d;359;196;n/d;n/d;555
SP-LUTECIA;n/d;270;170;n/d;n/d;440
SP-MACATUBA;n/d;2661;1707;n/d;n/d;4368
SP-MACAUBAL;n/d;936;822;n/d;n/d;1758
SP-MACEDONIA;n/d;313;172;n/d;n/d;485
SP-MAGDA;n/d;400;220;n/d;n/d;620
SP-MAIRINQUE;n/d;4878;4219;n/d;n/d;9097
SP-MAIRIPORA;n/d;7665;5702;n/d;n/d;13367
SP-MANDURI;n/d;1081;688;n/d;n/d;1769
SP-MARABA PAULISTA;n/d;424;254;n/d;n/d;678
SP-MARACAI;n/d;1485;933;n/d;n/d;2418
SP-MARAPOAMA;n/d;1083;343;n/d;n/d;1426
SP-MARIAPOLIS;n/d;182;171;n/d;n/d;353
SP-MARILIA;n/d;35040;30242;n/d;n/d;65282
SP-MARINOPOLIS;n/d;186;138;n/d;n/d;324
SP-MARTINOPOLIS;n/d;1914;1528;n/d;n/d;3442
SP-MATAO;n/d;21650;11774;n/d;n/d;33424
SP-MAUA;n/d;39803;26371;n/d;n/d;66174
SP-MENDONCA;n/d;825;513;n/d;n/d;1338
SP-MERIDIANO;n/d;1921;461;n/d;n/d;2382
SP-MESOPOLIS;n/d;104;115;n/d;n/d;219
SP-MIGUELOPOLIS;n/d;1792;1659;n/d;n/d;3451
SP-MINEIROS DO TIETE;n/d;880;709;n/d;n/d;1589
SP-MIRACATU;n/d;1707;1235;n/d;n/d;2942
SP-MIRA ESTRELA;n/d;258;229;n/d;n/d;487
SP-MIRANDOPOLIS;n/d;2220;1722;n/d;n/d;3942
SP-MIRANTE DO PARANAPANEMA;n/d;2676;1024;n/d;n/d;3700
SP-MIRASSOL;n/d;8481;5577;n/d;n/d;14058
SP-MIRASSOLANDIA;n/d;359;192;n/d;n/d;551
SP-MOCOCA;n/d;10829;6200;n/d;n/d;17029
SP-MOGI DAS CRUZES;n/d;55074;45913;n/d;n/d;100987
SP-MOGI GUACU;n/d;23835;17845;n/d;n/d;41680
SP-MOGI MIRIM;n/d;16504;11863;n/d;n/d;28367
SP-MOMBUCA;n/d;346;246;n/d;n/d;592
SP-MONCOES;n/d;1340;224;n/d;n/d;1564
SP-MONGAGUA;n/d;3445;3129;n/d;n/d;6574
SP-MONTE ALEGRE DO SUL;n/d;649;513;n/d;n/d;1162
SP-MONTE ALTO;n/d;7605;5525;n/d;n/d;13130
SP-MONTE APRAZIVEL;n/d;4145;1705;n/d;n/d;5850
SP-MONTE AZUL PAULISTA;n/d;3037;1705;n/d;n/d;4742
SP-MONTE CASTELO;n/d;300;306;n/d;n/d;606
SP-MONTEIRO LOBATO;n/d;403;273;n/d;n/d;676
SP-MONTE MOR;n/d;8442;4778;n/d;n/d;13220
SP-MORRO AGUDO;n/d;6610;2469;n/d;n/d;9079
SP-MORUNGABA;n/d;3917;4293;n/d;n/d;8210
SP-MOTUCA;n/d;306;285;n/d;n/d;591
SP-MURUTINGA DO SUL;n/d;258;237;n/d;n/d;495
SP-NANTES;n/d;214;153;n/d;n/d;367
SP-NARANDIBA;n/d;655;378;n/d;n/d;1033
SP-NATIVIDADE DA SERRA;n/d;518;269;n/d;n/d;787
SP-NAZARE PAULISTA;n/d;1682;1123;n/d;n/d;2805
SP-NEVES PAULISTA;n/d;922;662;n/d;n/d;1584
SP-NHANDEARA;n/d;1002;847;n/d;n/d;1849
SP-NIPOA;n/d;450;324;n/d;n/d;774
SP-NOVA ALIANCA;n/d;685;520;n/d;n/d;1205
SP-NOVA CAMPINA;n/d;1634;612;n/d;n/d;2246
SP-NOVA CANAA PAULISTA;n/d;106;108;n/d;n/d;214
SP-NOVA CASTILHO;n/d;143;92;n/d;n/d;235
SP-NOVA EUROPA;n/d;3205;834;n/d;n/d;4039
SP-NOVA GRANADA;n/d;1384;1170;n/d;n/d;2554
SP-NOVA GUATAPORANGA;n/d;129;107;n/d;n/d;236
SP-NOVA INDEPENDENCIA;n/d;988;310;n/d;n/d;1298
SP-NOVAIS;n/d;181;247;n/d;n/d;428
SP-NOVA LUZITANIA;n/d;132;145;n/d;n/d;277
SP-NOVA ODESSA;n/d;11471;6975;n/d;n/d;18446
SP-NOVO HORIZONTE;n/d;7284;3418;n/d;n/d;10702
SP-NUPORANGA;n/d;1435;1629;n/d;n/d;3064
SP-OCAUCU;n/d;548;311;n/d;n/d;859
SP-OLEO;n/d;240;124;n/d;n/d;364
SP-OLIMPIA;n/d;9381;6014;n/d;n/d;15395
SP-ONDA VERDE;n/d;2006;675;n/d;n/d;2681
SP-ORIENTE;n/d;605;346;n/d;n/d;951
SP-ORINDIUVA;n/d;2248;632;n/d;n/d;2880
SP-ORLANDIA;n/d;7529;3964;n/d;n/d;11493
SP-OSASCO;n/d;94420;74949;n/d;n/d;169369
SP-OSCAR BRESSANE;n/d;250;192;n/d;n/d;442
SP-OSVALDO CRUZ;n/d;4227;3527;n/d;n/d;7754
SP-OURINHOS;n/d;15894;11489;n/d;n/d;27383
SP-OUROESTE;n/d;1935;843;n/d;n/d;2778
SP-OURO VERDE;n/d;458;313;n/d;n/d;771
SP-PACAEMBU;n/d;811;683;n/d;n/d;1494
SP-PALESTINA;n/d;1963;754;n/d;n/d;2717
SP-PALMARES PAULISTA;n/d;325;454;n/d;n/d;779
SP-PALMEIRA D OESTE;n/d;637;439;n/d;n/d;1076
SP-PALMITAL;n/d;2308;1508;n/d;n/d;3816
SP-PANORAMA;n/d;1872;1032;n/d;n/d;2904
SP-PARAGUACU PAULISTA;n/d;8899;3974;n/d;n/d;12873
SP-PARAIBUNA;n/d;1637;1384;n/d;n/d;3021
SP-PARAISO;n/d;1284;488;n/d;n/d;1772
SP-PARANAPANEMA;n/d;2569;1925;n/d;n/d;4494
SP-PARANAPUA;n/d;363;288;n/d;n/d;651
SP-PARAPUA;n/d;2235;751;n/d;n/d;2986
SP-PARDINHO;n/d;1400;1051;n/d;n/d;2451
SP-PARIQUERA-ACU;n/d;2442;2171;n/d;n/d;4613
SP-PARISI;n/d;171;121;n/d;n/d;292
SP-PATROCINIO PAULISTA;n/d;3022;1159;n/d;n/d;4181
SP-PAULICEIA;n/d;1531;607;n/d;n/d;2138
SP-PAULINIA;n/d;28175;15701;n/d;n/d;43876
SP-PAULISTANIA;n/d;185;112;n/d;n/d;297
SP-PAULO DE FARIA;n/d;584;462;n/d;n/d;1046
SP-PEDERNEIRAS;n/d;7781;4351;n/d;n/d;12132
SP-PEDRA BELA;n/d;481;361;n/d;n/d;842
SP-PEDRANOPOLIS;n/d;239;170;n/d;n/d;409
SP-PEDREGULHO;n/d;1999;1318;n/d;n/d;3317
SP-PEDREIRA;n/d;7010;6124;n/d;n/d;13134
SP-PEDRINHAS PAULISTA;n/d;306;231;n/d;n/d;537
SP-PEDRO DE TOLEDO;n/d;553;483;n/d;n/d;1036
SP-PENAPOLIS;n/d;7847;6943;n/d;n/d;14790
SP-PEREIRA BARRETO;n/d;3809;2120;n/d;n/d;5929
SP-PEREIRAS;n/d;1188;770;n/d;n/d;1958
SP-PERUIBE;n/d;4730;4487;n/d;n/d;9217
SP-PIACATU;n/d;442;552;n/d;n/d;994
SP-PIEDADE;n/d;4628;3591;n/d;n/d;8219
SP-PILAR DO SUL;n/d;4652;2218;n/d;n/d;6870
SP-PINDAMONHANGABA;n/d;20184;12380;n/d;n/d;32564
SP-PINDORAMA;n/d;1413;974;n/d;n/d;2387
SP-PINHALZINHO;n/d;1088;1003;n/d;n/d;2091
SP-PIQUEROBI;n/d;362;234;n/d;n/d;596
SP-PIQUETE;n/d;910;428;n/d;n/d;1338
SP-PIRACAIA;n/d;2203;2105;n/d;n/d;4308
SP-PIRACICABA;n/d;74135;51785;n/d;n/d;125920
SP-PIRAJU;n/d;3312;2650;n/d;n/d;5962
