Coluna;Sexo Trabalhador
Município-São Paulo;Não Informado;Masculino;Feminino;Ignorado;{ñ class};Total
SP-BILAC;n/d;703;457;n/d;n/d;1160
SP-BIRIGUI;n/d;17546;14933;n/d;n/d;32479
SP-BIRITIBA-MIRIM;n/d;1602;1076;n/d;n/d;2678
SP-BOA ESPERANCA DO SUL;n/d;1724;765;n/d;n/d;2489
SP-BOCAINA;n/d;3191;1274;n/d;n/d;4465
SP-BOFETE;n/d;795;459;n/d;n/d;1254
SP-BOITUVA;n/d;12585;4807;n/d;n/d;17392
SP-BOM JESUS DOS PERDOES;n/d;1979;939;n/d;n/d;2918
SP-BOM SUCESSO DE ITARARE;n/d;362;114;n/d;n/d;476
SP-BORA;n/d;1056;79;n/d;n/d;1135
SP-BORACEIA;n/d;807;458;n/d;n/d;1265
SP-BORBOREMA;n/d;1412;893;n/d;n/d;2305
SP-BOREBI;n/d;321;217;n/d;n/d;538
SP-BOTUCATU;n/d;22536;12231;n/d;n/d;34767
SP-BRAGANCA PAULISTA;n/d;17322;12777;n/d;n/d;30099
SP-BRAUNA;n/d;1297;212;n/d;n/d;1509
SP-BREJO ALEGRE;n/d;101;92;n/d;n/d;193
SP-BRODOWSKI;n/d;1462;1540;n/d;n/d;3002
SP-BROTAS;n/d;3634;1701;n/d;n/d;5335
SP-BURI;n/d;1780;750;n/d;n/d;2530
SP-BURITAMA;n/d;1089;679;n/d;n/d;1768
SP-BURITIZAL;n/d;1177;245;n/d;n/d;1422
SP-CABRALIA PAULISTA;n/d;546;221;n/d;n/d;767
SP-CABREUVA;n/d;5452;2833;n/d;n/d;8285
SP-CACAPAVA;n/d;9794;4637;n/d;n/d;14431
SP-CACHOEIRA PAULISTA;n/d;2195;1698;n/d;n/d;3893
SP-CACONDE;n/d;1509;641;n/d;n/d;2150
SP-CAFELANDIA;n/d;1824;828;n/d;n/d;2652
SP-CAIABU;n/d;208;160;n/d;n/d;368
SP-CAIEIRAS;n/d;10305;4028;n/d;n/d;14333
SP-CAIUA;n/d;1631;335;n/d;n/d;1966
SP-CAJAMAR;n/d;21886;17360;n/d;n/d;39246
SP-CAJATI;n/d;3295;1046;n/d;n/d;4341
SP-CAJOBI;n/d;1031;564;n/d;n/d;1595
SP-CAJURU;n/d;2071;1283;n/d;n/d;3354
SP-CAMPINA DO MONTE ALEGRE;n/d;1036;911;n/d;n/d;1947
SP-CAMPINAS;n/d;176991;128325;n/d;n/d;305316
SP-CAMPO LIMPO PAULISTA;n/d;7552;2847;n/d;n/d;10399
SP-CAMPOS DO JORDAO;n/d;5105;4424;n/d;n/d;9529
SP-CAMPOS NOVOS PAULISTA;n/d;338;156;n/d;n/d;494
SP-CANANEIA;n/d;746;427;n/d;n/d;1173
SP-CANAS;n/d;454;183;n/d;n/d;637
SP-CANDIDO MOTA;n/d;2286;1341;n/d;n/d;3627
SP-CANDIDO RODRIGUES;n/d;198;173;n/d;n/d;371
SP-CANITAR;n/d;335;186;n/d;n/d;521
SP-CAPAO BONITO;n/d;4214;2291;n/d;n/d;6505
SP-CAPELA DO ALTO;n/d;1138;768;n/d;n/d;1906
SP-CAPIVARI;n/d;6970;4479;n/d;n/d;11449
SP-CARAGUATATUBA;n/d;7386;5552;n/d;n/d;12938
SP-CARAPICUIBA;n/d;17005;13275;n/d;n/d;30280
SP-CARDOSO;n/d;664;389;n/d;n/d;1053
SP-CASA BRANCA;n/d;3691;1834;n/d;n/d;5525
SP-CASSIA DOS COQUEIROS;n/d;239;175;n/d;n/d;414
SP-CASTILHO;n/d;1849;764;n/d;n/d;2613
SP-CATANDUVA;n/d;17720;11572;n/d;n/d;29292
SP-CATIGUA;n/d;3571;569;n/d;n/d;4140
SP-CEDRAL;n/d;893;337;n/d;n/d;1230
SP-CERQUEIRA CESAR;n/d;1713;847;n/d;n/d;2560
SP-CERQUILHO;n/d;5573;3392;n/d;n/d;8965
SP-CESARIO LANGE;n/d;1301;670;n/d;n/d;1971
SP-CHARQUEADA;n/d;1497;826;n/d;n/d;2323
SP-CLEMENTINA;n/d;692;378;n/d;n/d;1070
SP-COLINA;n/d;2772;1026;n/d;n/d;3798
SP-COLOMBIA;n/d;2222;840;n/d;n/d;3062
SP-CONCHAL;n/d;2521;1934;n/d;n/d;4455
SP-CONCHAS;n/d;2598;1929;n/d;n/d;4527
SP-CORDEIROPOLIS;n/d;5010;1973;n/d;n/d;6983
SP-COROADOS;n/d;447;197;n/d;n/d;644
SP-CORONEL MACEDO;n/d;338;146;n/d;n/d;484
SP-CORUMBATAI;n/d;684;367;n/d;n/d;1051
SP-COSMOPOLIS;n/d;5463;2838;n/d;n/d;8301
SP-COSMORAMA;n/d;792;271;n/d;n/d;1063
SP-COTIA;n/d;32303;20910;n/d;n/d;53213
SP-CRAVINHOS;n/d;4229;1778;n/d;n/d;6007
SP-CRISTAIS PAULISTA;n/d;743;302;n/d;n/d;1045
SP-CRUZALIA;n/d;169;116;n/d;n/d;285
SP-CRUZEIRO;n/d;10767;4261;n/d;n/d;15028
SP-CUBATAO;n/d;27458;8259;n/d;n/d;35717
SP-CUNHA;n/d;942;411;n/d;n/d;1353
SP-DESCALVADO;n/d;5745;2963;n/d;n/d;8708
SP-DIADEMA;n/d;63543;30099;n/d;n/d;93642
SP-DIRCE REIS;n/d;208;80;n/d;n/d;288
SP-DIVINOLANDIA;n/d;639;769;n/d;n/d;1408
SP-DOBRADA;n/d;327;262;n/d;n/d;589
SP-DOIS CORREGOS;n/d;3556;1337;n/d;n/d;4893
SP-DOLCINOPOLIS;n/d;153;102;n/d;n/d;255
SP-DOURADO;n/d;817;454;n/d;n/d;1271
SP-DRACENA;n/d;5523;3010;n/d;n/d;8533
SP-DUARTINA;n/d;1159;853;n/d;n/d;2012
SP-DUMONT;n/d;670;460;n/d;n/d;1130
SP-ECHAPORA;n/d;404;145;n/d;n/d;549
SP-ELDORADO;n/d;1148;401;n/d;n/d;1549
SP-ELIAS FAUSTO;n/d;2543;1106;n/d;n/d;3649
SP-ELISIARIO;n/d;196;97;n/d;n/d;293
SP-EMBAUBA;n/d;272;186;n/d;n/d;458
SP-EMBU DAS ARTES;n/d;21147;12178;n/d;n/d;33325
SP-EMBU-GUACU;n/d;4457;2249;n/d;n/d;6706
SP-EMILIANOPOLIS;n/d;184;120;n/d;n/d;304
SP-ENGENHEIRO COELHO;n/d;1636;824;n/d;n/d;2460
SP-ESPIRITO SANTO DO PINHAL;n/d;6389;4073;n/d;n/d;10462
SP-ESPIRITO SANTO DO TURVO;n/d;1401;459;n/d;n/d;1860
SP-ESTRELA D OESTE;n/d;1945;777;n/d;n/d;2722
SP-ESTRELA DO NORTE;n/d;165;131;n/d;n/d;296
SP-EUCLIDES DA CUNHA PAULISTA;n/d;333;261;n/d;n/d;594
SP-FARTURA;n/d;1302;1082;n/d;n/d;2384
SP-FERNANDOPOLIS;n/d;7514;4365;n/d;n/d;11879
SP-FERNANDO PRESTES;n/d;501;318;n/d;n/d;819
SP-FERNAO;n/d;205;90;n/d;n/d;295
SP-FERRAZ DE VASCONCELOS;n/d;9383;4867;n/d;n/d;14250
SP-FLORA RICA;n/d;121;65;n/d;n/d;186
SP-FLOREAL;n/d;257;133;n/d;n/d;390
SP-FLORIDA PAULISTA;n/d;1752;512;n/d;n/d;2264
SP-FLORINIA;n/d;346;180;n/d;n/d;526
SP-FRANCA;n/d;39777;28670;n/d;n/d;68447
SP-FRANCISCO MORATO;n/d;2909;3288;n/d;n/d;6197
SP-FRANCO DA ROCHA;n/d;6648;3539;n/d;n/d;10187
SP-GABRIEL MONTEIRO;n/d;461;480;n/d;n/d;941
SP-GALIA;n/d;844;403;n/d;n/d;1247
SP-GARCA;n/d;5675;3269;n/d;n/d;8944
SP-GASTAO VIDIGAL;n/d;219;110;n/d;n/d;329
SP-GAVIAO PEIXOTO;n/d;1977;482;n/d;n/d;2459
SP-GENERAL SALGADO;n/d;769;659;n/d;n/d;1428
SP-GETULINA;n/d;854;431;n/d;n/d;1285
SP-GLICERIO;n/d;500;308;n/d;n/d;808
SP-GUAICARA;n/d;1054;786;n/d;n/d;1840
SP-GUAIMBE;n/d;311;183;n/d;n/d;494
SP-GUAIRA;n/d;7302;2004;n/d;n/d;9306
SP-GUAPIACU;n/d;1968;1155;n/d;n/d;3123
SP-GUAPIARA;n/d;1245;375;n/d;n/d;1620
SP-GUARA;n/d;1164;915;n/d;n/d;2079
SP-GUARACAI;n/d;732;411;n/d;n/d;1143
SP-GUARACI;n/d;1316;424;n/d;n/d;1740
SP-GUARANI D OESTE;n/d;137;81;n/d;n/d;218
SP-GUARANTA;n/d;752;361;n/d;n/d;1113
SP-GUARARAPES;n/d;3279;1720;n/d;n/d;4999
SP-GUARAREMA;n/d;3637;1488;n/d;n/d;5125
SP-GUARATINGUETA;n/d;14712;7026;n/d;n/d;21738
SP-GUAREI;n/d;850;492;n/d;n/d;1342
SP-GUARIBA;n/d;4957;1758;n/d;n/d;6715
SP-GUARUJA;n/d;24096;13553;n/d;n/d;37649
SP-GUARULHOS;n/d;170874;83090;n/d;n/d;253964
SP-GUATAPARA;n/d;451;350;n/d;n/d;801
SP-GUZOLANDIA;n/d;222;120;n/d;n/d;342
SP-HERCULANDIA;n/d;525;284;n/d;n/d;809
SP-HOLAMBRA;n/d;3671;2836;n/d;n/d;6507
SP-HORTOLANDIA;n/d;18587;10771;n/d;n/d;29358
SP-IACANGA;n/d;1543;600;n/d;n/d;2143
SP-IACRI;n/d;449;250;n/d;n/d;699
SP-IARAS;n/d;347;198;n/d;n/d;545
SP-IBATE;n/d;3284;1446;n/d;n/d;4730
SP-IBIRA;n/d;869;606;n/d;n/d;1475
SP-IBIRAREMA;n/d;1234;407;n/d;n/d;1641
SP-IBITINGA;n/d;7106;5042;n/d;n/d;12148
SP-IBIUNA;n/d;4921;3253;n/d;n/d;8174
SP-ICEM;n/d;592;385;n/d;n/d;977
SP-IEPE;n/d;588;338;n/d;n/d;926
SP-IGARACU DO TIETE;n/d;1317;997;n/d;n/d;2314
SP-IGARAPAVA;n/d;2709;1714;n/d;n/d;4423
SP-IGARATA;n/d;564;370;n/d;n/d;934
SP-IGUAPE;n/d;1253;780;n/d;n/d;2033
SP-ILHABELA;n/d;2657;2215;n/d;n/d;4872
SP-ILHA COMPRIDA;n/d;1020;467;n/d;n/d;1487
SP-ILHA SOLTEIRA;n/d;2740;2235;n/d;n/d;4975
SP-INDAIATUBA;n/d;28264;16999;n/d;n/d;45263
SP-INDIANA;n/d;340;239;n/d;n/d;579
SP-INDIAPORA;n/d;248;155;n/d;n/d;403
SP-INUBIA PAULISTA;n/d;430;249;n/d;n/d;679
SP-IPAUSSU;n/d;2596;1075;n/d;n/d;3671
SP-IPERO;n/d;3551;1457;n/d;n/d;5008
SP-IPEUNA;n/d;1082;402;n/d;n/d;1484
SP-IPIGUA;n/d;918;161;n/d;n/d;1079
SP-IPORANGA;n/d;208;135;n/d;n/d;343
SP-IPUA;n/d;1756;810;n/d;n/d;2566
SP-IRACEMAPOLIS;n/d;4365;1572;n/d;n/d;5937
SP-IRAPUA;n/d;461;367;n/d;n/d;828
SP-IRAPURU;n/d;277;217;n/d;n/d;494
SP-ITABERA;n/d;1136;589;n/d;n/d;1725
SP-ITAI;n/d;2801;964;n/d;n/d;3765
SP-ITAJOBI;n/d;1087;667;n/d;n/d;1754
SP-ITAJU;n/d;321;209;n/d;n/d;530
SP-ITANHAEM;n/d;4715;3740;n/d;n/d;8455
SP-ITAOCA;n/d;126;65;n/d;n/d;191
SP-ITAPECERICA DA SERRA;n/d;11238;7636;n/d;n/d;18874
SP-ITAPETININGA;n/d;17922;10042;n/d;n/d;27964
SP-ITAPEVA;n/d;9745;4733;n/d;n/d;14478
SP-ITAPEVI;n/d;9810;7015;n/d;n/d;16825
SP-ITAPIRA;n/d;12568;7297;n/d;n/d;19865
SP-ITAPIRAPUA PAULISTA;n/d;171;76;n/d;n/d;247
SP-ITAPOLIS;n/d;4853;2923;n/d;n/d;7776
SP-ITAPORANGA;n/d;748;416;n/d;n/d;1164
SP-ITAPUI;n/d;1835;1079;n/d;n/d;2914
SP-ITAPURA;n/d;314;251;n/d;n/d;565
SP-ITAQUAQUECETUBA;n/d;20650;9801;n/d;n/d;30451
SP-ITARARE;n/d;4791;2081;n/d;n/d;6872
SP-ITARIRI;n/d;734;372;n/d;n/d;1106
SP-ITATIBA;n/d;15506;11324;n/d;n/d;26830
SP-ITATINGA;n/d;1754;790;n/d;n/d;2544
SP-ITIRAPINA;n/d;1748;1179;n/d;n/d;2927
SP-ITIRAPUA;n/d;418;153;n/d;n/d;571
SP-ITOBI;n/d;572;260;n/d;n/d;832
SP-ITU;n/d;25868;14544;n/d;n/d;40412
SP-ITUPEVA;n/d;7766;4123;n/d;n/d;11889
SP-ITUVERAVA;n/d;3025;2540;n/d;n/d;5565
SP-JABORANDI;n/d;506;266;n/d;n/d;772
SP-JABOTICABAL;n/d;12178;5462;n/d;n/d;17640
SP-JACAREI;n/d;22578;11999;n/d;n/d;34577
SP-JACI;n/d;1229;785;n/d;n/d;2014
SP-JACUPIRANGA;n/d;1720;617;n/d;n/d;2337
SP-JAGUARIUNA;n/d;14694;10271;n/d;n/d;24965
SP-JALES;n/d;4967;3209;n/d;n/d;8176
SP-JAMBEIRO;n/d;1364;480;n/d;n/d;1844
SP-JANDIRA;n/d;8745;4564;n/d;n/d;13309
SP-JARDINOPOLIS;n/d;3621;2323;n/d;n/d;5944
SP-JARINU;n/d;2741;1653;n/d;n/d;4394
SP-JAU;n/d;19201;13857;n/d;n/d;33058
SP-JERIQUARA;n/d;294;166;n/d;n/d;460
SP-JOANOPOLIS;n/d;859;720;n/d;n/d;1579
SP-JOAO RAMALHO;n/d;289;449;n/d;n/d;738
SP-JOSE BONIFACIO;n/d;4165;2364;n/d;n/d;6529
SP-JULIO MESQUITA;n/d;245;131;n/d;n/d;376
SP-JUMIRIM;n/d;646;218;n/d;n/d;864
SP-JUNDIAI;n/d;69881;44855;n/d;n/d;114736
SP-JUNQUEIROPOLIS;n/d;2349;964;n/d;n/d;3313
SP-JUQUIA;n/d;1246;686;n/d;n/d;1932
SP-JUQUITIBA;n/d;5124;1511;n/d;n/d;6635
SP-LAGOINHA;n/d;439;129;n/d;n/d;568
SP-LARANJAL PAULISTA;n/d;3595;2816;n/d;n/d;6411
SP-LAVINIA;n/d;435;239;n/d;n/d;674
SP-LAVRINHAS;n/d;473;339;n/d;n/d;812
SP-LEME;n/d;10507;6348;n/d;n/d;16855
SP-LENCOIS PAULISTA;n/d;11211;4791;n/d;n/d;16002
SP-LIMEIRA;n/d;39898;22298;n/d;n/d;62196
SP-LINDOIA;n/d;729;411;n/d;n/d;1140
SP-LINS;n/d;13343;7691;n/d;n/d;21034
SP-LORENA;n/d;8389;4917;n/d;n/d;13306
SP-LOURDES;n/d;80;66;n/d;n/d;146
SP-LOUVEIRA;n/d;5052;3505;n/d;n/d;8557
SP-LUCELIA;n/d;2584;1413;n/d;n/d;3997
SP-LUCIANOPOLIS;n/d;364;175;n/d;n/d;539
SP-LUIS ANTONIO;n/d;3666;715;n/d;n/d;4381
SP-LUIZIANIA;n/d;213;152;n/d;n/d;365
SP-LUPERCIO;n/d;492;176;n/d;n/d;668
SP-LUTECIA;n/d;232;126;n/d;n/d;358
SP-MACATUBA;n/d;2239;1426;n/d;n/d;3665
SP-MACAUBAL;n/d;714;350;n/d;n/d;1064
SP-MACEDONIA;n/d;294;110;n/d;n/d;404
SP-MAGDA;n/d;288;107;n/d;n/d;395
SP-MAIRINQUE;n/d;4190;2648;n/d;n/d;6838
SP-MAIRIPORA;n/d;7109;4062;n/d;n/d;11171
SP-MANDURI;n/d;1046;568;n/d;n/d;1614
SP-MARABA PAULISTA;n/d;437;231;n/d;n/d;668
SP-MARACAI;n/d;2029;751;n/d;n/d;2780
SP-MARAPOAMA;n/d;658;177;n/d;n/d;835
SP-MARIAPOLIS;n/d;151;98;n/d;n/d;249
SP-MARILIA;n/d;26996;19451;n/d;n/d;46447
SP-MARINOPOLIS;n/d;173;109;n/d;n/d;282
SP-MARTINOPOLIS;n/d;1453;869;n/d;n/d;2322
SP-MATAO;n/d;16349;8076;n/d;n/d;24425
SP-MAUA;n/d;32579;16747;n/d;n/d;49326
SP-MENDONCA;n/d;387;162;n/d;n/d;549
SP-MERIDIANO;n/d;577;161;n/d;n/d;738
SP-MESOPOLIS;n/d;122;91;n/d;n/d;213
SP-MIGUELOPOLIS;n/d;2882;1468;n/d;n/d;4350
SP-MINEIROS DO TIETE;n/d;902;557;n/d;n/d;1459
SP-MIRACATU;n/d;1466;672;n/d;n/d;2138
SP-MIRA ESTRELA;n/d;206;112;n/d;n/d;318
SP-MIRANDOPOLIS;n/d;2622;1264;n/d;n/d;3886
SP-MIRANTE DO PARANAPANEMA;n/d;684;536;n/d;n/d;1220
SP-MIRASSOL;n/d;6327;3198;n/d;n/d;9525
SP-MIRASSOLANDIA;n/d;224;141;n/d;n/d;365
SP-MOCOCA;n/d;9012;4318;n/d;n/d;13330
SP-MOGI DAS CRUZES;n/d;41359;25947;n/d;n/d;67306
SP-MOGI GUACU;n/d;20803;11664;n/d;n/d;32467
SP-MOGI MIRIM;n/d;14796;7968;n/d;n/d;22764
SP-MOMBUCA;n/d;273;215;n/d;n/d;488
SP-MONCOES;n/d;238;116;n/d;n/d;354
SP-MONGAGUA;n/d;1988;1651;n/d;n/d;3639
SP-MONTE ALEGRE DO SUL;n/d;1086;699;n/d;n/d;1785
SP-MONTE ALTO;n/d;6816;3928;n/d;n/d;10744
SP-MONTE APRAZIVEL;n/d;3458;1006;n/d;n/d;4464
SP-MONTE AZUL PAULISTA;n/d;4610;2120;n/d;n/d;6730
SP-MONTE CASTELO;n/d;275;157;n/d;n/d;432
SP-MONTEIRO LOBATO;n/d;668;252;n/d;n/d;920
SP-MONTE MOR;n/d;6111;2501;n/d;n/d;8612
SP-MORRO AGUDO;n/d;2900;1524;n/d;n/d;4424
SP-MORUNGABA;n/d;15261;8313;n/d;n/d;23574
SP-MOTUCA;n/d;1325;349;n/d;n/d;1674
SP-MURUTINGA DO SUL;n/d;303;164;n/d;n/d;467
SP-NANTES;n/d;169;102;n/d;n/d;271
SP-NARANDIBA;n/d;949;372;n/d;n/d;1321
SP-NATIVIDADE DA SERRA;n/d;378;154;n/d;n/d;532
SP-NAZARE PAULISTA;n/d;2805;651;n/d;n/d;3456
SP-NEVES PAULISTA;n/d;1236;329;n/d;n/d;1565
SP-NHANDEARA;n/d;709;571;n/d;n/d;1280
SP-NIPOA;n/d;308;199;n/d;n/d;507
SP-NOVA ALIANCA;n/d;491;225;n/d;n/d;716
SP-NOVA CAMPINA;n/d;1308;255;n/d;n/d;1563
SP-NOVA CANAA PAULISTA;n/d;83;48;n/d;n/d;131
SP-NOVA CASTILHO;n/d;122;68;n/d;n/d;190
SP-NOVA EUROPA;n/d;2447;546;n/d;n/d;2993
SP-NOVA GRANADA;n/d;1251;798;n/d;n/d;2049
SP-NOVA GUATAPORANGA;n/d;120;71;n/d;n/d;191
SP-NOVA INDEPENDENCIA;n/d;393;149;n/d;n/d;542
SP-NOVAIS;n/d;182;130;n/d;n/d;312
SP-NOVA LUZITANIA;n/d;112;93;n/d;n/d;205
SP-NOVA ODESSA;n/d;10052;4468;n/d;n/d;14520
SP-NOVO HORIZONTE;n/d;5172;2016;n/d;n/d;7188
SP-NUPORANGA;n/d;1327;1026;n/d;n/d;2353
SP-OCAUCU;n/d;440;166;n/d;n/d;606
SP-OLEO;n/d;175;80;n/d;n/d;255
SP-OLIMPIA;n/d;7663;3317;n/d;n/d;10980
SP-ONDA VERDE;n/d;1228;284;n/d;n/d;1512
SP-ORIENTE;n/d;526;199;n/d;n/d;725
SP-ORINDIUVA;n/d;2589;279;n/d;n/d;2868
SP-ORLANDIA;n/d;6177;2656;n/d;n/d;8833
SP-OSASCO;n/d;72993;48267;n/d;n/d;121260
SP-OSCAR BRESSANE;n/d;217;193;n/d;n/d;410
SP-OSVALDO CRUZ;n/d;3108;2307;n/d;n/d;5415
SP-OURINHOS;n/d;11743;6907;n/d;n/d;18650
SP-OUROESTE;n/d;976;397;n/d;n/d;1373
SP-OURO VERDE;n/d;423;210;n/d;n/d;633
SP-PACAEMBU;n/d;594;446;n/d;n/d;1040
SP-PALESTINA;n/d;688;321;n/d;n/d;1009
SP-PALMARES PAULISTA;n/d;212;271;n/d;n/d;483
SP-PALMEIRA D OESTE;n/d;452;310;n/d;n/d;762
SP-PALMITAL;n/d;2023;1190;n/d;n/d;3213
SP-PANORAMA;n/d;1470;591;n/d;n/d;2061
SP-PARAGUACU PAULISTA;n/d;7942;2642;n/d;n/d;10584
SP-PARAIBUNA;n/d;1755;1145;n/d;n/d;2900
SP-PARAISO;n/d;1205;287;n/d;n/d;1492
SP-PARANAPANEMA;n/d;2509;1480;n/d;n/d;3989
SP-PARANAPUA;n/d;294;154;n/d;n/d;448
SP-PARAPUA;n/d;1009;416;n/d;n/d;1425
SP-PARDINHO;n/d;1069;806;n/d;n/d;1875
SP-PARIQUERA-ACU;n/d;1722;958;n/d;n/d;2680
SP-PARISI;n/d;163;80;n/d;n/d;243
SP-PATROCINIO PAULISTA;n/d;1753;661;n/d;n/d;2414
SP-PAULICEIA;n/d;679;292;n/d;n/d;971
SP-PAULINIA;n/d;19850;9659;n/d;n/d;29509
SP-PAULISTANIA;n/d;123;85;n/d;n/d;208
SP-PAULO DE FARIA;n/d;506;410;n/d;n/d;916
SP-PEDERNEIRAS;n/d;6863;3038;n/d;n/d;9901
SP-PEDRA BELA;n/d;314;189;n/d;n/d;503
SP-PEDRANOPOLIS;n/d;322;143;n/d;n/d;465
SP-PEDREGULHO;n/d;2572;1289;n/d;n/d;3861
SP-PEDREIRA;n/d;6622;4628;n/d;n/d;11250
SP-PEDRINHAS PAULISTA;n/d;231;156;n/d;n/d;387
SP-PEDRO DE TOLEDO;n/d;384;292;n/d;n/d;676
SP-PENAPOLIS;n/d;6826;4990;n/d;n/d;11816
SP-PEREIRA BARRETO;n/d;3299;1431;n/d;n/d;4730
SP-PEREIRAS;n/d;1763;733;n/d;n/d;2496
SP-PERUIBE;n/d;3384;2526;n/d;n/d;5910
SP-PIACATU;n/d;344;251;n/d;n/d;595
SP-PIEDADE;n/d;4237;2384;n/d;n/d;6621
SP-PILAR DO SUL;n/d;4706;1396;n/d;n/d;6102
SP-PINDAMONHANGABA;n/d;16405;7151;n/d;n/d;23556
SP-PINDORAMA;n/d;1081;656;n/d;n/d;1737
SP-PINHALZINHO;n/d;639;570;n/d;n/d;1209
SP-PIQUEROBI;n/d;314;194;n/d;n/d;508
SP-PIQUETE;n/d;981;358;n/d;n/d;1339
SP-PIRACAIA;n/d;1781;1521;n/d;n/d;3302
SP-PIRACICABA;n/d;63088;32074;n/d;n/d;95162
SP-PIRAJU;n/d;2953;1680;n/d;n/d;4633
SP-PIRAJUI;n/d;1693;1054;n/d;n/d;2747
SP-PIRANGI;n/d;1023;519;n/d;n/d;1542
SP-PIRAPORA DO BOM JESUS;n/d;1920;753;n/d;n/d;2673
