Coluna;Sexo Trabalhador
Município-São Paulo;Não Informado;Masculino;Feminino;Ignorado;{ñ class};Total
SP-IPERO;n/d;4180;1729;n/d;n/d;5909
SP-IPEUNA;n/d;1344;592;n/d;n/d;1936
SP-IPIGUA;n/d;509;283;n/d;n/d;792
SP-IPORANGA;n/d;303;138;n/d;n/d;441
SP-IPUA;n/d;2088;973;n/d;n/d;3061
SP-IRACEMAPOLIS;n/d;4388;1904;n/d;n/d;6292
SP-IRAPUA;n/d;493;450;n/d;n/d;943
SP-IRAPURU;n/d;339;318;n/d;n/d;657
SP-ITABERA;n/d;1285;776;n/d;n/d;2061
SP-ITAI;n/d;3734;1101;n/d;n/d;4835
SP-ITAJOBI;n/d;1315;780;n/d;n/d;2095
SP-ITAJU;n/d;357;218;n/d;n/d;575
SP-ITANHAEM;n/d;5252;4512;n/d;n/d;9764
SP-ITAOCA;n/d;150;75;n/d;n/d;225
SP-ITAPECERICA DA SERRA;n/d;10727;8185;n/d;n/d;18912
SP-ITAPETININGA;n/d;18351;11017;n/d;n/d;29368
SP-ITAPEVA;n/d;10136;5386;n/d;n/d;15522
SP-ITAPEVI;n/d;12354;8675;n/d;n/d;21029
SP-ITAPIRA;n/d;12858;7883;n/d;n/d;20741
SP-ITAPIRAPUA PAULISTA;n/d;178;99;n/d;n/d;277
SP-ITAPOLIS;n/d;5433;3398;n/d;n/d;8831
SP-ITAPORANGA;n/d;828;562;n/d;n/d;1390
SP-ITAPUI;n/d;2133;1600;n/d;n/d;3733
SP-ITAPURA;n/d;288;264;n/d;n/d;552
SP-ITAQUAQUECETUBA;n/d;22467;11487;n/d;n/d;33954
SP-ITARARE;n/d;4883;2459;n/d;n/d;7342
SP-ITARIRI;n/d;723;398;n/d;n/d;1121
SP-ITATIBA;n/d;18108;12564;n/d;n/d;30672
SP-ITATINGA;n/d;1772;913;n/d;n/d;2685
SP-ITIRAPINA;n/d;2081;1517;n/d;n/d;3598
SP-ITIRAPUA;n/d;453;188;n/d;n/d;641
SP-ITOBI;n/d;507;296;n/d;n/d;803
SP-ITU;n/d;28423;16955;n/d;n/d;45378
SP-ITUPEVA;n/d;10737;5555;n/d;n/d;16292
SP-ITUVERAVA;n/d;3329;2887;n/d;n/d;6216
SP-JABORANDI;n/d;508;255;n/d;n/d;763
SP-JABOTICABAL;n/d;13896;5906;n/d;n/d;19802
SP-JACAREI;n/d;24177;13513;n/d;n/d;37690
SP-JACI;n/d;1410;1210;n/d;n/d;2620
SP-JACUPIRANGA;n/d;1879;660;n/d;n/d;2539
SP-JAGUARIUNA;n/d;13846;10551;n/d;n/d;24397
SP-JALES;n/d;4957;3579;n/d;n/d;8536
SP-JAMBEIRO;n/d;1643;566;n/d;n/d;2209
SP-JANDIRA;n/d;10476;5351;n/d;n/d;15827
SP-JARDINOPOLIS;n/d;3956;2529;n/d;n/d;6485
SP-JARINU;n/d;3072;2301;n/d;n/d;5373
SP-JAU;n/d;21031;16911;n/d;n/d;37942
SP-JERIQUARA;n/d;312;225;n/d;n/d;537
SP-JOANOPOLIS;n/d;932;770;n/d;n/d;1702
SP-JOAO RAMALHO;n/d;238;216;n/d;n/d;454
SP-JOSE BONIFACIO;n/d;4953;2828;n/d;n/d;7781
SP-JULIO MESQUITA;n/d;313;234;n/d;n/d;547
SP-JUMIRIM;n/d;590;228;n/d;n/d;818
SP-JUNDIAI;n/d;86426;58859;n/d;n/d;145285
SP-JUNQUEIROPOLIS;n/d;3189;1248;n/d;n/d;4437
SP-JUQUIA;n/d;1384;752;n/d;n/d;2136
SP-JUQUITIBA;n/d;5192;1667;n/d;n/d;6859
SP-LAGOINHA;n/d;480;150;n/d;n/d;630
SP-LARANJAL PAULISTA;n/d;3803;3136;n/d;n/d;6939
SP-LAVINIA;n/d;375;266;n/d;n/d;641
SP-LAVRINHAS;n/d;455;339;n/d;n/d;794
SP-LEME;n/d;10911;6871;n/d;n/d;17782
SP-LENCOIS PAULISTA;n/d;12961;5707;n/d;n/d;18668
SP-LIMEIRA;n/d;43144;26248;n/d;n/d;69392
SP-LINDOIA;n/d;788;540;n/d;n/d;1328
SP-LINS;n/d;14122;9101;n/d;n/d;23223
SP-LORENA;n/d;8837;5575;n/d;n/d;14412
SP-LOURDES;n/d;116;121;n/d;n/d;237
SP-LOUVEIRA;n/d;7333;4760;n/d;n/d;12093
SP-LUCELIA;n/d;2240;2222;n/d;n/d;4462
SP-LUCIANOPOLIS;n/d;498;312;n/d;n/d;810
SP-LUIS ANTONIO;n/d;3711;725;n/d;n/d;4436
SP-LUIZIANIA;n/d;270;172;n/d;n/d;442
SP-LUPERCIO;n/d;520;219;n/d;n/d;739
SP-LUTECIA;n/d;253;125;n/d;n/d;378
SP-MACATUBA;n/d;2457;1434;n/d;n/d;3891
SP-MACAUBAL;n/d;975;559;n/d;n/d;1534
SP-MACEDONIA;n/d;345;149;n/d;n/d;494
SP-MAGDA;n/d;291;109;n/d;n/d;400
SP-MAIRINQUE;n/d;4432;2993;n/d;n/d;7425
SP-MAIRIPORA;n/d;7627;4664;n/d;n/d;12291
SP-MANDURI;n/d;1075;590;n/d;n/d;1665
SP-MARABA PAULISTA;n/d;411;221;n/d;n/d;632
SP-MARACAI;n/d;2064;763;n/d;n/d;2827
SP-MARAPOAMA;n/d;557;160;n/d;n/d;717
SP-MARIAPOLIS;n/d;161;127;n/d;n/d;288
SP-MARILIA;n/d;30602;21503;n/d;n/d;52105
SP-MARINOPOLIS;n/d;228;129;n/d;n/d;357
SP-MARTINOPOLIS;n/d;1423;1062;n/d;n/d;2485
SP-MATAO;n/d;18225;8835;n/d;n/d;27060
SP-MAUA;n/d;38953;19542;n/d;n/d;58495
SP-MENDONCA;n/d;2049;373;n/d;n/d;2422
SP-MERIDIANO;n/d;575;165;n/d;n/d;740
SP-MESOPOLIS;n/d;124;108;n/d;n/d;232
SP-MIGUELOPOLIS;n/d;2522;1485;n/d;n/d;4007
SP-MINEIROS DO TIETE;n/d;815;716;n/d;n/d;1531
SP-MIRACATU;n/d;1749;764;n/d;n/d;2513
SP-MIRA ESTRELA;n/d;215;122;n/d;n/d;337
SP-MIRANDOPOLIS;n/d;2259;1329;n/d;n/d;3588
SP-MIRANTE DO PARANAPANEMA;n/d;837;613;n/d;n/d;1450
SP-MIRASSOL;n/d;7127;3872;n/d;n/d;10999
SP-MIRASSOLANDIA;n/d;227;165;n/d;n/d;392
SP-MOCOCA;n/d;9652;5053;n/d;n/d;14705
SP-MOGI DAS CRUZES;n/d;48792;33286;n/d;n/d;82078
SP-MOGI GUACU;n/d;22416;13277;n/d;n/d;35693
SP-MOGI MIRIM;n/d;17164;9909;n/d;n/d;27073
SP-MOMBUCA;n/d;291;214;n/d;n/d;505
SP-MONCOES;n/d;1167;193;n/d;n/d;1360
SP-MONGAGUA;n/d;3592;4051;n/d;n/d;7643
SP-MONTE ALEGRE DO SUL;n/d;805;584;n/d;n/d;1389
SP-MONTE ALTO;n/d;7710;4813;n/d;n/d;12523
SP-MONTE APRAZIVEL;n/d;4169;1405;n/d;n/d;5574
SP-MONTE AZUL PAULISTA;n/d;4525;2141;n/d;n/d;6666
SP-MONTE CASTELO;n/d;242;233;n/d;n/d;475
SP-MONTEIRO LOBATO;n/d;703;289;n/d;n/d;992
SP-MONTE MOR;n/d;6741;2962;n/d;n/d;9703
SP-MORRO AGUDO;n/d;6419;1846;n/d;n/d;8265
SP-MORUNGABA;n/d;5785;4671;n/d;n/d;10456
SP-MOTUCA;n/d;242;204;n/d;n/d;446
SP-MURUTINGA DO SUL;n/d;303;185;n/d;n/d;488
SP-NANTES;n/d;195;121;n/d;n/d;316
SP-NARANDIBA;n/d;1966;360;n/d;n/d;2326
SP-NATIVIDADE DA SERRA;n/d;478;195;n/d;n/d;673
SP-NAZARE PAULISTA;n/d;936;636;n/d;n/d;1572
SP-NEVES PAULISTA;n/d;1284;417;n/d;n/d;1701
SP-NHANDEARA;n/d;771;625;n/d;n/d;1396
SP-NIPOA;n/d;715;268;n/d;n/d;983
SP-NOVA ALIANCA;n/d;467;297;n/d;n/d;764
SP-NOVA CAMPINA;n/d;1316;426;n/d;n/d;1742
SP-NOVA CANAA PAULISTA;n/d;82;70;n/d;n/d;152
SP-NOVA CASTILHO;n/d;139;83;n/d;n/d;222
SP-NOVA EUROPA;n/d;2458;637;n/d;n/d;3095
SP-NOVA GRANADA;n/d;1148;965;n/d;n/d;2113
SP-NOVA GUATAPORANGA;n/d;153;85;n/d;n/d;238
SP-NOVA INDEPENDENCIA;n/d;808;221;n/d;n/d;1029
SP-NOVAIS;n/d;189;136;n/d;n/d;325
SP-NOVA LUZITANIA;n/d;136;115;n/d;n/d;251
SP-NOVA ODESSA;n/d;11013;5335;n/d;n/d;16348
SP-NOVO HORIZONTE;n/d;4107;2398;n/d;n/d;6505
SP-NUPORANGA;n/d;1695;2082;n/d;n/d;3777
SP-OCAUCU;n/d;463;190;n/d;n/d;653
SP-OLEO;n/d;174;89;n/d;n/d;263
SP-OLIMPIA;n/d;8000;3836;n/d;n/d;11836
SP-ONDA VERDE;n/d;1462;377;n/d;n/d;1839
SP-ORIENTE;n/d;610;201;n/d;n/d;811
SP-ORINDIUVA;n/d;2957;505;n/d;n/d;3462
SP-ORLANDIA;n/d;7012;3104;n/d;n/d;10116
SP-OSASCO;n/d;85831;58892;n/d;n/d;144723
SP-OSCAR BRESSANE;n/d;214;181;n/d;n/d;395
SP-OSVALDO CRUZ;n/d;3498;2653;n/d;n/d;6151
SP-OURINHOS;n/d;13471;7766;n/d;n/d;21237
SP-OUROESTE;n/d;1413;596;n/d;n/d;2009
SP-OURO VERDE;n/d;584;267;n/d;n/d;851
SP-PACAEMBU;n/d;689;505;n/d;n/d;1194
SP-PALESTINA;n/d;1115;458;n/d;n/d;1573
SP-PALMARES PAULISTA;n/d;251;358;n/d;n/d;609
SP-PALMEIRA D OESTE;n/d;490;355;n/d;n/d;845
SP-PALMITAL;n/d;3139;1484;n/d;n/d;4623
SP-PANORAMA;n/d;1881;857;n/d;n/d;2738
SP-PARAGUACU PAULISTA;n/d;8550;3523;n/d;n/d;12073
SP-PARAIBUNA;n/d;1587;1234;n/d;n/d;2821
SP-PARAISO;n/d;1168;346;n/d;n/d;1514
SP-PARANAPANEMA;n/d;2495;1706;n/d;n/d;4201
SP-PARANAPUA;n/d;262;180;n/d;n/d;442
SP-PARAPUA;n/d;2413;471;n/d;n/d;2884
SP-PARDINHO;n/d;1106;873;n/d;n/d;1979
SP-PARIQUERA-ACU;n/d;2241;1403;n/d;n/d;3644
SP-PARISI;n/d;154;91;n/d;n/d;245
SP-PATROCINIO PAULISTA;n/d;1677;661;n/d;n/d;2338
SP-PAULICEIA;n/d;929;396;n/d;n/d;1325
SP-PAULINIA;n/d;23848;10871;n/d;n/d;34719
SP-PAULISTANIA;n/d;114;63;n/d;n/d;177
SP-PAULO DE FARIA;n/d;572;421;n/d;n/d;993
SP-PEDERNEIRAS;n/d;7252;2929;n/d;n/d;10181
SP-PEDRA BELA;n/d;333;224;n/d;n/d;557
SP-PEDRANOPOLIS;n/d;426;143;n/d;n/d;569
SP-PEDREGULHO;n/d;2435;1460;n/d;n/d;3895
SP-PEDREIRA;n/d;6866;5292;n/d;n/d;12158
SP-PEDRINHAS PAULISTA;n/d;285;178;n/d;n/d;463
SP-PEDRO DE TOLEDO;n/d;379;302;n/d;n/d;681
SP-PENAPOLIS;n/d;8055;5600;n/d;n/d;13655
SP-PEREIRA BARRETO;n/d;3078;1596;n/d;n/d;4674
SP-PEREIRAS;n/d;1440;722;n/d;n/d;2162
SP-PERUIBE;n/d;3984;2897;n/d;n/d;6881
SP-PIACATU;n/d;355;346;n/d;n/d;701
SP-PIEDADE;n/d;4254;2575;n/d;n/d;6829
SP-PILAR DO SUL;n/d;3371;1396;n/d;n/d;4767
SP-PINDAMONHANGABA;n/d;19371;8283;n/d;n/d;27654
SP-PINDORAMA;n/d;1378;750;n/d;n/d;2128
SP-PINHALZINHO;n/d;733;696;n/d;n/d;1429
SP-PIQUEROBI;n/d;358;233;n/d;n/d;591
SP-PIQUETE;n/d;984;353;n/d;n/d;1337
SP-PIRACAIA;n/d;1773;1613;n/d;n/d;3386
SP-PIRACICABA;n/d;73591;38020;n/d;n/d;111611
SP-PIRAJU;n/d;3243;2042;n/d;n/d;5285
SP-PIRAJUI;n/d;1954;1053;n/d;n/d;3007
SP-PIRANGI;n/d;1804;702;n/d;n/d;2506
