Coluna;Sexo Trabalhador
Município-São Paulo;Não Informado;Masculino;Feminino;Ignorado;{ñ class};Total
SP-PIRAPORA DO BOM JESUS;n/d;2083;1601;n/d;n/d;3684
SP-PIRAPOZINHO;n/d;2217;1503;n/d;n/d;3720
SP-PIRASSUNUNGA;n/d;13893;8007;n/d;n/d;21900
SP-PIRATININGA;n/d;929;519;n/d;n/d;1448
SP-PITANGUEIRAS;n/d;4462;1873;n/d;n/d;6335
SP-PLANALTO;n/d;732;196;n/d;n/d;928
SP-PLATINA;n/d;543;195;n/d;n/d;738
SP-POA;n/d;22996;17999;n/d;n/d;40995
SP-POLONI;n/d;449;229;n/d;n/d;678
SP-POMPEIA;n/d;4690;2033;n/d;n/d;6723
SP-PONGAI;n/d;255;134;n/d;n/d;389
SP-PONTAL;n/d;4704;1873;n/d;n/d;6577
SP-PONTALINDA;n/d;248;148;n/d;n/d;396
SP-PONTES GESTAL;n/d;970;300;n/d;n/d;1270
SP-POPULINA;n/d;251;184;n/d;n/d;435
SP-PORANGABA;n/d;562;316;n/d;n/d;878
SP-PORTO FELIZ;n/d;6074;3535;n/d;n/d;9609
SP-PORTO FERREIRA;n/d;8096;5538;n/d;n/d;13634
SP-POTIM;n/d;653;407;n/d;n/d;1060
SP-POTIRENDABA;n/d;1689;832;n/d;n/d;2521
SP-PRACINHA;n/d;111;88;n/d;n/d;199
SP-PRADOPOLIS;n/d;4797;1090;n/d;n/d;5887
SP-PRAIA GRANDE;n/d;17706;14285;n/d;n/d;31991
SP-PRATANIA;n/d;529;356;n/d;n/d;885
SP-PRESIDENTE ALVES;n/d;1276;568;n/d;n/d;1844
SP-PRESIDENTE BERNARDES;n/d;949;726;n/d;n/d;1675
SP-PRESIDENTE EPITACIO;n/d;4351;2549;n/d;n/d;6900
SP-PRESIDENTE PRUDENTE;n/d;34382;22710;n/d;n/d;57092
SP-PRESIDENTE VENCESLAU;n/d;3210;2609;n/d;n/d;5819
SP-PROMISSAO;n/d;7604;3138;n/d;n/d;10742
SP-QUADRA;n/d;201;126;n/d;n/d;327
SP-QUATA;n/d;2996;933;n/d;n/d;3929
SP-QUEIROZ;n/d;463;234;n/d;n/d;697
SP-QUELUZ;n/d;1428;610;n/d;n/d;2038
SP-QUINTANA;n/d;557;344;n/d;n/d;901
SP-RAFARD;n/d;2146;765;n/d;n/d;2911
SP-RANCHARIA;n/d;3736;2142;n/d;n/d;5878
SP-REDENCAO DA SERRA;n/d;358;138;n/d;n/d;496
SP-REGENTE FEIJO;n/d;3570;1456;n/d;n/d;5026
SP-REGINOPOLIS;n/d;719;345;n/d;n/d;1064
SP-REGISTRO;n/d;6029;3844;n/d;n/d;9873
SP-RESTINGA;n/d;708;289;n/d;n/d;997
SP-RIBEIRA;n/d;309;115;n/d;n/d;424
SP-RIBEIRAO BONITO;n/d;1001;576;n/d;n/d;1577
SP-RIBEIRAO BRANCO;n/d;1473;688;n/d;n/d;2161
SP-RIBEIRAO CORRENTE;n/d;361;173;n/d;n/d;534
SP-RIBEIRAO DO SUL;n/d;439;233;n/d;n/d;672
SP-RIBEIRAO DOS INDIOS;n/d;126;104;n/d;n/d;230
SP-RIBEIRAO GRANDE;n/d;1271;323;n/d;n/d;1594
SP-RIBEIRAO PIRES;n/d;14614;7890;n/d;n/d;22504
SP-RIBEIRAO PRETO;n/d;98000;73149;n/d;n/d;171149
SP-RIVERSUL;n/d;173;179;n/d;n/d;352
SP-RIFAINA;n/d;230;162;n/d;n/d;392
SP-RINCAO;n/d;854;582;n/d;n/d;1436
SP-RINOPOLIS;n/d;670;409;n/d;n/d;1079
SP-RIO CLARO;n/d;31767;21837;n/d;n/d;53604
SP-RIO DAS PEDRAS;n/d;5576;2160;n/d;n/d;7736
SP-RIO GRANDE DA SERRA;n/d;2059;945;n/d;n/d;3004
SP-RIOLANDIA;n/d;417;269;n/d;n/d;686
SP-ROSANA;n/d;1171;1088;n/d;n/d;2259
SP-ROSEIRA;n/d;1222;498;n/d;n/d;1720
SP-RUBIACEA;n/d;178;99;n/d;n/d;277
SP-RUBINEIA;n/d;202;168;n/d;n/d;370
SP-SABINO;n/d;302;242;n/d;n/d;544
SP-SAGRES;n/d;184;163;n/d;n/d;347
SP-SALES;n/d;355;274;n/d;n/d;629
SP-SALES OLIVEIRA;n/d;1462;678;n/d;n/d;2140
SP-SALESOPOLIS;n/d;1010;698;n/d;n/d;1708
SP-SALMOURAO;n/d;234;138;n/d;n/d;372
SP-SALTINHO;n/d;827;469;n/d;n/d;1296
SP-SALTO;n/d;14041;10468;n/d;n/d;24509
SP-SALTO DE PIRAPORA;n/d;3253;1649;n/d;n/d;4902
SP-SALTO GRANDE;n/d;849;381;n/d;n/d;1230
SP-SANDOVALINA;n/d;420;250;n/d;n/d;670
SP-SANTA ADELIA;n/d;1750;951;n/d;n/d;2701
SP-SANTA ALBERTINA;n/d;351;214;n/d;n/d;565
SP-SANTA BARBARA D OESTE;n/d;23373;16064;n/d;n/d;39437
SP-SANTA BRANCA;n/d;1634;651;n/d;n/d;2285
SP-SANTA CLARA D OESTE;n/d;231;128;n/d;n/d;359
SP-SANTA CRUZ DA CONCEICAO;n/d;1011;449;n/d;n/d;1460
SP-SANTA CRUZ DA ESPERANCA;n/d;181;118;n/d;n/d;299
SP-SANTA CRUZ DAS PALMEIRAS;n/d;3766;1719;n/d;n/d;5485
SP-SANTA CRUZ DO RIO PARDO;n/d;6148;4195;n/d;n/d;10343
SP-SANTA ERNESTINA;n/d;235;170;n/d;n/d;405
SP-SANTA FE DO SUL;n/d;3698;2599;n/d;n/d;6297
SP-SANTA GERTRUDES;n/d;4507;1679;n/d;n/d;6186
SP-SANTA ISABEL;n/d;5480;3419;n/d;n/d;8899
SP-SANTA LUCIA;n/d;466;260;n/d;n/d;726
SP-SANTA MARIA DA SERRA;n/d;895;343;n/d;n/d;1238
SP-SANTA MERCEDES;n/d;267;158;n/d;n/d;425
SP-SANTANA DA PONTE PENSA;n/d;148;70;n/d;n/d;218
SP-SANTANA DE PARNAIBA;n/d;35404;20772;n/d;n/d;56176
SP-SANTA RITA D OESTE;n/d;184;136;n/d;n/d;320
SP-SANTA RITA DO PASSA QUATRO;n/d;3857;1932;n/d;n/d;5789
SP-SANTA ROSA DE VITERBO;n/d;3139;1350;n/d;n/d;4489
SP-SANTA SALETE;n/d;134;82;n/d;n/d;216
SP-SANTO ANASTACIO;n/d;2702;1195;n/d;n/d;3897
SP-SANTO ANDRE;n/d;101662;72679;n/d;n/d;174341
SP-SANTO ANTONIO DA ALEGRIA;n/d;559;313;n/d;n/d;872
SP-SANTO ANTONIO DE POSSE;n/d;4284;2421;n/d;n/d;6705
SP-SANTO ANTONIO DO ARACANGUA;n/d;1528;727;n/d;n/d;2255
SP-SANTO ANTONIO DO JARDIM;n/d;699;375;n/d;n/d;1074
SP-SANTO ANTONIO DO PINHAL;n/d;463;384;n/d;n/d;847
SP-SANTO EXPEDITO;n/d;132;137;n/d;n/d;269
SP-SANTOPOLIS DO AGUAPEI;n/d;259;171;n/d;n/d;430
SP-SANTOS;n/d;91644;62591;n/d;n/d;154235
SP-SAO BENTO DO SAPUCAI;n/d;551;388;n/d;n/d;939
SP-SAO BERNARDO DO CAMPO;n/d;173836;89631;n/d;n/d;263467
SP-SAO CAETANO DO SUL;n/d;67557;41287;n/d;n/d;108844
SP-SAO CARLOS;n/d;40877;24661;n/d;n/d;65538
SP-SAO FRANCISCO;n/d;150;154;n/d;n/d;304
SP-SAO JOAO DA BOA VISTA;n/d;12787;7376;n/d;n/d;20163
SP-SAO JOAO DAS DUAS PONTES;n/d;141;81;n/d;n/d;222
SP-SAO JOAO DE IRACEMA;n/d;140;79;n/d;n/d;219
SP-SAO JOAO DO PAU D ALHO;n/d;137;92;n/d;n/d;229
SP-SAO JOAQUIM DA BARRA;n/d;7386;3102;n/d;n/d;10488
SP-SAO JOSE DA BELA VISTA;n/d;353;206;n/d;n/d;559
SP-SAO JOSE DO BARREIRO;n/d;297;172;n/d;n/d;469
SP-SAO JOSE DO RIO PARDO;n/d;7859;4295;n/d;n/d;12154
SP-SAO JOSE DO RIO PRETO;n/d;63442;45441;n/d;n/d;108883
SP-SAO JOSE DOS CAMPOS;n/d;117860;65202;n/d;n/d;183062
SP-SAO LOURENCO DA SERRA;n/d;4146;3792;n/d;n/d;7938
SP-SAO LUIS DO PARAITINGA;n/d;1022;458;n/d;n/d;1480
SP-SAO MANUEL;n/d;6097;3319;n/d;n/d;9416
SP-SAO MIGUEL ARCANJO;n/d;2783;1456;n/d;n/d;4239
SP-SAO PAULO;n/d;2463791;2025285;n/d;n/d;4489076
SP-SAO PEDRO;n/d;2685;2099;n/d;n/d;4784
SP-SAO PEDRO DO TURVO;n/d;826;300;n/d;n/d;1126
SP-SAO ROQUE;n/d;8193;6844;n/d;n/d;15037
SP-SAO SEBASTIAO;n/d;8556;5991;n/d;n/d;14547
SP-SAO SEBASTIAO DA GRAMA;n/d;1822;830;n/d;n/d;2652
SP-SAO SIMAO;n/d;1969;1240;n/d;n/d;3209
SP-SAO VICENTE;n/d;18166;14458;n/d;n/d;32624
SP-SARAPUI;n/d;860;541;n/d;n/d;1401
SP-SARUTAIA;n/d;310;175;n/d;n/d;485
SP-SEBASTIANOPOLIS DO SUL;n/d;2236;382;n/d;n/d;2618
SP-SERRA AZUL;n/d;452;251;n/d;n/d;703
SP-SERRANA;n/d;4537;1906;n/d;n/d;6443
SP-SERRA NEGRA;n/d;3213;2582;n/d;n/d;5795
SP-SERTAOZINHO;n/d;33111;10614;n/d;n/d;43725
SP-SETE BARRAS;n/d;1156;386;n/d;n/d;1542
SP-SEVERINIA;n/d;1232;701;n/d;n/d;1933
SP-SILVEIRAS;n/d;408;234;n/d;n/d;642
SP-SOCORRO;n/d;3335;2678;n/d;n/d;6013
SP-SOROCABA;n/d;101285;57585;n/d;n/d;158870
SP-SUD MENNUCCI;n/d;2213;829;n/d;n/d;3042
SP-SUMARE;n/d;28660;12202;n/d;n/d;40862
SP-SUZANO;n/d;27437;15280;n/d;n/d;42717
SP-SUZANAPOLIS;n/d;355;154;n/d;n/d;509
SP-TABAPUA;n/d;1375;1105;n/d;n/d;2480
SP-TABATINGA;n/d;1305;1204;n/d;n/d;2509
SP-TABOAO DA SERRA;n/d;32637;19178;n/d;n/d;51815
SP-TACIBA;n/d;397;295;n/d;n/d;692
SP-TAGUAI;n/d;1464;1428;n/d;n/d;2892
SP-TAIACU;n/d;416;261;n/d;n/d;677
SP-TAIUVA;n/d;444;273;n/d;n/d;717
SP-TAMBAU;n/d;3855;1673;n/d;n/d;5528
SP-TANABI;n/d;3027;1485;n/d;n/d;4512
SP-TAPIRAI;n/d;601;354;n/d;n/d;955
SP-TAPIRATIBA;n/d;2210;843;n/d;n/d;3053
SP-TAQUARAL;n/d;265;145;n/d;n/d;410
SP-TAQUARITINGA;n/d;5817;4232;n/d;n/d;10049
SP-TAQUARITUBA;n/d;2255;1259;n/d;n/d;3514
SP-TAQUARIVAI;n/d;927;355;n/d;n/d;1282
SP-TARABAI;n/d;437;300;n/d;n/d;737
SP-TARUMA;n/d;5322;1113;n/d;n/d;6435
SP-TATUI;n/d;15867;9574;n/d;n/d;25441
SP-TAUBATE;n/d;48437;29549;n/d;n/d;77986
SP-TEJUPA;n/d;339;206;n/d;n/d;545
SP-TEODORO SAMPAIO;n/d;3109;1262;n/d;n/d;4371
SP-TERRA ROXA;n/d;483;439;n/d;n/d;922
SP-TIETE;n/d;7789;7492;n/d;n/d;15281
SP-TIMBURI;n/d;307;112;n/d;n/d;419
SP-TORRE DE PEDRA;n/d;74;71;n/d;n/d;145
SP-TORRINHA;n/d;1035;591;n/d;n/d;1626
SP-TRABIJU;n/d;179;211;n/d;n/d;390
SP-TREMEMBE;n/d;3316;1433;n/d;n/d;4749
SP-TRES FRONTEIRAS;n/d;469;239;n/d;n/d;708
SP-TUIUTI;n/d;926;196;n/d;n/d;1122
SP-TUPA;n/d;7518;5384;n/d;n/d;12902
SP-TUPI PAULISTA;n/d;1119;1003;n/d;n/d;2122
SP-TURIUBA;n/d;167;152;n/d;n/d;319
SP-TURMALINA;n/d;190;138;n/d;n/d;328
SP-UBARANA;n/d;810;231;n/d;n/d;1041
SP-UBATUBA;n/d;7005;5462;n/d;n/d;12467
SP-UBIRAJARA;n/d;569;349;n/d;n/d;918
SP-UCHOA;n/d;720;494;n/d;n/d;1214
SP-UNIAO PAULISTA;n/d;174;76;n/d;n/d;250
SP-URANIA;n/d;752;354;n/d;n/d;1106
SP-URU;n/d;177;88;n/d;n/d;265
SP-URUPES;n/d;1038;893;n/d;n/d;1931
SP-VALENTIM GENTIL;n/d;1514;895;n/d;n/d;2409
SP-VALINHOS;n/d;21620;12085;n/d;n/d;33705
SP-VALPARAISO;n/d;3098;1390;n/d;n/d;4488
SP-VARGEM;n/d;539;312;n/d;n/d;851
SP-VARGEM GRANDE DO SUL;n/d;3798;2415;n/d;n/d;6213
SP-VARGEM GRANDE PAULISTA;n/d;5952;3512;n/d;n/d;9464
SP-VARZEA PAULISTA;n/d;10249;4876;n/d;n/d;15125
SP-VERA CRUZ;n/d;803;422;n/d;n/d;1225
SP-VINHEDO;n/d;16730;10315;n/d;n/d;27045
SP-VIRADOURO;n/d;1269;1283;n/d;n/d;2552
SP-VISTA ALEGRE DO ALTO;n/d;1838;566;n/d;n/d;2404
SP-VITORIA BRASIL;n/d;150;82;n/d;n/d;232
SP-VOTORANTIM;n/d;7380;4888;n/d;n/d;12268
SP-VOTUPORANGA;n/d;10429;7666;n/d;n/d;18095
SP-ZACARIAS;n/d;364;168;n/d;n/d;532
SP-CHAVANTES;n/d;1561;749;n/d;n/d;2310
SP-ESTIVA GERBI;n/d;1154;525;n/d;n/d;1679
SP-IGNORADO;n/d;0;0;n/d;n/d;0
Total;n/d;6962967;4750196;n/d;n/d;11713163

Seleções vigentes
Variável;Critério;Valor
Ano;igual a;2008
Vínculo Ativo 31/12;igual a;Sim
