Coluna;Sexo Trabalhador
Município-São Paulo;Não Informado;Masculino;Feminino;Ignorado;{ñ class};Total
SP-BATATAIS;n/d;10530;6513;n/d;n/d;17043
SP-BAURU;n/d;74181;55057;n/d;n/d;129238
SP-BEBEDOURO;n/d;15141;9355;n/d;n/d;24496
SP-BENTO DE ABREU;n/d;580;236;n/d;n/d;816
SP-BERNARDINO DE CAMPOS;n/d;1312;983;n/d;n/d;2295
SP-BERTIOGA;n/d;8043;4726;n/d;n/d;12769
SP-BILAC;n/d;939;624;n/d;n/d;1563
SP-BIRIGUI;n/d;18871;19022;n/d;n/d;37893
SP-BIRITIBA-MIRIM;n/d;2289;1791;n/d;n/d;4080
SP-BOA ESPERANCA DO SUL;n/d;3510;1788;n/d;n/d;5298
SP-BOCAINA;n/d;2877;1469;n/d;n/d;4346
SP-BOFETE;n/d;1000;653;n/d;n/d;1653
SP-BOITUVA;n/d;13136;7991;n/d;n/d;21127
SP-BOM JESUS DOS PERDOES;n/d;2760;1771;n/d;n/d;4531
SP-BOM SUCESSO DE ITARARE;n/d;394;150;n/d;n/d;544
SP-BORA;n/d;1440;320;n/d;n/d;1760
SP-BORACEIA;n/d;862;480;n/d;n/d;1342
SP-BORBOREMA;n/d;1539;1422;n/d;n/d;2961
SP-BOREBI;n/d;431;332;n/d;n/d;763
SP-BOTUCATU;n/d;24515;16867;n/d;n/d;41382
SP-BRAGANCA PAULISTA;n/d;22724;19854;n/d;n/d;42578
SP-BRAUNA;n/d;327;302;n/d;n/d;629
SP-BREJO ALEGRE;n/d;2402;331;n/d;n/d;2733
SP-BRODOWSKI;n/d;2322;2203;n/d;n/d;4525
SP-BROTAS;n/d;4920;2541;n/d;n/d;7461
SP-BURI;n/d;2567;1324;n/d;n/d;3891
SP-BURITAMA;n/d;1511;1296;n/d;n/d;2807
SP-BURITIZAL;n/d;1418;326;n/d;n/d;1744
SP-CABRALIA PAULISTA;n/d;545;290;n/d;n/d;835
SP-CABREUVA;n/d;8959;5736;n/d;n/d;14695
SP-CACAPAVA;n/d;14007;8256;n/d;n/d;22263
SP-CACHOEIRA PAULISTA;n/d;2947;2624;n/d;n/d;5571
SP-CACONDE;n/d;1262;872;n/d;n/d;2134
SP-CAFELANDIA;n/d;2158;1538;n/d;n/d;3696
SP-CAIABU;n/d;157;201;n/d;n/d;358
SP-CAIEIRAS;n/d;15505;8081;n/d;n/d;23586
SP-CAIUA;n/d;324;217;n/d;n/d;541
SP-CAJAMAR;n/d;24348;17004;n/d;n/d;41352
SP-CAJATI;n/d;4035;1624;n/d;n/d;5659
SP-CAJOBI;n/d;738;635;n/d;n/d;1373
SP-CAJURU;n/d;2639;2203;n/d;n/d;4842
SP-CAMPINA DO MONTE ALEGRE;n/d;434;409;n/d;n/d;843
SP-CAMPINAS;n/d;233370;203191;n/d;n/d;436561
SP-CAMPO LIMPO PAULISTA;n/d;8435;5125;n/d;n/d;13560
SP-CAMPOS DO JORDAO;n/d;6372;6102;n/d;n/d;12474
SP-CAMPOS NOVOS PAULISTA;n/d;419;218;n/d;n/d;637
SP-CANANEIA;n/d;823;587;n/d;n/d;1410
SP-CANAS;n/d;522;251;n/d;n/d;773
SP-CANDIDO MOTA;n/d;3243;1860;n/d;n/d;5103
SP-CANDIDO RODRIGUES;n/d;336;328;n/d;n/d;664
SP-CANITAR;n/d;606;293;n/d;n/d;899
SP-CAPAO BONITO;n/d;4623;3038;n/d;n/d;7661
SP-CAPELA DO ALTO;n/d;2079;1569;n/d;n/d;3648
SP-CAPIVARI;n/d;8858;6447;n/d;n/d;15305
SP-CARAGUATATUBA;n/d;11240;11082;n/d;n/d;22322
SP-CARAPICUIBA;n/d;24108;21176;n/d;n/d;45284
SP-CARDOSO;n/d;735;650;n/d;n/d;1385
SP-CASA BRANCA;n/d;3968;2613;n/d;n/d;6581
SP-CASSIA DOS COQUEIROS;n/d;267;219;n/d;n/d;486
SP-CASTILHO;n/d;2154;1191;n/d;n/d;3345
SP-CATANDUVA;n/d;23424;16702;n/d;n/d;40126
SP-CATIGUA;n/d;629;383;n/d;n/d;1012
SP-CEDRAL;n/d;1307;1012;n/d;n/d;2319
SP-CERQUEIRA CESAR;n/d;3087;1921;n/d;n/d;5008
SP-CERQUILHO;n/d;7201;5080;n/d;n/d;12281
SP-CESARIO LANGE;n/d;1993;1400;n/d;n/d;3393
SP-CHARQUEADA;n/d;1614;1287;n/d;n/d;2901
SP-CLEMENTINA;n/d;3050;535;n/d;n/d;3585
SP-COLINA;n/d;3576;1714;n/d;n/d;5290
SP-COLOMBIA;n/d;2457;1002;n/d;n/d;3459
SP-CONCHAL;n/d;3169;2759;n/d;n/d;5928
SP-CONCHAS;n/d;1991;1336;n/d;n/d;3327
SP-CORDEIROPOLIS;n/d;6387;3174;n/d;n/d;9561
SP-COROADOS;n/d;593;312;n/d;n/d;905
SP-CORONEL MACEDO;n/d;411;254;n/d;n/d;665
SP-CORUMBATAI;n/d;704;349;n/d;n/d;1053
SP-COSMOPOLIS;n/d;6099;4673;n/d;n/d;10772
SP-COSMORAMA;n/d;1608;655;n/d;n/d;2263
SP-COTIA;n/d;44275;32417;n/d;n/d;76692
SP-CRAVINHOS;n/d;5388;3418;n/d;n/d;8806
SP-CRISTAIS PAULISTA;n/d;1041;498;n/d;n/d;1539
SP-CRUZALIA;n/d;199;189;n/d;n/d;388
SP-CRUZEIRO;n/d;12386;6183;n/d;n/d;18569
SP-CUBATAO;n/d;29454;11474;n/d;n/d;40928
SP-CUNHA;n/d;1220;701;n/d;n/d;1921
SP-DESCALVADO;n/d;6003;3517;n/d;n/d;9520
SP-DIADEMA;n/d;71005;40515;n/d;n/d;111520
SP-DIRCE REIS;n/d;252;111;n/d;n/d;363
SP-DIVINOLANDIA;n/d;924;1093;n/d;n/d;2017
SP-DOBRADA;n/d;346;283;n/d;n/d;629
SP-DOIS CORREGOS;n/d;3756;2335;n/d;n/d;6091
SP-DOLCINOPOLIS;n/d;161;158;n/d;n/d;319
SP-DOURADO;n/d;1271;750;n/d;n/d;2021
SP-DRACENA;n/d;6199;4793;n/d;n/d;10992
SP-DUARTINA;n/d;1187;1022;n/d;n/d;2209
SP-DUMONT;n/d;958;875;n/d;n/d;1833
SP-ECHAPORA;n/d;469;297;n/d;n/d;766
SP-ELDORADO;n/d;1458;657;n/d;n/d;2115
SP-ELIAS FAUSTO;n/d;3226;1555;n/d;n/d;4781
SP-ELISIARIO;n/d;335;203;n/d;n/d;538
SP-EMBAUBA;n/d;226;155;n/d;n/d;381
SP-EMBU DAS ARTES;n/d;27610;17378;n/d;n/d;44988
SP-EMBU-GUACU;n/d;4913;3437;n/d;n/d;8350
SP-EMILIANOPOLIS;n/d;178;161;n/d;n/d;339
SP-ENGENHEIRO COELHO;n/d;2260;1548;n/d;n/d;3808
SP-ESPIRITO SANTO DO PINHAL;n/d;7026;5628;n/d;n/d;12654
SP-ESPIRITO SANTO DO TURVO;n/d;295;241;n/d;n/d;536
SP-ESTRELA D OESTE;n/d;1820;1364;n/d;n/d;3184
SP-ESTRELA DO NORTE;n/d;173;229;n/d;n/d;402
SP-EUCLIDES DA CUNHA PAULISTA;n/d;373;376;n/d;n/d;749
SP-FARTURA;n/d;2004;1799;n/d;n/d;3803
SP-FERNANDOPOLIS;n/d;9701;7412;n/d;n/d;17113
SP-FERNANDO PRESTES;n/d;502;566;n/d;n/d;1068
SP-FERNAO;n/d;203;129;n/d;n/d;332
SP-FERRAZ DE VASCONCELOS;n/d;13630;8246;n/d;n/d;21876
SP-FLORA RICA;n/d;156;128;n/d;n/d;284
SP-FLOREAL;n/d;280;208;n/d;n/d;488
SP-FLORIDA PAULISTA;n/d;1983;859;n/d;n/d;2842
SP-FLORINIA;n/d;288;210;n/d;n/d;498
SP-FRANCA;n/d;50436;41599;n/d;n/d;92035
SP-FRANCISCO MORATO;n/d;4519;4770;n/d;n/d;9289
SP-FRANCO DA ROCHA;n/d;7978;6148;n/d;n/d;14126
SP-GABRIEL MONTEIRO;n/d;362;487;n/d;n/d;849
SP-GALIA;n/d;940;475;n/d;n/d;1415
SP-GARCA;n/d;6845;4929;n/d;n/d;11774
SP-GASTAO VIDIGAL;n/d;311;154;n/d;n/d;465
SP-GAVIAO PEIXOTO;n/d;2477;759;n/d;n/d;3236
SP-GENERAL SALGADO;n/d;1015;735;n/d;n/d;1750
SP-GETULINA;n/d;648;502;n/d;n/d;1150
SP-GLICERIO;n/d;561;459;n/d;n/d;1020
SP-GUAICARA;n/d;925;703;n/d;n/d;1628
SP-GUAIMBE;n/d;310;229;n/d;n/d;539
SP-GUAIRA;n/d;9217;3528;n/d;n/d;12745
SP-GUAPIACU;n/d;1978;1194;n/d;n/d;3172
SP-GUAPIARA;n/d;1421;599;n/d;n/d;2020
SP-GUARA;n/d;2446;1582;n/d;n/d;4028
SP-GUARACAI;n/d;734;562;n/d;n/d;1296
SP-GUARACI;n/d;1529;639;n/d;n/d;2168
SP-GUARANI D OESTE;n/d;131;154;n/d;n/d;285
SP-GUARANTA;n/d;825;530;n/d;n/d;1355
SP-GUARARAPES;n/d;4217;2380;n/d;n/d;6597
SP-GUARAREMA;n/d;4350;2839;n/d;n/d;7189
SP-GUARATINGUETA;n/d;19742;11622;n/d;n/d;31364
SP-GUAREI;n/d;1234;973;n/d;n/d;2207
SP-GUARIBA;n/d;5132;2517;n/d;n/d;7649
SP-GUARUJA;n/d;31206;21142;n/d;n/d;52348
SP-GUARULHOS;n/d;221275;133134;n/d;n/d;354409
SP-GUATAPARA;n/d;896;749;n/d;n/d;1645
SP-GUZOLANDIA;n/d;299;248;n/d;n/d;547
SP-HERCULANDIA;n/d;771;446;n/d;n/d;1217
SP-HOLAMBRA;n/d;3828;3533;n/d;n/d;7361
SP-HORTOLANDIA;n/d;27957;17955;n/d;n/d;45912
SP-IACANGA;n/d;2448;1002;n/d;n/d;3450
SP-IACRI;n/d;465;353;n/d;n/d;818
SP-IARAS;n/d;946;741;n/d;n/d;1687
SP-IBATE;n/d;4134;2136;n/d;n/d;6270
SP-IBIRA;n/d;991;899;n/d;n/d;1890
SP-IBIRAREMA;n/d;447;286;n/d;n/d;733
SP-IBITINGA;n/d;8423;7563;n/d;n/d;15986
SP-IBIUNA;n/d;6244;5354;n/d;n/d;11598
SP-ICEM;n/d;670;482;n/d;n/d;1152
SP-IEPE;n/d;561;444;n/d;n/d;1005
SP-IGARACU DO TIETE;n/d;1322;1283;n/d;n/d;2605
SP-IGARAPAVA;n/d;3708;2457;n/d;n/d;6165
SP-IGARATA;n/d;910;622;n/d;n/d;1532
SP-IGUAPE;n/d;1385;1253;n/d;n/d;2638
SP-ILHABELA;n/d;3781;3719;n/d;n/d;7500
SP-ILHA COMPRIDA;n/d;780;718;n/d;n/d;1498
SP-ILHA SOLTEIRA;n/d;2924;2572;n/d;n/d;5496
SP-INDAIATUBA;n/d;42624;29833;n/d;n/d;72457
SP-INDIANA;n/d;350;244;n/d;n/d;594
SP-INDIAPORA;n/d;284;230;n/d;n/d;514
SP-INUBIA PAULISTA;n/d;494;435;n/d;n/d;929
SP-IPAUSSU;n/d;2440;1221;n/d;n/d;3661
SP-IPERO;n/d;3576;2219;n/d;n/d;5795
SP-IPEUNA;n/d;1539;858;n/d;n/d;2397
SP-IPIGUA;n/d;486;355;n/d;n/d;841
SP-IPORANGA;n/d;269;225;n/d;n/d;494
SP-IPUA;n/d;2182;1422;n/d;n/d;3604
SP-IRACEMAPOLIS;n/d;4448;2276;n/d;n/d;6724
SP-IRAPUA;n/d;443;433;n/d;n/d;876
SP-IRAPURU;n/d;399;336;n/d;n/d;735
SP-ITABERA;n/d;1647;1009;n/d;n/d;2656
SP-ITAI;n/d;3354;1664;n/d;n/d;5018
SP-ITAJOBI;n/d;1816;1133;n/d;n/d;2949
SP-ITAJU;n/d;381;289;n/d;n/d;670
SP-ITANHAEM;n/d;7111;7655;n/d;n/d;14766
SP-ITAOCA;n/d;232;97;n/d;n/d;329
SP-ITAPECERICA DA SERRA;n/d;13125;10090;n/d;n/d;23215
SP-ITAPETININGA;n/d;20497;15185;n/d;n/d;35682
SP-ITAPEVA;n/d;12101;7745;n/d;n/d;19846
SP-ITAPEVI;n/d;20691;17056;n/d;n/d;37747
SP-ITAPIRA;n/d;13600;9248;n/d;n/d;22848
SP-ITAPIRAPUA PAULISTA;n/d;357;164;n/d;n/d;521
SP-ITAPOLIS;n/d;6300;4174;n/d;n/d;10474
SP-ITAPORANGA;n/d;1108;959;n/d;n/d;2067
SP-ITAPUI;n/d;2403;2153;n/d;n/d;4556
SP-ITAPURA;n/d;316;284;n/d;n/d;600
SP-ITAQUAQUECETUBA;n/d;28290;18174;n/d;n/d;46464
SP-ITARARE;n/d;5276;3538;n/d;n/d;8814
SP-ITARIRI;n/d;846;513;n/d;n/d;1359
SP-ITATIBA;n/d;21099;16111;n/d;n/d;37210
SP-ITATINGA;n/d;1968;1374;n/d;n/d;3342
SP-ITIRAPINA;n/d;2261;1793;n/d;n/d;4054
SP-ITIRAPUA;n/d;491;317;n/d;n/d;808
SP-ITOBI;n/d;463;377;n/d;n/d;840
SP-ITU;n/d;33691;25427;n/d;n/d;59118
SP-ITUPEVA;n/d;13779;9397;n/d;n/d;23176
SP-ITUVERAVA;n/d;4383;3661;n/d;n/d;8044
SP-JABORANDI;n/d;548;358;n/d;n/d;906
SP-JABOTICABAL;n/d;15141;8083;n/d;n/d;23224
SP-JACAREI;n/d;27153;19474;n/d;n/d;46627
SP-JACI;n/d;1450;1406;n/d;n/d;2856
SP-JACUPIRANGA;n/d;2485;1087;n/d;n/d;3572
SP-JAGUARIUNA;n/d;18542;13764;n/d;n/d;32306
SP-JALES;n/d;6065;5018;n/d;n/d;11083
SP-JAMBEIRO;n/d;2793;912;n/d;n/d;3705
SP-JANDIRA;n/d;12809;8109;n/d;n/d;20918
SP-JARDINOPOLIS;n/d;5620;3603;n/d;n/d;9223
SP-JARINU;n/d;3835;3020;n/d;n/d;6855
SP-JAU;n/d;22130;17860;n/d;n/d;39990
SP-JERIQUARA;n/d;377;277;n/d;n/d;654
SP-JOANOPOLIS;n/d;1015;1025;n/d;n/d;2040
SP-JOAO RAMALHO;n/d;268;221;n/d;n/d;489
SP-JOSE BONIFACIO;n/d;6433;3847;n/d;n/d;10280
SP-JULIO MESQUITA;n/d;170;122;n/d;n/d;292
SP-JUMIRIM;n/d;716;313;n/d;n/d;1029
SP-JUNDIAI;n/d;99526;81644;n/d;n/d;181170
SP-JUNQUEIROPOLIS;n/d;3802;1639;n/d;n/d;5441
SP-JUQUIA;n/d;1460;937;n/d;n/d;2397
SP-JUQUITIBA;n/d;2215;1846;n/d;n/d;4061
SP-LAGOINHA;n/d;475;244;n/d;n/d;719
SP-LARANJAL PAULISTA;n/d;4681;3878;n/d;n/d;8559
SP-LAVINIA;n/d;419;430;n/d;n/d;849
SP-LAVRINHAS;n/d;447;331;n/d;n/d;778
SP-LEME;n/d;13826;9915;n/d;n/d;23741
SP-LENCOIS PAULISTA;n/d;13324;7551;n/d;n/d;20875
SP-LIMEIRA;n/d;51644;38106;n/d;n/d;89750
SP-LINDOIA;n/d;1101;837;n/d;n/d;1938
SP-LINS;n/d;16478;10783;n/d;n/d;27261
SP-LORENA;n/d;9745;7031;n/d;n/d;16776
SP-LOURDES;n/d;124;158;n/d;n/d;282
SP-LOUVEIRA;n/d;10868;8076;n/d;n/d;18944
SP-LUCELIA;n/d;2462;5351;n/d;n/d;7813
SP-LUCIANOPOLIS;n/d;631;239;n/d;n/d;870
SP-LUIS ANTONIO;n/d;4082;926;n/d;n/d;5008
SP-LUIZIANIA;n/d;323;217;n/d;n/d;540
SP-LUPERCIO;n/d;454;229;n/d;n/d;683
SP-LUTECIA;n/d;235;168;n/d;n/d;403
SP-MACATUBA;n/d;2644;1766;n/d;n/d;4410
SP-MACAUBAL;n/d;1269;1179;n/d;n/d;2448
SP-MACEDONIA;n/d;314;179;n/d;n/d;493
SP-MAGDA;n/d;397;206;n/d;n/d;603
SP-MAIRINQUE;n/d;5303;4275;n/d;n/d;9578
SP-MAIRIPORA;n/d;8677;6039;n/d;n/d;14716
SP-MANDURI;n/d;1082;726;n/d;n/d;1808
SP-MARABA PAULISTA;n/d;449;262;n/d;n/d;711
SP-MARACAI;n/d;1583;972;n/d;n/d;2555
SP-MARAPOAMA;n/d;1135;309;n/d;n/d;1444
SP-MARIAPOLIS;n/d;187;166;n/d;n/d;353
SP-MARILIA;n/d;35529;28817;n/d;n/d;64346
SP-MARINOPOLIS;n/d;175;144;n/d;n/d;319
SP-MARTINOPOLIS;n/d;2094;1400;n/d;n/d;3494
SP-MATAO;n/d;20646;11761;n/d;n/d;32407
SP-MAUA;n/d;43588;29543;n/d;n/d;73131
SP-MENDONCA;n/d;1627;524;n/d;n/d;2151
SP-MERIDIANO;n/d;2003;405;n/d;n/d;2408
SP-MESOPOLIS;n/d;111;129;n/d;n/d;240
SP-MIGUELOPOLIS;n/d;2732;1560;n/d;n/d;4292
SP-MINEIROS DO TIETE;n/d;971;751;n/d;n/d;1722
SP-MIRACATU;n/d;1791;1002;n/d;n/d;2793
SP-MIRA ESTRELA;n/d;242;215;n/d;n/d;457
SP-MIRANDOPOLIS;n/d;2488;1814;n/d;n/d;4302
SP-MIRANTE DO PARANAPANEMA;n/d;2760;976;n/d;n/d;3736
SP-MIRASSOL;n/d;9100;5667;n/d;n/d;14767
SP-MIRASSOLANDIA;n/d;317;226;n/d;n/d;543
SP-MOCOCA;n/d;11328;6403;n/d;n/d;17731
SP-MOGI DAS CRUZES;n/d;56392;45010;n/d;n/d;101402
SP-MOGI GUACU;n/d;24071;16695;n/d;n/d;40766
SP-MOGI MIRIM;n/d;17425;11946;n/d;n/d;29371
SP-MOMBUCA;n/d;265;226;n/d;n/d;491
SP-MONCOES;n/d;1578;220;n/d;n/d;1798
SP-MONGAGUA;n/d;2958;2961;n/d;n/d;5919
SP-MONTE ALEGRE DO SUL;n/d;747;658;n/d;n/d;1405
SP-MONTE ALTO;n/d;8586;5757;n/d;n/d;14343
SP-MONTE APRAZIVEL;n/d;2500;1712;n/d;n/d;4212
SP-MONTE AZUL PAULISTA;n/d;3961;2002;n/d;n/d;5963
SP-MONTE CASTELO;n/d;267;314;n/d;n/d;581
SP-MONTEIRO LOBATO;n/d;532;324;n/d;n/d;856
SP-MONTE MOR;n/d;7069;4177;n/d;n/d;11246
SP-MORRO AGUDO;n/d;5689;2479;n/d;n/d;8168
SP-MORUNGABA;n/d;5205;6109;n/d;n/d;11314
SP-MOTUCA;n/d;251;272;n/d;n/d;523
SP-MURUTINGA DO SUL;n/d;254;232;n/d;n/d;486
SP-NANTES;n/d;207;145;n/d;n/d;352
SP-NARANDIBA;n/d;654;391;n/d;n/d;1045
SP-NATIVIDADE DA SERRA;n/d;473;231;n/d;n/d;704
SP-NAZARE PAULISTA;n/d;1862;1025;n/d;n/d;2887
SP-NEVES PAULISTA;n/d;959;661;n/d;n/d;1620
SP-NHANDEARA;n/d;1042;808;n/d;n/d;1850
SP-NIPOA;n/d;358;269;n/d;n/d;627
SP-NOVA ALIANCA;n/d;657;481;n/d;n/d;1138
SP-NOVA CAMPINA;n/d;1679;661;n/d;n/d;2340
SP-NOVA CANAA PAULISTA;n/d;103;110;n/d;n/d;213
SP-NOVA CASTILHO;n/d;144;96;n/d;n/d;240
SP-NOVA EUROPA;n/d;3071;875;n/d;n/d;3946
SP-NOVA GRANADA;n/d;1369;1196;n/d;n/d;2565
SP-NOVA GUATAPORANGA;n/d;145;108;n/d;n/d;253
SP-NOVA INDEPENDENCIA;n/d;1044;346;n/d;n/d;1390
SP-NOVAIS;n/d;162;189;n/d;n/d;351
SP-NOVA LUZITANIA;n/d;179;174;n/d;n/d;353
SP-NOVA ODESSA;n/d;12461;7287;n/d;n/d;19748
SP-NOVO HORIZONTE;n/d;6491;3405;n/d;n/d;9896
SP-NUPORANGA;n/d;1246;1564;n/d;n/d;2810
SP-OCAUCU;n/d;471;269;n/d;n/d;740
SP-OLEO;n/d;232;129;n/d;n/d;361
SP-OLIMPIA;n/d;9334;5522;n/d;n/d;14856
SP-ONDA VERDE;n/d;2708;658;n/d;n/d;3366
SP-ORIENTE;n/d;639;322;n/d;n/d;961
SP-ORINDIUVA;n/d;2481;654;n/d;n/d;3135
SP-ORLANDIA;n/d;7942;3975;n/d;n/d;11917
SP-OSASCO;n/d;99514;76098;n/d;n/d;175612
SP-OSCAR BRESSANE;n/d;232;202;n/d;n/d;434
SP-OSVALDO CRUZ;n/d;4265;3506;n/d;n/d;7771
SP-OURINHOS;n/d;16447;11396;n/d;n/d;27843
SP-OUROESTE;n/d;2255;976;n/d;n/d;3231
SP-OURO VERDE;n/d;390;291;n/d;n/d;681
SP-PACAEMBU;n/d;760;664;n/d;n/d;1424
SP-PALESTINA;n/d;2035;715;n/d;n/d;2750
SP-PALMARES PAULISTA;n/d;333;469;n/d;n/d;802
SP-PALMEIRA D OESTE;n/d;554;473;n/d;n/d;1027
SP-PALMITAL;n/d;2338;1470;n/d;n/d;3808
SP-PANORAMA;n/d;2004;956;n/d;n/d;2960
SP-PARAGUACU PAULISTA;n/d;10253;4556;n/d;n/d;14809
SP-PARAIBUNA;n/d;1358;1337;n/d;n/d;2695
SP-PARAISO;n/d;1717;639;n/d;n/d;2356
SP-PARANAPANEMA;n/d;2633;1864;n/d;n/d;4497
SP-PARANAPUA;n/d;332;268;n/d;n/d;600
SP-PARAPUA;n/d;2680;700;n/d;n/d;3380
SP-PARDINHO;n/d;1278;950;n/d;n/d;2228
SP-PARIQUERA-ACU;n/d;2575;1682;n/d;n/d;4257
SP-PARISI;n/d;191;129;n/d;n/d;320
SP-PATROCINIO PAULISTA;n/d;2915;1070;n/d;n/d;3985
SP-PAULICEIA;n/d;1691;623;n/d;n/d;2314
SP-PAULINIA;n/d;28016;15240;n/d;n/d;43256
SP-PAULISTANIA;n/d;145;96;n/d;n/d;241
SP-PAULO DE FARIA;n/d;452;459;n/d;n/d;911
SP-PEDERNEIRAS;n/d;9766;4378;n/d;n/d;14144
SP-PEDRA BELA;n/d;420;335;n/d;n/d;755
SP-PEDRANOPOLIS;n/d;249;151;n/d;n/d;400
SP-PEDREGULHO;n/d;1986;1464;n/d;n/d;3450
SP-PEDREIRA;n/d;7132;6402;n/d;n/d;13534
SP-PEDRINHAS PAULISTA;n/d;290;221;n/d;n/d;511
SP-PEDRO DE TOLEDO;n/d;563;462;n/d;n/d;1025
SP-PENAPOLIS;n/d;7448;6332;n/d;n/d;13780
SP-PEREIRA BARRETO;n/d;4068;2162;n/d;n/d;6230
SP-PEREIRAS;n/d;1312;722;n/d;n/d;2034
SP-PERUIBE;n/d;4491;4306;n/d;n/d;8797
SP-PIACATU;n/d;429;539;n/d;n/d;968
SP-PIEDADE;n/d;4690;3406;n/d;n/d;8096
SP-PILAR DO SUL;n/d;4612;2274;n/d;n/d;6886
SP-PINDAMONHANGABA;n/d;22240;11811;n/d;n/d;34051
SP-PINDORAMA;n/d;1582;995;n/d;n/d;2577
SP-PINHALZINHO;n/d;982;969;n/d;n/d;1951
SP-PIQUEROBI;n/d;356;246;n/d;n/d;602
SP-PIQUETE;n/d;1011;502;n/d;n/d;1513
SP-PIRACAIA;n/d;2259;2130;n/d;n/d;4389
SP-PIRACICABA;n/d;81692;52341;n/d;n/d;134033
SP-PIRAJU;n/d;3685;2633;n/d;n/d;6318
SP-PIRAJUI;n/d;1872;1309;n/d;n/d;3181
