Coluna;Sexo Trabalhador
Município-São Paulo;Não Informado;Masculino;Feminino;Ignorado;{ñ class};Total
SP-CERQUILHO;n/d;4351;2421;n/d;n/d;6772
SP-CESARIO LANGE;n/d;1115;553;n/d;n/d;1668
SP-CHARQUEADA;n/d;825;520;n/d;n/d;1345
SP-CLEMENTINA;n/d;687;295;n/d;n/d;982
SP-COLINA;n/d;1905;814;n/d;n/d;2719
SP-COLOMBIA;n/d;1506;462;n/d;n/d;1968
SP-CONCHAL;n/d;1786;1067;n/d;n/d;2853
SP-CONCHAS;n/d;1687;1025;n/d;n/d;2712
SP-CORDEIROPOLIS;n/d;4185;1233;n/d;n/d;5418
SP-COROADOS;n/d;1831;498;n/d;n/d;2329
SP-CORONEL MACEDO;n/d;291;105;n/d;n/d;396
SP-CORUMBATAI;n/d;585;269;n/d;n/d;854
SP-COSMOPOLIS;n/d;4257;2085;n/d;n/d;6342
SP-COSMORAMA;n/d;422;170;n/d;n/d;592
SP-COTIA;n/d;24196;14452;n/d;n/d;38648
SP-CRAVINHOS;n/d;2808;1176;n/d;n/d;3984
SP-CRISTAIS PAULISTA;n/d;644;187;n/d;n/d;831
SP-CRUZALIA;n/d;212;109;n/d;n/d;321
SP-CRUZEIRO;n/d;8077;3441;n/d;n/d;11518
SP-CUBATAO;n/d;22493;6480;n/d;n/d;28973
SP-CUNHA;n/d;714;371;n/d;n/d;1085
SP-DESCALVADO;n/d;4220;2262;n/d;n/d;6482
SP-DIADEMA;n/d;49547;23897;n/d;n/d;73444
SP-DIRCE REIS;n/d;159;66;n/d;n/d;225
SP-DIVINOLANDIA;n/d;484;551;n/d;n/d;1035
SP-DOBRADA;n/d;337;268;n/d;n/d;605
SP-DOIS CORREGOS;n/d;2629;938;n/d;n/d;3567
SP-DOLCINOPOLIS;n/d;155;86;n/d;n/d;241
SP-DOURADO;n/d;711;346;n/d;n/d;1057
SP-DRACENA;n/d;3928;2311;n/d;n/d;6239
SP-DUARTINA;n/d;1080;726;n/d;n/d;1806
SP-DUMONT;n/d;639;359;n/d;n/d;998
SP-ECHAPORA;n/d;427;207;n/d;n/d;634
SP-ELDORADO;n/d;925;334;n/d;n/d;1259
SP-ELIAS FAUSTO;n/d;1729;728;n/d;n/d;2457
SP-ELISIARIO;n/d;178;81;n/d;n/d;259
SP-EMBAUBA;n/d;391;159;n/d;n/d;550
SP-EMBU DAS ARTES;n/d;30723;21042;n/d;n/d;51765
SP-EMBU-GUACU;n/d;4257;2224;n/d;n/d;6481
SP-EMILIANOPOLIS;n/d;152;90;n/d;n/d;242
SP-ENGENHEIRO COELHO;n/d;1446;465;n/d;n/d;1911
SP-ESPIRITO SANTO DO PINHAL;n/d;5783;3282;n/d;n/d;9065
SP-ESPIRITO SANTO DO TURVO;n/d;1070;467;n/d;n/d;1537
SP-ESTRELA D OESTE;n/d;1397;491;n/d;n/d;1888
SP-ESTRELA DO NORTE;n/d;149;97;n/d;n/d;246
SP-EUCLIDES DA CUNHA PAULISTA;n/d;337;234;n/d;n/d;571
SP-FARTURA;n/d;1006;755;n/d;n/d;1761
SP-FERNANDOPOLIS;n/d;5967;3337;n/d;n/d;9304
SP-FERNANDO PRESTES;n/d;303;154;n/d;n/d;457
SP-FERNAO;n/d;123;52;n/d;n/d;175
SP-FERRAZ DE VASCONCELOS;n/d;8134;3920;n/d;n/d;12054
SP-FLORA RICA;n/d;126;65;n/d;n/d;191
SP-FLOREAL;n/d;246;77;n/d;n/d;323
SP-FLORIDA PAULISTA;n/d;891;271;n/d;n/d;1162
SP-FLORINIA;n/d;329;169;n/d;n/d;498
SP-FRANCA;n/d;34172;21247;n/d;n/d;55419
SP-FRANCISCO MORATO;n/d;2438;2556;n/d;n/d;4994
SP-FRANCO DA ROCHA;n/d;4500;2766;n/d;n/d;7266
SP-GABRIEL MONTEIRO;n/d;513;472;n/d;n/d;985
SP-GALIA;n/d;862;341;n/d;n/d;1203
SP-GARCA;n/d;4899;2412;n/d;n/d;7311
SP-GASTAO VIDIGAL;n/d;215;85;n/d;n/d;300
SP-GAVIAO PEIXOTO;n/d;576;436;n/d;n/d;1012
SP-GENERAL SALGADO;n/d;651;374;n/d;n/d;1025
SP-GETULINA;n/d;905;310;n/d;n/d;1215
SP-GLICERIO;n/d;435;303;n/d;n/d;738
SP-GUAICARA;n/d;705;676;n/d;n/d;1381
SP-GUAIMBE;n/d;292;143;n/d;n/d;435
SP-GUAIRA;n/d;5224;1423;n/d;n/d;6647
SP-GUAPIACU;n/d;2297;906;n/d;n/d;3203
SP-GUAPIARA;n/d;1403;447;n/d;n/d;1850
SP-GUARA;n/d;1165;687;n/d;n/d;1852
SP-GUARACAI;n/d;723;317;n/d;n/d;1040
SP-GUARACI;n/d;741;304;n/d;n/d;1045
SP-GUARANI D OESTE;n/d;102;57;n/d;n/d;159
SP-GUARANTA;n/d;613;289;n/d;n/d;902
SP-GUARARAPES;n/d;2880;1310;n/d;n/d;4190
SP-GUARAREMA;n/d;2197;993;n/d;n/d;3190
SP-GUARATINGUETA;n/d;13710;6095;n/d;n/d;19805
SP-GUAREI;n/d;731;322;n/d;n/d;1053
SP-GUARIBA;n/d;3828;1358;n/d;n/d;5186
SP-GUARUJA;n/d;20815;10790;n/d;n/d;31605
SP-GUARULHOS;n/d;140524;64413;n/d;n/d;204937
SP-GUATAPARA;n/d;495;261;n/d;n/d;756
SP-GUZOLANDIA;n/d;222;77;n/d;n/d;299
SP-HERCULANDIA;n/d;549;230;n/d;n/d;779
SP-HOLAMBRA;n/d;3443;2250;n/d;n/d;5693
SP-HORTOLANDIA;n/d;9970;5792;n/d;n/d;15762
SP-IACANGA;n/d;1004;386;n/d;n/d;1390
SP-IACRI;n/d;422;165;n/d;n/d;587
SP-IARAS;n/d;188;99;n/d;n/d;287
SP-IBATE;n/d;2249;1046;n/d;n/d;3295
SP-IBIRA;n/d;868;512;n/d;n/d;1380
SP-IBIRAREMA;n/d;782;235;n/d;n/d;1017
SP-IBITINGA;n/d;5149;3123;n/d;n/d;8272
SP-IBIUNA;n/d;3916;2464;n/d;n/d;6380
SP-ICEM;n/d;484;232;n/d;n/d;716
SP-IEPE;n/d;809;446;n/d;n/d;1255
SP-IGARACU DO TIETE;n/d;1138;724;n/d;n/d;1862
SP-IGARAPAVA;n/d;2690;1288;n/d;n/d;3978
SP-IGARATA;n/d;578;358;n/d;n/d;936
SP-IGUAPE;n/d;1117;672;n/d;n/d;1789
SP-ILHABELA;n/d;1729;1388;n/d;n/d;3117
SP-ILHA COMPRIDA;n/d;453;350;n/d;n/d;803
SP-ILHA SOLTEIRA;n/d;3309;2122;n/d;n/d;5431
SP-INDAIATUBA;n/d;23119;12338;n/d;n/d;35457
SP-INDIANA;n/d;863;258;n/d;n/d;1121
SP-INDIAPORA;n/d;190;145;n/d;n/d;335
SP-INUBIA PAULISTA;n/d;476;208;n/d;n/d;684
SP-IPAUSSU;n/d;944;562;n/d;n/d;1506
SP-IPERO;n/d;1565;838;n/d;n/d;2403
SP-IPEUNA;n/d;972;374;n/d;n/d;1346
SP-IPIGUA;n/d;594;172;n/d;n/d;766
SP-IPORANGA;n/d;449;284;n/d;n/d;733
SP-IPUA;n/d;1084;567;n/d;n/d;1651
SP-IRACEMAPOLIS;n/d;3079;1163;n/d;n/d;4242
SP-IRAPUA;n/d;427;272;n/d;n/d;699
SP-IRAPURU;n/d;278;211;n/d;n/d;489
SP-ITABERA;n/d;934;462;n/d;n/d;1396
SP-ITAI;n/d;2387;796;n/d;n/d;3183
SP-ITAJOBI;n/d;1667;698;n/d;n/d;2365
SP-ITAJU;n/d;332;90;n/d;n/d;422
SP-ITANHAEM;n/d;4231;3073;n/d;n/d;7304
SP-ITAOCA;n/d;147;50;n/d;n/d;197
SP-ITAPECERICA DA SERRA;n/d;8277;5823;n/d;n/d;14100
SP-ITAPETININGA;n/d;14901;8283;n/d;n/d;23184
SP-ITAPEVA;n/d;7491;2224;n/d;n/d;9715
SP-ITAPEVI;n/d;8683;6570;n/d;n/d;15253
SP-ITAPIRA;n/d;9851;5807;n/d;n/d;15658
SP-ITAPIRAPUA PAULISTA;n/d;144;46;n/d;n/d;190
SP-ITAPOLIS;n/d;4909;2348;n/d;n/d;7257
SP-ITAPORANGA;n/d;650;337;n/d;n/d;987
SP-ITAPUI;n/d;1852;846;n/d;n/d;2698
SP-ITAPURA;n/d;274;161;n/d;n/d;435
SP-ITAQUAQUECETUBA;n/d;16711;7739;n/d;n/d;24450
SP-ITARARE;n/d;4789;1747;n/d;n/d;6536
SP-ITARIRI;n/d;693;358;n/d;n/d;1051
SP-ITATIBA;n/d;15317;10053;n/d;n/d;25370
SP-ITATINGA;n/d;1383;482;n/d;n/d;1865
SP-ITIRAPINA;n/d;948;556;n/d;n/d;1504
SP-ITIRAPUA;n/d;520;254;n/d;n/d;774
SP-ITOBI;n/d;407;90;n/d;n/d;497
SP-ITU;n/d;21652;10818;n/d;n/d;32470
SP-ITUPEVA;n/d;5274;3017;n/d;n/d;8291
SP-ITUVERAVA;n/d;2680;1688;n/d;n/d;4368
SP-JABORANDI;n/d;454;218;n/d;n/d;672
SP-JABOTICABAL;n/d;10312;4549;n/d;n/d;14861
SP-JACAREI;n/d;21114;10474;n/d;n/d;31588
SP-JACI;n/d;935;469;n/d;n/d;1404
SP-JACUPIRANGA;n/d;1464;525;n/d;n/d;1989
SP-JAGUARIUNA;n/d;9379;5532;n/d;n/d;14911
SP-JALES;n/d;4072;2215;n/d;n/d;6287
SP-JAMBEIRO;n/d;1139;352;n/d;n/d;1491
SP-JANDIRA;n/d;7015;3015;n/d;n/d;10030
SP-JARDINOPOLIS;n/d;4070;1997;n/d;n/d;6067
SP-JARINU;n/d;1464;897;n/d;n/d;2361
SP-JAU;n/d;16974;10001;n/d;n/d;26975
SP-JERIQUARA;n/d;245;118;n/d;n/d;363
SP-JOANOPOLIS;n/d;852;591;n/d;n/d;1443
SP-JOAO RAMALHO;n/d;315;340;n/d;n/d;655
SP-JOSE BONIFACIO;n/d;2638;1289;n/d;n/d;3927
SP-JULIO MESQUITA;n/d;262;133;n/d;n/d;395
SP-JUMIRIM;n/d;502;172;n/d;n/d;674
SP-JUNDIAI;n/d;56841;33849;n/d;n/d;90690
SP-JUNQUEIROPOLIS;n/d;1310;589;n/d;n/d;1899
SP-JUQUIA;n/d;1303;562;n/d;n/d;1865
SP-JUQUITIBA;n/d;8595;2845;n/d;n/d;11440
SP-LAGOINHA;n/d;275;73;n/d;n/d;348
SP-LARANJAL PAULISTA;n/d;3347;2456;n/d;n/d;5803
SP-LAVINIA;n/d;378;165;n/d;n/d;543
SP-LAVRINHAS;n/d;400;230;n/d;n/d;630
SP-LEME;n/d;8226;4549;n/d;n/d;12775
SP-LENCOIS PAULISTA;n/d;9268;3528;n/d;n/d;12796
SP-LIMEIRA;n/d;32030;16798;n/d;n/d;48828
SP-LINDOIA;n/d;792;397;n/d;n/d;1189
SP-LINS;n/d;9196;5878;n/d;n/d;15074
SP-LORENA;n/d;6906;3786;n/d;n/d;10692
SP-LOURDES;n/d;92;83;n/d;n/d;175
SP-LOUVEIRA;n/d;3798;2191;n/d;n/d;5989
SP-LUCELIA;n/d;2450;1101;n/d;n/d;3551
SP-LUCIANOPOLIS;n/d;336;80;n/d;n/d;416
SP-LUIS ANTONIO;n/d;3503;718;n/d;n/d;4221
SP-LUIZIANIA;n/d;175;97;n/d;n/d;272
SP-LUPERCIO;n/d;443;156;n/d;n/d;599
SP-LUTECIA;n/d;238;119;n/d;n/d;357
SP-MACATUBA;n/d;2719;839;n/d;n/d;3558
SP-MACAUBAL;n/d;407;215;n/d;n/d;622
SP-MACEDONIA;n/d;274;109;n/d;n/d;383
SP-MAGDA;n/d;249;58;n/d;n/d;307
SP-MAIRINQUE;n/d;4062;2460;n/d;n/d;6522
SP-MAIRIPORA;n/d;6730;2905;n/d;n/d;9635
SP-MANDURI;n/d;939;396;n/d;n/d;1335
SP-MARABA PAULISTA;n/d;460;183;n/d;n/d;643
SP-MARACAI;n/d;2371;619;n/d;n/d;2990
SP-MARAPOAMA;n/d;252;90;n/d;n/d;342
SP-MARIAPOLIS;n/d;138;96;n/d;n/d;234
SP-MARILIA;n/d;23829;16705;n/d;n/d;40534
SP-MARINOPOLIS;n/d;188;87;n/d;n/d;275
SP-MARTINOPOLIS;n/d;1284;691;n/d;n/d;1975
SP-MATAO;n/d;14702;6424;n/d;n/d;21126
SP-MAUA;n/d;24598;12835;n/d;n/d;37433
SP-MENDONCA;n/d;168;181;n/d;n/d;349
SP-MERIDIANO;n/d;415;146;n/d;n/d;561
SP-MESOPOLIS;n/d;128;55;n/d;n/d;183
SP-MIGUELOPOLIS;n/d;2181;974;n/d;n/d;3155
SP-MINEIROS DO TIETE;n/d;667;353;n/d;n/d;1020
SP-MIRACATU;n/d;1267;528;n/d;n/d;1795
SP-MIRA ESTRELA;n/d;256;126;n/d;n/d;382
SP-MIRANDOPOLIS;n/d;1764;928;n/d;n/d;2692
SP-MIRANTE DO PARANAPANEMA;n/d;623;363;n/d;n/d;986
SP-MIRASSOL;n/d;5622;2638;n/d;n/d;8260
SP-MIRASSOLANDIA;n/d;184;72;n/d;n/d;256
SP-MOCOCA;n/d;7160;3492;n/d;n/d;10652
SP-MOGI DAS CRUZES;n/d;31848;18631;n/d;n/d;50479
SP-MOGI GUACU;n/d;17471;9053;n/d;n/d;26524
SP-MOGI MIRIM;n/d;11049;5782;n/d;n/d;16831
SP-MOMBUCA;n/d;236;129;n/d;n/d;365
SP-MONCOES;n/d;169;84;n/d;n/d;253
SP-MONGAGUA;n/d;1755;1223;n/d;n/d;2978
SP-MONTE ALEGRE DO SUL;n/d;566;361;n/d;n/d;927
SP-MONTE ALTO;n/d;5475;2851;n/d;n/d;8326
SP-MONTE APRAZIVEL;n/d;2273;720;n/d;n/d;2993
SP-MONTE AZUL PAULISTA;n/d;5167;2140;n/d;n/d;7307
SP-MONTE CASTELO;n/d;232;90;n/d;n/d;322
SP-MONTEIRO LOBATO;n/d;481;278;n/d;n/d;759
SP-MONTE MOR;n/d;4435;1798;n/d;n/d;6233
SP-MORRO AGUDO;n/d;5024;1182;n/d;n/d;6206
SP-MORUNGABA;n/d;15410;7059;n/d;n/d;22469
SP-MOTUCA;n/d;1117;273;n/d;n/d;1390
SP-MURUTINGA DO SUL;n/d;254;133;n/d;n/d;387
SP-NANTES;n/d;145;87;n/d;n/d;232
SP-NARANDIBA;n/d;204;131;n/d;n/d;335
SP-NATIVIDADE DA SERRA;n/d;334;116;n/d;n/d;450
SP-NAZARE PAULISTA;n/d;2167;1160;n/d;n/d;3327
SP-NEVES PAULISTA;n/d;939;312;n/d;n/d;1251
SP-NHANDEARA;n/d;626;427;n/d;n/d;1053
SP-NIPOA;n/d;291;116;n/d;n/d;407
SP-NOVA ALIANCA;n/d;576;162;n/d;n/d;738
SP-NOVA CAMPINA;n/d;1110;125;n/d;n/d;1235
SP-NOVA CANAA PAULISTA;n/d;74;56;n/d;n/d;130
SP-NOVA CASTILHO;n/d;97;55;n/d;n/d;152
SP-NOVA EUROPA;n/d;1484;351;n/d;n/d;1835
SP-NOVA GRANADA;n/d;1067;674;n/d;n/d;1741
SP-NOVA GUATAPORANGA;n/d;134;69;n/d;n/d;203
SP-NOVA INDEPENDENCIA;n/d;155;91;n/d;n/d;246
SP-NOVAIS;n/d;176;118;n/d;n/d;294
SP-NOVA LUZITANIA;n/d;89;77;n/d;n/d;166
SP-NOVA ODESSA;n/d;7837;3623;n/d;n/d;11460
SP-NOVO HORIZONTE;n/d;3625;1470;n/d;n/d;5095
SP-NUPORANGA;n/d;1133;451;n/d;n/d;1584
SP-OCAUCU;n/d;359;128;n/d;n/d;487
SP-OLEO;n/d;152;63;n/d;n/d;215
SP-OLIMPIA;n/d;5750;2563;n/d;n/d;8313
SP-ONDA VERDE;n/d;1019;186;n/d;n/d;1205
SP-ORIENTE;n/d;710;278;n/d;n/d;988
SP-ORINDIUVA;n/d;369;167;n/d;n/d;536
SP-ORLANDIA;n/d;5880;2051;n/d;n/d;7931
SP-OSASCO;n/d;61846;38389;n/d;n/d;100235
SP-OSCAR BRESSANE;n/d;230;237;n/d;n/d;467
SP-OSVALDO CRUZ;n/d;2873;1821;n/d;n/d;4694
SP-OURINHOS;n/d;10234;5843;n/d;n/d;16077
SP-OUROESTE;n/d;682;278;n/d;n/d;960
SP-OURO VERDE;n/d;400;212;n/d;n/d;612
SP-PACAEMBU;n/d;763;423;n/d;n/d;1186
SP-PALESTINA;n/d;602;192;n/d;n/d;794
SP-PALMARES PAULISTA;n/d;215;219;n/d;n/d;434
SP-PALMEIRA D OESTE;n/d;376;250;n/d;n/d;626
SP-PALMITAL;n/d;1974;881;n/d;n/d;2855
SP-PANORAMA;n/d;1415;512;n/d;n/d;1927
SP-PARAGUACU PAULISTA;n/d;5069;1922;n/d;n/d;6991
SP-PARAIBUNA;n/d;2335;1128;n/d;n/d;3463
SP-PARAISO;n/d;645;189;n/d;n/d;834
SP-PARANAPANEMA;n/d;1912;924;n/d;n/d;2836
SP-PARANAPUA;n/d;294;145;n/d;n/d;439
SP-PARAPUA;n/d;1497;323;n/d;n/d;1820
SP-PARDINHO;n/d;859;625;n/d;n/d;1484
SP-PARIQUERA-ACU;n/d;1498;762;n/d;n/d;2260
SP-PARISI;n/d;139;65;n/d;n/d;204
SP-PATROCINIO PAULISTA;n/d;1436;503;n/d;n/d;1939
SP-PAULICEIA;n/d;457;201;n/d;n/d;658
SP-PAULINIA;n/d;16108;7183;n/d;n/d;23291
SP-PAULISTANIA;n/d;107;68;n/d;n/d;175
SP-PAULO DE FARIA;n/d;510;290;n/d;n/d;800
SP-PEDERNEIRAS;n/d;5746;2532;n/d;n/d;8278
SP-PEDRA BELA;n/d;271;118;n/d;n/d;389
SP-PEDRANOPOLIS;n/d;235;85;n/d;n/d;320
SP-PEDREGULHO;n/d;1718;863;n/d;n/d;2581
SP-PEDREIRA;n/d;5386;3641;n/d;n/d;9027
SP-PEDRINHAS PAULISTA;n/d;309;140;n/d;n/d;449
SP-PEDRO DE TOLEDO;n/d;368;155;n/d;n/d;523
SP-PENAPOLIS;n/d;5832;4213;n/d;n/d;10045
SP-PEREIRA BARRETO;n/d;1862;1159;n/d;n/d;3021
SP-PEREIRAS;n/d;965;331;n/d;n/d;1296
SP-PERUIBE;n/d;2184;1434;n/d;n/d;3618
SP-PIACATU;n/d;286;203;n/d;n/d;489
SP-PIEDADE;n/d;5573;4940;n/d;n/d;10513
SP-PILAR DO SUL;n/d;13099;3170;n/d;n/d;16269
SP-PINDAMONHANGABA;n/d;12819;5105;n/d;n/d;17924
SP-PINDORAMA;n/d;970;463;n/d;n/d;1433
SP-PINHALZINHO;n/d;413;313;n/d;n/d;726
SP-PIQUEROBI;n/d;351;168;n/d;n/d;519
SP-PIQUETE;n/d;947;309;n/d;n/d;1256
SP-PIRACAIA;n/d;1504;966;n/d;n/d;2470
SP-PIRACICABA;n/d;47459;23852;n/d;n/d;71311
SP-PIRAJU;n/d;2548;1384;n/d;n/d;3932
SP-PIRAJUI;n/d;1535;778;n/d;n/d;2313
SP-PIRANGI;n/d;989;263;n/d;n/d;1252
SP-PIRAPORA DO BOM JESUS;n/d;1164;527;n/d;n/d;1691
SP-PIRAPOZINHO;n/d;1954;996;n/d;n/d;2950
SP-PIRASSUNUNGA;n/d;9143;4743;n/d;n/d;13886
